"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","I","A","DD","GS","FT","CV","DP","PP","GC"
"80","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2019/01/14/77b041717dd4a70bd6537a299732619b_FORMATO.jpeg",38545,8,275,"mei","Provável",-0.5,6.79,-0.77,-0.15,"Palmeiras",2,2,4,NA,4,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Luan de Freitas Molarinho Chagas","luan","Luan","",105807,8,266,"zag","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/01/20/a803ff15ed500f9f3202c2a2d72c1ac4_FORMATO.jpeg",99903,8,263,"ata","Nulo",0,0.75,-0.25,0,"Botafogo",NA,2,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,8,263,"gol","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2019/01/14/297712b048dce3da334c1701833a889a_FORMATO.jpeg",82455,8,275,"mei","Provável",2.7,9.49,-0.15,2.53,"Palmeiras",2,9,10,NA,4,3,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"85","Victor Neves Rangel","victor-rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2019/06/06/57321e0975769607d7b66a873b461574_FORMATO.png",82653,8,263,"ata","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Victor Lindenberg Tavares Vieira","victor-lindenberg","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,8,263,"lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2019/01/14/3bd03adab98a337f19a89fde0e3a3b69_FORMATO.jpeg",71684,8,275,"zag","Nulo",0,15.32,0,6.5,"Palmeiras",1,NA,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Lucas Camilo Hernández Perdomo","lucas-hernandez","Lucas Hernández","https://s.glbimg.com/es/sde/f/2019/06/05/2e1901899d630ed1bfcc833d35f44ff0_FORMATO.png",98822,8,282,"lat","Nulo",0,4,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/01/14/5b1562d1bba27830fd9ed3e313848728_FORMATO.jpeg",71631,8,275,"gol","Provável",14.5,15.66,3.76,6.63,"Palmeiras",NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA
"90","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2019/02/06/d12754823e31f219f7d80d0447c43045_FORMATO.png",94010,8,264,"ata","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2019/05/23/3173cd42fd63f03aecc0aa9d2b3fb706_FORMATO.png",93108,8,264,"mei","Nulo",0,6.56,0,3.35,"Corinthians",1,1,12,1,6,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/01/14/ecfff46ca7c7e833694357f560f6c1c6_FORMATO.jpeg",87999,8,275,"mei","Nulo",0,2.95,0,-0.45,"Palmeiras",NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Andre Luis da Costa Alfredo","andre-luis","André Luís","https://s.glbimg.com/es/sde/f/2019/05/08/2895d967600f116ad01260a0b6dabd98_FORMATO.png",92146,8,356,"ata","Nulo",0.7,3.44,-0.19,1.83,"Fortaleza",NA,NA,8,NA,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2019/03/26/d280c476822d11a21bba9408da199dba_FORMATO.png",97994,8,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,8,283,"lat","Provável",7.3,6.46,1.01,2.95,"Cruzeiro",NA,8,1,NA,14,3,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"96","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,8,283,"ata","Provável",1.8,5.8,0.24,1.18,"Cruzeiro",NA,3,3,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"97","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,8,283,"gol","Nulo",0,4.02,0,-1.5,"Cruzeiro",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA
"98","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2019/05/23/7cf24d9f3acb482165da003096c26921_FORMATO.png",101803,8,264,"lat","Nulo",0,5.59,0,4.23,"Corinthians",1,3,NA,1,7,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Pedro Victor Delmino da Silva","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/05/23/107e15af982bc755cfbd17f0349f4584_FORMATO.png",98706,8,264,"mei","Nulo",0,11.99,0,5.44,"Corinthians",NA,1,8,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2019/05/23/637d8e2371145463b7d61a38d9d5ce88_FORMATO.png",100712,8,264,"gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2018/05/07/ca0ef33e042d0136838dfb74844f22a7_FORMATO.png",79701,8,283,"mei","Nulo",0,4.1,0,1.18,"Cruzeiro",NA,2,2,NA,6,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,8,283,"mei","Nulo",0,3.19,-0.54,0.25,"Cruzeiro",NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2018/05/07/074f3b8960ae6ea7711fa17be1c27cac_FORMATO.png",86797,8,283,"ata","Nulo",1.3,6.31,-1.69,1.3,"Cruzeiro",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/02/06/d56eca3cffea14801ef2035fdc653d18_FORMATO.png",102599,8,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Lucas Daniel Romero","lucas-romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2018/05/07/5afee43c79c6ee5a180385ef4550fd6c_FORMATO.png",84558,8,283,"mei","Provável",1.9,4.08,-0.29,3.14,"Cruzeiro",2,10,13,NA,15,18,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,8,283,"mei","Provável",3.2,3.09,0.79,0.4,"Cruzeiro",1,3,2,NA,8,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/05/23/cb5269062be03aa00e9d4c376cfa6cf9_FORMATO.png",102352,8,264,"mei","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,8,264,"zag","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,8,283,"lat","Contundido",0,5.55,0,3.4,"Cruzeiro",NA,4,2,NA,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","João Victor Andrade Caetano","caetano","Caetano","https://s.glbimg.com/es/sde/f/2018/10/13/ce82b8abc2ec1b2cbb8702003dddc2cd_FORMATO.png",103575,8,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,8,283,"ata","Nulo",1.7,4.8,0.51,0.95,"Cruzeiro",NA,10,4,NA,4,3,NA,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"112","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2019/02/04/d5a1e093c0e8dfd5ead943946e093661_FORMATO.png",90768,8,283,"zag","Nulo",0,5,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,8,283,"tec","Provável",4.95,9.84,0.61,3.52,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,8,283,"mei","Provável",7.5,7.52,1.16,2.78,"Cruzeiro",NA,10,5,NA,8,12,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,8,283,"zag","Nulo",0,2.22,0,-1.8,"Cruzeiro",NA,3,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"116","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2019/03/28/218f2be6e5fe193939a7c29948a70d4d_FORMATO.png",97907,8,283,"lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,8,283,"lat","Nulo",0,9.55,0,5.12,"Cruzeiro",NA,2,5,NA,19,11,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"118","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,8,283,"ata","Nulo",0,5.34,0,0.77,"Cruzeiro",1,7,6,NA,14,1,NA,2,4,6,1,NA,NA,1,NA,NA,NA,NA
"119","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,8,283,"gol","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,8,283,"zag","Provável",7,8.55,1.26,3.37,"Cruzeiro",NA,7,3,NA,8,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,8,283,"zag","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Luiz Marcelo de Castro Salles","marcelo-salles","Marcelo Salles","https://s.glbimg.com/es/sde/f/2019/06/06/7414c504a1516316e655679dfcffb035_FORMATO.png",84071,8,262,"tec","Provável",4.44,11.45,-0.03,5.94,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,8,282,"gol","Provável",2.4,7.58,-0.31,4.02,"Atlético-MG",1,NA,NA,NA,6,NA,1,NA,NA,NA,NA,17,10,NA,NA,NA,NA,NA
"124","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,8,282,"zag","Provável",3.9,11.23,-0.52,3.62,"Atlético-MG",NA,1,1,NA,10,11,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,8,265,"lat","Provável",3.1,12.1,-1.01,4.39,"Bahia",3,9,8,NA,20,12,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"126","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/03/22/27fa5cdf4f485fac2794eb67548421f6_FORMATO.png",74061,8,263,"gol","Nulo",0,7.8,0,2.97,"Botafogo",3,NA,2,NA,4,NA,3,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA
"127","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,8,282,"mei","Provável",4.1,10.49,-0.8,6.07,"Atlético-MG",NA,3,2,2,13,1,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,8,283,"lat","Contundido",0,6.2,0,2.97,"Cruzeiro",1,6,4,NA,8,7,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA
"129","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2019/05/08/aed67dfbed5ad1906c0e020b63389e1d_FORMATO.png",61033,8,283,"mei","Nulo",0,5.52,0,2.48,"Cruzeiro",2,3,7,1,9,4,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"130","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/02/04/c331ee1720c436a925256baca5841194_FORMATO.png",62977,8,266,"mei","Provável",4.6,8.3,0.54,1.92,"Fluminense",1,5,5,NA,8,3,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,8,266,"lat","Dúvida",0,6.14,0,1.23,"Fluminense",NA,8,3,NA,19,8,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,8,276,"ata","Contundido",0,17,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2019/04/04/f6df9ba4f9ba25d9b872308e30c5baa9_FORMATO.png",78548,8,277,"mei","Dúvida",21.8,11.55,4.83,3.46,"Santos",NA,12,15,1,16,6,NA,3,3,NA,1,NA,NA,1,NA,NA,NA,NA
"134","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,8,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,2,NA,4,NA,3,NA,NA,NA,NA,15,6,NA,NA,NA,NA,NA
"135","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,8,276,"lat","Provável",7.9,12.8,0.65,4.8,"São Paulo",1,9,5,NA,13,11,4,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"136","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,8,276,"mei","Nulo",0,13.91,0,3.76,"São Paulo",1,3,8,1,3,2,NA,6,5,1,1,NA,NA,NA,NA,NA,NA,NA
"137","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2019/05/22/05b8bf811c2a379cc00d41e1b7e66beb_FORMATO.png",38505,8,267,"zag","Nulo",0,11,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,8,267,"mei","Provável",3.7,9.94,0.06,3.52,"Vasco",NA,2,16,1,10,7,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,8,282,"mei","Nulo",0,8.62,0,4.65,"Atlético-MG",NA,1,3,1,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,8,282,"lat","Provável",-1.6,9.99,-2.62,3.43,"Atlético-MG",1,7,7,2,11,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,8,282,"ata","Dúvida",0.7,14.5,-1.03,3.55,"Atlético-MG",NA,5,5,1,7,2,NA,4,4,NA,1,NA,NA,1,NA,NA,NA,NA
"142","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,8,282,"mei","Provável",2.9,10.04,0.49,2.62,"Atlético-MG",NA,8,6,1,19,10,NA,2,2,NA,NA,NA,NA,1,1,NA,NA,NA
"143","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,8,283,"mei","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,8,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,8,282,"lat","Provável",4.9,4.61,-0.03,2,"Atlético-MG",1,5,NA,NA,11,2,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"146","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,8,282,"mei","Provável",3.4,7.94,-0.75,3.64,"Atlético-MG",2,14,13,NA,28,18,NA,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"147","Carlos Cesar Neves","carlos-cesar","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,8,282,"lat","Nulo",0,4,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,8,282,"ata","Nulo",0,7.01,0,3.75,"Atlético-MG",NA,1,2,NA,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"149","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2019/03/25/6756f079e2e35d2a22e59a73782daa41_FORMATO.png",73896,8,282,"ata","Nulo",0.6,12.08,-0.15,3.28,"Atlético-MG",1,12,16,NA,9,9,NA,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"150","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,8,282,"zag","Contundido",0,4.88,0,0.33,"Atlético-MG",1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/29/188d8189b08f034c67505831cfe67554_FORMATO.png",71162,8,282,"mei","Nulo",0,3.32,0,0.35,"Atlético-MG",NA,4,2,NA,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,8,282,"mei","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2018/07/11/1d923ab86aabd29245dae5fd1338d9bd_FORMATO.png",86859,8,282,"mei","Provável",0.5,4.6,-0.47,2.25,"Atlético-MG",2,6,4,NA,9,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,8,282,"zag","Provável",-1,8.6,-1.15,2.19,"Atlético-MG",NA,6,4,NA,11,9,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"155","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,8,282,"ata","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,8,282,"mei","Nulo",0,6.73,0,2.93,"Atlético-MG",1,3,3,1,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Matheus Mancini","matheus-mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2018/05/07/6f7e5971bc24d9767f330971e875d599_FORMATO.png",80124,8,282,"zag","Nulo",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,8,282,"gol","Contundido",0,3,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2018/05/07/211b2cfc9413080da0e36bac586628df_FORMATO.png",89226,8,282,"zag","Nulo",0,3.19,0,-1.4,"Atlético-MG",NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
