"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","RB","A","DD","GS","SG","CV","FT","GC","PP","DP"
"81","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2018/05/23/c1e09ae588439e79293d33881309f392_FORMATO.png",77959,16,"SAN","ata","Nulo",0,5.77,0,0.94,"Santos",NA,4,NA,NA,4,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,16,"PAL","lat","Nulo",0,6.77,0,2.64,"Palmeiras",1,2,2,2,3,NA,NA,11,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"83","Derlis Alberto González Galeano","derlis-gonzalez","Derlis González","https://s.glbimg.com/es/sde/f/2018/08/02/82821b03d402e292e2c9436d34a6f1b3_FORMATO.png",75372,16,"SAN","ata","Nulo",0,10,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/07/10/3a93f8f8aa66f16a6010d3e4f1a727df_FORMATO.png",69249,16,"VAS","gol","Provável",-8.3,4.99,-3.06,0.67,"Vasco",1,NA,NA,NA,NA,NA,NA,2,NA,NA,9,12,1,NA,NA,NA,NA,NA
"85","Yago Fernando da Silva","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/20/13d6ab565918a4bad475a1569e05162d_FORMATO.png",77500,16,"BOT","zag","Nulo",0,5.82,0,5.83,"Botafogo",NA,1,NA,NA,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,NA
"86","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,16,"FLA","mei","Provável",0,2.16,0,-0.7,"Flamengo",1,2,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,16,"FLU","lat","Provável",0,3.96,0,1.87,"Fluminense",3,11,NA,1,8,NA,2,6,6,1,NA,NA,NA,NA,1,NA,NA,NA
"88","Osmar Loss","osmar-loss","Osmar Loss","https://s.glbimg.com/es/sde/f/2018/05/23/01c6dae8fee10d4a5a525a2c245e55a7_FORMATO.png",77552,16,"COR","tec","Provável",5.64,11.94,-0.07,4.17,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,16,"SAN","lat","Provável",-0.9,8.59,-1.85,3.76,"Santos",1,8,3,1,3,1,4,20,21,NA,NA,NA,2,NA,NA,NA,NA,NA
"90","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,16,"SPO","mei","Provável",4,9.41,0.45,4.63,"Sport",1,20,12,15,13,1,1,47,30,2,NA,NA,NA,NA,NA,NA,NA,NA
"91","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,16,"ATL","mei","Dúvida",5.6,11.56,0.78,2.91,"Atlético-PR",2,8,8,9,19,1,4,33,7,2,NA,NA,NA,NA,1,NA,NA,NA
"92","Eugenio Esteban Mena Reveco","mena","Mena","https://s.glbimg.com/es/sde/f/2018/03/21/9fbac764cee8990a10c184a750c868cd_FORMATO.png",77967,16,"BAH","lat","Nulo",-0.3,8.11,-2.9,6.04,"Bahia",NA,1,1,1,1,1,NA,11,7,NA,NA,NA,2,NA,1,NA,NA,NA
"93","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,16,"ATL","mei","Contundido",0,6.64,0,3.28,"Atlético-MG",3,17,NA,NA,16,NA,NA,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,16,"SAO","mei","Provável",0,9.44,0,4.23,"São Paulo",6,28,3,7,13,NA,2,18,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Gabriel Baralhas","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2018/07/16/28f39d74cf08d7877f7636c358641eb4_FORMATO.png",99440,16,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,16,"CHA","mei","Provável",17.5,8.2,2.7,3.95,"Chapecoense",2,20,2,5,29,2,NA,20,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2018/05/23/f6726899a3c95e7810082228bb34b94e_FORMATO.png",50317,16,"SAN","zag","Nulo",2.2,8.7,-0.49,2.46,"Santos",3,10,NA,7,7,NA,NA,22,17,NA,NA,NA,3,NA,NA,NA,NA,NA
"98","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,16,"SAO","mei","Provável",6.1,11.59,0.97,5.23,"São Paulo",3,16,4,5,31,5,8,39,9,4,NA,NA,NA,NA,NA,NA,NA,NA
"99","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,16,"VIT","lat","Provável",0,6.5,0,2.72,"Vitória",NA,3,NA,2,8,1,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,16,"INT","ata","Provável",23.1,8,3.76,4.2,"Internacional",2,11,8,9,22,4,7,28,15,NA,NA,NA,NA,1,1,NA,NA,NA
"101","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,16,"AME","mei","Nulo",1.4,2.5,0.16,0.42,"América-MG",2,8,2,2,3,NA,NA,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,16,"AME","mei","Provável",0,0.77,0,-0.96,"América-MG",1,6,NA,2,9,NA,1,9,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"103","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,16,"CRU","gol","Nulo",0,7.71,0,10.5,"Cruzeiro",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA
"104","Carlos Eduardo Marques","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_FORMATO.png",50369,16,"PAR","mei","Nulo",0,3.84,0,0.81,"Paraná",1,4,NA,5,10,NA,NA,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,16,"VAS","zag","Suspenso",-0.6,3,-0.77,-0.04,"Vasco",3,5,NA,NA,4,NA,NA,9,6,NA,NA,NA,1,1,NA,NA,NA,NA
"106","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,16,"BAH","ata","Contundido",0,4.57,0,0.93,"Bahia",1,6,4,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/07/12/49516730b1b30468fcfecc00caf3b992_FORMATO.png",73962,16,"SAO","lat","Nulo",6.2,10.06,-0.94,6.2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"108","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,16,"VAS","mei","Provável",0,5.68,0,0.82,"Vasco",1,7,1,4,8,NA,NA,26,7,1,NA,NA,NA,NA,NA,NA,1,NA
"109","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,16,"BOT","ata","Nulo",0,8.04,0,4.57,"Botafogo",NA,16,10,9,19,5,5,22,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"110","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,16,"GRE","ata","Provável",4.8,10.66,0.57,2.1,"Grêmio",1,3,4,3,7,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,16,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,16,"GRE","lat","Nulo",0,2.48,0,-0.13,"Grêmio",2,10,NA,1,1,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,16,"ATL","zag","Provável",0,10.01,0,5.78,"Atlético-MG",2,3,NA,1,4,2,NA,9,3,NA,NA,NA,1,NA,1,NA,NA,NA
"114","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,16,"SAO","lat","Nulo",0,6.86,0,2.82,"São Paulo",2,7,1,1,2,NA,NA,12,10,NA,NA,NA,2,NA,NA,NA,NA,NA
"115","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,16,"SAN","mei","Provável",0.9,7.73,-0.39,3.08,"Santos",4,17,NA,2,12,NA,NA,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,16,"SPO","zag","Dúvida",8.7,7.74,1.09,3.44,"Sport",3,12,1,6,18,NA,1,15,20,NA,NA,NA,4,NA,NA,NA,NA,NA
"117","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,16,"BOT","gol","Contundido",0,14.65,0,8.05,"Botafogo",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,7,2,NA,NA,NA,NA,NA,NA
"118","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,16,"PAR","zag","Provável",2.3,3.7,0.34,2.3,"Paraná",NA,4,1,1,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/e4194c2bbdf34fa12da281428a823667_FORMATO.png",68954,16,"COR","mei","Nulo",0,2.7,0,0.18,"Corinthians",1,8,NA,4,9,NA,NA,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,16,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",1,2,NA,NA,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,16,"INT","ata","Provável",8.5,8.43,1.17,3.44,"Internacional",3,20,11,15,11,3,4,21,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"122","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2018/05/21/59123042289044af192df7b66ec997d5_FORMATO.png",78077,16,"GRE","lat","Nulo",2.5,6.27,-0.71,3.9,"Grêmio",NA,3,1,3,5,NA,1,7,5,NA,NA,NA,2,NA,NA,NA,NA,NA
"123","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,16,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,16,"SPO","mei","Provável",1.2,2.32,0.49,0.83,"Sport",4,17,1,NA,16,NA,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,16,"ATL","gol","Provável",0,9.21,0,4.1,"Atlético-PR",NA,NA,NA,NA,2,NA,NA,6,NA,NA,22,16,4,NA,NA,NA,NA,NA
"126","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,16,"CRU","zag","Nulo",0,4.05,0,1.37,"Cruzeiro",NA,4,NA,NA,2,NA,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"127","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,16,"FLA","lat","Nulo",0.4,12.66,-0.2,5.43,"Flamengo",2,7,4,4,24,NA,1,19,17,2,NA,NA,9,NA,NA,NA,NA,NA
"128","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,16,"SPO","lat","Dúvida",9.8,5.22,1.26,3.76,"Sport",1,13,2,3,9,2,NA,15,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"129","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2018/05/23/600ec8ed7ab3b2e4b459743279ec4d6a_FORMATO.png",78248,16,"SAN","zag","Provável",8,6.09,0.58,4.39,"Santos",1,9,6,5,3,1,NA,9,10,NA,NA,NA,2,NA,1,NA,NA,NA
"130","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/05/26/dfb7fcc1e33bd344f55eb4005cebcecf_FORMATO.png",70222,16,"SAO","gol","Provável",10.4,11.47,1.91,4.09,"São Paulo",3,NA,NA,NA,NA,NA,NA,10,NA,NA,19,13,7,NA,NA,NA,NA,NA
"131","Jorge Amorim de Oliveira Campos","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2018/07/20/4f8e0beab951dc5a330ef1d283970473_FORMATO.png",70323,16,"VAS","tec","Provável",2.14,5.72,-0.65,3.01,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,16,"CEA","mei","Nulo",0,1.27,0,-0.24,"Ceará",1,7,1,NA,4,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Francisco Jackson Menezes da Costa","jackson-caucaia","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2018/05/25/a10dec2af40e8217db1a00b9de476961_FORMATO.png",70162,16,"CEA","mei","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2018/05/04/f71b2fc3dc540b79567e4897bc155101_FORMATO.png",78086,16,"FLA","gol","Nulo",0,3.35,0,-6.6,"Flamengo",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"135","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,16,"VIT","mei","Nulo",0,2.27,0,0.72,"Vitória",1,8,1,1,10,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2018/05/17/2b140006a6546ccb3c5fbb067a9e8b93_FORMATO.png",82634,16,"ATL","mei","Dúvida",8.8,4.26,1.9,1.06,"Atlético-MG",1,7,1,3,4,1,1,9,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"137","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,16,"COR","mei","Nulo",0,2.83,0,2.08,"Corinthians",2,5,1,1,1,NA,NA,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,16,"ATL","ata","Provável",9.7,7.22,1.22,9.7,"Atlético-PR",NA,2,NA,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,16,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Hernán Barcos","barcos","Barcos","https://s.glbimg.com/es/sde/f/2018/07/15/014627951a9b920652b82877cae3a55e_FORMATO.png",78379,16,"CRU","ata","Dúvida",-4.9,7.42,-2.1,2.55,"Cruzeiro",NA,5,1,3,3,1,NA,8,4,NA,NA,NA,NA,NA,NA,NA,1,NA
"141","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,16,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,16,"SPO","lat","Nulo",0,3.86,0,7.7,"Sport",NA,1,NA,NA,1,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"143","João Burse","joao-burse","João Burse","https://s.glbimg.com/es/sde/f/2018/07/31/ef2edbb0684ecfeaa78816cca5c39601_FORMATO.png",103006,16,"VIT","tec","Provável",0,7.16,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,16,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,16,"BAH","mei","Nulo",0,2.82,0,1.73,"Bahia",2,4,1,1,4,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,16,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/05/26/f9ec7f3f4fd5bea0dad016fc4a611c1a_FORMATO.png",90933,16,"SAO","gol","Nulo",0,5.73,0,-2,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"148","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,16,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,16,"FLU","ata","Dúvida",3.2,2.56,0.64,1.6,"Fluminense",NA,1,NA,1,3,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,16,"CHA","ata","Nulo",0,0.88,0,0.65,"Chapecoense",NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,16,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/04/24/8cdc1a9445b0b0ebf72f53be7212ceb2_FORMATO.png",91156,16,"PAR","zag","Contundido",0,3.27,0,1.71,"Paraná",2,8,1,1,3,NA,NA,11,11,NA,NA,NA,1,NA,NA,NA,NA,NA
"153","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,16,"VIT","gol","Provável",-5,2.44,-2.62,4.83,"Vitória",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA
"154","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/04/02/e87f821cc4b18fbb78bcfbf44eb0f17f_FORMATO.png",101796,16,"SAO","ata","Nulo",0,3.01,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/06/25/8fc47e066a77916b730a00def63a6a60_FORMATO.png",101759,16,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,16,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2018/05/26/6c0d1390f0b0154ab1627e5aa6ae06de_FORMATO.png",101837,16,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,16,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,16,"COR","lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,16,"INT","ata","Contundido",0,0.76,0,0.1,"Internacional",2,2,1,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,16,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
