"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","G","RB","A","CA","FD","FF","FT","I","PE","SG","GC","DD","GS","CV","DP","PP"
"81","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,32,"GRE","lat","Nulo",0,3.12,0,2.17,"Grêmio",21,9,NA,17,NA,4,NA,1,NA,1,19,4,NA,NA,NA,NA,NA,NA
"82","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,32,"ATL","mei","Provável",4.8,6.89,0.2,3.11,"Atlético-MG",29,26,NA,49,NA,5,NA,5,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"83","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,32,"CHA","mei","Nulo",0,6.04,0,3.57,"Chapecoense",28,38,2,37,NA,3,4,8,NA,NA,33,NA,NA,NA,NA,NA,NA,NA
"84","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,32,"CRU","zag","Nulo",2.7,10.89,0.51,5.62,"Cruzeiro",18,16,3,39,NA,5,5,6,NA,1,34,7,NA,NA,NA,NA,NA,NA
"85","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,32,"INT","lat","Nulo",0,5.09,0,3.55,"Internacional",1,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA
"86","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,32,"VIT","lat","Nulo",0,6.5,0,2.72,"Vitória",3,8,1,5,NA,NA,NA,2,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"87","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,32,"GRE","ata","Provável",0.1,3.39,0.04,2.73,"Grêmio",16,18,4,4,1,1,4,5,1,2,35,NA,NA,NA,NA,NA,NA,1
"88","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,32,"CEA","ata","Nulo",4.3,5.6,0.65,2.18,"Ceará",21,25,1,16,3,NA,9,9,NA,1,41,NA,NA,NA,NA,NA,NA,NA
"89","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,32,"AME","mei","Dúvida",0,3.1,0,1.86,"América-MG",24,13,2,23,NA,3,10,5,NA,4,47,NA,NA,NA,NA,NA,NA,NA
"90","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,32,"AME","ata","Provável",1.1,8.79,-0.22,2.15,"América-MG",40,46,1,26,3,4,2,16,NA,6,54,NA,NA,NA,NA,2,NA,NA
"91","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/08/21/fd7a44dceed6227c047b9edf09ed14f8_FORMATO.png",50324,32,"SAO","mei","Provável",0,9.68,0,3.95,"São Paulo",54,35,1,77,NA,9,6,16,NA,4,36,NA,NA,NA,NA,NA,NA,NA
"92","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,32,"FLA","mei","Nulo",-0.2,9.33,-0.16,4.26,"Flamengo",30,66,5,29,2,7,6,18,1,8,79,NA,NA,NA,NA,1,NA,NA
"93","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,32,"VIT","zag","Nulo",0,2.18,0,0.99,"Vitória",25,5,NA,15,NA,8,3,4,NA,3,10,3,NA,NA,NA,NA,NA,NA
"94","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,32,"FLA","mei","Provável",0.7,7.22,-0.39,4.22,"Flamengo",41,55,4,50,5,5,13,21,NA,1,111,NA,NA,NA,NA,1,NA,NA
"95","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/08/16/68939bb2515bd67ecdddb387f1c2230e_FORMATO.png",50402,32,"FLU","ata","Nulo",0,3.67,0,0.5,"Fluminense",18,1,NA,6,NA,1,7,4,NA,4,10,NA,NA,NA,NA,NA,NA,NA
"96","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,32,"SAO","lat","Nulo",1.2,4.34,-1.02,3.71,"São Paulo",12,10,NA,14,1,2,NA,3,NA,NA,17,6,NA,NA,NA,NA,NA,NA
"97","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,32,"COR","zag","Provável",-2.5,8.54,-0.41,2.58,"Corinthians",18,16,2,17,NA,4,NA,5,NA,1,19,9,NA,NA,NA,NA,NA,NA
"98","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,32,"ATL","lat","Nulo",0,3.62,0,1.15,"Atlético-MG",34,5,NA,21,1,3,1,2,NA,4,49,3,NA,NA,NA,NA,NA,NA
"99","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,32,"SAN","gol","Provável",0.5,14.82,-0.75,4.2,"Santos",NA,6,NA,NA,NA,NA,NA,NA,NA,NA,7,14,NA,38,29,NA,NA,NA
"100","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,32,"INT","mei","Provável",9.7,6.67,1.84,1.31,"Internacional",4,26,2,3,1,2,3,7,2,1,53,NA,NA,NA,NA,1,NA,NA
"101","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,32,"CEA","mei","Nulo",-0.6,3.57,-0.46,0.62,"Ceará",6,8,NA,4,NA,1,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"102","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,32,"FLA","lat","Provável",1.9,3.87,0.18,2.61,"Flamengo",14,17,NA,11,NA,2,NA,NA,NA,1,31,7,NA,NA,NA,NA,NA,NA
"103","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,32,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",3,3,NA,5,NA,1,1,1,NA,1,15,1,NA,NA,NA,NA,NA,NA
"104","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,32,"CRU","mei","Provável",2.7,5.66,-0.11,1.96,"Cruzeiro",28,25,1,30,3,6,2,9,NA,2,67,NA,NA,NA,NA,NA,NA,NA
"105","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,32,"PAR","ata","Nulo",0,3.6,0,0.64,"Paraná",3,4,NA,NA,NA,NA,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"106","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,32,"VIT","ata","Nulo",0,8.81,0,3.23,"Vitória",7,16,2,11,4,2,6,13,1,2,38,NA,NA,NA,NA,NA,NA,NA
"107","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,32,"PAL","mei","Provável",0,5.06,0,2.27,"Palmeiras",29,24,2,37,NA,6,4,7,1,NA,53,NA,NA,NA,NA,NA,NA,NA
"108","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,32,"PAL","lat","Dúvida",-0.5,5.68,-0.09,2.79,"Palmeiras",12,6,NA,5,NA,1,1,3,1,NA,11,8,NA,NA,NA,NA,NA,1
"109","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,32,"CHA","lat","Provável",2.2,6.6,-0.8,3.52,"Chapecoense",33,25,NA,43,3,3,2,5,NA,NA,66,5,NA,NA,NA,NA,NA,NA
"110","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,32,"ATL","mei","Provável",0,2.98,0,1.4,"Atlético-PR",27,2,1,22,NA,4,2,6,NA,NA,18,NA,NA,NA,NA,NA,NA,NA
"111","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,32,"CHA","zag","Provável",2.3,7.75,-0.38,3.08,"Chapecoense",29,18,NA,35,NA,2,1,6,1,NA,17,7,NA,NA,NA,1,NA,NA
"112","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,32,"FLU","tec","Provável",1,10.67,-0.02,3.85,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,32,"PAL","lat","Dúvida",0,12.82,0,6.06,"Palmeiras",43,20,1,65,3,5,2,3,1,NA,86,8,NA,NA,NA,NA,NA,NA
"114","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,32,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",5,4,NA,6,NA,3,NA,NA,NA,NA,9,1,NA,NA,NA,1,NA,NA
"115","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,32,"BAH","ata","Contundido",0,12.75,0,5.99,"Bahia",17,27,7,14,NA,1,9,19,NA,3,29,NA,NA,NA,NA,NA,NA,NA
"116","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,32,"BAH","tec","Provável",6.65,11.42,0.96,3.75,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,32,"VIT","mei","Provável",0,4.79,0,2.52,"Vitória",12,9,NA,23,1,1,1,7,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
"118","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,32,"FLU","gol","Nulo",0,3.38,0,7.5,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,NA,1,NA
"119","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2018/09/03/be8fa5d6b57d480b7900b9986c586f3c_FORMATO.png",50407,32,"ATL","mei","Nulo",0,5,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,32,"VAS","zag","Provável",4.1,5.54,0.16,2.7,"Vasco",11,8,NA,15,NA,1,2,5,NA,NA,19,3,1,NA,NA,NA,NA,NA
"121","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,32,"CHA","mei","Nulo",0,3.35,0,1.28,"Chapecoense",6,8,NA,6,NA,1,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA
"122","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,32,"ATL","ata","Provável",0,14.01,0,4.67,"Atlético-MG",51,34,3,77,5,6,5,20,1,3,92,NA,NA,NA,NA,NA,NA,NA
"123","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,32,"AME","zag","Nulo",0,3.61,0,0.53,"América-MG",12,5,NA,12,NA,3,1,3,NA,3,12,1,1,NA,NA,NA,NA,NA
"124","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,32,"AME","lat","Provável",-0.6,11.45,-0.55,4.9,"América-MG",38,22,2,44,2,6,9,7,1,4,54,6,NA,NA,NA,NA,NA,NA
"125","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,32,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,32,"INT","mei","Provável",0,7.88,0,2.56,"Internacional",26,34,2,33,4,6,4,11,NA,2,61,NA,NA,NA,NA,1,NA,NA
"127","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,32,"GRE","ata","Nulo",0,7.15,0,1.89,"Grêmio",38,31,4,10,NA,4,7,13,NA,12,36,NA,NA,NA,NA,NA,NA,NA
"128","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,32,"SAN","lat","Provável",11.7,14.96,1.15,5.93,"Santos",20,37,1,68,2,5,4,11,1,2,88,14,NA,NA,NA,NA,NA,NA
"129","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,32,"SAO","mei","Provável",6.6,8.88,1.4,3.7,"São Paulo",42,34,NA,73,NA,4,NA,2,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
"130","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,32,"INT","zag","Nulo",10.2,13.54,1.26,5.96,"Internacional",19,26,2,37,NA,4,3,11,NA,2,27,11,NA,NA,NA,NA,NA,NA
"131","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,32,"ATL","ata","Nulo",2.1,4.27,-0.59,2.82,"Atlético-PR",14,15,3,4,1,5,5,17,NA,3,14,NA,NA,NA,NA,NA,NA,NA
"132","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,32,"VAS","ata","Provável",7.1,9.73,0.47,4.4,"Vasco",47,18,7,4,4,8,6,15,2,4,29,NA,NA,NA,NA,NA,NA,NA
"133","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,32,"CRU","mei","Nulo",0,6.27,0,2.21,"Cruzeiro",35,13,2,26,1,5,2,13,1,NA,35,NA,NA,NA,NA,NA,NA,NA
"134","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,32,"ATL","mei","Nulo",13.2,6.29,1.77,2.49,"Atlético-PR",21,10,1,31,NA,1,2,3,NA,NA,32,NA,NA,NA,NA,1,NA,NA
"135","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,32,"BAH","lat","Provável",13.6,14.83,1.91,5.65,"Bahia",25,36,NA,54,1,4,4,5,NA,NA,45,8,NA,NA,NA,NA,NA,NA
"136","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,32,"FLU","lat","Provável",2.4,4.28,-0.34,3.32,"Fluminense",21,23,NA,25,1,6,2,3,1,3,32,3,NA,NA,NA,NA,NA,NA
"137","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,32,"ATL","mei","Provável",0,12.18,0,3.43,"Atlético-PR",30,39,2,21,5,5,20,21,4,6,63,NA,NA,NA,NA,1,NA,NA
"138","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,32,"FLU","ata","Nulo",0.5,4.1,-0.42,1.12,"Fluminense",18,14,NA,14,1,2,NA,5,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
"139","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png",69249,32,"VAS","gol","Provável",17,9.03,2.85,2.06,"Vasco",NA,1,NA,NA,NA,2,NA,NA,NA,NA,5,3,NA,29,27,NA,NA,NA
"140","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,32,"FLA","mei","Nulo",0,2.08,0,0.16,"Flamengo",5,1,NA,4,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"141","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,32,"SAN","lat","Suspenso",-3.2,9.89,-2.49,5.15,"Santos",20,11,3,47,NA,5,5,4,NA,5,60,12,NA,NA,NA,NA,NA,NA
"142","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,32,"SAN","ata","Dúvida",0,7.02,0,2.1,"Santos",18,22,1,13,3,1,3,8,1,9,30,NA,NA,NA,NA,NA,NA,NA
"143","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,32,"SAO","gol","Nulo",5,10.37,0.49,3.18,"São Paulo",NA,1,NA,NA,NA,3,NA,NA,NA,NA,22,11,NA,31,25,NA,NA,NA
"144","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,32,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",10,3,NA,3,NA,1,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"145","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,32,"COR","zag","Nulo",0,5.47,0,2.47,"Corinthians",1,1,NA,5,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"146","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,32,"SPO","mei","Nulo",-1.3,8.28,0.02,3.37,"Sport",36,26,1,43,2,3,16,27,NA,1,81,NA,NA,NA,NA,NA,NA,NA
"147","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,32,"CEA","mei","Contundido",0,1.11,0,-0.48,"Ceará",10,4,NA,3,NA,2,1,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA
"148","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,32,"COR","ata","Nulo",0,5.76,0,1.27,"Corinthians",7,15,NA,4,2,2,2,1,1,1,9,NA,NA,NA,NA,NA,NA,NA
"149","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,32,"SAO","ata","Contundido",0,11.21,0,5.03,"São Paulo",18,33,1,36,5,5,8,12,NA,5,36,NA,NA,NA,NA,NA,NA,NA
"150","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,32,"VIT","ata","Suspenso",-5,7.1,-1.59,2.76,"Vitória",31,28,1,30,1,6,12,9,1,NA,39,NA,NA,NA,NA,1,NA,NA
"151","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,32,"AME","mei","Nulo",0,1.14,0,0.09,"América-MG",19,15,NA,9,1,3,2,4,1,1,23,NA,NA,NA,NA,2,NA,NA
"152","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,32,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,32,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",13,4,2,5,NA,1,2,5,NA,1,18,NA,NA,NA,NA,NA,NA,NA
"154","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,32,"SAN","mei","Provável",1.9,10.23,-0.72,1.37,"Santos",3,4,NA,2,2,NA,1,2,NA,2,10,NA,NA,NA,NA,NA,NA,NA
"155","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,32,"PAL","mei","Provável",4,11.24,-1.89,4.72,"Palmeiras",56,35,7,53,2,6,3,14,1,NA,45,NA,NA,NA,NA,NA,NA,NA
"156","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,32,"BAH","zag","Provável",5.4,4.02,0.74,2.05,"Bahia",6,1,NA,3,NA,NA,NA,3,NA,NA,4,2,NA,NA,NA,1,NA,NA
"157","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,32,"SAN","mei","Nulo",0,7.97,0,2.18,"Santos",9,12,NA,13,1,2,2,4,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"158","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,32,"PAL","lat","Nulo",0,8.3,0,3.04,"Palmeiras",24,12,NA,23,2,7,1,2,NA,NA,35,8,NA,NA,NA,NA,NA,NA
"159","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,32,"FLU","mei","Nulo",0,2.38,0,0.65,"Fluminense",7,5,NA,10,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
"160","Alexander Baumjohann","alex-baumjohann","Alex Baumjohann","https://s.glbimg.com/es/sde/f/2018/03/21/86d47b57857d02ac9b638604fe0da5bd_FORMATO.png",71389,32,"VIT","mei","Nulo",0,1.65,0,-0.1,"Vitória",5,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"161","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,32,"CRU","mei","Suspenso",-0.6,3.01,-1.45,1.62,"Cruzeiro",19,15,1,17,1,1,6,8,NA,2,22,NA,NA,NA,NA,2,NA,NA
