"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FS","I","PI","SG","CV","DD","GS","A","FD","FF","FT","G","DP","GC","PP"
"81","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,27,263,"ata","Nulo",2.1,7,0.22,1.6,17,"263",NA,11,14,16,1,70,NA,NA,NA,NA,1,4,6,NA,1,NA,NA,NA
"82","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,27,265,"lat","Provável",0.9,7.56,-0.23,2.45,19,"265",2,43,20,16,1,165,2,NA,NA,NA,2,4,2,NA,NA,NA,NA,NA
"83","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,27,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",1,20,15,9,NA,56,1,NA,NA,NA,NA,2,3,NA,1,NA,NA,NA
"84","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,27,285,"mei","Provável",5,12.52,-0.01,5.25,23,"285",1,57,32,51,2,117,NA,NA,NA,NA,2,7,12,3,4,NA,NA,NA
"85","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,27,262,"zag","Nulo",0,2.2,0,-0.28,4,"Flamengo",1,2,3,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,27,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,27,266,"mei","Provável",0,13.16,0,5.03,20,"266",2,21,10,36,NA,206,NA,NA,NA,NA,1,9,19,NA,8,NA,NA,1
"88","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,27,275,"zag","Nulo",0,7.76,0,3.73,8,"275",3,24,9,8,NA,35,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"89","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,27,282,"lat","Nulo",6.6,13.88,0.15,4.77,21,"282",1,50,24,25,NA,166,9,NA,NA,NA,1,2,6,1,1,NA,NA,NA
"90","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,27,265,"gol","Nulo",0,0.82,0,-1.04,5,"265",NA,NA,NA,1,NA,37,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA
"91","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,27,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,27,285,"lat","Dúvida",0,10.84,0,3.55,16,"285",1,36,35,7,2,153,7,NA,NA,NA,2,1,5,1,NA,NA,NA,NA
"93","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,27,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,27,277,"ata","Nulo",13.1,25.77,1.59,10.34,22,"Santos",4,22,31,100,18,130,NA,NA,NA,NA,6,20,30,1,15,NA,NA,NA
"95","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,27,356,"ata","Nulo",-0.5,7.22,0.06,2.77,21,"356",NA,6,22,20,5,37,NA,NA,NA,NA,1,4,8,1,5,NA,NA,NA
"96","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,27,265,"zag","Provável",1.8,5.63,0.01,1.9,17,"265",NA,13,14,4,NA,52,2,NA,NA,NA,1,3,4,NA,1,NA,NA,NA
"97","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,27,262,"mei","Provável",3.1,9.73,0.1,3.39,21,"Flamengo",5,40,44,78,4,92,NA,NA,NA,NA,2,7,11,NA,1,NA,NA,NA
"98","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,27,262,"lat","Nulo",0,2.31,0,1.96,9,"Flamengo",1,8,4,2,NA,26,1,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA
"99","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,27,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,12,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"100","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,27,265,"ata","Nulo",0,2.19,0,1.23,13,"265",1,2,6,7,3,16,NA,NA,NA,NA,NA,1,8,1,1,NA,NA,NA
"101","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,27,262,"ata","Nulo",0,5.09,0,0.97,15,"Flamengo",1,7,13,8,NA,38,NA,NA,NA,NA,1,3,9,NA,NA,NA,NA,NA
"102","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,27,276,"zag","Provável",1.1,8.53,-0.22,3.17,9,"276",2,9,11,5,NA,28,3,NA,NA,NA,NA,4,2,NA,1,NA,NA,NA
"103","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,27,265,"ata","Nulo",0.7,4.98,-0.06,2.31,16,"265",2,10,14,16,3,80,NA,NA,NA,NA,1,6,9,NA,3,NA,NA,1
"104","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,27,356,"zag","Dúvida",0,3.36,0,1.2,1,"356",NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,27,263,"mei","Nulo",0,1.83,0,0.38,14,"263",NA,5,8,3,NA,15,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"106","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,27,263,"zag","Provável",1.8,6.6,0.1,2.23,21,"263",5,31,18,15,1,65,4,NA,NA,NA,1,1,10,NA,NA,NA,NA,NA
"107","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,27,265,"mei","Provável",0,4.29,0,2.21,18,"265",3,9,14,26,NA,74,NA,1,NA,NA,2,2,5,1,3,NA,NA,NA
"108","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,27,284,"ata","Nulo",0,5.35,0,1.9,17,"284",1,10,16,16,3,68,NA,1,NA,NA,2,5,7,NA,2,NA,NA,NA
"109","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,27,263,"lat","Nulo",0,3.2,0,3.15,2,"263",1,4,1,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,27,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,NA,NA,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"111","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,27,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,1,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,27,265,"lat","Nulo",1.7,7.61,-1.05,3.6,15,"265",2,38,16,20,1,141,3,NA,NA,NA,2,3,5,NA,NA,NA,NA,NA
"113","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,27,265,"mei","Nulo",1.8,3.4,0.06,1.84,13,"265",1,5,6,16,1,38,NA,NA,NA,NA,1,4,3,NA,1,NA,NA,NA
"114","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,27,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,27,265,"mei","Nulo",2.5,1.51,0.55,0.71,9,"265",1,7,7,7,1,17,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA
"116","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,27,267,"lat","Nulo",0.5,7.08,-0.87,2.46,15,"267",3,20,16,23,2,90,4,NA,NA,NA,NA,2,5,1,NA,NA,NA,NA
"117","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,27,265,"mei","Provável",6.6,4.18,0.48,2.01,13,"265",4,37,26,13,NA,45,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA
"118","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,27,263,"lat","Nulo",0,3.22,0,1.89,8,"263",2,13,4,6,NA,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,27,356,"gol","Provável",7.9,4.82,1,1.85,22,"356",NA,2,NA,4,NA,252,7,NA,16,22,NA,NA,NA,NA,NA,1,NA,NA
"120","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,27,265,"ata","Nulo",0,8.65,0,3.63,17,"265",NA,15,8,36,7,87,NA,NA,NA,NA,2,8,8,1,2,NA,NA,NA
"121","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,27,265,"mei","Suspenso",-4.5,4.58,-0.59,0.63,19,"265",9,49,61,13,NA,105,NA,1,NA,NA,2,4,7,NA,NA,NA,NA,NA
"122","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,27,276,"lat","Nulo",1.3,5.5,-0.21,2.38,16,"276",4,26,33,12,NA,91,4,NA,NA,NA,2,4,6,NA,NA,NA,NA,NA
"123","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,27,265,"lat","Nulo",0,4.6,0,2.39,7,"265",1,5,3,NA,NA,22,1,NA,NA,NA,NA,1,4,NA,1,NA,NA,NA
"124","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,27,265,"mei","Nulo",0.6,2.08,0.07,1.71,11,"265",NA,10,5,8,NA,20,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA
"125","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,27,276,"lat","Provável",0,5.95,0,2.72,11,"276",2,17,7,6,NA,54,3,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA
"126","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,27,265,"gol","Provável",19.6,11.88,4,3.68,17,"265",NA,NA,NA,3,NA,78,3,NA,25,23,NA,NA,NA,NA,NA,NA,NA,NA
"127","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,27,263,"ata","Nulo",1.2,8,0.14,3.55,23,"263",5,26,53,57,8,89,NA,NA,NA,NA,1,8,10,2,6,NA,NA,NA
"128","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,27,267,"ata","Provável",-0.6,12.58,-0.35,5.3,21,"267",NA,9,19,15,10,50,NA,NA,NA,NA,NA,13,10,1,11,NA,NA,NA
"129","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,27,263,"zag","Provável",1.4,5.34,0.26,2.45,23,"263",4,38,19,24,NA,66,4,NA,NA,NA,1,2,4,NA,NA,NA,NA,NA
"130","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,27,265,"ata","Provável",4.1,5.87,-0.03,1.91,20,"265",3,17,13,26,3,135,NA,NA,NA,NA,1,7,8,NA,2,NA,NA,NA
"131","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png",102598,27,280,"ata","Contundido",0,3.2,0,1.14,5,"280",2,7,6,2,NA,15,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"132","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,27,263,"ata","Nulo",1.3,3.03,0.11,1.75,19,"263",2,9,7,26,2,33,NA,NA,NA,NA,1,5,11,1,NA,NA,NA,NA
"133","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,27,276,"ata","Contundido",0.5,7.05,-0.47,1.71,18,"276",1,12,23,14,8,33,NA,NA,NA,NA,1,5,17,NA,1,NA,NA,NA
"134","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,27,263,"lat","Contundido",0,6.24,0,1.99,12,"263",3,15,17,10,1,59,3,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA
"135","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,27,276,"mei","Nulo",-0.6,7.01,-0.39,1.55,12,"276",3,10,13,14,NA,31,NA,NA,NA,NA,NA,5,4,NA,1,NA,NA,NA
"136","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,27,276,"mei","Suspenso",-3.2,2.8,-0.54,0.9,15,"276",5,29,19,7,NA,28,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA
"137","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,27,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,27,277,"zag","Nulo",3.6,6.29,0.11,2.21,22,"Santos",2,33,7,22,NA,116,4,1,NA,NA,1,1,3,NA,NA,NA,NA,NA
"139","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,27,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2020/02/27/86bda8f1f2f8a1d79cbbc8a21a0d4436_FORMATO.png",89815,27,373,"mei","Provável",8.6,9.05,1.44,2.17,22,"373",4,20,29,39,6,101,NA,NA,NA,NA,1,3,14,NA,3,NA,NA,NA
"141","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2020/07/11/4c4dadeaea30878f0a87ab9fd6ae8d27_FORMATO.png",104250,27,373,"zag","Contundido",0,4.09,0,2.58,17,"373",6,35,19,20,NA,65,4,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA
"142","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2020/02/27/a02f9e24f5855f3c44e2bdcb09e1804d_FORMATO.png",90933,27,373,"gol","Provável",-1,8.72,-1.69,4.04,24,"373",1,1,1,8,NA,206,6,NA,29,28,NA,1,1,NA,2,1,NA,NA
"143","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,27,262,"mei","Contundido",0,6.99,0,2.72,12,"Flamengo",4,39,26,7,NA,66,NA,NA,NA,NA,2,2,3,1,NA,NA,NA,NA
"144","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,27,373,"zag","Provável",-4.3,2.61,-0.47,0.81,21,"373",4,15,29,11,NA,85,5,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"145","Renyer Luan de Oliveira Damasceno","renyer","Renyer","https://s.glbimg.com/es/sde/f/2020/07/16/a63e9e4595449a48f9b4160c4eec1045_FORMATO.png",107954,27,277,"ata","Nulo",0,3,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,27,262,"ata","Nulo",-2.6,5.02,-2.62,4.23,20,"Flamengo",1,5,20,22,4,40,NA,NA,NA,NA,1,16,8,NA,8,NA,NA,2
"147","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,27,293,"mei","Provável",2.5,12.31,-0.03,3.67,22,"293",4,51,42,36,1,80,NA,NA,NA,NA,NA,9,18,NA,3,NA,NA,NA
"148","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,27,277,"mei","Nulo",-0.8,1.47,-0.6,0.74,9,"Santos",4,21,13,6,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Vagner Carmo Mancini","vagner-mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2020/10/17/872eda934e6fd1fe19b16842c52b0fb9_FORMATO.png",39850,27,264,"tec","Nulo",7.06,8.21,0.45,3.74,23,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,27,293,"ata","Provável",-0.6,6.9,-1.85,4.54,21,"293",2,13,37,32,15,77,NA,NA,NA,NA,1,15,18,1,8,NA,NA,NA
"151","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,27,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,15,8,13,NA,39,NA,NA,NA,NA,NA,1,5,NA,2,NA,NA,NA
"152","Marlon Rodrigues Freitas","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2020/02/27/bc294007fa19cf27acd992a30e786eff_FORMATO.png",93790,27,373,"mei","Provável",1.6,5.55,-0.8,2.05,19,"373",2,34,22,16,NA,113,NA,1,NA,NA,1,9,12,1,NA,NA,NA,NA
"153","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,27,284,"mei","Nulo",-0.7,4.57,-0.34,1.17,10,"284",1,12,16,12,4,44,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA
"154","Maurício Kozlinski","mauricio-kozlinski","Maurício Kozlinski","https://s.glbimg.com/es/sde/f/2020/02/27/c1afaadaf0bd3588434aa47a13df9b8a_FORMATO.png",72595,27,373,"gol","Nulo",0,1.56,0,-7.8,1,"373",NA,NA,NA,NA,NA,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"155","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,27,277,"zag","Nulo",0,7.4,0,2.2,15,"Santos",6,32,23,7,2,90,2,NA,NA,NA,1,4,4,NA,1,NA,NA,NA
"156","Edson Fernandes Botelho Júnior","edson-junior","Edson Júnior","https://s.glbimg.com/es/sde/f/2020/02/27/9d57e7ce2dd807fc1e2cd5ab58914a0d_FORMATO.png",93956,27,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,27,373,"zag","Suspenso",-1.1,4.59,-0.82,2,15,"373",6,20,24,9,NA,21,4,NA,NA,NA,NA,1,3,NA,1,NA,NA,NA
"158","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,27,277,"lat","Nulo",0,5.76,0,3.51,19,"Santos",2,13,10,13,3,129,2,NA,NA,NA,4,4,1,1,4,NA,NA,NA
"159","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,27,277,"mei","Nulo",0.3,3.8,-0.56,1.6,18,"Santos",1,18,21,17,NA,67,NA,NA,NA,NA,1,6,8,1,NA,NA,NA,NA
"160","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,27,277,"lat","Suspenso",3,11.93,-0.74,4.28,25,"Santos",6,82,27,28,1,205,4,NA,NA,NA,1,4,15,NA,2,NA,NA,NA
"161","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,27,276,"lat","Nulo",0,3.72,0,1.49,14,"276",2,14,9,13,NA,69,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"162","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,27,265,"zag","Provável",0,4.61,0,0.77,4,"265",1,2,5,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
