"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","DP","DS","FC","FD","FF","FS","G","GS","PI","SG","A","I","FT","PP","CV","GC"
"83","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,26,267,"mei","Dúvida",2.1,6.12,-0.34,3.05,16,"267",6,NA,NA,59,37,4,3,30,NA,NA,69,NA,2,NA,NA,NA,1,NA
"84","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,26,265,"zag","Nulo",0,4.61,0,0.77,4,"265",1,NA,NA,2,5,NA,NA,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"85","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,26,276,"mei","Provável",0,3.78,0,1.26,21,"276",2,NA,NA,14,26,8,6,22,1,NA,86,NA,1,1,NA,NA,NA,NA
"86","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,26,356,"gol","Provável",2.4,3.82,-0.04,1.56,21,"356",NA,15,1,2,NA,NA,NA,4,NA,22,241,6,NA,NA,NA,NA,NA,NA
"87","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,26,294,"mei","Nulo",1.4,2.73,0.05,1.02,16,"Coritiba",3,NA,NA,29,30,1,3,19,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
"88","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,26,276,"lat","Nulo",0,3.72,0,1.49,14,"276",2,NA,NA,14,9,NA,1,13,NA,NA,69,2,1,NA,NA,NA,NA,NA
"89","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,26,265,"zag","Provável",2.8,7.99,0.56,2.12,19,"265",1,NA,NA,30,4,2,4,6,1,NA,72,2,NA,1,NA,NA,1,NA
"90","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,26,262,"lat","Nulo",0,4.17,0,3.55,2,"Flamengo",1,NA,NA,4,6,NA,1,7,NA,NA,12,1,NA,NA,NA,NA,NA,NA
"91","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,26,267,"mei","Dúvida",0.1,3.41,-0.64,2.17,14,"267",NA,NA,NA,27,14,NA,2,16,NA,NA,41,NA,1,NA,NA,NA,NA,NA
"92","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,26,276,"mei","Suspenso",0,7.26,0,2,19,"276",2,NA,NA,22,13,6,8,22,1,NA,61,NA,NA,NA,NA,NA,NA,NA
"93","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2020/11/09/8879b35c72aef797d229636dbdf3dd4f_FORMATO.png",97341,26,262,"tec","Provável",6.64,8.52,0.53,3.5,23,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,26,267,"zag","Nulo",0,6.91,0,2.57,14,"267",2,NA,NA,21,10,1,4,7,NA,NA,39,4,NA,NA,NA,NA,NA,NA
"95","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,26,356,"ata","Provável",-1.7,7.16,-0.41,2.93,20,"356",NA,NA,NA,6,21,4,8,20,5,NA,37,NA,1,5,1,NA,NA,NA
"96","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,26,290,"ata","Provável",3.2,6.09,0.7,1.86,16,"290",5,NA,NA,6,30,6,13,14,5,NA,83,NA,NA,15,NA,NA,NA,NA
"97","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,26,293,"lat","Contundido",0,2.88,0,0.18,6,"293",1,NA,NA,6,9,NA,NA,4,NA,NA,49,1,NA,1,NA,NA,NA,NA
"98","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,26,284,"tec","Provável",1.66,12.4,-0.4,4.02,24,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,26,267,"ata","Provável",0,9.66,0,3.49,19,"267",3,NA,NA,27,18,4,12,47,2,NA,83,NA,2,4,2,NA,1,NA
"100","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,26,265,"zag","Nulo",0,4.57,0,1.82,8,"265",1,NA,NA,8,5,1,1,4,NA,NA,30,2,NA,NA,NA,NA,NA,NA
"101","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,26,276,"mei","Dúvida",0,7.27,0,2.45,18,"276",2,NA,NA,11,6,8,9,20,2,NA,67,NA,1,2,NA,NA,NA,NA
"102","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,26,284,"gol","Dúvida",-3.2,7.21,-1.83,2.47,18,"284",1,14,NA,NA,NA,NA,NA,3,NA,15,112,6,NA,NA,NA,NA,NA,NA
"103","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,26,284,"zag","Nulo",-0.1,9.63,-1.16,4.07,11,"284",2,NA,NA,33,9,NA,4,6,NA,NA,54,5,NA,1,NA,NA,1,NA
"104","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,26,284,"lat","Provável",0.3,6.81,-1.24,2.5,8,"284",1,NA,NA,7,6,2,2,2,NA,NA,70,2,2,NA,NA,NA,NA,NA
"105","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,26,356,"ata","Suspenso",0.5,4.52,0.03,1.9,20,"356",3,NA,NA,15,16,4,14,27,1,NA,35,NA,1,4,NA,NA,NA,NA
"106","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,26,276,"mei","Provável",0,3.34,0,1.19,14,"276",4,NA,NA,28,15,2,1,7,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
"107","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,26,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,NA,NA,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"108","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,26,264,"mei","Provável",15.2,11.38,2.26,3.17,8,"264",1,NA,NA,7,4,1,3,3,NA,NA,38,NA,3,NA,2,NA,NA,NA
"109","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,26,285,"mei","Provável",4.7,12.53,-0.82,5.26,22,"285",1,NA,NA,52,30,7,12,47,4,NA,107,NA,2,2,3,NA,NA,NA
"110","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,26,264,"mei","Provável",6.9,11.57,-0.66,3.82,12,"264",5,NA,NA,16,16,10,12,36,1,NA,78,NA,1,2,3,NA,1,NA
"111","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,26,275,"ata","Nulo",0,11.27,0,4.42,16,"275",1,NA,NA,10,16,5,6,15,7,NA,40,NA,1,1,NA,1,NA,NA
"112","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,26,267,"ata","Nulo",1,2.86,0.02,0.72,13,"267",1,NA,NA,2,5,2,1,12,1,NA,34,NA,NA,4,NA,NA,NA,NA
"113","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,26,285,"lat","Nulo",6.1,10.84,0.59,3.55,16,"285",1,NA,NA,36,35,1,5,7,NA,NA,153,7,2,2,1,NA,NA,NA
"114","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,26,290,"ata","Provável",9.8,6,1.46,2.23,10,"290",1,NA,NA,4,8,3,8,9,2,NA,37,NA,NA,5,NA,NA,NA,NA
"115","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png",102598,26,280,"ata","Contundido",0,3.2,0,1.14,5,"280",2,NA,NA,7,6,1,NA,2,NA,NA,15,NA,1,NA,NA,NA,NA,NA
"116","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,26,267,"ata","Nulo",0,4.23,0,1.77,14,"267",1,NA,NA,3,11,3,3,7,3,NA,17,NA,NA,5,NA,NA,NA,NA
"117","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,26,267,"mei","Nulo",0,2.42,0,0.76,5,"267",2,NA,NA,5,6,1,3,7,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
"118","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,26,275,"ata","Provável",-1.2,9.77,-2.08,3.45,22,"275",1,NA,NA,10,16,6,15,21,6,NA,41,NA,2,8,NA,1,NA,NA
"119","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,26,275,"zag","Contundido",0,7.76,0,3.73,8,"275",3,NA,NA,24,9,NA,1,8,NA,NA,35,3,NA,NA,NA,NA,NA,NA
"120","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,26,267,"ata","Nulo",1,2.32,0.02,-0.16,5,"267",1,NA,NA,2,3,1,NA,1,NA,NA,5,NA,NA,1,NA,NA,NA,NA
"121","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,26,265,"lat","Provável",1.8,7.79,0.16,2.54,18,"265",2,NA,NA,40,18,4,2,15,NA,NA,149,2,2,1,NA,NA,NA,NA
"122","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,26,284,"ata","Dúvida",0,11.84,0,3.89,16,"284",3,NA,NA,8,20,6,14,17,7,NA,81,NA,1,1,NA,1,1,NA
"123","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,26,277,"ata","Provável",2.5,24.18,-1.85,10.21,21,"Santos",4,NA,NA,21,28,17,28,96,14,NA,119,NA,6,17,1,NA,NA,NA
"124","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,26,294,"lat","Suspenso",-2.8,2.3,-0.82,1.38,10,"Coritiba",2,NA,NA,10,8,2,3,10,NA,NA,65,2,NA,3,NA,NA,NA,NA
"125","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,26,277,"ata","Provável",0.5,6.64,0.32,2.92,17,"Santos",6,NA,NA,7,11,7,13,33,3,NA,128,NA,3,3,NA,NA,NA,NA
"126","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,26,282,"ata","Provável",0,6.17,0,3.51,18,"282",2,NA,NA,7,15,5,18,20,3,NA,122,NA,4,7,3,NA,NA,NA
"127","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,26,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,NA,NA,2,7,1,3,5,3,NA,15,NA,1,3,1,NA,NA,NA
"128","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,26,282,"mei","Dúvida",0,10.11,0,3.87,15,"282",NA,NA,NA,18,6,8,6,9,3,NA,38,NA,1,2,NA,NA,NA,NA
"129","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,26,277,"zag","Nulo",0,7.4,0,2.2,15,"Santos",6,NA,NA,32,23,4,4,7,1,NA,90,2,1,2,NA,NA,NA,NA
"130","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,26,282,"mei","Suspenso",0,5.87,0,1.41,20,"282",3,NA,NA,38,28,2,11,16,NA,NA,120,NA,NA,NA,1,NA,NA,NA
"131","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,26,282,"mei","Dúvida",0,10.79,0,3.45,16,"282",2,NA,NA,17,22,7,9,20,3,NA,84,NA,2,2,1,NA,NA,NA
"132","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,26,282,"zag","Provável",0,10.47,0,3.15,18,"282",5,NA,NA,36,29,4,10,2,NA,NA,117,7,1,NA,1,NA,NA,NA
"133","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,26,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,NA,NA,5,6,NA,1,1,NA,NA,16,3,NA,NA,NA,NA,NA,NA
"134","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,26,282,"lat","Provável",0,13.73,0,4.68,20,"282",1,NA,NA,47,21,2,6,24,1,NA,162,8,1,NA,1,NA,NA,NA
"135","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,26,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,NA,NA,4,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"136","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,26,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,6,NA,NA,1,NA,NA,NA,NA,7,65,4,NA,NA,NA,NA,1,NA
"137","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,26,263,"mei","Provável",-0.3,3.52,-1.31,2.63,7,"263",NA,NA,NA,15,10,NA,3,6,NA,NA,20,NA,1,NA,NA,NA,NA,NA
"138","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,26,265,"gol","Provável",-4,7.88,-1.02,2.69,16,"265",NA,19,NA,NA,NA,NA,NA,3,NA,21,74,3,NA,NA,NA,NA,NA,NA
"139","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,26,277,"lat","Provável",7.2,12.67,1.14,4.33,24,"Santos",5,NA,NA,77,27,4,15,26,2,NA,195,4,1,1,NA,NA,NA,NA
"140","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,26,282,"zag","Nulo",0,10.63,0,2.9,17,"282",2,NA,NA,19,18,1,1,16,1,NA,76,5,1,NA,1,NA,NA,NA
"141","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,26,277,"lat","Provável",0,7.23,0,2.03,19,"Santos",3,NA,NA,32,28,2,10,20,NA,NA,126,4,NA,2,NA,NA,NA,NA
"142","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,26,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,NA,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"143","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,26,265,"ata","Nulo",0,8.65,0,3.63,17,"265",NA,NA,NA,15,8,8,8,36,2,NA,87,NA,2,7,1,NA,NA,NA
"144","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,26,282,"ata","Nulo",0,7.62,0,3.33,19,"282",1,NA,NA,11,15,9,8,22,4,NA,65,NA,2,2,1,1,NA,NA
"145","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,26,282,"zag","Nulo",0,7.32,0,3.25,4,"282",2,NA,NA,4,5,NA,1,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA
"146","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,26,282,"gol","Provável",0,10.36,0,2.59,14,"282",NA,13,NA,1,NA,NA,NA,1,NA,18,63,4,1,NA,NA,NA,NA,NA
"147","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,26,290,"mei","Nulo",0,4.52,0,-0.35,2,"290",NA,NA,NA,1,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"148","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,26,265,"ata","Nulo",0.7,5.04,-0.04,2.42,15,"265",2,NA,NA,9,13,6,8,16,3,NA,74,NA,1,3,NA,1,NA,NA
"149","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,26,265,"ata","Provável",4.5,5.9,0.75,1.8,19,"265",3,NA,NA,15,13,6,7,24,2,NA,126,NA,1,3,NA,NA,NA,NA
"150","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,26,277,"gol","Nulo",0,6.43,0,2.93,3,"Santos",NA,4,NA,NA,NA,NA,NA,NA,NA,3,12,NA,NA,NA,NA,NA,NA,NA
"151","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,26,294,"mei","Nulo",0,2.84,0,0.31,7,"Coritiba",1,NA,NA,7,7,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA
"152","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,26,354,"mei","Provável",0.2,12.18,-0.19,4.39,23,"354",2,NA,NA,73,39,9,16,39,1,NA,144,NA,3,6,1,NA,NA,NA
"153","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,26,264,"mei","Contundido",0,6.35,0,1.65,13,"264",2,NA,NA,15,14,2,4,12,NA,NA,41,NA,2,NA,NA,NA,NA,NA
"154","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,26,265,"lat","Nulo",0,4.6,0,2.39,7,"265",1,NA,NA,5,3,1,4,NA,1,NA,22,1,NA,NA,NA,NA,NA,NA
"155","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,26,354,"ata","Nulo",0,5.26,0,1.85,17,"354",3,NA,NA,22,12,3,7,21,1,NA,58,NA,1,1,NA,NA,1,NA
"156","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,26,267,"zag","Nulo",0,4.16,0,5.6,1,"267",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA
"157","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,26,264,"gol","Dúvida",-0.4,5.84,-2.37,8.75,2,"264",2,4,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA
"158","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,26,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,NA,NA,4,5,NA,1,2,NA,NA,4,NA,NA,NA,NA,NA,1,NA
"159","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,26,263,"tec","Provável",4.41,4.48,0.49,2.01,7,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,26,354,"zag","Provável",5.8,5.45,0.63,2.36,19,"354",7,NA,NA,37,25,1,1,4,1,NA,57,6,NA,NA,1,NA,1,NA
"161","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,26,293,"mei","Provável",-3.1,1.52,-0.99,0.79,17,"293",4,NA,NA,26,22,1,3,16,NA,NA,53,NA,NA,NA,NA,NA,NA,NA
"162","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,26,354,"lat","Nulo",0,2.32,0,1.17,6,"354",3,NA,NA,13,9,NA,2,8,NA,NA,51,1,NA,2,NA,NA,NA,NA
"163","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,26,356,"zag","Nulo",0,3.36,0,1.2,1,"356",NA,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"164","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,26,354,"lat","Provável",4,6.69,0.36,3.28,19,"354",4,NA,NA,38,26,1,5,29,NA,NA,188,7,3,1,NA,NA,1,NA
