"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FS","FT","PI","A","CA","FD","FF","G","DD","DP","GS","I","SG","PP","CV","GC"
"79","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,5,356,"tec","Provável",2.83,5.92,-0.11,2.59,5,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,5,356,"gol","Provável",0.7,1.81,0.47,0.16,5,"Fortaleza",2,NA,2,NA,52,NA,NA,NA,NA,NA,2,NA,5,NA,1,NA,NA,NA
"81","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,5,267,"mei","Provável",2.7,8.68,-0.23,4.28,4,"Vasco",19,6,7,NA,32,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/07/21/eeb09d2fb859b41fc44b71ceb48e9ad0_FORMATO.png",101594,5,262,"mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,5,267,"gol","Provável",12,10.57,2.42,5.38,4,"Vasco",NA,NA,1,NA,40,NA,NA,NA,NA,NA,3,NA,1,NA,3,NA,NA,NA
"84","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,5,266,"mei","Provável",0,12.61,0,6.9,4,"Fluminense",3,4,9,NA,47,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"85","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,5,267,"mei","Suspenso",1.3,5.11,-0.38,2.82,4,"Vasco",10,12,7,NA,22,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,5,267,"ata","Provável",0.3,11.35,-1.19,6.37,4,"Vasco",1,2,1,NA,10,NA,NA,2,2,3,NA,NA,NA,4,NA,NA,NA,NA
"87","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,5,356,"ata","Nulo",4,4.83,-0.72,3.7,5,"Fortaleza",3,6,5,NA,12,1,NA,1,5,1,NA,NA,NA,2,NA,NA,NA,NA
"88","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2020/08/26/32417944e8dfdd74a579129ae54f4dfe_FORMATO.jpeg",73421,5,290,"zag","Nulo",5.6,7.53,0.99,3.5,4,"Goiás",4,4,2,NA,28,NA,2,2,3,1,NA,NA,NA,NA,1,NA,NA,NA
"89","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,5,267,"ata","Nulo",-3.1,4.1,-2.04,2.45,2,"Vasco",NA,2,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"90","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,5,285,"ata","Contundido",0,20.81,0,11.2,3,"Internacional",2,7,5,1,15,1,NA,1,3,3,NA,NA,NA,3,NA,NA,NA,NA
"91","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,5,267,"lat","Nulo",0,9.06,0,7.1,1,"Vasco",1,1,2,NA,6,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"92","Ramon Menezes Hubner","ramon-menezes","Ramon Menezes","https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png",96767,5,267,"tec","Provável",4.94,9.61,0.03,5.68,4,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Marcos Antonio Candido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,5,267,"mei","Dúvida",0,2.65,0,-0.7,1,"Vasco",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,5,290,"ata","Nulo",-3,5.21,-2.79,-3,1,"Goiás",1,7,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"95","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,5,267,"mei","Provável",0,10.35,-1.58,7.1,4,"Vasco",9,14,NA,1,18,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"96","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,5,267,"zag","Provável",10.8,9.41,1.86,5.95,4,"Vasco",9,3,3,NA,10,NA,1,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA
"97","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,5,267,"ata","Provável",1.3,9.09,-0.82,5,4,"Vasco",7,5,9,NA,17,2,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"98","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2019/05/09/77ef73e05fe5f4a5bcbf11b7577516d4_FORMATO.png",93368,5,277,"zag","Provável",0.5,7.28,-0.81,0.88,4,"Santos",8,3,NA,NA,18,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,5,285,"mei","Provável",10.8,11.7,1.81,4.52,5,"Internacional",10,10,8,2,33,1,NA,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"100","Fredy Alejandro Guarín Vásquez","guarin","Guarín","https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png",71233,5,267,"mei","Nulo",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,5,267,"zag","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,5,285,"lat","Provável",3.8,10.85,0.04,4.16,5,"Internacional",12,14,NA,NA,53,NA,1,1,3,NA,NA,NA,NA,1,4,NA,NA,NA
"103","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,5,267,"ata","Provável",1.5,3.42,-0.58,1.5,1,"Vasco",NA,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,5,285,"tec","Provável",5.22,12.47,0.28,4.89,5,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,5,284,"tec","Nulo",5.29,12.68,0.59,4.31,5,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,5,284,"gol","Nulo",0,8.34,0,3.23,3,"Grêmio",NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,NA
"107","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2020/08/17/679cc051b3529d05424bb6ea6e411411_FORMATO.png",52558,5,267,"mei","Nulo",0.8,3.98,-1.02,0.8,1,"Vasco",1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,5,284,"lat","Nulo",0,9,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,5,267,"mei","Nulo",0,2.13,0,-0.2,1,"Vasco",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,5,275,"ata","Nulo",4.3,9.33,0.61,0.83,4,"Palmeiras",NA,5,2,NA,5,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"111","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,5,267,"ata","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,5,284,"ata","Contundido",0,10.01,0,2.4,3,"Grêmio",4,7,5,NA,22,NA,1,1,4,1,NA,NA,NA,NA,NA,1,NA,NA
"113","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,5,267,"mei","Nulo",0,2.48,0,0.75,2,"Vasco",2,5,5,NA,5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,5,275,"ata","Provável",7,11.77,1.2,4.9,4,"Palmeiras",4,6,2,NA,8,NA,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"115","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,5,277,"lat","Provável",2.1,10.65,-1.25,5.82,5,"Santos",19,8,9,NA,46,NA,1,NA,4,1,NA,NA,NA,NA,1,NA,NA,NA
"116","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,5,275,"mei","Provável",2.5,7.87,0.38,0.45,4,"Palmeiras",4,7,2,NA,20,NA,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"117","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,5,277,"lat","Provável",0.5,7.55,-0.98,2.8,5,"Santos",10,9,7,NA,31,NA,NA,1,3,NA,NA,NA,NA,1,1,NA,NA,NA
"118","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2018/09/27/cff54b0c5b12cb5f18cd3ca9292e3511_FORMATO.png",92496,5,267,"mei","Nulo",0,7,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,5,284,"zag","Nulo",0,11.59,0,5.87,3,"Grêmio",13,5,NA,NA,25,NA,1,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"120","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,5,277,"ata","Dúvida",3.8,21.07,-1.43,11.72,5,"Santos",8,6,28,NA,16,2,1,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"121","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2020/08/17/f705407ead383caeb7ebe8d491851b04_FORMATO.png",74074,5,267,"lat","Contundido",3.9,3.71,0.56,3.45,2,"Vasco",NA,5,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"122","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,5,354,"tec","Provável",7.54,7.77,1.59,3.31,5,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/18/9f6da34da7ac0631c9afed103aa945d0_FORMATO.png",70360,5,282,"ata","Nulo",1,6.3,-1.7,1,1,"Atlético-MG",1,2,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,5,277,"gol","Dúvida",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA
"125","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,5,275,"zag","Nulo",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,5,277,"ata","Provável",1.8,6.21,0.17,2.48,5,"Santos",3,3,8,NA,38,NA,1,1,5,1,NA,NA,NA,1,NA,NA,NA,NA
"127","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,5,354,"zag","Nulo",0,5.1,0,2,1,"Ceará",2,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/02/28/bd376738423bc2c93c3f93268e3f0657_FORMATO.png",72294,5,277,"gol","Nulo",0,11,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,5,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,5,277,"mei","Suspenso",-0.6,10.31,-0.53,2.88,5,"Santos",17,7,11,NA,26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"131","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,5,277,"lat","Nulo",1.2,3.81,-0.45,0.4,2,"Santos",NA,NA,2,NA,9,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"132","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,5,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"133","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2019/05/30/7e60ff2712f74e10b9a6bcf9661f2f8f_FORMATO.png",81682,5,282,"mei","Nulo",0,12,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,5,282,"mei","Nulo",-1.6,5.96,-1.33,2.14,5,"Atlético-MG",10,11,8,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,5,277,"mei","Dúvida",0,4.02,0,1.4,2,"Santos",2,3,2,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/07/19/6b2dbf503589c5cd94793b949e37ab80_FORMATO.png",36943,5,263,"tec","Provável",2.1,7.94,-0.31,3.52,4,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,5,265,"zag","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,5,277,"zag","Contundido",0,4.39,0,-0.1,1,"Santos",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,5,263,"mei","Nulo",0,7,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,5,265,"lat","Provável",1.1,4.96,0.35,1,4,"Bahia",2,3,NA,NA,11,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"141","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,5,265,"lat","Nulo",0,4.26,0,-0.8,1,"Bahia",1,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,5,262,"mei","Nulo",2.2,5.42,0.07,0.25,2,"Flamengo",2,3,6,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,5,262,"lat","Provável",1.8,4.25,0.31,1.72,5,"Flamengo",13,7,7,NA,44,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1
"144","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,5,282,"zag","Nulo",2,7.48,-0.64,2.87,3,"Atlético-MG",5,2,3,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"145","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,5,265,"mei","Provável",3.2,3.07,0.77,0.67,4,"Bahia",10,12,6,NA,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,5,263,"gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,5,265,"mei","Nulo",0.2,3.26,-0.28,1.1,3,"Bahia",2,3,4,NA,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,5,262,"gol","Nulo",0,4.78,0,2.25,2,"Flamengo",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"149","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,5,282,"gol","Nulo",0,10,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,5,263,"lat","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,5,262,"zag","Nulo",0,5.52,0,-0.9,1,"Flamengo",NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,5,282,"tec","Nulo",0.55,13.16,-0.95,4.54,5,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,5,265,"lat","Nulo",0,8.51,0,7.45,2,"Bahia",5,3,NA,NA,18,1,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"154","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,5,265,"mei","Nulo",0,2.17,0,-0.1,1,"Bahia",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/08/27/3e5800e00e714750d19954ab8ee244a1_FORMATO.png",90715,5,284,"ata","Nulo",0,6.81,0,5.7,2,"Grêmio",2,NA,1,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,5,354,"gol","Nulo",0,4,0,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,5,354,"mei","Nulo",-0.5,2.46,-0.47,-0.3,2,"Ceará",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
