"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","G","GS","CV","I","DD","DP","FT","GC","PP"
"83","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,20,265,"ata","Provável",-0.3,5.19,-0.21,1.84,14,"265",3,13,10,6,18,87,NA,NA,3,2,NA,NA,2,NA,NA,NA,NA,NA
"84","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,20,276,"mei","Nulo",0,8.97,0,2.39,15,"276",2,20,11,7,20,53,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"85","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,20,265,"ata","Nulo",0,4.94,0,2.17,12,"265",1,7,11,5,15,65,NA,1,5,2,NA,NA,3,NA,NA,NA,NA,1
"86","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,20,277,"zag","Provável",4,6.17,0.43,1.83,19,"Santos",2,26,6,2,18,99,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"87","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,20,275,"ata","Nulo",-0.5,9.73,-0.24,3.05,18,"275",NA,6,12,12,18,30,NA,2,3,4,NA,NA,5,NA,NA,NA,NA,1
"88","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,20,277,"lat","Nulo",0.1,7.17,-0.32,2.14,15,"Santos",3,27,23,8,18,90,3,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"89","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,20,265,"mei","Provável",0.8,4.79,-1.63,2.98,14,"265",2,8,11,5,21,56,NA,1,2,3,NA,NA,NA,NA,NA,1,NA,NA
"90","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,20,277,"gol","Provável",-3,7.19,-1.8,3.71,18,"Santos",2,NA,NA,NA,2,112,3,NA,NA,NA,21,NA,NA,27,NA,NA,NA,NA
"91","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,20,277,"gol","Contundido",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA
"92","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,20,265,"lat","Provável",6.4,8.34,0.95,3.4,13,"265",1,34,16,4,16,129,3,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"93","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,20,275,"zag","Contundido",7.2,7.76,-0.13,3.73,8,"275",3,24,9,1,8,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,20,265,"mei","Nulo",-0.7,3.12,-0.22,1.93,11,"265",1,4,6,2,16,35,NA,1,3,1,NA,NA,1,NA,NA,NA,NA,NA
"95","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,20,282,"ata","Nulo",0,3.9,0,1.48,10,"282",NA,11,13,4,5,31,NA,1,1,NA,NA,NA,3,NA,NA,1,NA,NA
"96","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,20,265,"zag","Nulo",0,4,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,20,265,"mei","Provável",2.9,6.23,0.52,1.27,13,"265",6,39,42,5,9,66,NA,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"98","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,20,292,"ata","Nulo",0,2.16,0,1.07,6,"292",NA,2,3,NA,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"99","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,20,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,8,7,2,11,7,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA
"100","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,20,277,"ata","Provável",0,26.16,0,11.04,16,"Santos",3,17,24,21,78,91,NA,5,11,12,NA,NA,13,NA,NA,1,NA,NA
"101","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,20,277,"ata","Provável",-1.1,3.81,-0.43,1.39,17,"Santos",3,12,24,12,22,35,NA,NA,2,1,NA,NA,2,NA,NA,1,NA,NA
"102","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,20,282,"ata","Provável",10.6,9.19,1.85,3.48,15,"282",1,10,14,5,19,52,NA,2,9,3,NA,NA,2,NA,NA,1,NA,1
"103","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,20,265,"lat","Nulo",0,4.83,0,1.1,5,"265",1,3,3,3,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,20,277,"ata","Nulo",0,2.2,-0.04,0.73,8,"Santos",NA,5,3,NA,5,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,20,277,"mei","Provável",-2.2,3.87,-2.97,1.86,15,"Santos",5,38,28,3,14,91,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA
"106","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,20,277,"mei","Suspenso",0.5,1.47,0.53,-0.65,4,"Santos",3,6,7,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,20,277,"ata","Nulo",-1.9,6.43,-1.3,3.06,14,"Santos",5,7,9,11,27,104,NA,3,7,2,NA,NA,2,NA,NA,NA,NA,NA
"108","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,20,282,"gol","Provável",11.5,10.38,1.77,2.64,11,"282",NA,NA,NA,NA,1,55,3,1,NA,NA,15,NA,NA,11,NA,NA,NA,NA
"109","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,20,276,"tec","Provável",4.38,9.72,-0.26,3.91,16,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,20,263,"gol","Nulo",0,5.41,0,1.52,9,"263",1,NA,1,NA,NA,58,1,NA,NA,NA,13,NA,NA,9,1,NA,NA,NA
"111","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,20,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,20,277,"mei","Provável",2.4,7.82,0.78,2.37,20,"Santos",2,50,23,5,28,88,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA
"113","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,20,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,1,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,20,290,"ata","Provável",8.9,5.8,1.26,2.54,5,"290",NA,1,3,4,2,14,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"115","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,20,277,"zag","Provável",2,7.52,0.13,2.08,13,"Santos",4,28,20,3,3,79,2,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA
"116","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,20,277,"lat","Provável",2.6,12.05,-0.11,4.68,19,"Santos",5,67,24,11,23,158,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"117","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,20,265,"mei","Nulo",0,2.89,0,1.43,10,"265",3,22,20,2,10,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,20,277,"ata","Provável",-0.8,3.35,0.22,1.17,12,"Santos",1,12,13,3,10,54,NA,NA,5,1,NA,1,1,NA,NA,NA,NA,NA
"119","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,20,354,"zag","Provável",6.1,6.65,0.73,2.72,12,"354",4,25,10,2,11,67,4,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"120","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,20,263,"mei","Provável",-1.2,6.43,-0.98,2.55,13,"263",2,14,20,8,17,106,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"121","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,20,265,"mei","Nulo",2.3,1.5,0.51,0.85,6,"265",1,4,2,1,6,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,20,263,"lat","Nulo",0.2,6.24,-0.43,1.99,12,"263",3,15,17,6,10,59,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"123","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,20,263,"gol","Provável",-2.8,1.04,-0.96,-2.8,1,"263",NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"124","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,20,263,"mei","Provável",-1.2,5.96,-1.25,3.13,17,"263",5,26,21,8,27,81,NA,NA,4,4,NA,NA,2,NA,NA,NA,NA,NA
"125","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,20,265,"mei","Provável",-0.8,1.72,-0.92,1.73,7,"265",NA,7,3,1,5,15,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,20,354,"zag","Provável",0,3.96,0,2.01,14,"354",6,26,22,1,3,45,4,NA,1,1,NA,1,NA,NA,NA,1,NA,NA
"127","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,20,284,"ata","Provável",0.8,4.8,0.11,1.27,13,"284",1,7,13,3,11,43,NA,NA,4,2,NA,1,3,NA,NA,NA,NA,NA
"128","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,20,354,"lat","Provável",9.3,3.77,1.73,1.42,5,"354",3,13,9,2,8,50,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"129","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,20,265,"ata","Nulo",0,1.97,0,1.05,12,"265",1,2,5,8,5,15,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA
"130","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,20,263,"zag","Provável",-1.6,6.07,-0.07,2.17,16,"263",5,24,13,7,11,51,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,20,354,"lat","Provável",7.4,6.77,1.35,3.05,13,"354",3,24,19,4,21,132,5,2,1,NA,NA,1,1,NA,NA,NA,NA,NA
"132","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,20,354,"lat","Nulo",0,2.99,0,1.44,8,"354",1,10,9,NA,5,62,1,NA,1,1,NA,1,1,NA,NA,1,NA,NA
"133","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,20,263,"ata","Nulo",0.4,6.91,-0.14,1.65,11,"263",NA,6,13,5,10,46,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"134","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,20,263,"ata","Provável",0.7,8.1,-1.39,4.21,17,"263",5,24,42,9,44,77,NA,1,8,5,NA,NA,7,NA,NA,2,NA,NA
"135","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,20,354,"zag","Nulo",0,3.15,0,3.38,5,"354",NA,6,2,2,1,32,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"136","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,20,263,"zag","Provável",1.2,5.71,-0.55,3.18,18,"263",1,31,12,4,18,53,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,20,263,"ata","Nulo",0,3.44,0,2.36,14,"263",NA,7,3,9,21,31,NA,1,5,NA,NA,NA,2,NA,NA,1,NA,NA
"138","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,20,354,"ata","Nulo",0,5.74,0,1.29,14,"354",2,5,7,10,2,30,NA,NA,5,NA,NA,NA,1,NA,NA,3,NA,NA
"139","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,20,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,20,292,"ata","Nulo",0,3.88,0,1.23,6,"292",1,3,4,1,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,20,263,"ata","Nulo",0,5.85,0,2.53,12,"263",1,5,19,10,16,63,NA,1,6,2,NA,NA,2,NA,NA,NA,NA,NA
"142","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,20,263,"lat","Nulo",0,3.88,0,2.1,7,"263",2,12,3,NA,5,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,20,276,"mei","Nulo",2.1,7.46,-0.02,2.68,13,"276",2,9,4,7,15,51,NA,NA,7,2,NA,NA,1,NA,NA,NA,NA,NA
"144","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,20,354,"mei","Nulo",2.3,2.84,-0.01,0.6,9,"354",1,9,4,1,NA,53,NA,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA
"145","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,20,267,"zag","Provável",2.6,7.09,0.68,2.59,10,"267",2,14,7,4,5,25,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,20,263,"ata","Contundido",0,2.33,0,0.05,2,"263",NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,20,373,"zag","Provável",-2.7,4.34,-0.57,1.97,11,"373",4,16,16,1,6,14,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"148","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,20,263,"lat","Nulo",0,6,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,20,267,"ata","Provável",3.6,10.54,0.47,4.02,16,"267",2,26,15,10,44,68,NA,2,4,2,NA,1,4,NA,NA,1,NA,NA
"150","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,20,356,"ata","Provável",12.4,4,2.4,2.29,7,"356",1,7,6,1,8,12,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"151","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,20,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,20,267,"ata","Nulo",-0.2,2.65,-0.05,0.55,9,"267",1,NA,3,NA,6,23,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA
"153","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,20,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,20,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,20,263,"mei","Nulo",-1.7,1.7,-0.39,0.42,13,"263",NA,5,8,1,3,13,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,20,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,20,267,"ata","Nulo",0,2.46,0,0.5,1,"267",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,20,267,"mei","Nulo",0,2.42,0,0.76,5,"267",2,5,6,3,7,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,20,354,"lat","Nulo",0,8.46,0,4.04,14,"354",NA,37,19,1,19,111,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"160","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,20,293,"zag","Provável",1.5,4.83,-0.14,2.88,11,"293",1,22,5,1,5,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,20,263,"ata","Nulo",0,2.43,0,0,4,"263",1,1,4,1,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,20,354,"mei","Nulo",0,10.73,0,6.7,14,"354",1,11,10,21,8,134,NA,3,15,6,NA,NA,3,NA,NA,1,NA,NA
"163","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,20,267,"ata","Nulo",-0.5,4.07,-0.25,1.44,11,"267",1,3,8,3,4,15,NA,NA,2,2,NA,NA,5,NA,NA,NA,NA,NA
