"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","A","FD","FT","G","I","SG","DD","GS","CV","DP","GC","PP"
"79","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,8,262,"lat","Nulo",0,5.28,0,2.9,3,"Flamengo",1,8,1,NA,1,23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"80","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,8,262,"zag","Dúvida",0,4.99,0,2.2,6,"Flamengo",NA,10,9,1,5,30,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"81","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,8,262,"zag","Dúvida",1.7,5.58,-0.74,2.7,3,"Flamengo",NA,3,2,1,2,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"82","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,8,262,"ata","Nulo",0,5.94,0,1.08,5,"Flamengo",NA,2,4,5,4,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2020/07/21/66692eeeae848a3c29c7646e4312faef_FORMATO.png",95802,8,262,"mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,8,262,"ata","Dúvida",3.9,3.86,-1.87,2.8,7,"Flamengo",1,3,8,4,2,9,NA,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA
"85","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png",90302,8,262,"ata","Contundido",0,3.82,-0.59,1.33,3,"Flamengo",NA,1,2,NA,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,8,262,"gol","Contundido",0,10.72,0,2.22,5,"Flamengo",NA,NA,NA,NA,2,19,NA,NA,NA,NA,NA,1,6,6,1,NA,NA,NA
"87","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,8,262,"mei","Provável",0,5.17,0,0.7,3,"Flamengo",NA,5,5,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,8,262,"ata","Nulo",1,3.14,0.26,0.2,2,"Flamengo",NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,8,284,"zag","Suspenso",-4,9.56,-1.58,3.48,5,"Grêmio",1,19,7,2,1,32,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"90","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,8,262,"lat","Contundido",0,4.17,0,3.55,2,"Flamengo",1,4,6,1,7,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"91","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,8,356,"ata","Nulo",0,4.71,0,3.31,7,"Fortaleza",NA,5,9,6,10,15,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"92","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,8,262,"gol","Provável",2.3,2.51,0.81,-0.05,2,"Flamengo",NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA
"93","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,8,266,"mei","Provável",4.8,12.59,0.19,5.85,7,"Fluminense",1,6,5,6,17,76,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"94","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2020/08/26/32417944e8dfdd74a579129ae54f4dfe_FORMATO.jpeg",73421,8,290,"zag","Provável",1.6,6.96,-0.03,2.98,6,"Goiás",2,7,5,5,4,52,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"95","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,8,285,"ata","Contundido",0,20.81,0,11.2,3,"Internacional",NA,2,7,3,5,15,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA
"96","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,8,284,"ata","Provável",-3,8.23,-0.93,0.98,5,"Grêmio",2,4,8,6,5,36,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"97","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,8,284,"gol","Provável",-2.8,6.51,-0.22,0.56,5,"Grêmio",NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,NA
"98","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,8,275,"ata","Nulo",7.9,9.83,1.7,1.7,7,"Palmeiras",NA,NA,7,3,3,12,1,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"99","Eduardo Germán Coudet","eduardo-coudet","Eduardo Coudet","https://s.glbimg.com/es/sde/f/2020/07/19/4514b24c3a8147be213e4e8d4297a97c_FORMATO.png",94853,8,285,"tec","Provável",2.93,12.32,0.3,4.35,8,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,8,290,"ata","Provável",0.2,5.05,-0.16,-1.4,2,"Goiás",NA,1,11,1,3,8,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"101","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,8,277,"ata","Provável",9.7,23.2,0.44,10.84,8,"Santos",1,12,11,11,43,32,3,8,NA,4,3,NA,NA,NA,NA,NA,NA,NA
"102","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,8,275,"zag","Contundido",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,8,284,"lat","Nulo",0,9,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,8,277,"lat","Provável",15.4,13.69,3.24,6.2,8,"Santos",2,29,12,4,13,63,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA
"105","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,8,262,"ata","Provável",5,6.66,0.97,2.35,4,"Flamengo",1,1,5,7,1,18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,8,285,"mei","Provável",11.9,12.47,2.71,4.58,8,"Internacional",NA,18,16,3,13,51,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA
"107","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,8,275,"mei","Nulo",3,7.25,0.81,0.36,7,"Palmeiras",1,7,11,3,3,28,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"108","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,8,277,"zag","Suspenso",6.4,8.49,0.26,2.17,7,"Santos",3,12,8,3,1,39,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"109","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,8,285,"lat","Provável",0,10.93,0,4.52,7,"Internacional",1,17,20,4,NA,73,1,1,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"110","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,8,356,"tec","Provável",1.94,6.44,0.29,2.81,8,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,8,294,"mei","Dúvida",0,2.27,-0.09,0.2,2,"Coritiba",NA,NA,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,8,262,"zag","Nulo",0,2.37,0,-0.6,2,"Flamengo",1,1,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,8,275,"ata","Provável",2,11.4,-0.99,4.47,7,"Palmeiras",1,5,9,5,10,14,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"114","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,8,356,"ata","Provável",-2.2,7.18,-0.69,3.9,8,"Fortaleza",NA,1,9,1,9,17,1,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"115","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,8,277,"ata","Nulo",0,2.65,0,0.95,4,"Santos",NA,4,2,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,8,284,"tec","Provável",1.41,11.79,-0.31,3.78,7,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,8,356,"gol","Provável",2,2.93,-0.18,1.39,8,"Fortaleza",NA,2,NA,NA,2,99,NA,NA,NA,NA,NA,2,6,8,NA,NA,NA,NA
"118","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,8,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,8,277,"ata","Provável",0,7.7,0,3.05,7,"Santos",2,4,3,6,12,60,1,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"120","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,8,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,NA,NA,1,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"121","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,8,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/03/03/c3634cab50166de94d02500e557e0be7_FORMATO.png",101727,8,262,"lat","Nulo",5,2.75,0.89,3.15,2,"Flamengo",1,2,2,NA,1,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,8,276,"tec","Provável",4.25,9.15,0.58,3.81,7,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,8,277,"mei","Contundido",0,3.55,0,1.3,4,"Santos",NA,4,3,3,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,8,277,"zag","Contundido",0,4.39,0,-0.1,1,"Santos",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,8,276,"lat","Suspenso",-0.8,4.94,-0.55,1.98,6,"São Paulo",2,13,16,3,6,31,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"127","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,8,277,"zag","Suspenso",-0.5,5.64,-0.71,2.33,8,"Santos",NA,8,NA,1,5,27,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"128","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,8,276,"lat","Provável",-0.6,6.07,-1.15,2.9,3,"São Paulo",NA,5,4,1,2,11,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"129","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,8,276,"zag","Nulo",0,10.07,0,2.47,4,"São Paulo",1,1,2,NA,1,10,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"130","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,8,276,"ata","Nulo",0,8.36,0,2.77,6,"São Paulo",1,3,16,15,9,15,NA,3,NA,1,6,NA,NA,NA,NA,NA,NA,NA
"131","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,8,276,"mei","Provável",1.1,8.66,-0.19,4.1,3,"São Paulo",NA,3,7,2,5,17,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"132","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/02/28/bd376738423bc2c93c3f93268e3f0657_FORMATO.png",72294,8,277,"gol","Nulo",0,11,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,8,276,"zag","Nulo",0,7.83,-0.44,1.3,5,"São Paulo",1,3,2,NA,5,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"134","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,8,277,"mei","Suspenso",-2.9,8.63,-0.58,1.39,7,"Santos",1,20,13,NA,13,33,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"135","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,8,284,"mei","Provável",-0.2,5.13,-0.64,1.23,3,"Grêmio",NA,3,6,2,2,20,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"136","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,8,276,"gol","Provável",1.6,13.07,1.3,3.25,7,"São Paulo",NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,2,7,8,NA,1,NA,NA
"137","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,8,276,"lat","Provável",4.5,4.92,0.36,3.12,5,"São Paulo",NA,4,2,NA,11,29,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"138","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,8,276,"mei","Provável",1.6,8.06,0.01,2.5,7,"São Paulo",1,10,2,4,10,25,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,8,277,"gol","Nulo",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA
"140","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,8,276,"mei","Provável",12.1,8.85,2.6,3.55,4,"São Paulo",1,5,2,4,8,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"141","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,8,277,"gol","Provável",16,10.06,4.18,8.03,6,"Santos",NA,NA,NA,NA,2,28,NA,NA,NA,NA,NA,2,13,6,NA,NA,NA,NA
"142","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,8,277,"mei","Provável",1.5,7.5,-0.5,2.69,8,"Santos",1,20,4,2,11,35,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,8,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,8,277,"mei","Provável",1,4.01,0.21,0.85,7,"Santos",2,13,8,2,7,36,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"145","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,8,282,"ata","Provável",8.2,7.79,1.4,4.03,3,"Atlético-MG",NA,4,4,1,2,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"146","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,8,277,"ata","Nulo",0,5.84,0,4.2,2,"Santos",NA,4,4,1,9,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"147","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,8,267,"lat","Provável",0,6.68,0,2.82,6,"Vasco",3,16,15,NA,5,31,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"148","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,8,277,"lat","Dúvida",5,4.2,1.2,1.27,3,"Santos",1,NA,NA,NA,2,9,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"149","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,8,276,"mei","Nulo",0.8,3.23,0.05,0.1,7,"São Paulo",1,5,9,NA,4,22,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,8,267,"lat","Provável",7.2,8.71,1.66,3.65,4,"Vasco",NA,5,7,3,3,20,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"151","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,8,277,"ata","Provável",-1.8,3.5,-0.64,0.89,8,"Santos",2,8,12,6,9,9,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"152","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,8,276,"mei","Nulo",0,4.4,0,1.02,5,"São Paulo",1,9,7,2,4,44,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,8,292,"ata","Nulo",0,2.27,0,1.5,4,"Sport",NA,1,2,NA,10,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,8,292,"ata","Nulo",0.4,1.75,0.05,-0.13,7,"Sport",2,1,3,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,8,276,"ata","Nulo",0,3.4,0,1.15,2,"São Paulo",NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,8,277,"ata","Nulo",4.9,4.09,1.09,2.4,2,"Santos",NA,2,NA,1,3,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,8,276,"zag","Contundido",0,4,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,8,292,"mei","Provável",1.8,11.46,-0.01,2.89,8,"Sport",NA,5,7,10,14,32,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
