"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","A","CA","DD","GS","SG","GC","PP","FT","DP","CV"
"79","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,7,262,"ata","Dúvida",0.7,5.69,-0.48,1.47,3,"Flamengo",NA,5,1,5,NA,NA,NA,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"80","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,7,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,7,262,"zag","Nulo",-2.6,2.37,-1.02,-0.6,2,"Flamengo",1,1,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"82","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/03/03/c3634cab50166de94d02500e557e0be7_FORMATO.png",101727,7,262,"lat","Nulo",0,1.86,0,1.3,1,"Flamengo",2,2,2,NA,1,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"83","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,7,262,"ata","Nulo",-0.6,2.88,-1.12,-0.6,1,"Flamengo",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,7,356,"ata","Provável",0.7,7.87,-2.31,4.77,7,"Fortaleza",1,6,3,1,9,3,2,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,7,277,"mei","Provável",5.6,8,0.15,2.86,7,"Santos",17,2,2,2,10,NA,NA,30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"86","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,7,262,"lat","Contundido",0,4.17,0,3.55,2,"Flamengo",4,6,NA,1,7,NA,NA,12,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"87","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/07/21/6488924ff7580441b41df99682592fb8_FORMATO.png",105199,7,262,"mei","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,7,277,"ata","Nulo",-0.1,3,-1,-0.1,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,7,356,"gol","Provável",4.6,3.11,0.52,1.3,7,"Fortaleza",2,NA,NA,NA,2,NA,NA,79,NA,NA,4,6,2,NA,NA,NA,NA,NA
"90","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,7,356,"tec","Provável",0.66,6.15,-1,2.94,7,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,7,292,"ata","Nulo",-0.1,2.27,-0.64,1.5,4,"Sport",1,2,NA,NA,10,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"92","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,7,267,"mei","Nulo",0,2.65,0,-0.7,1,"Vasco",NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,7,356,"ata","Nulo",0.7,4.71,-0.52,3.31,7,"Fortaleza",5,9,2,6,10,1,2,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Ramon Menezes Hubner","ramon-menezes","Ramon Menezes","https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png",96767,7,267,"tec","Provável",2.47,9.27,-0.1,4.64,6,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,7,267,"zag","Nulo",0,8.59,0,5.38,5,"Vasco",11,3,1,3,4,NA,NA,12,NA,1,NA,NA,3,NA,NA,NA,NA,NA
"96","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2020/08/26/32417944e8dfdd74a579129ae54f4dfe_FORMATO.jpeg",73421,7,290,"zag","Provável",2.3,6.99,-0.54,3.26,5,"Goiás",6,4,2,4,3,1,NA,38,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"97","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,7,354,"mei","Nulo",2,3.83,-0.41,1.98,7,"Ceará",17,2,1,NA,5,NA,NA,18,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"98","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,7,290,"ata","Provável",0,5.21,0,-3,1,"Goiás",1,7,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,7,277,"ata","Nulo",1.3,4.14,0.15,1.27,7,"Santos",7,9,1,6,7,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"100","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,7,267,"ata","Provável",0,10.71,0,5.64,5,"Vasco",11,6,2,1,14,1,1,25,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"101","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,7,284,"tec","Provável",3.53,12.1,-0.58,4.18,6,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,7,277,"ata","Nulo",0,2.65,0,0.95,4,"Santos",4,2,NA,NA,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,7,267,"ata","Nulo",0,3.42,0,1.5,1,"Vasco",NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,7,284,"gol","Provável",-4.1,6.73,-1.61,1.4,4,"Grêmio",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,1,3,2,NA,NA,NA,NA,NA
"105","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,7,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,7,267,"mei","Nulo",0,2.88,0,1.43,3,"Vasco",5,5,1,1,5,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"107","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,7,276,"tec","Provável",2.17,8.57,-0.34,3.74,6,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,7,267,"ata","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,7,284,"lat","Nulo",0,9,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,7,276,"gol","Provável",-8.4,11.77,-2.74,3.53,6,"São Paulo",NA,NA,NA,NA,NA,NA,NA,58,NA,NA,6,7,2,NA,NA,NA,1,NA
"111","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,7,276,"zag","Nulo",0,8.27,0,1.63,4,"São Paulo",3,2,NA,NA,5,NA,NA,10,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"112","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,7,267,"mei","Provável",9.9,12.1,1.86,6.52,6,"Vasco",16,19,2,NA,NA,4,NA,28,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"113","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,7,284,"ata","Provável",0.7,9.16,-0.85,1.98,4,"Grêmio",4,7,1,6,5,1,NA,31,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"114","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,7,267,"ata","Nulo",0.6,4.22,0.04,1.22,4,"Vasco",NA,4,1,NA,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"115","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,7,284,"zag","Provável",3.8,11.14,-0.45,5.35,4,"Grêmio",17,5,NA,2,NA,NA,NA,27,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"116","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,7,285,"ata","Contundido",0,20.81,0,11.2,3,"Internacional",2,7,1,3,5,3,3,15,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"117","Fredy Alejandro Guarín Vásquez","guarin","Guarín","https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png",71233,7,267,"mei","Nulo",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/07/19/6b2dbf503589c5cd94793b949e37ab80_FORMATO.png",36943,7,263,"tec","Provável",4.51,8.25,0.69,3.2,6,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,7,267,"zag","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,7,282,"zag","Nulo",0,7.48,0,2.87,3,"Atlético-MG",5,2,NA,NA,3,NA,NA,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"121","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,7,285,"mei","Provável",-0.7,9.76,-0.94,3.53,7,"Internacional",13,16,4,3,13,NA,1,45,1,NA,NA,NA,NA,NA,NA,2,NA,NA
"122","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,7,282,"gol","Nulo",0,10,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2020/08/17/679cc051b3529d05424bb6ea6e411411_FORMATO.png",52558,7,267,"mei","Nulo",-0.1,3.6,-0.27,0.43,3,"Vasco",1,1,1,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,7,276,"zag","Nulo",0,10.07,0,2.47,4,"São Paulo",1,2,2,NA,1,NA,NA,10,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"125","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,7,275,"ata","Provável",9.7,12.39,1.88,4.88,6,"Palmeiras",5,9,1,4,7,3,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"126","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,7,276,"mei","Provável",2.3,8.85,-0.99,5.6,2,"São Paulo",3,6,2,1,3,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,7,282,"tec","Provável",10.21,14.61,1.45,5.48,6,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,7,276,"lat","Provável",2.2,5.49,-0.16,2.54,5,"São Paulo",11,12,3,2,5,NA,NA,30,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"129","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,7,282,"mei","Provável",20,10.46,4.5,5.12,6,"Atlético-MG",17,13,NA,NA,11,1,NA,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"130","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,7,275,"ata","Nulo",-0.1,8.13,-0.51,0.67,6,"Palmeiras",NA,6,NA,3,3,NA,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,7,285,"lat","Provável",0.3,10.93,-1.75,4.52,7,"Internacional",17,20,1,4,NA,NA,1,73,1,1,NA,NA,5,NA,NA,NA,NA,NA
"132","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2020/08/17/f705407ead383caeb7ebe8d491851b04_FORMATO.png",74074,7,267,"lat","Contundido",0,3.71,0,3.45,2,"Vasco",NA,5,NA,NA,1,NA,NA,11,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"133","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,7,275,"zag","Contundido",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/08/31/9b12692265c4c63f85c3780a70ca7015_FORMATO.png",81682,7,282,"mei","Nulo",0,12,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,7,276,"lat","Nulo",0,7.22,0,4.65,2,"São Paulo",5,2,NA,NA,2,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"136","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,7,284,"mei","Dúvida",3.8,5.77,0.47,1.95,2,"Grêmio",2,1,2,2,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,7,264,"mei","Nulo",8.1,11.97,1.57,3.6,2,"Corinthians",1,2,1,2,4,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"138","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,7,267,"mei","Nulo",0,2.13,0,-0.2,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,7,282,"mei","Provável",7.5,13.54,0.84,6.2,6,"Atlético-MG",10,9,6,6,12,2,1,48,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"140","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,7,282,"gol","Provável",7.6,9.65,1.45,2.7,6,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,48,NA,NA,4,5,3,NA,NA,NA,NA,NA
"141","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,7,282,"zag","Nulo",0,7.83,0,2.8,1,"Atlético-MG",1,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"142","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,7,277,"ata","Provável",9.2,7.7,1.99,3.05,7,"Santos",4,3,5,6,12,1,2,60,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"143","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,7,277,"ata","Provável",11.5,22.76,1.04,11,7,"Santos",12,10,7,9,36,4,2,26,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,7,282,"zag","Provável",12.8,12.84,2.07,5.87,6,"Atlético-MG",17,6,NA,4,NA,NA,NA,30,1,1,NA,NA,3,NA,NA,1,NA,NA
"145","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,7,277,"lat","Provável",1.4,10.45,-0.55,4.89,7,"Santos",24,10,1,4,11,1,NA,57,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"146","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,7,282,"mei","Contundido",0,10.94,0,6.7,2,"Atlético-MG",6,2,1,1,NA,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,7,276,"lat","Provável",4.7,4.56,0.85,2.77,4,"São Paulo",4,2,NA,NA,10,NA,NA,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"148","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,7,277,"zag","Provável",8.2,8.23,2.03,1.47,6,"Santos",9,7,NA,3,1,1,NA,36,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"149","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png",91191,7,282,"mei","Nulo",0,6,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,7,276,"mei","Provável",1.8,8.05,-0.27,2.65,6,"São Paulo",8,1,4,4,9,NA,NA,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"151","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,7,282,"zag","Provável",4.2,12.43,0.19,5.48,4,"Atlético-MG",6,4,NA,NA,3,1,NA,16,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"152","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,7,276,"mei","Nulo",0.6,6.25,-0.33,0.7,3,"São Paulo",2,1,NA,3,4,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"153","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,7,277,"lat","Provável",1.7,7.39,0.06,2.3,7,"Santos",12,11,1,6,12,NA,2,44,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"154","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,7,276,"mei","Nulo",0.6,3.18,-0.16,-0.02,6,"São Paulo",3,8,2,NA,4,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"155","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,7,282,"mei","Provável",2.5,7.12,0.13,2.08,6,"Atlético-MG",16,11,1,6,4,NA,NA,40,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,7,276,"mei","Dúvida",1.1,4.4,-0.12,1.02,5,"São Paulo",9,7,2,2,4,NA,NA,44,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"157","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,7,277,"gol","Nulo",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,3,NA,NA,NA,NA,NA,NA
