"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","CV","SG","A","DD","DP","GS","FT","GC","PP"
"81","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,14,292,"tec","Provável",1.38,6.2,-0.32,2.8,8,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2020/09/01/423284c226644dd18bcf74444e71a668_FORMATO.png",38523,14,290,"lat","Suspenso",-2.4,5.48,-0.81,0.94,5,"290",3,3,5,1,2,2,NA,NA,36,NA,1,1,NA,NA,NA,NA,NA,NA
"83","Jorge Amorim de Oliveira Campos","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/08/27/f22f05d7c543a983042fbf2a8ce0a64a_FORMATO.png",70323,14,294,"tec","Provável",2.05,7.57,-0.03,3.03,9,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,14,293,"ata","Dúvida",2.2,2.62,-0.28,2.97,6,"293",NA,8,3,2,4,4,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,14,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Eduardo Maciel de Barros","eduardo-barros","Eduardo Barros","https://s.glbimg.com/es/sde/f/2019/11/05/f9ca9c2f1573dd41d95992a17296560f_FORMATO.png",106612,14,293,"tec","Provável",3.52,8.14,0.28,2.89,7,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png",101398,14,280,"ata","Nulo",0,2.25,0,2.4,1,"280",NA,2,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,14,285,"ata","Dúvida",0,6.15,-0.21,0.64,7,"285",1,6,6,1,3,2,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,14,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,14,277,"ata","Suspenso",-2.4,2.01,-1.07,1.01,10,"Santos",3,11,18,2,3,15,NA,1,27,NA,NA,1,NA,NA,NA,NA,NA,NA
"91","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2020/08/31/f816dcd588832ba23a528a2a17f81b46_FORMATO.png",101728,14,276,"zag","Provável",5.2,3.32,0.68,2.08,9,"276",1,16,18,3,3,4,NA,NA,43,NA,2,NA,NA,NA,NA,NA,NA,NA
"92","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,14,263,"ata","Nulo",0,1.2,0,1,4,"263",1,4,3,1,NA,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Andrés Felipe Amaya Rivera","amaya","Amaya","https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png",109656,14,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,14,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,14,265,"lat","Nulo",-2,0.78,0.01,-2.8,1,"265",1,1,3,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,14,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,14,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,14,276,"ata","Nulo",0,3.17,0,0.55,2,"276",NA,NA,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Ramon Rodrigo de Carvalho","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png",103515,14,265,"mei","Nulo",-1.5,0.78,0,-0.75,2,"265",1,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/09/24/f3ee6a9a8f1a2edeccd5d3f9d5cc70cd_FORMATO.png",104660,14,290,"ata","Provável",4.2,5.07,-0.61,5.85,8,"290",1,10,15,4,6,18,3,NA,13,NA,NA,1,NA,NA,NA,NA,NA,NA
"101","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2020/08/31/fb5f96034ec98cf83f561f397865ca64_FORMATO.png",104994,14,277,"zag","Nulo",0.5,1.83,0.06,1.08,4,"Santos",NA,4,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2020/08/31/7dffc611b801a4acf1b89b964333decb_FORMATO.png",103724,14,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,14,262,"ata","Nulo",-0.7,5.37,-0.35,1.05,9,"Flamengo",NA,6,10,2,9,6,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,14,275,"mei","Nulo",0,0.79,0,-0.83,3,"275",1,NA,2,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Weverson Moreira da Costa","weverson","Weverson","https://s.glbimg.com/es/sde/f/2020/08/07/b2b35810b693ede75833b9de607b5ffd_FORMATO.png",109426,14,280,"lat","Nulo",0,0.78,0,-0.66,8,"280",NA,4,8,1,1,1,NA,1,23,1,NA,NA,NA,NA,NA,NA,NA,NA
"106","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,14,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Christian Roberto Alves Cardoso","christian","Christian","https://s.glbimg.com/es/sde/f/2020/02/28/459619b85e3c40ab2998b4b1deef1873_FORMATO.png",104502,14,293,"mei","Provável",0,0.79,0,-0.39,7,"293",3,4,18,NA,NA,8,1,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","João Vitor Xavier de Almeida","xavier","Xavier","https://s.glbimg.com/es/sde/f/2020/07/13/6fdc286e70d5425d0b7fbbe41bd2a39c_FORMATO.png",102067,14,264,"mei","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/06/fb9370d804dbbaa635c8bb240a35d956_FORMATO.png",97520,14,290,"mei","Nulo",1.4,2.64,-0.36,1.4,1,"290",NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,14,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2020/09/01/c6c4761a2d57001c8a08954dca2c76c0_FORMATO.png",91260,14,276,"gol","Nulo",0,1.1,0,-2,0,"276",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,14,294,"ata","Nulo",-0.8,4.8,-0.55,1.27,7,"Coritiba",1,10,8,1,4,7,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2020/01/21/ab6dea8e1671b6a86c1c7321be69d347_FORMATO.png",105208,14,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,14,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Luan Patrick Wiedthauper","luan-patrick","Luan Patrick","https://s.glbimg.com/es/sde/f/2020/02/28/28c6a5315c325c2abe37899978a526e9_FORMATO.png",106835,14,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,14,266,"mei","Nulo",0,0.76,0,-2.7,1,"266",1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Ruan de Oliveira Ferreira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2020/08/18/46767ddb19cde394d78839a4e9182e63_FORMATO.png",104153,14,264,"mei","Contundido",0,1.22,0,0.77,4,"264",NA,3,2,NA,1,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,14,264,"mei","Provável",-1.2,1.33,-0.67,-1.2,1,"264",1,1,1,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,14,276,"ata","Nulo",0,3.01,0,1.93,3,"276",NA,2,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"120","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,14,267,"ata","Nulo",0.8,2.69,0.06,2.02,8,"267",1,5,6,NA,3,7,1,1,23,NA,NA,1,NA,NA,NA,NA,NA,NA
"121","Matheus Purcelo Blecha de Moraes","matheus-moraes","Matheus Moraes","https://s.glbimg.com/es/sde/f/2020/08/03/a6f8905ccb70a6ebf11ac94c30c32c6a_FORMATO.png",109560,14,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Pedro Henrique Nunes Silva","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/08/03/ab4d9a5eefa053f8078426da8a7517ee_FORMATO.png",107541,14,292,"zag","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,14,277,"ata","Nulo",1.2,1.18,-0.58,1.3,5,"Santos",1,NA,7,NA,1,7,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,14,267,"zag","Nulo",0,1.67,0,1.25,4,"267",NA,4,6,NA,NA,1,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA
"125","Túlio Galindo Bandeira de Melo","tulio","Túlio","https://s.glbimg.com/es/sde/f/2020/08/03/7db9b8bf5d4227af9e3c54b92119537c_FORMATO.png",109566,14,292,"gol","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,14,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Sávio Moreira de Oliveira","savio","Sávio","https://s.glbimg.com/es/sde/f/2020/09/02/d3593dad92d54a666c9472d1db672cf0_FORMATO.png",109463,14,282,"ata","Nulo",0,0.79,0,-0.07,3,"282",NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,14,282,"lat","Dúvida",-1.3,7.98,-1.08,2.64,7,"282",1,18,8,1,NA,5,NA,NA,72,NA,1,1,NA,NA,NA,NA,NA,NA
"129","Matheus Martinelli Lima","martinelli","Martinelli","https://s.glbimg.com/es/sde/f/2020/09/18/d91238c5e040d15b0c5835c7ca195014_FORMATO.png",109573,14,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,14,285,"ata","Nulo",0,2.16,0,-0.2,1,"285",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Calebe Gonçalves Ferreira da Silva","calebe","Calebe","https://s.glbimg.com/es/sde/f/2020/08/25/d52bc0bfbe4b0ae783710e64423e37ed_FORMATO.png",109461,14,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/08/18/139142ea0c43614330d8cd1d618bcb9c_FORMATO.png",107112,14,262,"ata","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,14,266,"ata","Nulo",0,2.01,0,1.17,9,"266",NA,9,5,1,6,2,NA,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,14,292,"mei","Provável",4.3,4,0.44,2.16,11,"292",1,16,9,6,1,19,NA,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,14,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,14,284,"zag","Nulo",0,0.74,0,0,1,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Domènec Torrent Font","domenec-torrent","Domènec Torrent","https://s.glbimg.com/es/sde/f/2020/09/01/2f3a4654c01178213b2bfc7e9537d7cb_FORMATO.png",109505,14,262,"tec","Provável",8.63,9.98,0.95,3.96,12,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2020/07/21/b1d7d69831818e53e0bb8c53abe1a2d1_FORMATO.png",101573,14,262,"mei","Nulo",-0.2,1.53,-0.47,-0.2,1,"Flamengo",NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,14,284,"ata","Nulo",1.7,5.48,-1.31,3.12,12,"284",NA,9,7,7,8,10,2,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,14,290,"ata","Nulo",0,4.07,0,1.95,6,"290",NA,9,5,2,2,7,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,14,277,"tec","Provável",2.63,10.85,0.09,3.88,14,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,14,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,14,294,"mei","Nulo",1,0.96,0.1,-0.67,7,"Coritiba",1,5,6,NA,NA,4,NA,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,14,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,14,263,"mei","Nulo",0,1,0,1,1,"263",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,14,267,"ata","Nulo",0,1.44,0,-0.49,7,"267",2,2,3,1,NA,1,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,14,267,"mei","Nulo",0.9,4.08,0.21,1.64,8,"267",NA,7,4,1,4,3,NA,NA,28,NA,NA,1,NA,NA,NA,NA,NA,NA
"148","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,14,262,"lat","Nulo",0,1.56,0,0.25,2,"Flamengo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,14,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,14,263,"zag","Nulo",0,0.78,-0.01,-0.08,4,"263",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,14,294,"mei","Nulo",0,1.52,0,0.84,7,"Coritiba",NA,7,4,NA,1,3,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,14,354,"lat","Nulo",4.5,1.72,0.78,2.6,2,"354",NA,1,1,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"153","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,14,264,"mei","Nulo",0,0.83,0,0.2,1,"264",NA,NA,1,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,14,354,"ata","Nulo",0,2,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,14,294,"ata","Nulo",0,0.78,0,-0.35,2,"Coritiba",NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,14,280,"tec","Provável",-0.28,6,-0.76,2.61,7,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,14,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,14,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"159","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2020/09/11/e6334f42f000ffd6983a97fbf4f01ae2_FORMATO.png",37281,14,265,"tec","Provável",6.05,7.3,1.06,2.56,4,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,14,275,"mei","Nulo",0,1.07,0,1.2,4,"275",2,8,3,1,2,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
