"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"83","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,34,267,"mei","Nulo",0,3.22,0,1.73,18,"267",NA,NA,NA,44,NA,1,NA,27,14,NA,2,18,NA,NA,NA,NA,NA,NA
"84","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,34,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,34,294,"lat","Nulo",0,3.48,0,1.65,12,"Coritiba",2,NA,NA,100,3,NA,NA,14,11,2,3,14,NA,3,NA,NA,NA,NA
"86","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2020/02/27/a02f9e24f5855f3c44e2bdcb09e1804d_FORMATO.png",90933,34,373,"gol","Provável",6.5,11.16,0.92,5.39,31,"373",1,46,36,282,8,NA,NA,1,1,1,1,9,3,NA,NA,2,NA,NA
"87","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,34,267,"ata","Provável",1,13.11,-0.22,5.22,28,"267",NA,NA,NA,68,NA,1,NA,13,27,20,17,21,13,12,1,NA,NA,NA
"88","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,34,267,"zag","Nulo",4.8,7.34,-0.14,2.92,16,"267",2,NA,NA,41,5,NA,NA,26,10,1,5,7,NA,NA,NA,NA,NA,NA
"89","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,34,267,"ata","Nulo",1.9,10.02,-0.07,3.56,27,"267",4,NA,NA,105,NA,2,1,42,22,7,14,62,3,4,2,NA,NA,NA
"90","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,34,282,"zag","Nulo",0,10.21,0,2.85,19,"282",2,NA,NA,82,6,1,NA,20,19,1,1,16,1,NA,1,NA,NA,NA
"91","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,34,267,"lat","Provável",4.3,8.44,-0.21,3.73,22,"267",5,NA,NA,129,7,NA,NA,31,20,5,7,33,2,3,2,NA,NA,NA
"92","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,34,282,"lat","Dúvida",0,14.39,0,4.51,26,"282",2,NA,NA,213,10,1,NA,69,31,2,6,32,1,NA,1,NA,NA,NA
"93","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,34,282,"ata","Provável",0.4,6.26,-0.06,3.39,25,"282",2,NA,NA,160,NA,5,NA,12,18,8,21,22,4,10,4,NA,NA,NA
"94","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2020/02/27/15b28caaa2392bbd4e619dee98680e8e_FORMATO.png",91203,34,373,"zag","Provável",1.8,3.83,0.5,1.25,28,"373",4,NA,NA,107,7,NA,NA,25,34,2,4,13,NA,2,NA,NA,NA,NA
"95","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,34,290,"mei","Nulo",0,3.95,0,-1.1,3,"290",1,NA,NA,3,NA,NA,NA,1,4,NA,NA,1,NA,1,NA,NA,NA,NA
"96","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,34,282,"ata","Nulo",1.5,9.09,-0.16,2.39,25,"282",1,NA,NA,27,NA,1,NA,17,23,8,7,10,4,2,1,NA,NA,NA
"97","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,34,267,"lat","Provável",2.5,6.57,-0.23,2.27,23,"267",6,NA,NA,128,7,1,1,51,43,2,1,22,NA,3,NA,NA,NA,NA
"98","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,34,266,"mei","Provável",5.5,5.12,0.11,2.71,23,"266",6,NA,NA,83,NA,NA,NA,53,33,6,8,35,2,2,NA,NA,NA,NA
"99","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,34,293,"ata","Provável",0.3,7.4,0.19,4.48,27,"293",4,NA,NA,90,NA,1,NA,16,46,17,20,40,11,20,2,NA,NA,NA
"100","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,34,265,"zag","Provável",1.6,5.73,-0.44,2.09,23,"265",NA,NA,NA,64,4,1,NA,17,18,7,4,4,1,NA,NA,NA,NA,NA
"101","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,34,265,"mei","Provável",2.6,5.64,0.07,0.9,24,"265",9,NA,NA,138,NA,2,1,65,76,5,8,18,NA,NA,NA,NA,NA,NA
"102","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,34,265,"lat","Nulo",0,7.71,0,2.88,23,"265",2,NA,NA,202,3,3,NA,50,25,5,7,24,NA,1,NA,NA,NA,NA
"103","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,34,265,"gol","Dúvida",0,9.72,0,3.46,22,"265",NA,29,28,108,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"104","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,34,262,"lat","Nulo",0,4.43,0,4.1,3,"Flamengo",1,NA,NA,15,2,NA,NA,5,7,NA,1,7,NA,NA,NA,NA,NA,NA
"105","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,34,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,NA,NA,16,3,NA,NA,5,6,NA,1,1,NA,NA,NA,NA,NA,NA
"106","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,34,263,"gol","Dúvida",0,3.9,0,0.35,18,"263",2,17,30,102,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,1,NA,NA
"107","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,34,265,"lat","Provável",4.4,4.33,-0.1,2.97,3,"265",NA,NA,NA,14,1,NA,NA,4,3,1,2,NA,NA,NA,NA,NA,NA,NA
"108","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,34,282,"mei","Nulo",0,2.43,0,-1.16,5,"282",2,NA,NA,16,NA,NA,1,5,3,NA,1,1,NA,NA,NA,NA,NA,NA
"109","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,34,265,"mei","Provável",2.2,4.49,0.92,1.87,22,"265",4,NA,NA,101,NA,2,1,13,21,4,5,32,3,NA,1,NA,NA,NA
"110","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2021/01/22/42298a997c80961c07ae1d138228ee85_FORMATO.png",107963,34,265,"zag","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,34,265,"mei","Provável",4.1,4.12,-0.02,2.47,18,"265",4,NA,NA,59,NA,1,NA,55,33,2,5,17,NA,NA,NA,NA,NA,NA
"112","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,34,290,"ata","Provável",2.3,5.34,-0.14,3.02,17,"290",3,NA,NA,70,NA,NA,NA,15,16,5,15,21,4,6,NA,NA,NA,NA
"113","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,34,265,"ata","Nulo",0,4.53,0,2.09,17,"265",2,NA,NA,85,NA,1,NA,10,16,6,9,16,3,3,NA,NA,NA,1
"114","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,34,265,"gol","Dúvida",5.8,1.93,0.23,0.8,7,"265",NA,7,12,39,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"115","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,34,293,"ata","Nulo",2.7,13.05,0.16,3.83,10,"293",1,NA,NA,37,NA,1,NA,8,17,7,4,20,2,2,1,NA,NA,NA
"116","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,34,265,"mei","Nulo",1.4,2.25,0.32,1.59,15,"265",NA,NA,NA,30,NA,NA,NA,16,10,6,5,9,NA,NA,NA,NA,NA,NA
"117","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,34,265,"lat","Provável",1.2,7.37,-0.51,3.21,19,"265",3,NA,NA,167,4,2,NA,44,23,4,6,24,NA,1,NA,NA,NA,NA
"118","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,34,265,"lat","Nulo",-0.5,4.23,-0.86,2.06,10,"265",1,NA,NA,33,2,NA,NA,5,3,1,4,NA,1,NA,NA,NA,NA,NA
"119","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,34,267,"ata","Nulo",0,2.38,0,0.59,15,"267",1,NA,NA,43,NA,NA,NA,2,6,2,1,14,1,4,NA,NA,NA,NA
"120","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,34,293,"lat","Provável",6.4,10.42,-0.2,3.84,28,"293",3,NA,NA,255,12,2,NA,49,33,6,10,12,2,1,NA,NA,NA,NA
"121","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,34,265,"ata","Provável",0,5.44,0,1.76,25,"265",5,NA,NA,162,NA,2,NA,22,17,8,9,32,2,4,NA,NA,NA,NA
"122","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,34,356,"zag","Nulo",0.5,3.11,-0.09,1.02,6,"356",1,NA,NA,14,1,NA,NA,4,4,NA,NA,5,NA,NA,NA,NA,NA,NA
"123","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,34,293,"ata","Nulo",0,3.08,0,0.93,11,"293",NA,NA,NA,13,NA,1,NA,2,7,2,2,4,NA,2,1,NA,NA,NA
"124","Marlon Rodrigues Freitas","marlon-freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2020/02/27/bc294007fa19cf27acd992a30e786eff_FORMATO.png",93790,34,373,"mei","Provável",0.6,5.13,-0.07,1.54,25,"373",4,NA,NA,143,NA,1,1,40,27,9,16,17,NA,1,1,NA,NA,NA
"125","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,34,266,"ata","Provável",1.5,3.75,-0.57,2.32,19,"266",5,NA,NA,80,NA,2,NA,5,27,7,6,36,4,5,NA,NA,NA,NA
"126","Heron Crespo da Silva","heron","Heron","https://s.glbimg.com/es/sde/f/2020/08/26/4c288b07196f199d01bf56867451c668_FORMATO.jpeg",105339,34,290,"zag","Suspenso",3.2,1.48,0.69,0.8,20,"290",6,NA,NA,79,3,1,NA,20,20,NA,1,11,NA,1,NA,NA,NA,NA
"127","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/10/20/af3767d7c68c5209a846f6612fe76c29_FORMATO.png",38229,34,264,"lat","Provável",10.2,8.06,1.5,5.32,14,"264",NA,NA,NA,93,8,NA,NA,27,11,NA,2,9,2,NA,NA,NA,NA,NA
"128","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2020/08/11/672d352606042414d4d148952612fe89_FORMATO.png",42145,34,266,"lat","Provável",9.7,10.72,0.69,5.11,17,"266",2,NA,NA,232,4,5,NA,66,21,6,1,13,NA,2,NA,NA,NA,NA
"129","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,34,265,"mei","Nulo",0,3.01,0,1.7,14,"265",1,NA,NA,39,NA,1,NA,5,7,4,3,17,1,1,NA,NA,NA,NA
"130","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,34,293,"zag","Nulo",0,3.19,0,1.18,8,"293",1,NA,NA,31,1,1,NA,5,9,1,1,4,NA,NA,NA,NA,NA,NA
"131","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,34,293,"lat","Nulo",0,4.94,0,2.67,16,"293",3,NA,NA,90,6,1,NA,26,18,1,3,4,NA,NA,NA,NA,NA,NA
"132","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,34,265,"ata","Provável",1.7,8.36,-0.09,3.59,24,"265",6,NA,NA,75,NA,1,NA,14,28,23,24,36,5,6,1,NA,NA,1
"133","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,34,265,"mei","Nulo",2,1.45,0.41,0.68,13,"265",1,NA,NA,19,NA,NA,NA,9,8,2,3,8,NA,2,NA,NA,NA,NA
"134","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,34,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,34,266,"zag","Nulo",0,5.86,0,3.36,10,"266",2,NA,NA,22,4,1,NA,10,8,1,7,4,NA,NA,NA,NA,NA,NA
"136","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,34,265,"mei","Nulo",0,12.95,0,3.73,18,"265",2,NA,NA,92,NA,1,NA,13,14,11,10,29,4,3,1,NA,NA,NA
"137","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,34,264,"lat","Contundido",0,5.07,0,3.19,14,"264",1,NA,NA,106,5,2,NA,21,15,2,3,8,NA,NA,NA,NA,NA,NA
"138","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,34,265,"zag","Provável",0.7,4.09,-0.56,1.93,10,"265",1,NA,NA,37,3,NA,NA,9,5,1,1,4,NA,1,NA,NA,NA,NA
"139","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2020/03/06/fbe3c389c73e71007b15dec8b347a229_FORMATO.png",105278,34,290,"zag","Nulo",4.5,1.66,0.78,1.37,6,"290",3,NA,NA,16,2,NA,NA,8,10,1,2,NA,NA,NA,NA,NA,NA,NA
"140","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/24/865c7c09e556e0fb58885e80a6591081_FORMATO.png",50317,34,284,"zag","Nulo",1,8.29,0.22,3.54,19,"284",2,NA,NA,81,5,NA,1,37,13,2,5,7,2,NA,1,NA,NA,NA
"141","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,34,284,"mei","Nulo",-0.5,2.77,-0.11,0.46,13,"284",1,NA,NA,45,NA,NA,NA,10,11,3,3,4,NA,NA,NA,NA,NA,NA
"142","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,34,282,"ata","Nulo",0.4,7.14,-1.86,0.4,1,"282",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,34,267,"mei","Provável",2.9,2.86,0.35,1.69,12,"267",2,NA,NA,22,NA,NA,NA,11,9,1,4,9,1,NA,1,NA,NA,NA
"144","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,34,284,"gol","Nulo",0,5.35,0,4.06,8,"284",NA,6,6,50,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"145","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,34,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,19,20,140,4,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"146","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,34,276,"ata","Provável",0,9.36,0,6.1,23,"276",4,NA,NA,101,NA,1,NA,26,28,6,14,38,13,6,1,NA,NA,NA
"147","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,34,294,"zag","Suspenso",-6.3,3.01,-1.07,1.27,14,"Coritiba",2,NA,NA,65,3,NA,1,17,9,NA,2,4,NA,2,1,NA,NA,NA
"148","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,34,267,"ata","Nulo",0,2.28,0,0,6,"267",1,NA,NA,5,NA,NA,NA,2,3,1,1,1,NA,1,NA,NA,NA,NA
"149","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,34,267,"zag","Nulo",0,3.37,0,2.22,7,"267",NA,NA,NA,28,3,NA,NA,5,7,NA,1,3,NA,1,NA,NA,NA,NA
"150","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,34,263,"tec","Provável",0,3.98,0,1.78,13,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,34,266,"zag","Provável",7.8,7.61,0.43,3.37,25,"266",NA,NA,NA,128,8,NA,NA,38,17,1,6,14,2,3,NA,NA,NA,NA
"152","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,34,284,"gol","Nulo",0,4,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2020/08/11/2f197bbdfc2d69b1a353a2c023b5fc6b_FORMATO.png",50324,34,266,"mei","Nulo",0,4.99,0.13,1.43,21,"266",2,NA,NA,67,NA,2,1,42,35,4,4,19,NA,3,NA,NA,1,NA
"154","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,34,266,"mei","Contundido",0,3.86,0,1.65,17,"266",3,NA,NA,54,NA,2,NA,16,8,2,4,8,1,NA,NA,NA,NA,NA
"155","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,34,267,"mei","Nulo",0,0.99,0,-1,3,"267",1,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,34,294,"mei","Nulo",0.6,5.35,0.27,0.91,8,"Coritiba",3,NA,NA,60,NA,NA,NA,12,13,1,2,23,NA,1,NA,NA,NA,NA
"157","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,34,266,"ata","Nulo",0,5.53,0,2.74,21,"266",6,NA,NA,61,NA,2,NA,16,14,1,8,36,4,2,NA,NA,NA,NA
"158","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,34,284,"zag","Nulo",0,4.19,0,1.74,11,"284",3,NA,NA,51,3,NA,NA,11,16,1,NA,6,1,NA,NA,NA,NA,NA
"159","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,34,280,"mei","Provável",5.1,9.75,-0.22,5.38,25,"280",1,NA,NA,151,NA,2,NA,107,39,2,6,63,2,1,NA,NA,NA,NA
"160","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,34,284,"mei","Dúvida",1.4,10.36,-0.74,4.28,20,"284",2,NA,NA,168,NA,4,NA,25,24,16,22,56,1,5,1,NA,NA,NA
"161","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,34,266,"gol","Provável",16.3,4.15,2.26,2.55,13,"266",NA,10,13,114,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"162","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,34,284,"lat","Nulo",0,9.2,0,2.97,21,"284",2,NA,NA,135,8,NA,1,43,24,1,3,23,NA,2,NA,NA,NA,NA
"163","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,34,354,"tec","Provável",3.5,9.68,0.13,3.85,33,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","José Sabino Chagas Monteiro","sabino","Sabino","https://s.glbimg.com/es/sde/f/2020/03/03/c40f55b88cf1db157380eee4013c9828_FORMATO.png",104075,34,294,"zag","Nulo",0,8.73,0,3.96,28,"Coritiba",2,NA,NA,138,8,NA,NA,52,11,NA,5,26,4,2,1,NA,1,1
