"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"245","21","23/7/2003","21:40","Figueirense","Vasco","","","","","-"," Orlando Scarpelli","0","0","SC","RJ"
"246","21","23/7/2003","21:40","Santos","Goias","","","","","-"," Vila Belmiro","3","3","SP","GO"
"247","21","23/7/2003","21:40","Bahia","Corinthians","","","","","-"," Fonte Nova","0","0","BA","SP"
"248","21","24/7/2003","20:30","Coritiba","Vitoria","","","","","-"," Couto Pereira","1","1","PR","BA"
"249","21","24/7/2003","20:30","Gremio","Criciuma","","","","","Criciuma"," Olímpico","0","2","RS","SC"
"250","21","24/7/2003","20:30","Flamengo","Internacional","","","","","Flamengo"," Maracanã","2","1","RJ","RS"
"251","21","24/7/2003","20:30","Sao Caetano","Fluminense","","","","","Sao Caetano"," Anacleto Campanella","2","0","SP","RJ"
"252","21","24/7/2003","20:30","Sao Paulo","Ponte Preta","","","","","Ponte Preta"," Morumbi","1","2","SP","SP"
"253","22","26/7/2003","16:00","Santos","Vasco","","","","","Santos"," Vila Belmiro","2","1","SP","RJ"
"254","22","26/7/2003","16:00","Goias","Atletico-MG","","","","","-"," Serra Dourada","1","1","GO","MG"
"255","22","26/7/2003","16:00","Athletico-PR","Paysandu","","","","","-"," Arena da Baixada","1","1","PR","PA"
"256","22","27/7/2003","09:00","Fortaleza","Ponte Preta","","","","","Ponte Preta"," Castelão","2","3","CE","SP"
"257","22","27/7/2003","16:00","Juventude","Fluminense","","","","","Juventude"," Alfredo Jaconi","2","1","RS","RJ"
"258","22","27/7/2003","16:00","Flamengo","Sao Paulo","","","","","-"," Maracanã","1","1","RJ","SP"
"259","22","27/7/2003","16:00","Criciuma","Coritiba","","","","","Coritiba"," Heriberto Hulse","2","3","SC","PR"
"260","22","27/7/2003","16:00","Guarani","Figueirense","","","","","Guarani"," Brinco de Ouro","3","0","SP","SC"
"261","22","27/7/2003","16:00","Vitoria","Parana","","","","","Parana"," Barradão","0","3","BA","PR"
"262","22","27/7/2003","16:00","Corinthians","Gremio","","","","","Corinthians"," Pacaembu","1","0","SP","RS"
"263","22","27/7/2003","18:00","Cruzeiro","Bahia","","","","","Cruzeiro"," Mineirão","5","2","MG","BA"
"264","22","27/7/2003","18:00","Internacional","Sao Caetano","","","","","-"," Beira Rio","0","0","RS","SP"
"179","15","30/7/2003","20:30","Athletico-PR","Santos","","","","","Santos"," Arena da Baixada","0","2","PR","SP"
"180","15","30/7/2003","20:30","Goias","Ponte Preta","","","","","-"," Serra Dourada","0","0","GO","SP"
"228","19","31/7/2003","20:30","Parana","Criciuma","","","","","Parana"," Pinheirão","2","1","PR","SC"
"265","23","2/8/2003","16:00","Fluminense","Cruzeiro","","","","","-","  Giulite Coutinho","2","2","RJ","MG"
"266","23","2/8/2003","16:00","Gremio","Santos","","","","","Gremio"," Olímpico","2","0","RS","SP"
"267","23","2/8/2003","18:00","Sao Paulo","Internacional","","","","","Internacional"," Morumbi","0","2","SP","RS"
"268","23","2/8/2003","18:00","Sao Caetano","Juventude","","","","","-"," Anacleto Campanella","1","1","SP","RS"
"269","23","3/8/2003","16:00","Figueirense","Goias","","","","","Goias"," Orlando Scarpelli","0","1","SC","GO"
"270","23","3/8/2003","16:00","Parana","Corinthians","","","","","-"," Arena da Baixada","1","1","PR","SP"
"271","23","3/8/2003","16:00","Paysandu","Guarani","","","","","Paysandu"," Mangueirão","6","1","PA","SP"
"272","23","3/8/2003","16:00","Coritiba","Fortaleza","","","","","-"," Couto Pereira","1","1","PR","CE"
"273","23","3/8/2003","16:00","Bahia","Criciuma","","","","","-"," Fonte Nova","2","2","BA","SC"
"274","23","3/8/2003","16:00","Ponte Preta","Flamengo","","","","","-"," Moisés Lucarelli","1","1","SP","RJ"
"275","23","3/8/2003","18:00","Vasco","Athletico-PR","","","","","Vasco"," São Januário","2","1","RJ","PR"
"276","23","3/8/2003","18:00","Atletico-MG","Vitoria","","","","","Atletico-MG"," Mineirão","1","0","MG","BA"
"277","24","6/8/2003","20:30","Vitoria","Paysandu","","","","","-"," Barradão","1","1","BA","PA"
"278","24","6/8/2003","20:30","Athletico-PR","Parana","","","","","Athletico-PR"," Arena da Baixada","1","0","PR","PR"
"279","24","6/8/2003","20:30","Criciuma","Sao Caetano","","","","","Sao Caetano"," Heriberto Hulse","0","1","SC","SP"
"280","24","6/8/2003","20:30","Fortaleza","Fluminense","","","","","Fortaleza"," Castelão","3","1","CE","RJ"
"281","24","6/8/2003","20:30","Juventude","Ponte Preta","","","","","-"," Alfredo Jaconi","0","0","RS","SP"
"282","24","6/8/2003","21:40","Santos","Atletico-MG","","","","","-"," Vila Belmiro","3","3","SP","MG"
"283","24","6/8/2003","21:40","Goias","Vasco","","","","","Goias"," Serra Dourada","3","1","GO","RJ"
"284","24","6/8/2003","21:40","Cruzeiro","Sao Paulo","","","","","-"," Mineirão","1","1","MG","SP"
"285","24","7/8/2003","20:30","Flamengo","Bahia","","","","","Flamengo"," Maracanã","6","0","RJ","BA"
"286","24","7/8/2003","20:30","Corinthians","Figueirense","","","","","Figueirense"," Pacaembu","0","1","SP","SC"
"287","24","7/8/2003","20:30","Guarani","Gremio","","","","","Guarani"," Brinco de Ouro","2","0","SP","RS"
"288","24","7/8/2003","15:00","Internacional","Coritiba","","","","","Internacional"," Beira Rio","1","0","RS","PR"
"289","25","9/8/2003","16:00","Fluminense","Criciuma","","","","","-"," Maracanã","1","1","RJ","SC"
"290","25","9/8/2003","16:00","Sao Caetano","Cruzeiro","","","","","Sao Caetano"," Anacleto Campanella","2","0","SP","MG"
"291","25","9/8/2003","16:00","Parana","Santos","","","","","Santos"," Couto Pereira","1","2","PR","SP"
"292","25","9/8/2003","18:00","Sao Paulo","Juventude","","","","","Sao Paulo"," Morumbi","3","1","SP","RS"
"293","25","10/8/2003","16:00","Paysandu","Goias","","","","","-"," Mangueirão","2","2","PA","GO"
"294","25","10/8/2003","16:00","Ponte Preta","Internacional","","","","","Internacional"," Moisés Lucarelli","1","4","SP","RS"
"295","25","10/8/2003","16:00","Coritiba","Flamengo","","","","","Coritiba"," Couto Pereira","5","0","PR","RJ"
"296","25","10/8/2003","16:00","Atletico-MG","Corinthians","","","","","Corinthians"," Mineirão","2","3","MG","SP"
"297","25","10/8/2003","16:00","Figueirense","Vitoria","","","","","Vitoria"," Orlando Scarpelli","1","2","SC","BA"
"298","25","10/8/2003","16:00","Bahia","Fortaleza","","","","","Bahia"," Fonte Nova","1","0","BA","CE"
"299","25","10/8/2003","18:00","Vasco","Guarani","","","","","-"," São Januário","0","0","RJ","SP"
"300","25","10/8/2003","18:00","Gremio","Athletico-PR","","","","","-"," Olímpico","1","1","RS","PR"
"301","26","16/8/2003","16:00","Vasco","Vitoria","","","","","Vasco"," São Januário","1","0","RJ","BA"
"302","26","16/8/2003","16:00","Bahia","Internacional","","","","","Internacional"," Fonte Nova","1","3","BA","RS"
"303","26","16/8/2003","16:00","Figueirense","Santos","","","","","Figueirense"," Orlando Scarpelli","1","0","SC","SP"
"304","26","16/8/2003","16:00","Coritiba","Juventude","","","","","Coritiba"," Couto Pereira","1","0","PR","RS"
"305","26","16/8/2003","18:00","Atletico-MG","Athletico-PR","","","","","Athletico-PR"," Mineirão","1","2","MG","PR"
"306","26","16/8/2003","18:00","Sao Paulo","Criciuma","","","","","-","  Santa Cruz","0","0","SP","SC"
"307","26","17/8/2003","16:00","Paysandu","Corinthians","","","","","-"," Mangueirão","2","2","PA","SP"
"308","26","17/8/2003","16:00","Sao Caetano","Fortaleza","","","","","Sao Caetano"," Anacleto Campanella","3","0","SP","CE"
"309","26","17/8/2003","16:00","Ponte Preta","Cruzeiro","","","","","Cruzeiro"," Moisés Lucarelli","1","3","SP","MG"
"310","26","17/8/2003","16:00","Parana","Guarani","","","","","-"," Pinheirão","0","0","PR","SP"
"311","26","17/8/2003","16:00","Gremio","Goias","","","","","Goias"," Olímpico","0","1","RS","GO"
"312","26","17/8/2003","18:00","Fluminense","Flamengo","","","","","Flamengo"," Maracanã","0","1","RJ","RJ"
"313","27","20/8/2003","20:30","Flamengo","Sao Caetano","","","","","Flamengo"," Maracanã","1","0","RJ","SP"
"314","27","20/8/2003","20:30","Goias","Parana","","","","","Goias"," Serra Dourada","1","0","GO","PR"
"315","27","20/8/2003","20:30","Juventude","Bahia","","","","","Juventude"," Alfredo Jaconi","1","0","RS","BA"
"316","27","20/8/2003","20:30","Cruzeiro","Coritiba","","","","","-"," Mineirão","2","2","MG","PR"
"317","27","20/8/2003","20:30","Athletico-PR","Figueirense","","","","","Figueirense"," Arena da Baixada","1","2","PR","SC"
"318","27","20/8/2003","20:30","Vitoria","Gremio","","","","","Vitoria"," Barradão","4","1","BA","RS"
"319","27","20/8/2003","21:40","Santos","Paysandu","","","","","Santos"," Vila Belmiro","2","0","SP","PA"
"320","27","20/8/2003","21:40","Fortaleza","Sao Paulo","","","","","Sao Paulo"," Castelão","0","2","CE","SP"
"321","27","20/8/2003","21:40","Corinthians","Vasco","","","","","-"," Pacaembu","0","0","SP","RJ"
"322","27","21/8/2003","15:00","Internacional","Fluminense","","","","","Fluminense"," Beira Rio","0","1","RS","RJ"
"323","27","21/8/2003","20:30","Guarani","Atletico-MG","","","","","-"," Brinco de Ouro","2","2","SP","MG"
"324","27","21/8/2003","20:30","Criciuma","Ponte Preta","","","","","Criciuma"," Heriberto Hulse","3","0","SC","SP"
"325","28","23/8/2003","16:00","Santos","Flamengo","","","","","Santos"," Vila Belmiro","2","1","SP","RJ"
"326","28","23/8/2003","16:00","Athletico-PR","Fortaleza","","","","","Athletico-PR"," Arena da Baixada","3","1","PR","CE"
"327","28","23/8/2003","16:00","Goias","Cruzeiro","","","","","Goias"," Serra Dourada","1","0","GO","MG"
"328","28","23/8/2003","18:00","Gremio","Sao Caetano","","","","","-"," Olímpico","0","0","RS","SP"
"329","28","24/8/2003","16:00","Vasco","Sao Paulo","","","","","Vasco"," São Januário","3","2","RJ","SP"
"330","28","24/8/2003","16:00","Paysandu","Ponte Preta","","","","","Paysandu"," Mangueirão","3","2","PA","SP"
"331","28","24/8/2003","16:00","Parana","Fluminense","","","","","Parana","  Willie Davids","2","0","PR","RJ"
"332","28","24/8/2003","16:00","Vitoria","Juventude","","","","","Vitoria"," Barradão","3","0","BA","RS"
"333","28","24/8/2003","16:00","Guarani","Criciuma","","","","","Guarani"," Brinco de Ouro","1","0","SP","SC"
"334","28","24/8/2003","16:00","Figueirense","Coritiba","","","","","Coritiba"," Orlando Scarpelli","1","2","SC","PR"
"335","28","24/8/2003","18:00","Corinthians","Internacional","","","","","Corinthians"," Pacaembu","3","1","SP","RS"
"336","28","24/8/2003","18:00","Atletico-MG","Bahia","","","","","Atletico-MG"," Mineirão","1","0","MG","BA"
"337","29","30/8/2003","16:00","Fluminense","Gremio","","","","","Fluminense","  Municipal Juiz de Fora","2","0","RJ","RS"
"338","29","30/8/2003","16:00","Fortaleza","Santos","","","","","-"," Castelão","0","0","CE","SP"
"339","29","30/8/2003","16:00","Internacional","Vitoria","","","","","Vitoria"," Beira Rio","0","1","RS","BA"
"340","29","30/8/2003","18:00","Cruzeiro","Guarani","","","","","Cruzeiro"," Mineirão","4","1","MG","SP"
"341","29","30/8/2003","18:00","Sao Paulo","Paysandu","","","","","Sao Paulo","  Benedito Teixeira","1","0","SP","PA"
"342","29","31/8/2003","16:00","Sao Caetano","Vasco","","","","","Sao Caetano"," Anacleto Campanella","1","0","SP","RJ"
"343","29","31/8/2003","16:00","Juventude","Goias","","","","","Goias"," Alfredo Jaconi","0","2","RS","GO"
"344","29","31/8/2003","16:00","Flamengo","Corinthians","","","","","Flamengo"," Maracanã","1","0","RJ","SP"
"345","29","31/8/2003","16:00","Bahia","Parana","","","","","Bahia"," Fonte Nova","4","2","BA","PR"
"346","29","31/8/2003","16:00","Ponte Preta","Figueirense","","","","","-"," Moisés Lucarelli","1","1","SP","SC"
"347","29","31/8/2003","18:00","Criciuma","Athletico-PR","","","","","Criciuma"," Heriberto Hulse","2","0","SC","PR"
"348","29","31/8/2003","18:00","Coritiba","Atletico-MG","","","","","-"," Couto Pereira","2","2","PR","MG"
"349","30","13/9/2003","16:00","Santos","Criciuma","","","","","Santos"," Vila Belmiro","5","2","SP","SC"
"350","30","13/9/2003","16:00","Athletico-PR","Cruzeiro","","","","","Cruzeiro"," Arena da Baixada","1","4","PR","MG"
"351","30","13/9/2003","18:00","Gremio","Bahia","","","","","-"," Olímpico","1","1","RS","BA"
"352","30","13/9/2003","18:00","Corinthians","Fortaleza","","","","","Corinthians"," Pacaembu","2","0","SP","CE"
"353","30","14/9/2003","16:00","Vitoria","Flamengo","","","","","Vitoria"," Barradão","1","0","BA","RJ"
"354","30","14/9/2003","16:00","Figueirense","Sao Paulo","","","","","-"," Orlando Scarpelli","2","2","SC","SP"
"355","30","14/9/2003","16:00","Goias","Internacional","","","","","Goias"," Serra Dourada","3","1","GO","RS"
"356","30","14/9/2003","16:00","Paysandu","Sao Caetano","","","","","Paysandu"," Mangueirão","1","0","PA","SP"
"357","30","14/9/2003","16:00","Guarani","Juventude","","","","","Guarani"," Brinco de Ouro","2","0","SP","RS"
"358","30","14/9/2003","16:00","Parana","Coritiba","","","","","Coritiba"," Couto Pereira","2","3","PR","PR"
"359","30","14/9/2003","18:00","Vasco","Fluminense","","","","","Vasco"," Maracanã","1","0","RJ","RJ"
"360","30","14/9/2003","18:00","Atletico-MG","Ponte Preta","","","","","Atletico-MG","  Independência","2","0","MG","SP"
"361","31","20/9/2003","16:00","Cruzeiro","Santos","","","","","Cruzeiro"," Mineirão","3","0","MG","SP"
"362","31","20/9/2003","16:00","Coritiba","Gremio","","","","","Coritiba"," Couto Pereira","1","0","PR","RS"
"363","31","20/9/2003","16:00","Ponte Preta","Parana","","","","","Ponte Preta"," Vila Belmiro","4","0","SP","PR"
"364","31","20/9/2003","18:00","Fluminense","Paysandu","","","","","-"," Maracanã","1","1","RJ","PA"
"365","31","20/9/2003","18:00","Internacional","Guarani","","","","","Internacional"," Beira Rio","2","0","RS","SP"
"366","31","21/9/2003","16:00","Bahia","Vasco","","","","","Bahia"," Fonte Nova","3","0","BA","RJ"
"367","31","21/9/2003","16:00","Criciuma","Corinthians","","","","","Criciuma"," Heriberto Hulse","1","0","SC","SP"
"368","31","21/9/2003","16:00","Fortaleza","Vitoria","","","","","Fortaleza","  Plácido Castelo","1","0","CE","BA"
"369","31","21/9/2003","16:00","Juventude","Athletico-PR","","","","","Juventude"," Alfredo Jaconi","4","0","RS","PR"
"370","31","21/9/2003","16:00","Sao Caetano","Figueirense","","","","","Figueirense"," Anacleto Campanella","0","2","SP","SC"
"371","31","21/9/2003","18:00","Sao Paulo","Atletico-MG","","","","","-"," Morumbi","2","2","SP","MG"
"372","31","21/9/2003","18:00","Flamengo","Goias","","","","","-"," Maracanã","1","1","RJ","GO"
"373","32","24/9/2003","19:00","Athletico-PR","Internacional","","","","","Athletico-PR"," Arena da Baixada","2","1","PR","RS"
"374","32","24/9/2003","20:30","Gremio","Ponte Preta","","","","","-"," Olímpico","2","2","RS","SP"
"375","32","24/9/2003","20:30","Goias","Fortaleza","","","","","Fortaleza"," Serra Dourada","0","1","GO","CE"
"376","32","24/9/2003","20:30","Paysandu","Bahia","","","","","Paysandu"," Mangueirão","4","0","PA","BA"
"377","32","24/9/2003","20:30","Vitoria","Criciuma","","","","","-"," Barradão","1","1","BA","SC"
"378","32","24/9/2003","21:40","Guarani","Flamengo","","","","","Guarani"," Brinco de Ouro","5","3","SP","RJ"
"379","32","24/9/2003","21:40","Parana","Sao Paulo","","","","","Parana"," Pinheirão","4","2","PR","SP"
"380","32","24/9/2003","21:40","Santos","Juventude","","","","","-"," Vila Belmiro","1","1","SP","RS"
"381","32","24/9/2003","21:40","Corinthians","Cruzeiro","","","","","Cruzeiro"," Pacaembu","0","1","SP","MG"
"382","32","25/9/2003","20:30","Figueirense","Fluminense","","","","","-"," Orlando Scarpelli","2","2","SC","RJ"
"383","32","25/9/2003","20:30","Vasco","Coritiba","","","","","Vasco"," São Januário","2","1","RJ","PR"
"384","32","25/9/2003","20:30","Atletico-MG","Sao Caetano","","","","","Atletico-MG","  Independência","3","1","MG","SP"
"385","33","27/9/2003","16:00","Internacional","Santos","","","","","Internacional"," Beira Rio","1","0","RS","SP"
"386","33","27/9/2003","16:00","Sao Paulo","Gremio","","","","","Sao Paulo"," Morumbi","3","1","SP","RS"
"387","33","27/9/2003","18:00","Flamengo","Athletico-PR","","","","","Flamengo"," Maracanã","2","1","RJ","PR"
"388","33","28/9/2003","16:00","Cruzeiro","Vitoria","","","","","Cruzeiro"," Mineirão","1","0","MG","BA"
"389","33","28/9/2003","16:00","Bahia","Figueirense","","","","","-"," Fonte Nova","1","1","BA","SC"
"390","33","28/9/2003","16:00","Criciuma","Goias","","","","","Criciuma"," Heriberto Hulse","1","0","SC","GO"
"391","33","28/9/2003","16:00","Fortaleza","Guarani","","","","","Fortaleza"," Presidente Vargas","3","0","CE","SP"
"392","33","28/9/2003","16:00","Juventude","Corinthians","","","","","Juventude"," Alfredo Jaconi","6","1","RS","SP"
"393","33","28/9/2003","16:00","Ponte Preta","Vasco","","","","","-"," Moisés Lucarelli","2","2","SP","RJ"
"394","33","28/9/2003","16:00","Sao Caetano","Parana","","","","","Sao Caetano"," Anacleto Campanella","2","0","SP","PR"
"395","33","28/9/2003","18:00","Fluminense","Atletico-MG","","","","","Atletico-MG","  Giulite Coutinho","0","1","RJ","MG"
"396","33","28/9/2003","18:00","Coritiba","Paysandu","","","","","Coritiba"," Couto Pereira","1","0","PR","PA"
"397","34","4/10/2003","16:00","Athletico-PR","Fluminense","","","","","-"," Arena da Baixada","0","0","PR","RJ"
"398","34","4/10/2003","16:00","Paysandu","Internacional","","","","","-"," Mangueirão","0","0","PA","RS"
"399","34","4/10/2003","16:00","Sao Caetano","Ponte Preta","","","","","Sao Caetano"," Anacleto Campanella","1","0","SP","SP"
"400","34","4/10/2003","18:00","Gremio","Figueirense","","","","","Gremio"," Olímpico","3","1","RS","SC"
"401","34","4/10/2003","18:00","Sao Paulo","Santos","","","","","Santos"," Morumbi","1","2","SP","SP"
"402","34","5/10/2003","16:00","Vitoria","Corinthians","","","","","Corinthians"," Barradão","1","2","BA","SP"
"403","34","5/10/2003","16:00","Goias","Bahia","","","","","Goias"," Serra Dourada","3","1","GO","BA"
"404","34","5/10/2003","16:00","Atletico-MG","Vasco","","","","","Atletico-MG","  Independência","2","1","MG","RJ"
"405","34","5/10/2003","16:00","Juventude","Fortaleza","","","","","-"," Alfredo Jaconi","2","2","RS","CE"
"406","34","5/10/2003","16:00","Guarani","Coritiba","","","","","Guarani"," Brinco de Ouro","2","1","SP","PR"
"407","34","5/10/2003","18:00","Flamengo","Parana","","","","","Parana"," Maracanã","0","3","RJ","PR"
"408","34","5/10/2003","18:00","Criciuma","Cruzeiro","","","","","Cruzeiro"," Heriberto Hulse","1","3","SC","MG"
