"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","I","PE","PP","RB","CA","CV","SG","DD","DP","GS","GC"
"82","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,32,263,"mei","Nulo",0,2.8,0,0.47,"Botafogo",NA,5,NA,1,3,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"83","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,32,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,NA,3,15,NA,6,NA
"84","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,32,293,"mei","Provável",-2.3,0.79,0.01,-0.8,"Athlético-PR",1,43,3,3,14,NA,NA,NA,50,NA,13,10,NA,NA,NA,NA,NA,NA
"85","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,32,277,"ata","Provável",1.4,17.61,-2.23,5.82,"Santos",3,18,16,20,27,2,12,8,51,NA,30,1,NA,NA,NA,NA,NA,NA
"86","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/09/07ab5db1f79c2241d47cf70bd2468e76_FORMATO.png",62128,32,290,"ata","Suspenso",0,5,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,32,282,"ata","Nulo",0,5.16,0,1.76,"Atlético-MG",2,8,1,3,6,NA,NA,1,11,NA,6,1,NA,NA,NA,NA,NA,NA
"88","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,32,264,"zag","Nulo",0,4.68,0,3.53,"Corinthians",NA,2,NA,2,8,NA,NA,NA,5,NA,3,1,NA,1,NA,NA,NA,NA
"89","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,32,277,"tec","Provável",9.16,14.1,1.03,4.68,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png",70916,32,275,"lat","Provável",1.2,13.63,-0.33,5.27,"Palmeiras",1,32,3,4,19,NA,NA,1,29,NA,56,2,NA,9,NA,NA,NA,NA
"91","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,32,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/09/16/326457da2c79ca194d2abecdf7ec0ff8_FORMATO.png",62977,32,266,"mei","Nulo",-2,7,-0.96,1.66,"Fluminense",NA,25,10,13,31,NA,2,NA,75,NA,27,8,NA,NA,NA,NA,NA,NA
"93","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2019/01/14/7f464fdea223af04dca8d52a2ac4d9d7_FORMATO.jpeg",63013,32,275,"lat","Provável",5.3,16.63,-0.85,6.41,"Palmeiras",1,33,1,5,28,NA,1,1,67,NA,66,3,NA,8,NA,NA,NA,NA
"94","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,32,266,"gol","Suspenso",0,2.22,0,-0.67,"Fluminense",NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,7,NA,12,NA
"95","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,32,354,"mei","Nulo",-0.7,3.09,-0.05,0.11,"Ceará",NA,12,2,1,7,NA,NA,3,14,NA,7,2,NA,NA,NA,NA,NA,NA
"96","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,32,315,"zag","Provável",1.5,2.82,-0.3,1.03,"Chapecoense",1,23,2,5,8,NA,NA,NA,14,NA,14,7,NA,3,NA,NA,NA,NA
"97","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,32,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,8,NA,8,NA
"98","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2019/08/27/52414dcf5cfe27cb0571cb0f29c845c6_FORMATO.png",63110,32,290,"lat","Nulo",-0.3,4.56,-0.66,1.96,"Goiás",NA,21,3,1,18,NA,1,NA,10,NA,7,5,NA,3,NA,NA,NA,NA
"99","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,32,356,"lat","Nulo",0,5.63,0,2.78,"Fortaleza",2,47,4,7,17,NA,1,1,45,NA,43,5,1,3,NA,NA,NA,NA
"100","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/09/27/47774a89b58f22bef9edc45362d5036b_FORMATO.png",63172,32,356,"zag","Provável",5.9,6.43,1.29,3.54,"Fortaleza",NA,4,1,NA,4,NA,1,NA,13,NA,10,1,NA,2,NA,NA,NA,NA
"101","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,32,341,"mei","Nulo",0,4.69,0,1.29,"CSA",NA,15,2,3,15,NA,NA,NA,21,NA,17,3,NA,NA,NA,NA,NA,NA
"102","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png",70934,32,356,"zag","Nulo",5.3,4.96,1.33,1.43,"Fortaleza",NA,10,1,3,11,NA,NA,1,21,NA,6,2,NA,3,NA,NA,NA,NA
"103","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,32,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,32,276,"mei","Dúvida",2.2,6.75,-0.08,2.63,"São Paulo",NA,3,NA,NA,5,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA
"105","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,32,285,"zag","Provável",0.7,6.19,-0.12,3.95,"Internacional",NA,7,2,2,6,NA,1,NA,8,NA,17,1,NA,3,NA,NA,NA,NA
"106","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png",71113,32,354,"mei","Provável",1.3,4.1,0.26,1.24,"Ceará",2,13,7,6,4,1,NA,NA,34,NA,10,2,NA,NA,NA,NA,NA,NA
"107","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,32,282,"mei","Provável",1,7.93,0.16,3.59,"Atlético-MG",1,42,6,21,44,NA,3,5,67,1,41,5,NA,NA,NA,NA,NA,NA
"108","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,32,275,"mei","Provável",8.5,12.23,0.45,3.74,"Palmeiras",1,41,5,17,22,NA,6,NA,53,NA,31,2,NA,NA,NA,NA,NA,NA
"109","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/29/188d8189b08f034c67505831cfe67554_FORMATO.png",71162,32,282,"mei","Nulo",0,4.99,0,3.04,"Atlético-MG",2,10,12,13,19,2,2,1,60,NA,14,2,1,NA,NA,NA,NA,NA
"110","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,32,284,"ata","Nulo",0,7.31,0,2.17,"Grêmio",2,20,5,5,19,1,2,4,18,1,9,3,NA,NA,NA,NA,NA,NA
"111","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,32,293,"mei","Contundido",0,7.69,0,5.55,"Athlético-PR",1,16,15,9,26,NA,4,NA,19,NA,32,2,NA,NA,NA,NA,NA,NA
"112","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,32,285,"mei","Provável",0.4,8.32,0.42,2.79,"Internacional",2,24,6,3,17,NA,5,NA,53,NA,26,6,NA,NA,NA,NA,NA,NA
"113","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,32,293,"gol","Provável",0,2.12,0,0.98,"Athlético-PR",NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,7,NA,7,NA
"114","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2019/02/27/c71b608a8727463f7418750e4b406c48_FORMATO.png",62033,32,265,"ata","Dúvida",0,6.29,0,2.12,"Bahia",NA,11,9,19,18,NA,4,9,13,NA,6,1,1,NA,NA,NA,NA,NA
"115","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,32,315,"mei","Nulo",0,4.2,0,2.3,"Chapecoense",2,27,9,4,15,NA,NA,3,20,NA,13,NA,NA,NA,NA,NA,NA,NA
"116","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,32,293,"mei","Nulo",0,4.2,-0.14,0.5,"Athlético-PR",NA,17,2,7,3,NA,1,NA,20,NA,4,1,NA,NA,NA,NA,NA,NA
"117","Roberto Heuchayer Santos de Araújo","roberto","Roberto","https://s.glbimg.com/es/sde/f/2018/08/29/ee96b4652f7fe6a58750ecd5d477ee2f_FORMATO.png",71116,32,315,"lat","Provável",2.5,4.2,0.18,3.02,"Chapecoense",1,15,5,11,21,NA,NA,1,17,NA,10,2,NA,1,NA,NA,NA,NA
"118","Jorge Fernando Pinheiro de Jesus","jorge-jesus","Jorge Jesus","https://s.glbimg.com/es/sde/f/2019/07/09/26c25e5a9a9db587106dd377725a743a_FORMATO.png",71224,32,262,"tec","Provável",5.13,15.54,0.14,5.57,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,32,283,"lat","Provável",7.1,7.01,-0.45,3.56,"Cruzeiro",NA,22,4,2,5,1,NA,1,35,NA,24,2,NA,7,NA,NA,NA,NA
"120","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,32,285,"mei","Nulo",0,7.84,0,2.46,"Internacional",NA,22,4,4,15,NA,NA,1,23,NA,27,4,NA,NA,NA,NA,NA,NA
"121","Freddy Alejandro Guarín Vásquez","guarin","Guarín","https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png",71233,32,267,"mei","Provável",-2.5,7.11,-0.98,2.45,"Vasco",NA,7,1,6,7,NA,1,NA,11,NA,7,2,NA,NA,NA,NA,NA,NA
"122","Vagner Antônio Brandalise","vagner","Vagner","https://s.glbimg.com/es/sde/f/2019/05/08/f2f7ed3e3f857655c8c5e56733e7aa3d_FORMATO.png",78151,32,315,"gol","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,32,354,"ata","Provável",0,4.65,0,2.73,"Ceará",1,20,14,13,26,NA,3,11,17,1,9,3,NA,NA,NA,NA,NA,NA
"124","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2018/09/27/d6ac644102159cd04f0ad131ac4bfb10_FORMATO.png",71571,32,267,"gol","Provável",6,8.73,0.76,4.11,"Vasco",NA,NA,NA,NA,2,NA,NA,NA,8,NA,NA,2,NA,9,33,NA,22,NA
"125","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,32,293,"mei","Provável",-1.3,3.34,-0.43,1.67,"Athlético-PR",NA,9,1,NA,3,NA,NA,NA,9,NA,11,1,NA,NA,NA,NA,NA,NA
"126","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2019/07/25/828af9fc6a19344c0716c18dd2ca67d2_FORMATO.png",68773,32,315,"ata","Provável",0,5.51,0,3.85,"Chapecoense",NA,11,4,8,8,NA,3,1,12,NA,10,3,NA,NA,NA,NA,NA,NA
"127","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2019/08/16/b5f403743092134524778b2bc6953aca_FORMATO.png",71604,32,290,"zag","Provável",4.3,4.7,0.27,3.39,"Goiás",NA,11,2,5,17,NA,1,NA,19,NA,17,3,NA,6,NA,NA,NA,NA
"128","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,32,284,"zag","Nulo",5,4.96,0.98,2.3,"Grêmio",NA,14,1,NA,4,NA,1,NA,14,NA,11,2,NA,4,NA,NA,NA,1
"129","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,32,275,"gol","Provável",-2,12.65,-3.11,4.17,"Palmeiras",NA,1,NA,NA,3,NA,NA,NA,5,NA,NA,2,NA,8,29,1,19,NA
"130","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,32,265,"lat","Provável",0.5,13.15,-1.44,5.54,"Bahia",4,32,8,7,35,1,2,NA,59,NA,39,4,NA,10,NA,NA,NA,NA
"131","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,32,285,"mei","Nulo",0,5.28,0,3.18,"Internacional",1,14,1,2,6,NA,NA,NA,13,NA,17,NA,NA,NA,NA,NA,NA,NA
"132","Geovane Batista de Faria","geovane","Geovane","https://s.glbimg.com/es/sde/f/2019/03/26/c9e38ba62632fce4509a3f9e0181914f_FORMATO.png",71667,32,290,"mei","Nulo",0,2.2,0,0.22,"Goiás",NA,39,1,8,9,NA,NA,NA,35,NA,21,5,NA,NA,NA,NA,NA,NA
"133","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2019/01/14/3bd03adab98a337f19a89fde0e3a3b69_FORMATO.jpeg",71684,32,275,"zag","Nulo",0.8,12.15,-0.09,3.86,"Palmeiras",NA,18,4,3,15,1,2,2,18,NA,23,6,1,6,NA,NA,NA,NA
"134","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,32,284,"lat","Provável",3.6,5.13,-0.21,5.04,"Grêmio",3,12,4,2,6,NA,2,1,26,NA,13,NA,1,6,NA,NA,NA,NA
"135","Raúl Alejandro Cáceres Bogado","raul-caceres","Raúl Cáceres","https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg",71680,32,267,"lat","Nulo",0,1.76,0,-0.02,"Vasco",NA,11,1,NA,1,NA,NA,1,6,NA,2,1,NA,1,NA,NA,NA,NA
"136","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2019/09/16/7f8703a0f208975c1f22dc1bd5ad08c5_FORMATO.png",68886,32,266,"zag","Provável",3.7,6.43,-1.57,3.54,"Fluminense",NA,19,1,3,10,NA,1,1,18,NA,25,1,2,6,NA,NA,NA,NA
"137","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,32,284,"gol","Provável",5.5,7.58,0.82,4.67,"Grêmio",NA,NA,NA,NA,2,NA,NA,NA,11,NA,NA,1,NA,10,32,NA,17,NA
"138","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2019/08/16/0978fb4a6b4e2c7cc691e71d77c74a9c_FORMATO.png",68872,32,285,"gol","Provável",7,11.88,1.44,4.06,"Internacional",NA,NA,NA,NA,8,NA,NA,NA,2,NA,NA,1,1,9,42,NA,27,NA
"139","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/06/20/61b536c18d17747b369b6037b3390866_FORMATO.png",68887,32,315,"zag","Contundido",0,5.21,0,1.56,"Chapecoense",NA,11,7,7,14,NA,1,2,45,NA,13,1,2,4,NA,NA,NA,1
"140","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,32,265,"mei","Contundido",0,5.22,0,1.71,"Bahia",NA,19,1,4,NA,NA,NA,NA,15,NA,18,1,NA,NA,NA,NA,NA,NA
"141","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png",71724,32,266,"gol","Dúvida",0,3.05,0,2.37,"Fluminense",NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,1,9,NA,7,NA
"142","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,32,354,"mei","Nulo",0,3.99,0,1.5,"Ceará",NA,2,NA,4,4,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2019/01/14/89275763a0ba1f9787279a68c22de24f_FORMATO.jpeg",72290,32,275,"gol","Nulo",0,6.78,0,3,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA
"144","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,32,276,"gol","Provável",-1.8,10.87,0.38,4.79,"São Paulo",NA,NA,NA,NA,9,NA,NA,NA,26,NA,NA,1,NA,13,45,NA,23,NA
"145","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png",71829,32,264,"mei","Provável",1.9,6.75,-0.78,2.33,"Corinthians",NA,30,10,7,20,NA,1,1,28,NA,27,4,NA,NA,NA,NA,NA,NA
"146","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,32,285,"ata","Nulo",0,5.5,0,2.24,"Internacional",1,3,6,10,26,NA,1,1,27,NA,9,1,NA,NA,NA,NA,NA,NA
"147","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/09/12/b74e9e7b74db80e81be2f85ce7279210_FORMATO.png",72168,32,263,"mei","Provável",-1.7,8.09,-0.65,2.93,"Botafogo",1,29,10,10,47,NA,3,NA,93,NA,44,4,NA,NA,NA,NA,NA,NA
"148","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,32,354,"gol","Provável",-1,10.1,-1.9,3.61,"Ceará",NA,NA,NA,NA,13,NA,NA,NA,13,NA,1,2,NA,8,44,NA,30,NA
"149","Maurício Azevedo Alves","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/03/23/2c3a6bf46567ed434223ed72f1109c0a_FORMATO.png",72071,32,341,"mei","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,32,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2019/07/12/5e27f57916bf0f965ddc5074bd107452_FORMATO.png",72097,32,265,"lat","Contundido",0,6.01,0,3.59,"Bahia",NA,7,NA,1,3,NA,NA,NA,18,NA,13,1,NA,5,NA,NA,NA,NA
"152","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,32,263,"ata","Contundido",0,1.84,0,0.65,"Botafogo",3,28,6,9,6,NA,NA,3,40,NA,13,6,NA,NA,NA,NA,NA,NA
"153","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,32,284,"lat","Provável",0,6.47,0,4.35,"Grêmio",2,17,NA,1,18,NA,1,4,29,NA,28,3,NA,5,NA,NA,NA,NA
"154","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,32,276,"tec","Provável",2.23,7.4,0.09,3.52,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,32,354,"zag","Provável",2.2,9.51,-0.93,3.36,"Ceará",1,28,2,3,10,NA,2,NA,22,NA,27,5,NA,6,NA,NA,NA,NA
"156","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,32,275,"ata","Nulo",0,6.98,0,3.33,"Palmeiras",1,14,1,4,12,NA,3,3,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"157","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,32,356,"gol","Provável",7.7,9.19,2.63,2.68,"Fortaleza",NA,1,NA,NA,1,NA,NA,NA,34,NA,NA,4,NA,4,43,1,34,NA
"158","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,32,341,"lat","Dúvida",0,3.49,0,2.22,"CSA",1,6,1,NA,4,NA,NA,NA,26,NA,16,1,NA,1,NA,NA,NA,NA
"159","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,32,315,"mei","Nulo",0.8,5.84,-0.18,3.97,"Chapecoense",1,29,4,11,31,NA,1,NA,33,NA,41,NA,NA,NA,NA,NA,NA,NA
"160","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png",72294,32,277,"gol","Provável",10.4,10.4,1.32,4.3,"Santos",NA,1,NA,NA,9,NA,NA,NA,40,NA,NA,1,NA,12,33,1,22,NA
"161","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,32,265,"tec","Provável",1.71,11.59,-0.18,4.04,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/09/19/818f872bdf2e62a1bd0a9dab332b5fd7_FORMATO.png",72362,32,285,"mei","Provável",3.5,10.6,-0.09,5.46,"Internacional",2,30,6,11,22,2,4,1,35,NA,50,2,NA,NA,NA,NA,NA,NA
