"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","I","PE","RB","A","CA","G","SG","CV","DD","DP","GS","PP","GC","FT"
"81","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,15,341,"ata","Nulo",-0.1,14.69,-0.22,3.23,"CSA",18,5,6,8,8,14,8,2,2,3,NA,NA,NA,NA,NA,1,NA,NA
"82","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,15,285,"gol","Provável",13.7,8.12,1.93,8.85,"Internacional",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA
"83","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,15,276,"ata","Contundido",0,15.1,0,10.2,"São Paulo",NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"84","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,15,293,"mei","Dúvida",0.7,15.48,-0.79,3.38,"Athlético-PR",7,9,11,9,NA,11,5,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"85","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,15,277,"lat","Provável",0,10.52,0,4.69,"Santos",5,3,3,9,1,37,19,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA
"86","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,15,341,"ata","Nulo",0,6.35,0,0.9,"CSA",1,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,15,264,"ata","Provável",8.4,5.21,0.16,3.64,"Corinthians",2,3,4,3,1,6,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"88","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,15,284,"mei","Provável",-1.3,4.51,-0.63,1.77,"Grêmio",17,1,3,8,NA,14,9,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"89","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,15,263,"mei","Nulo",0,3.28,0,1.2,"Botafogo",1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,15,267,"mei","Nulo",0,4.12,0,2.76,"Vasco",3,NA,6,1,NA,5,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,15,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA
"92","Raúl Alejandro Cáceres Bogado","raul-caceres","Raúl Cáceres","https://s.glbimg.com/es/sde/f/2019/02/04/8b0cf393436f7ab7db324b1059c9b76c_FORMATO.jpeg",71680,15,267,"lat","Provável",-0.8,2.18,-1.17,0.5,"Vasco",9,1,NA,1,1,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"93","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,15,277,"ata","Provável",1.6,17.37,-1.33,6.67,"Santos",9,5,10,12,1,24,17,NA,1,7,NA,NA,NA,NA,NA,NA,NA,2
"94","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png",70916,15,275,"lat","Nulo",0,13.59,0,6.83,"Palmeiras",11,2,2,8,NA,8,29,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA
"95","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/07/10/934cc112b2335f8847ca462a6b0a87d8_FORMATO.png",70666,15,265,"zag","Nulo",0,5.51,0,5.05,"Bahia",1,NA,1,7,NA,4,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"96","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,15,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,15,264,"tec","Provável",6.26,12.07,0.41,4.55,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,15,277,"tec","Provável",1.65,12.46,-0.35,5.08,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,15,354,"mei","Nulo",-0.1,3.51,0.05,-0.72,"Ceará",2,NA,NA,3,1,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2019/01/14/3bd03adab98a337f19a89fde0e3a3b69_FORMATO.jpeg",71684,15,275,"zag","Nulo",2.5,12.95,-0.2,3.58,"Palmeiras",2,2,NA,7,NA,5,5,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA
"101","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/03/29/8e6d89c654da352b89c77cb432a0df14_FORMATO.png",70934,15,265,"zag","Nulo",0,4.48,0,-0.1,"Bahia",NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/01/14/57fb81b73c89620d18f66384c4d61108_FORMATO.jpeg",70944,15,275,"mei","Nulo",0,10.11,-0.69,1.77,"Palmeiras",16,1,3,9,NA,19,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"103","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png",71724,15,266,"gol","Nulo",0,3.05,0,2.37,"Fluminense",NA,NA,NA,3,NA,1,NA,NA,NA,NA,1,1,9,NA,7,NA,NA,NA
"104","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,15,262,"mei","Provável",1.6,12.08,-0.14,4.37,"Flamengo",11,1,2,4,NA,13,32,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,15,265,"mei","Nulo",0,5.22,0,1.71,"Bahia",19,1,4,NA,NA,15,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png",71844,15,354,"mei","Provável",2,11.8,-3.36,7.77,"Ceará",11,8,8,18,NA,31,14,1,1,7,NA,NA,NA,NA,NA,NA,NA,1
"107","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/07/01/dce58b5969996058d9c5d6c3f3577ead_FORMATO.png",69177,15,314,"lat","Nulo",0,4.1,0,2.94,"Avaí",8,NA,3,9,NA,9,9,1,2,NA,1,1,NA,NA,NA,NA,NA,NA
"108","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/04/30/199fd043d747c68f3eb9ac7a9e21216f_FORMATO.png",71937,15,356,"mei","Provável",6.4,8.06,0.09,4.49,"Fortaleza",23,7,11,11,NA,31,23,3,2,2,NA,NA,NA,NA,NA,NA,1,NA
"109","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png",71829,15,264,"mei","Provável",0.4,6.8,-0.41,2.14,"Corinthians",16,5,5,13,1,20,17,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,15,284,"lat","Nulo",-0.1,4.39,-0.12,1.1,"Grêmio",6,NA,NA,3,3,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,15,276,"gol","Provável",16.4,12.71,3.3,5.44,"São Paulo",NA,NA,NA,3,NA,11,NA,NA,NA,NA,6,NA,22,NA,9,NA,NA,NA
"112","Maurício Azevedo Alves","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/03/23/2c3a6bf46567ed434223ed72f1109c0a_FORMATO.png",72071,15,341,"mei","Contundido",0,4,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2019/05/23/3838256f970424f3a26f7cf5a433287b_FORMATO.png",72142,15,264,"lat","Provável",0,8.7,0,5.3,"Corinthians",13,5,2,16,1,19,12,NA,3,1,6,NA,NA,NA,NA,NA,NA,NA
"114","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2019/07/12/5e27f57916bf0f965ddc5074bd107452_FORMATO.png",72097,15,265,"lat","Provável",0.6,4.87,0.26,2.57,"Bahia",3,NA,1,NA,NA,10,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"115","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2019/03/28/731bd0c1760d7e08394c9726255ba348_FORMATO.png",72359,15,354,"zag","Contundido",0,9,0.31,1.62,"Ceará",21,1,1,8,NA,13,14,1,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"116","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2019/03/28/83ec5c765fe26cff5158a6e6b1d55061_FORMATO.png",72294,15,277,"gol","Provável",10.1,9.6,0.98,5,"Santos",NA,NA,NA,4,NA,10,NA,NA,NA,NA,4,NA,14,NA,8,NA,NA,NA
"117","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2019/01/14/89275763a0ba1f9787279a68c22de24f_FORMATO.jpeg",72290,15,275,"gol","Nulo",0,8,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/22/3b2ab0a4c2f206adcc40b24bfc972cbb_FORMATO.png",72168,15,263,"mei","Provável",0,7.65,0,2.37,"Botafogo",9,4,4,16,NA,44,17,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"119","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2019/04/25/e02841571923b2b0da6813c6575fe687_FORMATO.png",72362,15,285,"mei","Nulo",0,9.36,0,4.57,"Internacional",12,4,5,6,NA,17,26,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"120","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,15,356,"gol","Provável",0.4,8.88,-1.91,4.06,"Fortaleza",1,NA,NA,1,NA,17,NA,NA,2,NA,2,NA,29,1,19,NA,NA,NA
"121","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,15,275,"ata","Nulo",0,6.3,0,2.4,"Palmeiras",1,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Celsonil Santos de Macedo Junior ","celsinho","Celsinho","https://s.glbimg.com/es/sde/f/2019/03/23/8e0cf56b709151b2440313376e51f0c5_FORMATO.png",72494,15,341,"lat","Nulo",0,3.07,0,1.3,"CSA",2,NA,NA,1,NA,11,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"123","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,15,354,"mei","Nulo",0,3.8,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,15,276,"lat","Provável",7.7,12.49,-0.51,7.7,"São Paulo",NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"125","Vitor Hugo Franchescoli de Souza","vitor-hugo","Vitor Hugo","https://s.glbimg.com/es/sde/f/2019/08/01/10d95e2af722b1c1c76a7fe3c403de16_FORMATO.png",72605,15,275,"zag","Contundido",0,6.71,0,1.4,"Palmeiras",NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2019/03/28/124aa9812703927dd6cfd2001e5b1299_FORMATO.png",71882,15,354,"gol","Provável",0.7,10.65,-0.22,4.69,"Ceará",NA,NA,NA,5,NA,4,NA,NA,2,NA,3,NA,28,NA,13,NA,NA,NA
"127","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,15,315,"mei","Provável",6.6,6.51,-1.28,4.37,"Chapecoense",14,2,7,19,NA,19,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"128","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2019/03/26/2893d827588a8a8150dbe4d07ec4e480_FORMATO.png",73421,15,290,"zag","Nulo",0,10.25,-0.09,2.85,"Goiás",2,2,NA,2,NA,27,7,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA
"129","Michel Ferreira dos Santos","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,15,284,"mei","Contundido",0,5.27,0,2.07,"Grêmio",11,2,1,NA,NA,9,21,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA
"130","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2019/03/28/a19b59f7d716d5610181d660801756b6_FORMATO.png",73384,15,354,"lat","Provável",2.6,12.71,0.12,3.88,"Ceará",13,4,5,31,2,37,19,2,4,NA,3,NA,NA,NA,NA,NA,NA,1
"131","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,15,285,"lat","Nulo",0,5.38,0,3.65,"Internacional",6,NA,1,4,NA,9,3,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"132","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2019/05/23/605fd3e976ffe9b529d0208eb32fa15b_FORMATO.png",73281,15,264,"mei","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,15,293,"lat","Dúvida",5,5.91,0.39,3.03,"Athlético-PR",13,NA,NA,12,NA,24,6,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA
"134","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,15,266,"tec","Nulo",0,6.9,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,15,356,"gol","Nulo",0,3.31,0,-2.3,"Fortaleza",NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,2,NA,NA,NA
"136","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,15,356,"ata","Contundido",0,6,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2019/03/18/d5cd825ae9a3b7963ead1566162c7d54_FORMATO.png",42500,15,264,"lat","Provável",6.6,13.47,1.02,6.22,"Corinthians",10,1,2,18,NA,35,20,2,2,NA,6,NA,NA,NA,NA,NA,NA,NA
"138","Argélico Fucks","argel-fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2019/07/03/cdd47cd362cfe3cf486b63644ffb552d_FORMATO.png",73317,15,341,"tec","Provável",5,5.86,0.94,2.58,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,15,262,"zag","Nulo",0,4.63,0,-1,"Flamengo",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,15,275,"tec","Nulo",3.8,12.27,0.1,4.14,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,15,356,"mei","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,15,284,"gol","Provável",1,5.25,0.56,2.4,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,9,NA,10,NA,NA,NA
"143","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,15,265,"zag","Contundido",0,10.78,0,4.64,"Bahia",2,NA,NA,4,NA,3,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,1
"144","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,15,282,"zag","Provável",2.2,11.87,-0.47,4.42,"Atlético-MG",2,2,4,6,1,17,22,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1
"145","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,15,267,"mei","Nulo",1.2,4.67,-0.09,0.9,"Vasco",8,1,1,2,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,15,266,"mei","Nulo",0,3.06,0,-1.1,"Fluminense",3,NA,NA,2,NA,6,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,15,276,"mei","Nulo",0,10.36,0,3.07,"São Paulo",21,4,1,9,1,14,20,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"148","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/08/16/0560ea5840e544229931b88728f2acec_FORMATO.png",52674,15,263,"lat","Provável",-0.6,4.71,-0.22,1.83,"Botafogo",12,NA,1,10,NA,24,11,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA
"149","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,15,276,"ata","Dúvida",0,12.41,0,5.44,"São Paulo",8,5,12,18,5,21,9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"150","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,15,315,"mei","Nulo",0,5.19,0,1.52,"Chapecoense",9,2,5,4,NA,11,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,15,275,"mei","Nulo",0.7,7.08,-1.03,1,"Palmeiras",1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,15,276,"mei","Dúvida",1.2,7.29,0.48,1.61,"São Paulo",24,2,2,9,5,16,10,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"153","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/12/5f154e14178b2e22a7884dd5b6c9ab84_FORMATO.png",50317,15,284,"zag","Provável",8,7.52,1.74,3.33,"Grêmio",2,1,2,1,NA,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"154","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,15,284,"zag","Contundido",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,15,315,"lat","Provável",6.6,9.45,0.68,3.71,"Chapecoense",9,NA,NA,11,NA,22,14,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA
"156","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,15,267,"zag","Nulo",0,6,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png",50877,15,354,"mei","Nulo",0,2.79,0,1.03,"Ceará",7,NA,NA,8,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,15,341,"lat","Provável",4.4,4.52,0.81,0.96,"CSA",24,3,3,10,1,30,6,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA
"159","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png",51194,15,315,"zag","Nulo",0,5.26,0,4.4,"Chapecoense",NA,NA,NA,1,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"160","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2019/04/10/21bd813c25a65fc141baa5756eda6a41_FORMATO.png",50402,15,290,"ata","Provável",0,7.22,0,4.71,"Goiás",13,5,14,5,3,23,3,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA
