"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","I","PE","PP","RB","A","SG","CV","DD","GS","DP","FT","GC"
"81","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2019/03/28/d9cac4a21775ee745faf095781d51f77_FORMATO.png",51495,34,354,"zag","Provável",0.5,5.6,-0.17,2.12,"Ceará",1,15,2,2,4,1,2,28,NA,13,1,4,NA,NA,NA,NA,1,NA
"82","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,34,276,"mei","Nulo",1,8.73,-0.16,2.06,"São Paulo",3,26,4,1,10,1,1,18,NA,23,1,NA,NA,NA,NA,NA,NA,NA
"83","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/08/16/0560ea5840e544229931b88728f2acec_FORMATO.png",52674,34,263,"lat","Contundido",0,5.35,0,1.68,"Botafogo",3,20,NA,1,16,NA,NA,37,NA,19,1,5,2,NA,NA,NA,NA,NA
"84","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2019/04/23/cfa31f72beaf2822c06932837b119ffa_FORMATO.png",51772,34,262,"mei","Provável",0,11.52,0,3.32,"Flamengo",3,26,11,14,44,1,1,82,NA,35,6,NA,NA,NA,NA,NA,NA,NA
"85","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,34,293,"mei","Provável",2.1,0.78,0,-0.63,"Athlético-PR",10,46,4,3,14,NA,NA,55,NA,16,1,NA,NA,NA,NA,NA,NA,NA
"86","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,34,282,"zag","Provável",0,11.5,0,4.6,"Atlético-MG",3,11,5,11,19,1,1,38,NA,40,2,6,NA,NA,NA,NA,2,NA
"87","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2019/03/31/3b9db9e833f13f65a65d1546e2608e81_FORMATO.jpeg",52558,34,267,"mei","Nulo",0,5.66,0,1.07,"Vasco",2,6,NA,2,12,2,1,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"88","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,34,282,"gol","Nulo",0,6.56,0,3.32,"Atlético-MG",1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1,NA,17,11,NA,NA,NA
"89","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,34,276,"zag","Nulo",0,3.52,0,2.05,"São Paulo",5,12,NA,NA,1,NA,NA,12,NA,13,NA,4,NA,NA,NA,NA,NA,NA
"90","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,34,356,"mei","Nulo",0,3.01,0,-0.2,"Fortaleza",1,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"91","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,34,282,"mei","Contundido",0,8.31,0,1.45,"Atlético-MG",3,29,5,8,17,1,NA,63,NA,28,1,NA,1,NA,NA,NA,1,NA
"92","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,34,285,"lat","Provável",4.9,4.28,0.01,3,"Internacional",1,21,2,4,5,NA,4,40,NA,23,2,5,NA,NA,NA,NA,NA,NA
"93","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,34,283,"zag","Contundido",0,14.63,0,5.08,"Cruzeiro",2,14,4,6,21,3,NA,45,NA,28,NA,8,NA,NA,NA,NA,NA,NA
"94","Fabrício Barros Santana","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/03/23/1c71c2070af8670cdc9e45e7d111715c_FORMATO.png",61228,34,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/29/e664bac2dfda2416beb75fb9615b8a4f_FORMATO.png",61188,34,265,"ata","Provável",11.3,17.43,1.23,6.04,"Bahia",1,29,15,28,18,12,8,33,NA,22,3,NA,NA,NA,NA,NA,2,NA
"96","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2019/05/08/aed67dfbed5ad1906c0e020b63389e1d_FORMATO.png",61033,34,283,"mei","Contundido",0,5.52,0,2.48,"Cruzeiro",2,3,1,3,7,1,1,9,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"97","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,34,282,"lat","Provável",2.7,4.32,0.83,2.12,"Atlético-MG",3,29,6,9,7,1,2,51,NA,19,1,5,NA,NA,NA,NA,NA,1
"98","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/05/23/6bb1b3455b09de07ffee5ece7a922ca8_FORMATO.png",52190,34,264,"mei","Nulo",0,10.17,0,4.54,"Corinthians",1,23,2,2,31,1,NA,24,NA,57,NA,NA,NA,NA,NA,NA,1,NA
"99","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2019/06/14/c5f4be26e84f8c3952f53a185dfb8ea5_FORMATO.png",62009,34,315,"mei","Provável",2,6.58,0.26,2.51,"Chapecoense",2,31,11,18,23,1,5,51,NA,20,4,NA,NA,NA,NA,NA,1,NA
"100","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2019/07/24/56b02ff991db7a46958a717d7e7bebcb_FORMATO.png",61149,34,265,"ata","Dúvida",-0.4,4.79,-0.43,1.87,"Bahia",1,15,9,8,24,NA,1,20,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"101","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2019/09/16/971dab9cc4ede1bc2109cfaa33591b2e_FORMATO.png",61985,34,266,"mei","Dúvida",2,2.37,-0.01,-0.12,"Fluminense",2,10,NA,NA,12,NA,NA,7,NA,6,NA,NA,1,NA,NA,NA,NA,NA
"102","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/05/23/45121fe0ca2edcaff01e4403c67f4d71_FORMATO.png",38315,34,264,"mei","Nulo",0,2.86,0,-0.1,"Corinthians",3,6,1,6,3,NA,NA,21,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"103","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,34,267,"mei","Nulo",0,3.99,0,0.87,"Vasco",NA,10,2,1,3,NA,1,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"104","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,34,314,"lat","Contundido",0,6.43,0,2.94,"Avaí",1,14,NA,3,10,NA,NA,30,NA,10,1,4,NA,NA,NA,NA,NA,NA
"105","Felipe Fernandes Sousa","felipe-sousa","Felipe Sousa",NA,101861,34,282,"ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,34,283,"gol","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Igor Leandro Goularte do Nascimento","igor-goularte","Igor Goularte","https://s.glbimg.com/es/sde/f/2019/10/18/8878aeee31c3f9682aeb8df609a0971d_FORMATO.png",101889,34,314,"mei","Nulo",0.8,2.47,-0.14,1.57,"Avaí",NA,3,1,2,4,NA,1,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"108","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2019/09/03/25f5b4b0eb81313bd391ff5dadf90bb8_FORMATO.png",101911,34,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,34,282,"ata","Nulo",0,5.16,0,1.76,"Atlético-MG",1,8,1,3,6,NA,1,11,NA,6,2,NA,NA,NA,NA,NA,NA,NA
"110","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,34,293,"ata","Nulo",-1.5,3.99,-0.36,2.7,"Athlético-PR",2,20,3,6,15,2,3,15,NA,12,1,NA,NA,NA,NA,NA,1,NA
"111","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,34,276,"ata","Nulo",0,4.99,0,2.18,"São Paulo",1,19,3,10,20,2,3,28,NA,11,1,NA,1,NA,NA,NA,NA,NA
"112","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,34,293,"ata","Nulo",16,5.26,2.8,3.85,"Athlético-PR",NA,15,7,8,8,2,NA,9,NA,7,3,NA,NA,NA,NA,NA,NA,NA
"113","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,34,293,"zag","Nulo",0,3.09,0,1.61,"Athlético-PR",1,5,2,3,2,NA,NA,8,NA,7,NA,1,NA,NA,NA,NA,NA,NA
"114","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,34,283,"zag","Provável",-1.3,2.52,-1.15,2.99,"Cruzeiro",4,14,1,1,11,1,NA,7,NA,13,NA,6,NA,NA,NA,NA,NA,NA
"115","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,34,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/09/27/cdda17397bdf2928c7ac7b2fa93f659c_FORMATO.jpeg",102302,34,290,"ata","Nulo",0,1.21,0,0.16,"Goiás",1,7,1,3,6,NA,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"117","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,34,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,34,314,"ata","Provável",2.7,4.23,0.34,2.65,"Avaí",1,27,7,23,28,NA,2,43,NA,33,NA,NA,NA,NA,NA,NA,NA,NA
"119","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,34,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,3,NA,15,6,NA,NA,NA
"120","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,34,293,"mei","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,34,290,"mei","Nulo",0,0.86,0,0.5,"Goiás",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,34,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,34,276,"mei","Nulo",0,3.48,0,1.06,"São Paulo",3,28,2,3,6,NA,NA,27,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"124","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,34,276,"ata","Nulo",0,2.56,0,-0.23,"São Paulo",1,6,1,1,6,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"125","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,34,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,34,265,"gol","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,34,282,"lat","Nulo",0,2.75,0,2.5,"Atlético-MG",NA,1,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"128","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,34,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Luiz Eduardo da Silva dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/10/11/3cd6d37b608f117d7c80f8f43465293e_FORMATO.png",102581,34,290,"ata","Nulo",0,1.33,0,-0.25,"Goiás",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,34,267,"mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,34,290,"mei","Nulo",0.5,1.15,0.15,0.65,"Goiás",NA,9,2,4,4,NA,NA,8,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"132"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,34,267,"mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,34,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,34,282,"mei","Nulo",0,3.51,0,0.23,"Atlético-MG",NA,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,34,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Francisco Jozielson Soares de Gouveia","romarinho-gouveia","Romarinho Gouveia","",102891,34,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,34,315,"mei","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2019/05/21/3acf0fad2bc3bf7cb0c9645eaf70fb0b_FORMATO.png",102907,34,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","César Nunes da Costa","cesar","César","https://s.glbimg.com/es/sde/f/2018/09/18/d2e64310e53678e2ab4f1d70a1a6bf88_FORMATO.png",102912,34,266,"lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,34,315,"mei","Nulo",0,2.84,0,1.7,"Chapecoense",NA,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"141","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2019/09/17/9601aa0369fbe463a34c2f3a864b4813_FORMATO.png",102911,34,266,"mei","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/08/27/076f607fdc6337a1f254484ae3c63eef_FORMATO.png",102998,34,315,"mei","Nulo",0,1.55,0,2.07,"Chapecoense",NA,6,4,3,8,NA,NA,7,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"143","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,34,283,"mei","Provável",2.5,3.17,0.05,2.97,"Cruzeiro",3,30,5,10,26,2,1,33,NA,24,NA,NA,NA,NA,NA,NA,1,NA
"144","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,34,263,"ata","Provável",3.7,1.39,0.33,1.15,"Botafogo",NA,3,1,3,13,NA,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"145","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,34,293,"ata","Nulo",3,13.05,0.47,3.16,"Athlético-PR",3,38,10,12,11,3,6,16,NA,14,3,NA,NA,NA,NA,NA,3,NA
"146","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/08/27/b303b6955ad8d657ee27eff48db5500a_FORMATO.png",102999,34,315,"mei","Nulo",0,3.34,0,1.3,"Chapecoense",1,12,4,11,5,NA,3,15,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"147","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,34,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Antony Matheus do Santos","antony","Antony","https://s.glbimg.com/es/sde/f/2019/04/01/8f7a82b4d2e116fcf5f4b7f1bf94080f_FORMATO.png",103455,34,276,"ata","Provável",0.1,11.23,-0.82,4.42,"São Paulo",3,23,22,16,67,2,1,84,NA,26,5,NA,1,NA,NA,NA,2,NA
"149","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,34,265,"zag","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,34,263,"gol","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,34,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Jean Cléber Santos da Silva","jean-cleber","Jean Cléber","https://s.glbimg.com/es/sde/f/2019/07/08/5670e68dc69e316eb45de8decf7fa03a_FORMATO.png",73858,34,341,"mei","Provável",4.7,3.61,0.87,1.58,"CSA",5,25,3,6,15,NA,NA,26,NA,25,2,NA,NA,NA,NA,NA,NA,NA
"153","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2019/03/28/2438d7ca6b16c454a1fc9ccb45ec389d_FORMATO.png",73974,34,277,"mei","Provável",4,5.51,-0.69,3.03,"Santos",7,34,NA,8,20,NA,NA,21,NA,49,1,NA,NA,NA,NA,NA,NA,NA
"154","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2019/09/19/5713b43cf674fc15a512f9431af9e7c1_FORMATO.png",73896,34,282,"ata","Nulo",-3.1,9.05,-0.67,1.37,"Atlético-MG",4,27,10,12,26,NA,1,33,NA,17,1,NA,1,NA,NA,NA,1,NA
"155","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,34,290,"mei","Provável",8.9,4.42,1.09,2.63,"Goiás",4,28,3,2,12,1,NA,20,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
"156","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,34,354,"ata","Nulo",5.5,3.96,0.95,2,"Ceará",1,11,2,7,8,3,1,22,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"157","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2019/04/26/ed48caa8134e11a7c39b6c0d1b2146a7_FORMATO.png",73800,34,262,"zag","Provável",0,9.67,0,4.21,"Flamengo",3,27,4,15,10,2,1,24,NA,23,NA,12,NA,NA,NA,NA,NA,NA
"158","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/04/08/ecdf20e0263f65cb7a63bf0e68ebd3b6_FORMATO.png",83433,34,285,"mei","Provável",3.4,9.23,-0.85,4.45,"Internacional",5,35,4,13,35,2,NA,41,NA,56,1,NA,NA,NA,NA,NA,NA,NA
"159","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2019/04/26/cfed24bcffd157785687c5223fdb1106_FORMATO.png",73992,34,262,"lat","Nulo",0,4.69,0,2.64,"Flamengo",4,14,1,1,10,NA,2,10,NA,16,1,4,NA,NA,NA,NA,NA,NA
"160","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png",74140,34,265,"mei","Provável",3.9,6.92,-0.05,3.17,"Bahia",3,12,11,6,67,2,3,48,NA,24,2,NA,NA,NA,NA,NA,NA,NA
"161","Matheus Barbosa Teixeira","matheus-barbosa","Matheus Barbosa","https://s.glbimg.com/es/sde/f/2019/03/25/1566120db01ce074100b649a154a6290_FORMATO.png",74069,34,314,"mei","Suspenso",-5.3,2.65,-1.09,1.44,"Avaí",1,18,4,8,13,NA,1,39,NA,21,1,NA,1,NA,NA,NA,NA,NA
"162","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,34,263,"gol","Provável",2.4,9.13,-0.98,4.54,"Botafogo",4,NA,NA,NA,5,NA,NA,16,NA,NA,NA,9,NA,50,31,NA,NA,NA
