"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","FF","A","CA","FD","G","DD","GS","DP","SG","I","PP","FT","CV","GC"
"81","Maurício Donizete Ramos Júnior","mauricio-ramos","Maurício Ramos","https://s.glbimg.com/es/sde/f/2019/08/16/019effb07a1b8eb64d39d92e80bdc238_FORMATO.png",42477,16,315,"zag","Provável",2.8,5.19,-0.3,3.42,"Chapecoense",6,5,9,3,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"82","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/01/14/60f84b09140055d7fb8c0d0892d5f573_FORMATO.jpeg",42116,16,275,"ata","Provável",0,7.58,0,1.3,"Palmeiras",2,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2019/04/07/35352a4b014ee5f80f5cf8c8e7123bc9_FORMATO.png",42411,16,276,"tec","Provável",0.4,9.82,-1.23,3.87,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,16,293,"lat","Dúvida",1.7,5.4,-0.51,2.91,"Athlético-PR",15,13,26,6,2,2,3,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"85","Madson Formagini Caridade","madson","Madson","https://s.glbimg.com/es/sde/f/2019/05/08/c9bb1f5c1ae81ac847abefc7ea36f736_FORMATO.png",42467,16,341,"mei","Nulo",0,6.21,0,1.8,"CSA",2,11,14,3,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2019/01/14/77b041717dd4a70bd6537a299732619b_FORMATO.jpeg",38545,16,275,"mei","Nulo",0,5.31,0,0.6,"Palmeiras",11,10,11,4,5,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"87","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,16,285,"lat","Nulo",0,5.38,0,3.65,"Internacional",6,4,9,3,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"88","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,16,341,"gol","Nulo",0,1.19,0,-0.65,"CSA",1,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,1,NA
"89","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,16,262,"zag","Nulo",0,4.63,0,-1,"Flamengo",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,16,356,"mei","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2019/03/18/d5cd825ae9a3b7963ead1566162c7d54_FORMATO.png",42500,16,264,"lat","Provável",0.6,12.37,-1.1,5.71,"Corinthians",10,18,37,20,2,2,2,2,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"92","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,16,265,"zag","Contundido",0,10.78,0,4.64,"Bahia",2,4,3,4,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,1,NA,NA
"93","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,16,275,"mei","Nulo",0,7.08,0,1,"Palmeiras",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,16,276,"mei","Provável",0.2,7.01,-0.28,1.48,"São Paulo",27,12,21,11,2,2,3,3,1,NA,NA,NA,NA,7,NA,NA,NA,NA
"95","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,16,275,"tec","Provável",0,12.27,0,4.14,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/07/18/cebc7133c0405d3de507ae28cb920b82_FORMATO.jpeg",38913,16,266,"mei","Provável",0,5.81,0,2.06,"Fluminense",6,6,9,2,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"97","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,16,315,"mei","Nulo",0,5.19,0,1.52,"Chapecoense",9,4,11,7,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,16,284,"gol","Provável",6.7,6.3,1.05,3.12,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,12,11,NA,1,NA,NA,NA,NA,NA
"99","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,16,266,"mei","Nulo",0,3.06,0,-1.1,"Fluminense",3,2,6,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,16,276,"ata","Contundido",0,12.41,0,5.44,"São Paulo",8,18,21,9,12,NA,NA,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA
"101","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,16,284,"zag","Contundido",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,16,276,"mei","Nulo",0,10.36,0,3.07,"São Paulo",21,9,14,20,1,1,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"103","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,16,267,"zag","Nulo",0,6,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,16,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,2,4,NA,NA,NA,NA,NA,NA,15,6,NA,3,NA,NA,NA,NA,NA
"105","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,16,283,"zag","Nulo",0,7.01,0,2.47,"Cruzeiro",14,4,11,15,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"106","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,16,277,"lat","Nulo",0,4.44,0,1.93,"Santos",7,5,10,9,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"107","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,16,267,"mei","Nulo",0,4.67,0,0.9,"Vasco",8,2,5,5,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"108","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,16,283,"mei","Nulo",0.8,6.15,0.15,0.92,"Cruzeiro",19,12,57,11,7,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/12/5f154e14178b2e22a7884dd5b6c9ab84_FORMATO.png",50317,16,284,"zag","Provável",1.5,6.55,-0.97,2.96,"Grêmio",2,1,5,4,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,16,293,"mei","Provável",2.7,0.77,-0.01,-0.98,"Athlético-PR",19,3,26,8,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/09/07ab5db1f79c2241d47cf70bd2468e76_FORMATO.png",62128,16,290,"ata","Suspenso",0,5,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2019/08/16/9d0715fe38cb5c9bb0f4b71ba53c7040_FORMATO.png",62137,16,354,"tec","Provável",2.43,10.85,-0.04,3.58,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2019/01/14/207e69e5aa0f7a726fd16599f889feec_FORMATO.jpeg",62047,16,275,"mei","Nulo",0,4.33,0,-1,"Palmeiras",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,16,267,"zag","Nulo",0,0.75,0,-1.08,"Vasco",4,1,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,1
"115","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2019/04/10/21bd813c25a65fc141baa5756eda6a41_FORMATO.png",50402,16,290,"ata","Provável",3.6,8.08,0.86,4.63,"Goiás",15,6,26,3,14,3,3,5,6,NA,NA,NA,NA,3,NA,NA,NA,NA
"116","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/02/04/c331ee1720c436a925256baca5841194_FORMATO.png",62977,16,266,"mei","Provável",0,8.2,0,2.28,"Fluminense",9,14,33,10,10,NA,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2019/01/14/7f464fdea223af04dca8d52a2ac4d9d7_FORMATO.jpeg",63013,16,275,"lat","Provável",0,15.34,0,5.75,"Palmeiras",16,10,22,22,3,1,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"118","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2019/04/01/92b08d76fca5665f16a0fee09fbc07d2_FORMATO.png",63058,16,276,"mei","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,16,282,"ata","Nulo",2.2,6.05,-0.22,2.52,"Atlético-MG",4,3,4,4,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"120","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2019/08/22/0a17d29b84801ae3a07025a83c5ddf87_FORMATO.png",63110,16,290,"lat","Nulo",0,4.44,0,0.8,"Goiás",16,14,8,4,1,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"121","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,16,293,"gol","Provável",9,8.24,-0.36,4.21,"Athlético-PR",1,2,13,NA,NA,NA,1,NA,NA,16,12,1,5,NA,NA,NA,NA,NA
"122","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,16,315,"zag","Contundido",0,3.12,0,0.3,"Chapecoense",15,2,9,6,4,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"123","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,16,285,"zag","Nulo",0,7.15,0,4.85,"Internacional",2,1,3,7,1,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"124","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,16,356,"lat","Suspenso",2.1,6.38,0.8,3.42,"Fortaleza",24,9,28,27,6,2,3,3,1,NA,NA,NA,1,1,NA,NA,1,NA
"125","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,16,285,"mei","Nulo",0,9.01,0,3.22,"Internacional",10,10,24,8,1,1,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,16,266,"gol","Suspenso",0,2.22,0,-0.67,"Fluminense",NA,1,5,NA,NA,NA,NA,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA
"127","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,16,341,"mei","Nulo",0,4.9,0,1.38,"CSA",14,14,21,16,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,16,285,"mei","Provável",3.5,8.09,0.1,3.62,"Internacional",12,11,16,18,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,16,264,"zag","Provável",1.1,11.07,-0.73,4.69,"Corinthians",9,4,18,19,4,NA,1,1,1,NA,NA,NA,7,NA,NA,NA,NA,1
"130","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,16,354,"ata","Nulo",0,4.48,0,1.4,"Ceará",10,9,9,4,8,NA,1,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"131","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,16,276,"mei","Nulo",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,16,284,"ata","Nulo",0,8.69,0,2.27,"Grêmio",10,11,11,6,4,1,1,4,1,NA,NA,NA,NA,3,1,1,NA,NA
"133","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,16,293,"ata","Provável",7,8.68,0.04,4.45,"Athlético-PR",8,11,18,6,7,2,NA,6,4,NA,NA,NA,NA,4,NA,NA,NA,NA
"134","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,16,282,"mei","Nulo",6.9,8.38,1.02,3.43,"Atlético-MG",17,25,36,25,8,1,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"135","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,16,314,"gol","Provável",7,6.41,1.55,3.01,"Avaí",NA,1,1,NA,NA,NA,2,NA,NA,24,19,NA,3,NA,NA,NA,NA,NA
"136","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,16,356,"mei","Nulo",0,3.66,0,0.68,"Fortaleza",5,7,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,16,276,"ata","Contundido",0,15.1,0,10.2,"São Paulo",NA,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,16,266,"gol","Provável",0,2.92,0,1.38,"Fluminense",1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA
"139","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,16,293,"mei","Dúvida",0,15.48,0,3.38,"Athlético-PR",7,9,11,5,11,1,2,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/08/23/69269a509e22002208076d8511c9258a_FORMATO.png",69177,16,314,"lat","Provável",1.6,4.97,0.87,2.72,"Avaí",13,13,12,11,3,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"141","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,16,267,"mei","Nulo",5.5,4.94,0.82,3.22,"Vasco",5,2,5,9,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,16,285,"gol","Nulo",0,8.12,0,8.85,"Internacional",NA,NA,1,NA,NA,NA,NA,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA
"143","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,16,277,"lat","Dúvida",2.4,10.22,-0.3,4.53,"Santos",6,10,39,21,3,1,2,3,NA,NA,NA,NA,7,1,NA,NA,NA,NA
"144","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,16,263,"mei","Nulo",0,3.28,0,1.2,"Botafogo",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,16,264,"ata","Nulo",0.5,3.99,-1.22,3.25,"Corinthians",2,4,10,1,4,1,1,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"146","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,16,341,"ata","Nulo",0,6.35,0,0.9,"CSA",1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,16,341,"ata","Nulo",0,14.69,0,3.23,"CSA",18,8,14,8,6,2,2,5,3,NA,NA,NA,NA,8,1,NA,NA,NA
"148","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,16,264,"tec","Provável",1.15,11.15,-0.92,4.32,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,16,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,6,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA
"150","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/07/10/934cc112b2335f8847ca462a6b0a87d8_FORMATO.png",70666,16,265,"zag","Nulo",0,5.51,0,5.05,"Bahia",1,7,4,3,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"151","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,16,284,"mei","Suspenso",0.7,4.74,0.23,1.64,"Grêmio",18,9,15,11,3,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png",70916,16,275,"lat","Provável",0,13.59,0,6.83,"Palmeiras",11,8,8,29,2,NA,2,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"153","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,16,277,"ata","Provável",15.3,19.76,2.39,7.25,"Santos",10,12,26,18,10,1,1,7,8,NA,NA,NA,NA,2,NA,2,NA,NA
"154","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,16,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,16,293,"mei","Dúvida",3.8,6.18,0.71,3.43,"Athlético-PR",10,11,13,11,6,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,16,354,"mei","Nulo",-0.3,3.39,-0.12,-0.64,"Ceará",2,4,9,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"157","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png",70934,16,356,"zag","Provável",2,4.47,-0.01,0.95,"Fortaleza",NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,16,315,"mei","Provável",0.6,4.01,0.28,2.18,"Chapecoense",23,11,18,10,2,2,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"159","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,16,293,"mei","Nulo",0,5.21,0,1.98,"Athlético-PR",8,2,8,3,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Vinícius Goes Barbosa de Souza","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/29/188d8189b08f034c67505831cfe67554_FORMATO.png",71162,16,282,"mei","Provável",0,4.83,0,3.13,"Atlético-MG",8,9,30,7,9,NA,2,6,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"161","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,16,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
