"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","DD","GS","FF","CV","DP","A","I","PP","FT","GC"
"82","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2019/06/14/c5f4be26e84f8c3952f53a185dfb8ea5_FORMATO.png",62009,21,315,"mei","Provável",0,5.73,0,2.46,"Chapecoense",2,20,7,13,NA,31,13,NA,NA,NA,9,NA,NA,3,3,NA,NA,NA
"83","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,21,277,"gol","Nulo",0,22.89,0,7.97,"Santos",NA,NA,NA,2,NA,4,NA,3,15,6,NA,NA,NA,NA,NA,NA,NA,NA
"84","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,21,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,21,263,"ata","Nulo",-0.1,1.64,-0.28,0.65,"Botafogo",5,19,5,5,NA,35,11,NA,NA,NA,8,NA,NA,2,2,NA,NA,NA
"86","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2019/08/16/9d0715fe38cb5c9bb0f4b71ba53c7040_FORMATO.png",62137,21,354,"tec","Provável",3.49,11,0.09,3.46,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2019/04/26/1fb896f3ea8d1a587b57fffd9f5e313d_FORMATO.png",62023,21,285,"mei","Contundido",0,6.49,0,1.25,"Internacional",NA,NA,5,6,1,33,1,NA,NA,NA,4,NA,NA,1,3,1,NA,NA
"88","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,21,293,"mei","Provável",-1.8,0.77,0,-1.3,"Athlético-PR",7,25,1,4,NA,30,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"89","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,21,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Vagner Silva de Souza","vagner-love","Vagner Love","https://s.glbimg.com/es/sde/f/2019/08/28/fe269809a0e929e19becd912bd4a29e3_FORMATO.png",38959,21,264,"ata","Suspenso",0,6.17,0,2.99,"Corinthians",3,20,3,26,5,22,9,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA
"91","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/05/28/e0cc239d7bd9a209bfdc1fecccf39567_FORMATO.png",68911,21,263,"ata","Provável",0.5,6.07,-0.13,3,"Botafogo",1,20,7,28,5,37,4,NA,NA,NA,9,NA,NA,1,7,NA,1,NA
"92","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2019/02/27/c71b608a8727463f7418750e4b406c48_FORMATO.png",62033,21,265,"ata","Nulo",0,6.09,-0.03,1.85,"Bahia",NA,5,6,12,2,9,5,NA,NA,NA,13,1,NA,NA,4,NA,NA,NA
"93","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2019/01/14/207e69e5aa0f7a726fd16599f889feec_FORMATO.jpeg",62047,21,275,"mei","Nulo",-0.6,3.72,-0.34,-0.53,"Palmeiras",NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","José Renato da Silva Júnior","renato","Renato","https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png",39572,21,315,"ata","Provável",0,5.2,0,2.62,"Chapecoense",NA,NA,3,10,NA,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"95","Maicon Marques Bitencourt","maicon","Maicon","https://s.glbimg.com/es/sde/f/2019/03/29/32816f651b7a79f953bfbe551d47c80e_FORMATO.png",62968,21,282,"ata","Nulo",0,5.77,0,2.37,"Atlético-MG",1,6,1,4,NA,6,5,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA
"96","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,21,277,"lat","Nulo",0,4.4,0,1.69,"Santos",3,7,NA,5,NA,10,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,21,283,"gol","Nulo",0,3.99,0,2.73,"Cruzeiro",NA,NA,NA,1,NA,1,NA,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA
"98","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,21,356,"lat","Provável",0.8,5.99,-0.35,2.96,"Fortaleza",4,32,3,13,1,38,33,1,NA,NA,7,1,NA,2,1,NA,NA,NA
"99","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/01/14/819c40f79c6d36a3a715ac4cc0e6ddba_FORMATO.jpeg",68920,21,275,"ata","Provável",11.3,19.61,1.59,6.56,"Palmeiras",2,11,12,56,5,41,7,NA,NA,NA,16,NA,NA,2,4,NA,NA,NA
"100","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/09/27/100cf375e588a977ea2906da9ed2694f_FORMATO.png",62974,21,267,"zag","Provável",0,0.75,0,-1.08,"Vasco",NA,4,3,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1
"101","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,21,266,"gol","Suspenso",0,2.22,0,-0.67,"Fluminense",NA,NA,NA,1,NA,5,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA
"102","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2019/09/16/326457da2c79ca194d2abecdf7ec0ff8_FORMATO.png",62977,21,266,"mei","Provável",4.4,8.37,0.71,2.43,"Fluminense",4,14,7,18,2,49,16,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
"103","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,21,285,"mei","Provável",7.4,9.57,1.57,3.8,"Internacional",4,13,4,15,5,33,13,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"104","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,21,285,"zag","Nulo",0,6.3,-1.35,4.46,"Internacional",1,3,2,2,1,5,12,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"105","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2019/01/14/7f464fdea223af04dca8d52a2ac4d9d7_FORMATO.jpeg",63013,21,275,"lat","Provável",0,16.62,0,6.18,"Palmeiras",2,24,NA,15,1,47,42,5,NA,NA,3,NA,NA,1,1,NA,NA,NA
"106","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2019/07/12/d236ac59751ccacea17719995b9cd8ba_FORMATO.png",68923,21,264,"zag","Provável",0,10,0,3.28,"Corinthians",2,4,NA,1,NA,5,12,4,NA,NA,5,NA,NA,NA,4,NA,1,NA
"107","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2019/04/01/3e050c01c28897f628b2b5b275392576_FORMATO.png",63422,21,276,"mei","Nulo",0,8,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,21,282,"mei","Provável",0,7.73,0,3.42,"Atlético-MG",2,17,3,25,NA,38,26,NA,NA,NA,11,NA,NA,1,NA,1,NA,NA
"109","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,21,282,"zag","Suspenso",0,3.54,0,0.79,"Atlético-MG",3,8,1,8,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"110","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,21,290,"mei","Nulo",0,4.32,0,1.76,"Goiás",1,16,6,15,NA,37,14,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA
"111","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/09/27/47774a89b58f22bef9edc45362d5036b_FORMATO.png",63172,21,356,"zag","Nulo",0,4,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,21,356,"ata","Nulo",0,3.37,0,0.88,"Fortaleza",NA,9,4,13,NA,2,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA
"113","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,21,341,"zag","Provável",-0.6,5.43,-1.13,2.39,"CSA",6,14,NA,4,NA,31,19,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"114","Cícero dos Santos Bezerra","didira","Didira","https://s.glbimg.com/es/sde/f/2019/03/23/53d76a1f4b80cf6193e40d704877fbab_FORMATO.png",63178,21,341,"mei","Contundido",0,5.3,0,1.39,"CSA",3,14,2,14,NA,21,17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"115","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,21,267,"mei","Nulo",0,4.79,0,2.92,"Vasco",2,7,1,3,1,7,10,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
"116","João Vitor Lima Gomes","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/07/29/05d3f4bb70d3e41d93b9f96017999f20_FORMATO.png",68987,21,341,"mei","Provável",0,6.11,0,2.1,"CSA",4,18,NA,5,NA,14,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"117","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,21,315,"zag","Nulo",0,2.2,0,0.23,"Chapecoense",5,16,NA,2,NA,9,6,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"118","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,21,277,"ata","Suspenso",-4.8,6,-1.37,3.24,"Santos",5,25,11,35,2,24,15,NA,NA,NA,10,1,NA,1,4,NA,1,NA
"119","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2019/08/13/20926f65de350a35d2b3122e69b68821_FORMATO.png",68698,21,285,"mei","Nulo",0,7.02,0,2.8,"Internacional",3,14,2,12,NA,18,19,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA
"120","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,21,341,"zag","Nulo",0,3.9,0,-1,"CSA",NA,6,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"121","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2019/08/27/52414dcf5cfe27cb0571cb0f29c845c6_FORMATO.png",63110,21,290,"lat","Provável",0,3.75,0,0.26,"Goiás",4,18,2,14,NA,8,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"122","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,21,284,"ata","Provável",7.7,9.14,0.45,2.76,"Grêmio",1,11,4,12,2,12,6,NA,NA,NA,4,NA,NA,1,3,1,1,NA
"123","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,21,285,"mei","Nulo",0,5.28,0,3.18,"Internacional",NA,14,1,6,NA,13,17,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"124","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2019/02/04/ee21ad2d06f9472ebeac2c604d782d83_FORMATO.png",68727,21,283,"lat","Nulo",0,6.02,0,2.95,"Cruzeiro",1,16,3,5,NA,29,16,4,NA,NA,2,NA,NA,NA,1,NA,1,NA
"125","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,21,283,"mei","Provável",6.5,4.48,1.32,1.25,"Cruzeiro",2,8,4,11,NA,18,12,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA
"126","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,21,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,21,293,"gol","Provável",1,7.42,-0.99,4.46,"Athlético-PR",1,1,NA,4,NA,15,NA,6,21,14,NA,NA,1,NA,NA,NA,NA,NA
"128","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,21,341,"gol","Nulo",0,1.19,0,-0.65,"CSA",NA,1,NA,1,NA,1,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA
"129","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,21,354,"ata","Provável",2.3,4.41,0.07,1.36,"Ceará",1,12,9,13,NA,12,4,NA,NA,NA,9,NA,NA,NA,5,NA,NA,NA
"130","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2019/08/16/0978fb4a6b4e2c7cc691e71d77c74a9c_FORMATO.png",68872,21,285,"gol","Provável",-3.3,10.13,-1.92,4.39,"Internacional",NA,NA,NA,5,NA,2,NA,7,26,18,NA,NA,NA,NA,NA,NA,NA,NA
"131","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,21,293,"mei","Suspenso",0,4.3,0,1.2,"Athlético-PR",NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,21,264,"zag","Provável",0,10.93,0,4.28,"Corinthians",1,12,1,6,1,20,21,8,NA,NA,5,NA,NA,NA,NA,NA,NA,1
"133","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,21,266,"gol","Provável",9.1,6.1,1.79,3.94,"Fluminense",1,1,NA,1,NA,5,NA,2,17,11,NA,NA,NA,NA,NA,NA,NA,NA
"134","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2019/07/25/828af9fc6a19344c0716c18dd2ca67d2_FORMATO.png",68773,21,315,"ata","Nulo",0,3.78,0,2.57,"Chapecoense",1,2,2,4,NA,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"135","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,21,356,"mei","Nulo",0,3.66,0,0.68,"Fortaleza",NA,5,NA,7,NA,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"136","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2019/03/29/2f29d050e2e2a4be7df0047f2e43dd7f_FORMATO.png",68808,21,265,"lat","Provável",5.6,13.3,1.07,5.63,"Bahia",4,20,5,21,1,38,24,8,NA,NA,5,NA,NA,3,NA,NA,NA,NA
"137","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,21,284,"gol","Nulo",1,5.91,-1.18,4.19,"Grêmio",1,NA,NA,1,NA,9,NA,6,19,12,NA,NA,NA,NA,NA,NA,NA,NA
"138","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,21,293,"ata","Nulo",10.1,9.37,1.04,4.63,"Athlético-PR",NA,9,7,14,5,23,8,NA,NA,NA,9,NA,NA,2,4,NA,1,NA
"139","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,21,284,"zag","Provável",0,5.85,0,2.8,"Grêmio",1,8,1,3,NA,7,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"140","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,21,314,"gol","Dúvida",-8,5.28,-2.77,3.97,"Avaí",2,NA,NA,2,NA,2,NA,6,35,26,NA,NA,NA,NA,NA,NA,NA,NA
"141","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2019/09/16/7f8703a0f208975c1f22dc1bd5ad08c5_FORMATO.png",68886,21,266,"zag","Suspenso",-4.9,4.27,-0.89,1.1,"Fluminense",1,12,NA,7,NA,13,12,2,NA,NA,1,2,NA,NA,1,NA,NA,NA
"142","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,21,284,"lat","Nulo",2.4,4.68,-0.6,5.9,"Grêmio",NA,3,3,4,1,17,10,4,NA,NA,2,NA,NA,2,1,NA,NA,NA
"143","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,21,285,"gol","Nulo",0,7.35,0,8.23,"Internacional",NA,NA,NA,NA,NA,1,NA,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA
"144","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,21,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,NA,NA,NA,6,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA
"145","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,21,276,"ata","Provável",-1.3,12.74,-1.68,5.7,"São Paulo",NA,6,1,4,2,4,1,NA,NA,NA,6,NA,NA,NA,3,NA,1,NA
"146","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,21,341,"ata","Nulo",11.3,15.73,1.86,3.41,"CSA",2,20,5,10,4,16,11,NA,NA,NA,7,NA,NA,2,9,1,NA,NA
"147","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,21,263,"mei","Nulo",0,2.74,0,0.6,"Botafogo",NA,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,21,264,"ata","Provável",0,3.69,0,2.83,"Corinthians",1,3,4,4,2,10,1,NA,NA,NA,4,NA,NA,1,1,NA,NA,NA
"149","Agenor Detofol","agenor","Agenor","https://s.glbimg.com/es/sde/f/2019/04/28/250bbbb44b3bc7a9a330aa4be2da6f11_FORMATO.png",71724,21,266,"gol","Nulo",0,3.05,0,2.37,"Fluminense",NA,NA,NA,3,NA,1,NA,1,9,7,NA,1,NA,NA,NA,NA,NA,NA
"150","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,21,284,"mei","Provável",0,4.74,0,1.64,"Grêmio",3,18,1,9,1,15,11,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"151","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/08/23/69269a509e22002208076d8511c9258a_FORMATO.png",69177,21,314,"lat","Dúvida",0,5.81,0,3.39,"Avaí",3,14,NA,15,NA,17,13,3,NA,NA,4,1,NA,1,NA,NA,NA,NA
"152","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,21,293,"mei","Provável",15.1,17.44,1.21,4.65,"Athlético-PR",2,10,10,10,3,16,6,NA,NA,NA,12,NA,NA,2,NA,NA,NA,NA
"153","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,21,277,"lat","Nulo",0,9.73,-0.32,4.08,"Santos",3,9,5,12,NA,47,25,8,NA,NA,5,NA,NA,1,1,NA,NA,NA
"154","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,21,277,"ata","Provável",0.4,17.1,-0.57,6.11,"Santos",1,14,11,16,8,36,23,NA,NA,NA,15,NA,NA,1,2,NA,2,NA
"155","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,21,265,"mei","Contundido",0,5.22,0,1.71,"Bahia",1,19,1,NA,NA,15,18,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"156","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,21,341,"ata","Nulo",0,5.34,0,0.2,"CSA",NA,2,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"157","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,21,264,"zag","Nulo",0,5.51,0,5.05,"Corinthians",1,1,NA,7,NA,4,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"158","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2019/04/29/066e54215a4994be68b64958a2b3d326_FORMATO.png",71844,21,354,"mei","Provável",4.9,12.24,0.95,6.35,"Ceará",2,18,15,26,8,47,17,NA,NA,NA,15,NA,NA,1,4,NA,2,NA
"159","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,21,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,21,264,"tec","Provável",0,11.73,0,4.28,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Ocimar de Almeida Júnior","junior-urso","Júnior Urso","https://s.glbimg.com/es/sde/f/2019/05/23/5276932da13edef774a1a4af1abb3beb_FORMATO.png",71829,21,264,"mei","Nulo",0,6.7,0,2.13,"Corinthians",3,21,7,15,NA,23,22,NA,NA,NA,6,NA,NA,NA,1,NA,NA,NA
"162","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2019/03/28/290762becedf23c80b831f923f4b7b33_FORMATO.png",71787,21,354,"mei","Nulo",0,3.8,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
