"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","CV","FF","FT","DD","DP","GS","A","I","GC","PP"
"82","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/07/14/c2a0b87e385e6c928a8460ec1a0ed143_FORMATO.png",42232,33,315,"mei","Suspenso",-2.3,2.31,-0.56,0.76,"Chapecoense",2,10,NA,2,NA,6,10,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"83","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,33,267,"mei","Nulo",0,4.91,0,2.91,"Vasco",4,10,3,6,1,11,16,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA
"84","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,33,277,"lat","Dúvida",3.8,10.54,-1.68,4.67,"Santos",3,12,6,15,NA,59,36,12,NA,5,NA,NA,NA,NA,1,1,NA,NA
"85","Maurício Donizete Ramos Júnior","mauricio-ramos","Maurício Ramos","https://s.glbimg.com/es/sde/f/2019/08/16/019effb07a1b8eb64d39d92e80bdc238_FORMATO.png",42477,33,315,"zag","Nulo",0,4.98,0,1.92,"Chapecoense",1,15,2,9,NA,14,6,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"86","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,33,356,"mei","Nulo",0,3.66,0,0.68,"Fortaleza",NA,5,NA,7,NA,7,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"87","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,33,285,"lat","Nulo",0,4.24,0,2.35,"Internacional",1,7,NA,5,NA,15,7,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"88","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,33,293,"lat","Suspenso",6.2,6.47,0.34,2.74,"Athlético-PR",6,35,1,24,NA,54,21,10,NA,4,NA,NA,NA,NA,3,3,NA,NA
"89","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,33,277,"ata","Provável",2.4,17.58,-0.03,5.71,"Santos",1,18,18,27,12,51,30,NA,NA,20,2,NA,NA,NA,3,8,NA,NA
"90","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,33,262,"zag","Nulo",5.7,4.77,0.15,2.72,"Flamengo",NA,5,1,NA,NA,4,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"91","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,33,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,8,NA,8,NA,NA,NA,NA
"92","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,33,263,"mei","Nulo",0,2.8,0,0.47,"Botafogo",NA,5,NA,3,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"93","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,33,265,"zag","Nulo",0,10.78,0,4.64,"Bahia",NA,2,NA,4,1,3,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"94","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,33,264,"lat","Nulo",0,4,0,2.31,"Corinthians",1,15,NA,10,1,13,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2019/03/18/d5cd825ae9a3b7963ead1566162c7d54_FORMATO.png",42500,33,264,"lat","Provável",10,13.87,1.22,5.11,"Corinthians",5,21,5,35,1,79,44,10,NA,5,NA,NA,NA,NA,2,NA,NA,NA
"96","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,33,276,"ata","Nulo",0,8.27,0,3.81,"São Paulo",2,19,13,29,5,37,14,NA,NA,20,NA,NA,NA,NA,NA,13,NA,NA
"97","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,33,284,"gol","Contundido",0,6.29,0,4.34,"Grêmio",NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,17,NA,13,NA,NA,NA,NA
"98","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2019/09/04/773ad9e26e2760e008e5aafe52ef90f3_FORMATO.png",50284,33,282,"gol","Nulo",0,4.21,0,1.97,"Atlético-MG",NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,8,NA,9,NA,NA,NA,NA
"99","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,33,276,"mei","Nulo",0,8.89,0,2.13,"São Paulo",3,25,4,10,1,18,22,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA
"100","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,33,276,"mei","Contundido",0,7.34,0,1.68,"São Paulo",3,32,3,22,1,31,18,NA,NA,3,NA,NA,NA,NA,2,7,NA,NA
"101","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/12/5f154e14178b2e22a7884dd5b6c9ab84_FORMATO.png",50317,33,284,"zag","Nulo",4.5,9.31,-1.18,5.33,"Grêmio",NA,13,4,2,2,18,24,5,NA,12,NA,NA,NA,NA,2,NA,NA,NA
"102","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,33,266,"mei","Nulo",0,2.7,0,-0.17,"Fluminense",2,4,NA,3,NA,7,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"103","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,33,275,"mei","Nulo",0,6.79,0,1.17,"Palmeiras",NA,2,NA,2,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"104","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,33,284,"zag","Contundido",0,5,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,33,283,"zag","Nulo",0,6.11,0,1.83,"Cruzeiro",1,17,1,5,NA,17,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,33,267,"zag","Nulo",0,6,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,33,315,"lat","Dúvida",6.9,8.9,0.97,2.75,"Chapecoense",3,21,2,22,NA,53,25,6,NA,2,NA,NA,NA,NA,1,NA,NA,NA
"108","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2019/03/28/7a6cecf56bf5b7d343a126ff05454101_FORMATO.png",50877,33,354,"mei","Nulo",0,3.06,0,1.21,"Ceará",3,16,1,14,NA,7,16,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"109","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,33,267,"mei","Nulo",0,3.99,0,0.87,"Vasco",NA,10,2,3,NA,7,6,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"110","Adalberto dos Santos Rodrigues","adalberto","Adalberto","https://s.glbimg.com/es/sde/f/2019/08/19/ce679bd6eb8a2add9e76265ac4d23cdb_FORMATO.png",51549,33,356,"zag","Provável",0,1.72,0,-2.8,"Fortaleza",1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Roger de Carvalho","roger-carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2019/08/16/d8515ccddc1f7af2e574aa804762157c_FORMATO.png",51415,33,356,"zag","Contundido",0,4.09,0,0.98,"Fortaleza",NA,5,NA,3,NA,24,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"112","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png",51194,33,315,"zag","Nulo",0,4.09,0,0.88,"Chapecoense",4,5,1,6,1,21,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,33,356,"mei","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2019/05/23/e07f02ef4a79d6525b03ab26a352738b_FORMATO.png",51413,33,264,"gol","Nulo",0,8.36,0,7.22,"Corinthians",NA,NA,NA,1,NA,4,NA,2,NA,NA,NA,13,1,6,NA,NA,NA,NA
"115","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2019/03/28/d9cac4a21775ee745faf095781d51f77_FORMATO.png",51495,33,354,"zag","Provável",1.2,5.77,-0.13,2.21,"Ceará",1,15,2,3,1,28,13,4,NA,2,1,NA,NA,NA,1,2,NA,NA
"116","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2019/03/30/b18585f6b8ae91f70811643eb4487638_FORMATO.png",51042,33,341,"lat","Provável",0.2,5.63,-0.36,2.87,"CSA",4,47,12,41,4,50,12,7,NA,13,NA,NA,NA,NA,1,11,NA,NA
"117","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2019/04/23/cfa31f72beaf2822c06932837b119ffa_FORMATO.png",51772,33,262,"mei","Nulo",0,11.52,-0.29,3.32,"Flamengo",3,26,11,44,1,82,35,NA,NA,14,NA,NA,NA,NA,6,1,NA,NA
"118","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2019/03/29/d49f2565289d4bf121348ef17d5a2cc2_FORMATO.png",52253,33,282,"zag","Suspenso",-1.3,11.5,-1.17,4.6,"Atlético-MG",3,11,5,19,1,38,40,6,NA,11,2,NA,NA,NA,2,1,NA,NA
"119","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2019/05/23/6bb1b3455b09de07ffee5ece7a922ca8_FORMATO.png",52190,33,264,"mei","Nulo",-1,10.17,-0.84,4.54,"Corinthians",1,23,2,31,1,24,57,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"120","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,33,282,"gol","Nulo",0,6.56,0,3.32,"Atlético-MG",1,NA,NA,NA,NA,7,NA,1,NA,NA,NA,17,NA,11,NA,NA,NA,NA
"121","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2019/03/31/3b9db9e833f13f65a65d1546e2608e81_FORMATO.jpeg",52558,33,267,"mei","Nulo",0,5.66,0,1.07,"Vasco",2,6,NA,12,2,11,2,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1
"122","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2019/04/01/0024f435e5e19a93ff9b8b2d9efe929a_FORMATO.png",52618,33,276,"zag","Nulo",0,3.52,0,2.05,"São Paulo",5,12,NA,1,NA,12,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,33,263,"gol","Nulo",4,6.16,-0.19,6.02,"Botafogo",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,23,NA,10,NA,NA,NA,NA
"124","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,33,356,"mei","Nulo",0.5,3.01,0.05,-0.2,"Fortaleza",1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,33,283,"ata","Dúvida",-2.6,5.15,-1.09,1.73,"Cruzeiro",10,45,13,38,5,53,5,NA,NA,15,1,NA,NA,NA,3,14,NA,NA
"126","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,33,282,"mei","Contundido",0,8.31,0,1.45,"Atlético-MG",3,29,5,17,1,63,28,NA,1,8,1,NA,NA,NA,1,NA,NA,NA
"127","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png",70916,33,275,"lat","Provável",0.2,13.28,-0.35,5.06,"Palmeiras",2,35,3,20,NA,30,57,9,NA,4,NA,NA,NA,NA,1,1,NA,NA
"128","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2019/08/16/0560ea5840e544229931b88728f2acec_FORMATO.png",52674,33,263,"lat","Contundido",0,5.35,0,1.68,"Botafogo",3,20,NA,16,NA,37,19,5,2,1,NA,NA,NA,NA,1,NA,NA,NA
"129","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,33,315,"mei","Nulo",0,4.58,0,0.82,"Chapecoense",5,23,3,19,NA,25,15,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"130","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,33,283,"zag","Contundido",0,14.63,0,5.08,"Cruzeiro",2,14,4,21,3,45,28,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"131","Alecsandro Barbosa Felisbino","alecsandro","Alecsandro","https://s.glbimg.com/es/sde/f/2019/08/16/4a2c1f65c81e89225ad8cbc89dbf310c_FORMATO.png",37673,33,341,"ata","Contundido",0,4.54,0,1.13,"CSA",1,20,6,11,2,19,7,NA,NA,11,NA,NA,NA,NA,NA,7,NA,1
"132","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,33,264,"zag","Nulo",0,4.68,0,3.53,"Corinthians",1,2,NA,8,NA,5,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"133","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,33,277,"tec","Provável",4.21,13.25,-0.85,4.67,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,33,283,"mei","Provável",2.4,8.03,0.56,3.08,"Cruzeiro",5,43,3,55,NA,43,59,NA,NA,14,NA,NA,NA,NA,NA,1,NA,NA
"135","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,33,354,"mei","Nulo",0,3.09,0,0.11,"Ceará",2,12,2,7,NA,14,7,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA
"136","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,33,263,"mei","Provável",2.4,11.53,-0.46,2.87,"Botafogo",8,23,9,55,3,40,31,NA,NA,10,NA,NA,NA,NA,1,4,NA,NA
"137","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,33,276,"ata","Contundido",0,7,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,33,284,"lat","Provável",0.9,5.34,-0.44,2.28,"Grêmio",1,7,NA,14,NA,39,12,5,NA,2,NA,NA,NA,NA,1,1,NA,NA
"139","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,33,356,"gol","Nulo",0,4.9,0,4.41,"Fortaleza",1,NA,NA,1,NA,3,NA,2,NA,NA,NA,15,NA,10,NA,NA,NA,NA
"140","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png",37798,33,285,"ata","Nulo",-2.8,6.55,-0.59,3.5,"Internacional",5,14,16,10,2,22,10,NA,NA,16,NA,NA,NA,NA,3,NA,NA,NA
"141","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png",70934,33,356,"zag","Contundido",0,4.96,0,1.43,"Fortaleza",2,10,1,11,NA,21,6,3,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"142","Júlio César Godinho Catole","julinho","Julinho","https://s.glbimg.com/es/sde/f/2019/02/18/cf3d8eab528cc3bf388f557c9134576c_FORMATO.png",73501,33,314,"mei","Nulo",0,1.89,0,1.76,"Avaí",3,7,6,4,NA,22,14,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"143","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2019/10/15/60ddd8a6a2f680e46493c59c99af16c4_FORMATO.png",70944,33,275,"mei","Provável",6.3,11.89,-0.34,3.84,"Palmeiras",2,41,6,22,6,54,33,NA,NA,20,NA,NA,NA,NA,1,NA,NA,NA
"144","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,33,315,"mei","Nulo",0,4.2,0,2.3,"Chapecoense",NA,27,9,15,NA,20,13,NA,NA,4,NA,NA,NA,NA,2,3,NA,NA
"145","Leonardo da Silva Vieira","leo","Leo","https://s.glbimg.com/es/sde/f/2018/03/01/5f4bc547ea7572a6909432c0c03d529b_FORMATO.png",71043,33,293,"gol","Nulo",8,3.63,1.51,2.15,"Athlético-PR",1,NA,NA,1,NA,2,NA,1,NA,NA,NA,8,NA,7,NA,NA,NA,NA
"146","Márcio Rafael Ferreira de Souza","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2019/06/26/4bdc0f48c7f1ccb066d6c8c92332453c_FORMATO.png",38144,33,262,"lat","Nulo",0,10.17,0,4.3,"Flamengo",6,25,3,15,NA,30,20,9,NA,1,NA,NA,NA,NA,4,1,NA,NA
"147","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,33,282,"lat","Provável",-0.4,9.13,-1.07,2.58,"Atlético-MG",5,28,3,19,3,45,17,6,NA,3,2,NA,NA,NA,1,2,NA,NA
"148","Bryan Jafet Ruíz González","bryan-ruiz","Bryan Ruíz","https://s.glbimg.com/es/sde/f/2018/07/11/ef076ba265a7f7e961749ab3e573933e_FORMATO.png",71019,33,277,"mei","Nulo",0,4,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png",38001,33,265,"gol","Nulo",0,2.08,0,-1,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA
"150","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,33,284,"mei","Provável",0.9,7.42,0.13,2.83,"Grêmio",6,15,2,9,3,34,15,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA
"151","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,33,293,"mei","Contundido",0,7.69,0,5.55,"Athlético-PR",2,16,15,26,4,19,32,NA,NA,9,NA,NA,NA,NA,1,NA,NA,NA
"152","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2019/01/14/fa2170b10aa6b39a49f233749a326dec_FORMATO.jpeg",38140,33,275,"gol","Nulo",0,6.94,0,4.5,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"153","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2019/03/28/24e6b367451f8861ad0b1a99cfd02895_FORMATO.png",71113,33,354,"mei","Provável",2.1,4.21,0.11,1.29,"Ceará",2,13,7,4,NA,37,12,NA,NA,6,1,NA,NA,NA,2,NA,NA,NA
"154","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2019/06/20/b08c001d25a758214f1ef1618a1818fb_FORMATO.png",38231,33,284,"ata","Provável",1.3,8.18,0.36,2.16,"Grêmio",1,23,15,21,4,57,15,NA,NA,7,NA,NA,NA,NA,1,6,NA,1
"155","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,33,283,"mei","Provável",0.1,8.55,-0.33,4.36,"Cruzeiro",8,22,20,29,6,61,15,NA,NA,35,1,NA,NA,NA,4,2,NA,NA
"156","Glédson Ribeiro dos Santos","gledson","Glédson","https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png",73533,33,314,"gol","Nulo",0,2.69,0,2,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"157","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,33,356,"ata","Provável",6.4,12.23,-0.55,5.27,"Fortaleza",7,47,16,36,13,39,10,NA,NA,18,2,NA,NA,NA,3,11,NA,NA
"158","Adriano Correia Claro","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/23/1ab88fb0fec090bf3ace213d14c97792_FORMATO.png",38336,33,293,"lat","Nulo",0,9.3,0,2.67,"Athlético-PR",3,9,NA,3,1,18,8,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"159","Wellington Silva Sanches Aguiar","wellington-nem","Wellington Nem","https://s.glbimg.com/es/sde/f/2019/08/06/eed31b97dfa9c8ecd78df822c04269ab_FORMATO.png",73619,33,266,"ata","Nulo",-0.5,4.78,-1.5,2.18,"Fluminense",2,17,5,32,1,9,5,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"160","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,33,293,"zag","Suspenso",7.9,2.77,0.08,1.98,"Athlético-PR",6,17,6,13,NA,18,9,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"161","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,33,315,"mei","Provável",2.5,8.9,-0.56,2.77,"Chapecoense",4,32,4,45,NA,37,60,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"162","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/05/23/45121fe0ca2edcaff01e4403c67f4d71_FORMATO.png",38315,33,264,"mei","Nulo",0,2.86,0,-0.1,"Corinthians",3,6,1,3,NA,21,1,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA
