"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","SG","DD","GS","FD","FF","G","FT","A","I","DP","PP","CV","GC"
"82","João Paulo da Silva Alves","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/02/18/e6b56502fd1ec5cd75f853c47b7df942_FORMATO.png",86770,11,314,"mei","Nulo",0,4.49,0,1.51,"Avaí",1,17,17,27,12,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"83","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,11,293,"mei","Provável",-1.5,0.76,0.01,-1.55,"Athlético-PR",4,17,2,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,11,267,"mei","Provável",0.7,4.73,-0.13,1.05,"Vasco",NA,5,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"85","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,11,293,"lat","Nulo",0,5.59,0,2.7,"Athlético-PR",3,13,11,18,6,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"86","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2019/05/13/8694db2e75af48647f99b643845dac13_FORMATO.png",68696,11,354,"ata","Nulo",0,4.48,0,1.4,"Ceará",1,10,9,9,4,NA,NA,NA,5,8,NA,NA,NA,4,NA,NA,NA,NA
"87","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/07/14/c2a0b87e385e6c928a8460ec1a0ed143_FORMATO.png",42232,11,315,"mei","Provável",8,4.32,0.85,4,"Chapecoense",NA,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2019/03/22/92598d9c96fb60c7bb5e624f97b32f21_FORMATO.png",91508,11,263,"mei","Nulo",0,3.74,0,-0.48,"Botafogo",2,2,NA,5,1,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA
"89","Getúlio Wandelly Silva Timoteo","getulio","Getúlio","https://s.glbimg.com/es/sde/f/2019/02/18/3eda93423ebb9e3f661c0360363ef5e5_FORMATO.png",90573,11,314,"ata","Contundido",0,6.02,0,2.33,"Avaí",NA,8,10,6,8,NA,NA,NA,3,3,NA,1,NA,3,NA,NA,NA,NA
"90","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2019/03/30/81d88455f0c9a28fc1bf58482da871c1_FORMATO.png",68770,11,293,"mei","Suspenso",0,4.3,0,1.2,"Athlético-PR",NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2019/03/28/d22ece348b83caa8bf2cd42abd7538e5_FORMATO.png",51194,11,315,"zag","Contundido",0,5.26,0,4.4,"Chapecoense",NA,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"92","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,11,314,"zag","Nulo",0,0.75,0,0.1,"Avaí",2,7,1,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","José Renato da Silva Júnior","renato","Renato","https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png",39572,11,315,"ata","Contundido",0,5.74,0,2.55,"Chapecoense",NA,NA,9,2,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"94","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/22/73ff5646586a9145ea6768297b10ac7d_FORMATO.png",93797,11,263,"lat","Provável",0.8,5.51,-0.86,2.82,"Botafogo",NA,4,1,7,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"95","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,11,315,"lat","Provável",-0.4,7.82,-0.88,2.84,"Chapecoense",1,6,4,11,7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"96","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,11,315,"mei","Contundido",0,5.19,0,1.52,"Chapecoense",1,9,4,11,7,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA
"97","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,11,315,"lat","Suspenso",-2.8,4.44,-1.19,0.8,"Chapecoense",3,16,14,8,4,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"98","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/06/20/61b536c18d17747b369b6037b3390866_FORMATO.png",68887,11,315,"zag","Provável",-1.2,6.24,-0.61,1.97,"Chapecoense",NA,4,9,22,5,1,NA,NA,2,5,1,NA,NA,2,NA,NA,NA,NA
"99","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,11,315,"zag","Provável",-1.6,1.69,-0.37,-0.36,"Chapecoense",5,15,2,8,5,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"100","Augusto César dos Santos Moreira","augusto","Augusto","https://s.glbimg.com/es/sde/f/2019/03/28/a943ff6068ab0a2af942a381c74055b4_FORMATO.png",71042,11,315,"mei","Nulo",0,3.59,0,1.87,"Chapecoense",NA,7,3,3,4,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,11,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/07/16/4167381432d7908874cb17eaac12b616_FORMATO.png",73721,11,263,"mei","Nulo",0,5,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Everaldo Stum","everaldo","Everaldo","https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png",78117,11,315,"ata","Provável",1.9,17.06,-1.22,6.62,"Chapecoense",2,24,19,24,4,NA,NA,NA,12,17,6,NA,1,1,NA,NA,NA,NA
"104","Gustavo Campanharo","gustavo-campanharo","Gustavo Campanharo","https://s.glbimg.com/es/sde/f/2019/03/26/9799555064b37105b45b0acc0e54c2b7_FORMATO.png",72497,11,315,"mei","Nulo",1.8,3.93,0.11,2.05,"Chapecoense",NA,10,11,10,11,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"105","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,11,293,"ata","Nulo",0,7.28,0,3.71,"Athlético-PR",NA,7,10,13,5,NA,NA,NA,5,5,3,NA,NA,4,NA,NA,NA,NA
"106","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,11,293,"gol","Nulo",0,7.04,0,2.61,"Athlético-PR",1,1,2,10,NA,3,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Joílson de Jesus Cardoso","joilson","Joílson","https://s.glbimg.com/es/sde/f/2019/03/28/c399a208d27940ebedbddfb51a1ec884_FORMATO.png",80779,11,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,11,315,"mei","Suspenso",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Maurício Tomazi Pinheiro","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png",96464,11,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,11,293,"mei","Nulo",0,16.37,0,3.66,"Athlético-PR",2,6,8,10,5,NA,NA,NA,7,8,1,NA,1,NA,NA,NA,NA,NA
"111","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,11,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Gabriel Farias de Lima","gabriel-lima","Gabriel Lima","https://s.glbimg.com/es/sde/f/2019/02/18/a93bba8cbc0b3d63a2713d51b3e80af1_FORMATO.png",98400,11,314,"ata","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png",38001,11,265,"gol","Nulo",0,2.08,0,-1,"Bahia",NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Cláudio Vitor Morais de Lima Cruz","claudio-vitor","Cláudio Vitor","https://s.glbimg.com/es/sde/f/2019/02/18/798d0ead220702bf3c3f671330c609e5_FORMATO.png",98888,11,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,11,265,"zag","Contundido",0,10.78,0,4.64,"Bahia",NA,2,4,3,4,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"116","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2019/05/14/417d6279fba50eafc9af2314f1114933_FORMATO.png",38573,11,341,"mei","Provável",0,2.24,0,-0.65,"CSA",3,7,6,9,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"117","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2019/03/28/1f6770e6c240b90a3423b20187192bc6_FORMATO.png",85930,11,315,"ata","Nulo",0,2.71,0,1.46,"Chapecoense",1,1,6,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"118","João Paulo Ferreira Lourenço","lourenco","Lourenço","https://s.glbimg.com/es/sde/f/2019/03/26/a10ea3714ffa4fb0caf1a1a80ffd5255_FORMATO.png",99032,11,314,"ata","Provável",2.8,4.67,0.29,3.69,"Avaí",1,8,18,22,14,NA,NA,NA,5,2,NA,NA,1,1,NA,NA,NA,NA
"119","Wesley Soares Xavier","wesley","Wesley","https://s.glbimg.com/es/sde/f/2019/03/26/c2306740c31403d20520165b9297b553_FORMATO.png",99462,11,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,11,266,"mei","Nulo",0,3.31,0,-1.9,"Fluminense",2,3,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2019/03/22/5b148a93fa4bc73fb9ad91009dde28c2_FORMATO.png",93414,11,263,"zag","Provável",-1.3,6.66,-1,2.23,"Botafogo",4,9,7,29,12,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"122","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/29/e664bac2dfda2416beb75fb9615b8a4f_FORMATO.png",61188,11,265,"ata","Provável",1.5,14.18,-0.1,5.35,"Bahia",NA,4,2,8,6,NA,NA,NA,4,8,2,NA,2,NA,NA,NA,NA,NA
"123","Luan Martins Pereira","luan-pereira","Luan Pereira","https://s.glbimg.com/es/sde/f/2019/03/26/4ea943857c8fd654cdc1fe1f3e802748_FORMATO.png",99900,11,314,"mei","Nulo",0.2,2.75,-0.22,1.14,"Avaí",4,7,10,9,7,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA
"124","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2018/05/24/bcba131b890d61329d3dd3d53d25182e_FORMATO.png",90061,11,315,"lat","Provável",1.9,12.78,-0.4,3.43,"Chapecoense",2,19,23,25,22,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,NA
"125","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2019/04/27/6b41336a5a8911ee8ee9b1b8ce87488f_FORMATO.png",62137,11,354,"tec","Provável",4.31,11.05,0.23,3.79,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Gustavo Alcindo (Alcino)","gustavo","Gustavo","https://s.glbimg.com/es/sde/f/2019/02/18/2d52dcaf120ebbe0826308ada2b51f8d_FORMATO.png",101316,11,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2019/02/27/c71b608a8727463f7418750e4b406c48_FORMATO.png",62033,11,265,"ata","Nulo",0,6.76,-0.1,3.09,"Bahia",NA,4,9,6,2,NA,NA,NA,5,9,2,NA,NA,4,NA,NA,NA,NA
"128","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,11,314,"ata","Nulo",0,3.18,0,2.68,"Avaí",NA,10,8,12,9,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"129","Ricardo Thalheimer","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2019/03/26/d6db02ce94eb23f6a9e0090158f1d7e8_FORMATO.png",101491,11,314,"zag","Provável",3.8,4.5,0.35,2.57,"Avaí",1,6,1,17,6,3,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA
"130","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,11,314,"lat","Nulo",0,6.76,0,2.93,"Avaí",1,4,2,14,4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"131","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/03/29/8e6d89c654da352b89c77cb432a0df14_FORMATO.png",70934,11,265,"zag","Nulo",0,4.48,0,-0.1,"Bahia",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Thiago Nascimento dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/05/08/d6ea24feb54f6ea2b6f7eb5c8ed0c4da_FORMATO.png",93151,11,315,"ata","Contundido",0,3,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2019/03/29/ba5687c390564e23e74776f29ea757f3_FORMATO.png",71719,11,265,"mei","Nulo",0,5.22,0,1.71,"Bahia",1,19,NA,15,18,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"134","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,11,315,"zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,11,314,"zag","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2019/03/29/67d058ae9f531a675de3f44a9bb2735b_FORMATO.png",74140,11,265,"mei","Nulo",0,5.4,0,2.68,"Bahia",NA,2,11,9,8,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA
"137","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,11,265,"zag","Provável",7.1,6.18,1.62,2.49,"Bahia",NA,3,3,26,6,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2019/03/29/ef148b9e6c0fb1706902616959184e5b_FORMATO.png",78584,11,265,"gol","Provável",11,13.95,0.62,8.26,"Bahia",NA,NA,2,3,1,5,23,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"139","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png",73540,11,265,"ata","Contundido",0,9.4,0,2.95,"Bahia",NA,7,11,7,3,NA,NA,NA,5,4,1,NA,NA,2,NA,NA,NA,NA
"140","Bryan Borges Mascarenhas","bryan","Bryan","https://s.glbimg.com/es/sde/f/2019/06/12/281ca6abae590e624625225bc4886d5f_FORMATO.png",97536,11,315,"lat","Nulo",0,2.48,0,0.78,"Chapecoense",2,6,5,11,7,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"141","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,11,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,11,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,11,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,11,265,"ata","Suspenso",-5,9.15,-1.41,2.77,"Bahia",NA,9,5,18,1,NA,NA,NA,4,10,2,1,1,2,NA,NA,1,NA
"145","Clayton Silveira da Silva","clayton","Clayton","https://s.glbimg.com/es/sde/f/2019/03/29/517eea2fd0045d94a6d18118ffe21008_FORMATO.png",81770,11,265,"ata","Nulo",0,5,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Yuri Lima Lara","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/03/29/c48336f0e13db7ffdf11a89b7fc63ee9_FORMATO.png",83263,11,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,11,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,11,315,"gol","Provável",-2.3,12.96,-2.39,3.38,"Chapecoense",NA,NA,2,9,NA,1,20,20,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"149","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,11,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Feliciano Brizuela","brizuela","Brizuela","https://s.glbimg.com/es/sde/f/2019/03/26/5b47fe819c97b3c422671ac692dc59d7_FORMATO.png",104819,11,314,"ata","Nulo",0,6.71,0,2.98,"Avaí",NA,2,2,3,3,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA
"151","Iago Antônio Silva Santos","iago","Iago","https://s.glbimg.com/es/sde/f/2019/02/27/dcc88b58ec19a30c867de346a51af9ba_FORMATO.png",90894,11,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png",37662,11,293,"lat","Nulo",0,4.22,0,0.97,"Athlético-PR",2,4,2,6,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,11,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2019/03/29/b6aab56d50cf29e0e2a267d04614f4a1_FORMATO.png",91102,11,265,"mei","Provável",0.6,2.34,-0.18,0.83,"Bahia",NA,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2019/02/27/931ddb4d808eb623c3d496fb36bea54e_FORMATO.png",90444,11,265,"lat","Provável",0,12.39,0,5.24,"Bahia",3,15,4,16,22,3,NA,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA
"156","Fernando Medeiros da Silva","fernando-medeiros","Fernando Medeiros","https://s.glbimg.com/es/sde/f/2019/02/27/d7d62e276bd5101031417c8ab4f7e691_FORMATO.png",92841,11,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2019/03/29/88378f9e43f39383c268b83aebcdfa20_FORMATO.png",94980,11,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2019/03/29/062ea204ed60f2b4c3bdbcb2c506b6c1_FORMATO.png",91130,11,265,"ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,11,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/03/29/bb54c58fde4944da79ee5a0a033c3477_FORMATO.png",94975,11,265,"mei","Nulo",0,3,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Max Alexandre dos Santos Silva","max","Max","https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png",94982,11,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2019/02/27/2eea5f20d7ca9c06beaf3b3e9c4f133c_FORMATO.png",95799,11,265,"ata","Provável",0.3,9.76,-0.43,3.47,"Bahia",3,9,13,39,11,NA,NA,NA,4,7,3,NA,NA,1,NA,NA,NA,NA
