"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
37,282,38061,TRUE,-0.4,1.04,7.34,-0.01,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
38,282,38061,FALSE,0,1.04,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,292,38100,FALSE,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,38100,TRUE,2.2,2.2,9.71,-1.29,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,292,38100,TRUE,0,1.1,8.16,-1.55,1,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
3,292,38100,TRUE,1.3,1.17,7.77,-0.39,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,292,38100,TRUE,0.5,1,7.25,-0.52,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,292,38100,TRUE,6,2,8.51,1.26,2,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
6,292,38100,TRUE,0.6,1.77,7.52,-0.99,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
7,292,38100,TRUE,0.9,1.65,7.55,0.03,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
8,292,38100,TRUE,1,1.57,7.43,-0.12,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,292,38100,TRUE,1.1,1.52,7.37,-0.06,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,292,38100,TRUE,3.4,1.71,7.82,0.45,0,6,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
11,292,38100,TRUE,0.4,1.59,7.29,-0.53,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
12,292,38100,TRUE,-5.4,1.01,5.93,-1.36,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0
13,292,38100,TRUE,0,0.93,6.63,0.7,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
14,292,38100,TRUE,-1.7,0.74,6.22,-0.41,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
15,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,292,38100,FALSE,0,0.74,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,292,38100,TRUE,-2.5,0.52,5.56,-0.66,2,4,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0
24,292,38100,TRUE,10.4,1.14,7.84,2.28,2,5,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
25,292,38100,TRUE,1.2,1.14,6.41,-1.43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
26,292,38100,TRUE,2.2,1.2,6.58,0.17,3,3,0,0,0,1,0,1,0,2,4,0,0,0,0,0,0,0
27,292,38100,FALSE,0,1.2,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,292,38100,TRUE,-2.2,1.02,5.76,-0.82,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
29,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,292,38100,FALSE,0,1.02,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,292,38100,TRUE,7.2,1.33,7,1.24,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
0,275,38140,FALSE,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,275,38140,TRUE,4.7,4.7,18.9,-2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,275,38140,TRUE,-1,1.85,15.55,-3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
3,275,38140,TRUE,7.7,3.8,16.72,1.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4,275,38140,TRUE,9.7,5.28,17.82,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
5,275,38140,TRUE,-8.6,2.5,13.53,-4.29,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
6,275,38140,TRUE,-2,1.75,13.42,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,275,38140,TRUE,4.6,2.16,14.58,1.16,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,275,38140,TRUE,2,2.14,13.98,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
9,275,38140,TRUE,4,2.35,14.27,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
10,275,38140,TRUE,4.7,2.58,14.47,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,275,38140,TRUE,1.1,2.45,13.79,-0.68,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
12,275,38140,TRUE,7.1,2.84,14.78,0.99,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13,275,38140,TRUE,7.5,3.2,15.11,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
14,275,38140,TRUE,-2,2.83,13.47,-1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,275,38140,TRUE,5,2.97,14.83,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,275,38140,FALSE,0,2.97,14.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,275,38140,TRUE,5,3.1,14.03,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,275,38140,FALSE,0,3.1,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,344,93733,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,285,73580,FALSE,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,285,73580,TRUE,0.55,0.55,9.11,-1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,285,73580,TRUE,3.7,2.12,9.51,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,285,73580,TRUE,0.27,1.5,8.72,-0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,285,73580,TRUE,2.66,1.79,8.94,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,285,73580,TRUE,2.89,2.01,9.27,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,266,94336,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,266,94336,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,284,37792,FALSE,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,284,37792,TRUE,-2.5,-2.5,1.84,-3.16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,284,37792,FALSE,0,-2.5,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,284,37792,FALSE,0,-2.5,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,284,37792,TRUE,0,-1.25,1.03,-0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,284,37792,FALSE,0,-1.25,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,284,37792,FALSE,0,-1.25,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,294,37792,TRUE,4.3,0.6,1.96,0.93,4,5,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0
8,294,37792,TRUE,-1.8,0,0.9,-1.06,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
9,294,37792,TRUE,2.1,0.42,1.6,0.7,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
10,294,37792,TRUE,3.2,0.88,1.98,0.38,1,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
11,294,37792,TRUE,-0.2,0.73,1.45,-0.53,0,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0
12,294,37792,TRUE,8.2,1.66,3.15,1.7,3,5,1,0,0,3,0,0,0,3,4,0,1,0,0,0,0,0
13,294,37792,FALSE,0,1.66,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,294,37792,FALSE,0,1.66,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,294,37792,TRUE,1.7,1.66,2.41,-0.74,0,3,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0
16,294,37792,TRUE,0.5,1.54,2.21,-0.2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,294,37792,TRUE,1.1,1.5,2.35,0.14,2,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
18,294,37792,TRUE,2.8,1.61,2.67,0.32,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
19,294,37792,TRUE,0.4,1.52,2.36,-0.31,0,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
20,294,37792,TRUE,-1.6,1.3,1.94,-0.42,4,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
21,294,37792,TRUE,-1.3,1.13,1.95,0.01,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0
22,294,37792,TRUE,-1.3,0.98,1.88,-0.07,2,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0
23,294,37792,FALSE,0,0.98,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,294,37792,FALSE,0,0.98,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,294,37792,TRUE,1.4,1,2.28,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,294,37792,TRUE,2.5,1.08,2.51,0.23,2,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
27,294,37792,TRUE,-3.1,0.86,1.54,-0.97,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
28,294,37792,TRUE,-0.5,0.79,1.91,0.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,294,37792,FALSE,0,0.79,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,294,37792,FALSE,0,0.79,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,294,37792,TRUE,0.9,0.8,2.11,0.2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
32,294,37792,FALSE,0,0.8,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,294,37792,FALSE,0,0.8,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,294,37792,TRUE,-0.3,0.75,1.89,-0.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,294,37792,FALSE,0,0.75,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,294,37792,FALSE,0,0.75,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,294,37792,FALSE,0,0.75,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,294,37792,FALSE,0,0.75,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,264,50294,FALSE,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,50294,TRUE,1.8,1.8,13.09,-2.91,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,264,50294,TRUE,7.3,4.55,14.01,0.92,3,8,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
3,264,50294,TRUE,10.3,6.47,15.94,1.93,1,2,0,0,1,0,1,0,0,2,4,0,0,0,0,0,0,0
4,264,50294,TRUE,3.5,5.73,15.06,-0.88,0,7,1,0,0,1,0,0,0,2,3,0,1,0,0,0,0,0
5,264,50294,TRUE,2.7,5.12,14.79,-0.27,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
6,264,50294,TRUE,-1,4.1,13.54,-1.25,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,264,50294,TRUE,2.8,3.91,14.16,0.62,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,264,50294,TRUE,2.5,3.73,13.95,-0.21,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,264,50294,TRUE,0.7,3.39,13.44,-0.51,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
10,264,50294,TRUE,0.9,3.14,13.29,-0.15,2,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,264,50294,TRUE,0,2.85,12.94,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,264,50294,TRUE,2.1,2.79,13.06,0.12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
13,264,50294,TRUE,5.9,3.03,13.81,0.75,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
14,264,50294,TRUE,1.2,2.9,13.06,-0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,264,50294,TRUE,1.4,2.8,13.21,0.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,264,50294,TRUE,-0.6,2.59,12.6,-0.61,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,264,50294,FALSE,0,2.59,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,264,50294,TRUE,-2.2,2.31,11.89,-0.71,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
19,264,50294,TRUE,0.1,2.19,12.44,0.55,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,264,50294,FALSE,0,2.07,12.18,-0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,264,50294,TRUE,0.5,1.99,12.34,0.16,2,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
22,264,50294,FALSE,0,1.9,12.16,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,264,50294,FALSE,0,1.9,12.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,264,50294,TRUE,16.3,2.55,14.3,2.14,0,3,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
31,264,50294,TRUE,10.2,2.88,13.66,-0.64,4,5,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
32,264,50294,TRUE,2.1,2.85,12.5,-1.16,0,2,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,0
33,264,50294,FALSE,0,2.85,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,264,50294,TRUE,-0.4,2.72,11.86,-0.64,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
35,264,50294,FALSE,0,2.72,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,264,50294,FALSE,0,2.72,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,264,50294,FALSE,0,2.72,11.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,264,50294,TRUE,5.7,2.83,12.68,0.82,5,1,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0
0,262,50301,FALSE,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,262,50301,TRUE,9.4,9.4,16.47,3.47,1,5,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0
2,262,50301,TRUE,-0.1,4.65,15.54,-0.93,4,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0
3,262,50301,TRUE,3,4.1,15.25,-0.29,0,2,1,0,0,0,0,1,0,3,2,0,0,1,0,0,0,0
4,262,50301,FALSE,0,4.1,15.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,262,50301,TRUE,-0.5,2.95,13.44,-1.81,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6,262,50301,TRUE,0.3,2.42,12.93,-0.51,0,2,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0
7,262,50301,TRUE,0,2.02,12.67,-0.26,1,2,0,0,0,1,0,0,0,2,4,0,1,0,0,0,0,0
8,262,50301,TRUE,3,2.16,12.98,0.31,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
9,262,50301,TRUE,0.2,1.92,12.3,-0.68,1,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,262,50301,TRUE,-0.1,1.7,12.01,-0.29,1,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0
11,262,50301,FALSE,0,1.7,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,262,50301,TRUE,2.6,1.79,12.07,0.06,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
13,262,50301,TRUE,0.2,1.65,11.59,-0.48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,262,50301,FALSE,0,1.65,11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,262,50301,TRUE,16,2.85,14.76,3.17,1,3,2,0,0,1,1,0,0,1,4,0,1,0,0,0,0,0
16,262,50301,FALSE,0,2.85,14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,262,50301,TRUE,0,2.63,12.15,-2.61,1,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
18,262,50301,TRUE,2.1,2.59,12.24,0.09,1,6,0,0,3,0,0,0,0,2,2,0,1,0,0,0,0,0
19,262,50301,TRUE,2.9,2.61,12.68,0.44,2,0,0,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0
20,262,50301,TRUE,3.2,2.65,12.61,-0.07,3,3,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0
21,262,50301,TRUE,-0.6,2.46,12.06,-0.55,1,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0
22,262,50301,TRUE,4.9,2.6,13.01,0.95,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
23,262,50301,TRUE,4,2.67,12.85,-0.16,1,2,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0
24,262,50301,FALSE,0,2.67,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,262,50301,TRUE,5.1,2.79,13,0.15,0,6,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
26,262,50301,TRUE,0.7,2.69,12.23,-0.77,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,262,50301,TRUE,1.2,2.62,12.35,0.12,1,4,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0
28,262,50301,TRUE,2.8,2.63,12.52,0.17,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
29,262,50301,TRUE,3.3,2.66,12.67,0.15,1,3,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0
30,262,50301,TRUE,0.2,2.56,11.89,-0.78,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,262,50301,TRUE,2.2,2.55,12.29,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,262,50301,FALSE,0,2.55,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,262,50301,FALSE,0,2.55,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,262,50301,FALSE,0,2.55,12.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,262,50301,TRUE,7,2.71,13.31,1.02,2,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
36,262,50301,TRUE,14.5,3.13,14.44,1.13,1,2,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
37,262,50301,TRUE,-1.2,2.98,12.08,-2.36,0,3,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0
38,262,50301,TRUE,-0.8,2.85,11.84,-0.24,3,6,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0
0,277,50317,FALSE,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,277,50317,TRUE,1.6,1.6,7.06,-0.94,1,5,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0
2,277,50317,TRUE,5.4,3.5,8.43,1.37,0,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
3,277,50317,TRUE,0.5,2.5,7.55,-0.88,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,277,50317,TRUE,1.2,2.17,7.41,-0.14,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5,277,50317,TRUE,3.1,2.36,7.81,0.4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
