"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","I","SG","GC","FT","G","DD","GS","CV","PP","DP"
"81","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,33,"FLA","mei","Provável",0.6,7.2,-0.02,4.1,"Flamengo",5,41,14,57,119,50,5,22,1,NA,NA,NA,4,NA,NA,1,NA,NA
"82","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,33,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",3,5,NA,4,9,6,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"83","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,33,"FLU","gol","Provável",5.7,6.47,0.83,3.09,"Fluminense",2,1,NA,8,17,1,NA,NA,NA,11,NA,NA,NA,40,36,NA,NA,NA
"84","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/09/27/a1134641ca673f3acc104cd2f49b65e5_FORMATO.png",49674,33,"VAS","lat","Dúvida",0,4.72,0,3.41,"Vasco",2,8,5,10,26,6,1,5,1,2,NA,NA,1,NA,NA,NA,NA,NA
"85","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,33,"SAO","zag","Dúvida",-0.8,7.21,-0.08,2.88,"São Paulo",5,30,3,10,34,38,NA,6,NA,7,1,NA,1,NA,NA,2,NA,NA
"86","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,33,"ATL","mei","Suspenso",-0.8,6,-0.89,2.9,"Atlético-MG",6,32,NA,26,34,51,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,33,"BOT","ata","Nulo",0,7.81,0,4.26,"Botafogo",NA,26,15,50,35,8,2,12,9,NA,NA,NA,7,NA,NA,NA,NA,NA
"88","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,33,"FLA","zag","Provável",-3,14.44,-1.09,5.22,"Flamengo",1,10,4,24,26,26,NA,10,NA,11,NA,NA,2,NA,NA,NA,NA,NA
"89","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/08/21/fd7a44dceed6227c047b9edf09ed14f8_FORMATO.png",50324,33,"SAO","mei","Provável",3,9.64,-0.04,3.91,"São Paulo",9,55,6,35,37,79,NA,17,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"90","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,33,"ATL","mei","Provável",8.2,7.82,1.39,3.47,"Atlético-MG",8,33,6,29,56,39,4,15,5,NA,NA,NA,5,NA,NA,NA,NA,NA
"91","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,33,"SPO","zag","Provável",5.9,5.42,0.43,2.16,"Sport",4,13,2,11,27,25,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"92","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,33,"BOT","lat","Nulo",0,3.88,0,2.27,"Botafogo",NA,3,NA,1,21,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"93","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,33,"GRE","lat","Nulo",0,3.12,0,2.17,"Grêmio",4,21,NA,9,19,17,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"94","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/08/21/1557114c47ef2c1d046b4c58bca9679e_FORMATO.png",50301,33,"SAO","mei","Provável",0.4,9.94,-0.41,3.88,"São Paulo",5,30,6,44,56,15,6,7,8,NA,NA,NA,5,NA,NA,NA,NA,NA
"95","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,33,"ATL","mei","Contundido",0,6.8,0,1.68,"Atlético-PR",4,18,3,19,35,7,1,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"96","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,33,"CRU","zag","Nulo",0,10.89,0,5.62,"Cruzeiro",5,18,5,16,34,39,NA,6,1,7,NA,NA,3,NA,NA,NA,NA,NA
"97","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,33,"CHA","mei","Provável",2,6.17,0.13,3.5,"Chapecoense",3,28,4,39,33,38,NA,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"98","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,33,"AME","mei","Provável",-1.8,2.87,-0.23,1.69,"América-MG",4,25,11,13,47,23,NA,5,5,NA,NA,NA,2,NA,NA,NA,NA,NA
"99","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,33,"VIT","lat","Nulo",0,6.5,0,2.72,"Vitória",NA,3,NA,8,11,5,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"100","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,33,"PAL","mei","Contundido",0.2,5.51,0.45,2.19,"Palmeiras",6,29,4,25,54,37,NA,7,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"101","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,33,"AME","ata","Nulo",0,5.33,0,1.33,"América-MG",1,6,3,11,33,6,1,2,2,NA,NA,1,1,NA,NA,NA,NA,NA
"102","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,33,"CEA","ata","Nulo",0,5.6,0,2.18,"Ceará",NA,21,9,25,41,16,3,9,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"103","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,33,"AME","ata","Provável",-0.7,8.48,-0.31,2.01,"América-MG",4,40,2,46,59,26,3,17,6,NA,NA,NA,1,NA,NA,2,NA,NA
"104","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,33,"INT","lat","Nulo",0,5.09,0,3.55,"Internacional",NA,1,NA,NA,8,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"105","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,33,"GRE","ata","Provável",12.3,5.53,2.14,3.37,"Grêmio",1,17,4,20,40,7,1,6,2,NA,NA,1,5,NA,NA,NA,1,NA
"106","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,33,"ATL","lat","Nulo",0,3.62,0,1.15,"Atlético-MG",3,34,1,5,49,21,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"107","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,33,"FLU","mei","Dúvida",0,2.38,0,0.65,"Fluminense",4,7,NA,5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,33,"FLA","lat","Provável",5.3,4.5,0.63,2.78,"Flamengo",2,16,1,17,34,12,1,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA
"109","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,33,"SAO","lat","Nulo",0,4.34,0,3.71,"São Paulo",2,12,NA,10,17,14,1,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"110","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,33,"PAL","lat","Nulo",-1.1,5.54,-0.14,2.55,"Palmeiras",1,13,1,6,13,5,NA,3,NA,8,NA,1,NA,NA,NA,NA,1,NA
"111","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,33,"BAH","ata","Dúvida",0,12.75,0,5.99,"Bahia",1,17,9,27,29,14,NA,19,3,NA,NA,NA,7,NA,NA,NA,NA,NA
"112","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,33,"ATL","gol","Provável",4,11.5,-0.81,3.76,"Atlético-MG",2,NA,NA,4,23,NA,NA,NA,NA,8,NA,NA,NA,57,39,NA,NA,NA
"113","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,33,"SAN","gol","Provável",1.2,14.91,0.09,4.1,"Santos",NA,NA,NA,7,8,NA,NA,NA,NA,14,NA,NA,NA,39,30,NA,NA,NA
"114","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,33,"CRU","mei","Provável",-1.3,5,-0.66,1.82,"Cruzeiro",6,30,2,25,68,30,3,9,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"115","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,33,"ATL","mei","Provável",0.5,2.74,-0.24,1.35,"Atlético-PR",5,28,2,2,18,24,NA,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"116","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,33,"INT","mei","Dúvida",0,3.72,0,2.35,"Internacional",NA,6,1,6,16,3,2,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"117","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,33,"VIT","ata","Nulo",0,8.81,0,3.23,"Vitória",2,7,6,16,38,11,4,13,2,NA,NA,1,2,NA,NA,NA,NA,NA
"118","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,33,"INT","mei","Suspenso",-1.7,4.88,-1.79,1.17,"Internacional",3,4,3,26,57,4,1,7,1,NA,NA,2,2,NA,NA,1,NA,NA
"119","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,33,"BOT","lat","Contundido",0.2,7.21,-0.94,3.94,"Botafogo",5,24,2,35,40,34,NA,4,NA,4,NA,NA,1,NA,NA,1,NA,NA
"120","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,33,"GRE","zag","Provável",1.7,7.56,-0.58,5.07,"Grêmio",2,12,1,16,30,22,NA,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA
"121","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,33,"GRE","gol","Provável",-2.3,5.68,-1.26,2.5,"Grêmio",2,NA,NA,2,5,NA,NA,NA,NA,6,NA,NA,NA,14,15,NA,NA,NA
"122","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,33,"FLU","tec","Provável",5.45,11.47,0.8,3.93,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,33,"INT","gol","Provável",7,9.4,0.98,5.15,"Internacional",1,NA,NA,5,5,NA,NA,NA,NA,8,NA,NA,NA,29,14,NA,NA,NA
"124","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,33,"FLU","zag","Provável",6.7,6.95,1.01,3.66,"Fluminense",1,29,3,9,28,23,NA,5,NA,8,NA,NA,1,NA,NA,NA,NA,NA
"125","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,33,"BAH","lat","Contundido",0,12.72,-2.11,5.39,"Bahia",4,25,4,36,45,54,1,5,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"126","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,33,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",2,8,4,9,28,7,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,33,"VIT","ata","Dúvida",0,3.94,0,0.74,"Vitória",3,35,6,25,21,5,NA,4,5,NA,NA,NA,2,NA,NA,NA,NA,NA
"128","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,33,"VAS","lat","Provável",1.2,7.87,-0.31,3.08,"Vasco",2,17,3,19,52,29,NA,5,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"129","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,33,"CHA","ata","Nulo",-1.8,2.6,-0.43,0.42,"Chapecoense",NA,8,2,9,16,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,33,"SAO","mei","Provável",-1.1,11.43,-1.66,4.25,"São Paulo",NA,39,11,38,55,7,3,18,12,NA,NA,2,11,NA,NA,1,NA,NA
"131","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,33,"BOT","ata","Nulo",2,4.24,0.28,1.43,"Botafogo",7,21,5,23,41,24,NA,12,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"132","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,33,"SPO","zag","Provável",0,7,0,2.4,"Sport",9,29,1,28,30,33,NA,9,2,7,NA,NA,NA,NA,NA,NA,NA,NA
"133","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,33,"ATL","zag","Provável",1.4,9.67,0.17,4.6,"Atlético-MG",7,25,3,23,47,33,NA,6,3,6,1,1,4,NA,NA,NA,NA,NA
"134","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,33,"VAS","mei","Dúvida",0,5.36,0,1.62,"Vasco",3,17,8,18,52,17,2,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"135","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,33,"CRU","gol","Nulo",0,6.45,0,5,"Cruzeiro",NA,1,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,11,7,NA,NA,NA
"136","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,33,"PAL","ata","Provável",0,16.67,0,5.7,"Palmeiras",9,24,18,96,76,15,11,13,3,NA,NA,2,6,NA,NA,1,1,NA
"137","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,33,"INT","ata","Provável",9.8,9.52,1.35,4.45,"Internacional",3,30,18,25,38,7,1,20,7,NA,NA,NA,9,NA,NA,NA,1,NA
"138","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,33,"BAH","tec","Provável",4.51,11.18,-0.24,3.77,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,33,"PAL","lat","Nulo",0,12.82,0,6.06,"Palmeiras",5,43,2,20,86,65,3,3,NA,8,NA,1,1,NA,NA,NA,NA,NA
"140","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,33,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,33,"VAS","zag","Nulo",0,5.54,0,2.7,"Vasco",1,11,2,8,19,15,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"142","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,33,"VIT","mei","Provável",0.2,4.33,-0.46,2.38,"Vitória",1,15,1,10,17,24,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,33,"CHA","mei","Nulo",0,3.35,0,1.28,"Chapecoense",1,6,NA,8,8,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,33,"GRE","ata","Nulo",0.6,10.33,-0.04,3.19,"Grêmio",4,16,6,21,17,13,1,12,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"145","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,33,"FLU","gol","Nulo",0,3.38,0,7.5,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,3,NA,NA,1
"146","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,33,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,33,"CHA","zag","Provável",8,8.79,1.04,3.27,"Chapecoense",2,32,1,18,17,38,NA,6,NA,8,NA,1,NA,NA,NA,1,NA,NA
"148","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,33,"AME","lat","Provável",3,12.04,0.59,4.81,"América-MG",6,38,9,23,56,45,2,9,4,6,NA,1,2,NA,NA,NA,NA,NA
"149","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,33,"AME","zag","Nulo",0,3.61,0,0.53,"América-MG",3,12,1,5,12,12,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA
"150","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,33,"ATL","ata","Provável",3.6,14.79,0.78,4.64,"Atlético-MG",6,54,8,38,99,77,5,22,3,NA,NA,1,3,NA,NA,NA,NA,NA
"151","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,33,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",1,3,1,3,15,5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"152","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,33,"INT","ata","Dúvida",1.4,3.18,-0.34,2.03,"Internacional",NA,1,1,4,10,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"153","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,33,"FLU","zag","Contundido",0,6.46,0,2.84,"Fluminense",4,33,2,13,46,24,1,8,NA,9,NA,NA,1,NA,NA,NA,NA,NA
"154","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,33,"SAO","mei","Provável",-2.8,7.36,-1.52,3.43,"São Paulo",5,44,NA,35,47,73,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,33,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,9,3,10,4,3,1,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"156","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,33,"ATL","ata","Nulo",0,4.27,0,2.82,"Atlético-PR",5,14,5,15,14,4,1,17,3,NA,NA,NA,3,NA,NA,NA,NA,NA
"157","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,33,"INT","mei","Provável",-0.2,8.37,0.49,2.46,"Internacional",6,28,5,35,64,33,4,11,2,NA,NA,NA,2,NA,NA,1,NA,NA
"158","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,33,"SAN","lat","Provável",3.2,13.7,-1.26,5.84,"Santos",5,21,4,38,90,70,2,12,2,14,NA,1,1,NA,NA,NA,NA,NA
"159","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,33,"GRE","ata","Nulo",0,7.15,0,1.89,"Grêmio",4,38,7,31,36,10,NA,13,12,NA,NA,NA,4,NA,NA,NA,NA,NA
"160","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,33,"ATL","mei","Nulo",1,4.44,-1.85,2.4,"Atlético-PR",1,22,2,10,32,32,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA
"161","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,33,"SAN","lat","Provável",0,9.89,0,5.15,"Santos",5,20,5,11,60,47,NA,4,5,12,NA,NA,3,NA,NA,NA,NA,NA
"162","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,33,"FLU","ata","Nulo",0.1,4.03,-0.07,1.06,"Fluminense",2,22,2,14,25,14,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
