"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","I","PE","RB","A","G","SG","FT","CV","GC","DD","GS","PP","DP"
"83","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,9,"CRU","tec","Provável",5.06,11.02,0.24,4.53,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,9,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Hugo de Souza Nogueira","hugo-souza","Hugo Souza",NA,101574,9,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Rodrigo Jorge Medina Ancheta","rodrigo-ancheta","Rodrigo Ancheta",NA,101482,9,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2018/05/21/c953437a71c9cd2f1052eaf9d828bd6d_FORMATO.png",101484,9,"GRE","mei","Nulo",1.7,3.59,0.19,2.35,"Grêmio",NA,1,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"88","Isaque Elias Brito","isaque","Isaque",NA,101483,9,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/03/17/e7607f8d20077dbbbeb1d032794914ca_FORMATO.png",101573,9,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Michael Rangel dos Santos de Almeida","michael","Michael",NA,101577,9,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Wendel da Silva Costa","wendel","Wendel","https://s.glbimg.com/es/sde/f/2018/01/24/8b7334f12990c3776b07905876f0e801_FORMATO.png",101575,9,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2018/05/23/814f9acedaa442be28d84da5c00879b9_FORMATO.png",101579,9,"SAN","zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2018/04/19/e539077ea70369fa3f5d613f54e01ced_FORMATO.png",101592,9,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2018/01/24/eeb04c70e071375434b478d470e043cc_FORMATO.png",101594,9,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,9,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Luiz Eduardo Teodora da Silva","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/05/18/7b74c65bf803e82f16b311a50552621a_FORMATO.png",101627,9,"FLU","ata","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,9,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2018/04/13/e7bc35fcbe8659ecd0e18973caadf901_FORMATO.png",101585,9,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2018/01/24/f5c608ed9476be6eccd246fca8b31683_FORMATO.png",101596,9,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/02/10/1874c9f134d81bae125d692f57329236_FORMATO.png",101601,9,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,9,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,9,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,9,"ATL","ata","Nulo",0,0.95,0,0.45,"Atlético-MG",NA,3,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Ramon Ramos Lima","ramon","Ramon",NA,101597,9,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2018/05/25/20eec38c9eb77921a12931832e9c6a93_FORMATO.png",101708,9,"CEA","lat","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/05/29/5e7e0301dfd55c743a8ba227cf660e0b_FORMATO.png",101719,9,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Fernando dos Santos Pedro","fernando","Fernando","https://s.glbimg.com/es/sde/f/2017/11/07/d081ce975ed7d292f4afc59f1469d857_FORMATO.png",100695,9,"PAL","ata","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Lucas Santos da Silva","lucas-santos","Lucas Santos",NA,101718,9,"VAS","mei","Nulo",2,1.18,0.18,2,"Vasco",NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Bruno Roberto Pereira da Silva","bruno-roberto","Bruno Roberto","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,9,"ATL","mei","Nulo",1,0.96,-0.04,1,"Atlético-MG",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/05/27/7dc254662b52f3b613edd252c303d1fc_FORMATO.png",101720,9,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/04/09/1bedff3e3e787caf6d40ea64388d0261_FORMATO.png",101721,9,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","João Pedro Ribeiro","joao-pedro-ribeiro","João Pedro Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/15/cb416a7f6b2466410cf4e4d096031b1e_FORMATO.png",101757,9,"BAH","lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,9,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,9,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Natanael de Sousa Santos Júnior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2018/05/24/21b646566f07fc7201c839a9111aa7ff_FORMATO.png",101797,9,"CHA","ata","Contundido",0,0.97,0,0.8,"Chapecoense",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2018/05/26/6c0d1390f0b0154ab1627e5aa6ae06de_FORMATO.png",101837,9,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,9,"COR","lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,9,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,9,"INT","ata","Nulo",0,0.74,0,-0.2,"Internacional",2,2,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,9,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Jonas Gabriel da Silva Nunes","toro","Toró",NA,101885,9,"SAO","ata","Nulo",0,3,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Tiago Cunha Rodrigues Serra","tiago-cunha","Tiago Cunha",NA,101877,9,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/04/02/e87f821cc4b18fbb78bcfbf44eb0f17f_FORMATO.png",101796,9,"SAO","ata","Nulo",0,4,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Guilherme Nunes da Silva","guilherme-nunes","Guilherme Nunes","https://s.glbimg.com/es/sde/f/2018/05/23/7e91393fb9d0c73f8ae12e9e96c38308_FORMATO.png",101912,9,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/02/19/65888ef6fba2dcef3bf7e479aedbe4aa_FORMATO.png",101759,9,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Vitor Hugo Naum Dos Santos","vitor-naum","Vitor Naum","https://s.glbimg.com/es/sde/f/2018/03/05/d3c9c0c04b38faa803a27c54ea474192_FORMATO.png",101960,9,"ATL","ata","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/05/18/d63cc937f9b900831524de387423232e_FORMATO.png",102137,9,"CRU","gol","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,9,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Maurício Fontana Gomes","mauricio","Maurício",NA,102076,9,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Thiago Larghi","thiago-larghi","Thiago Larghi","https://s.glbimg.com/es/sde/f/2018/05/07/881592a84044888fec552539c48ea86d_FORMATO.png",101957,9,"ATL","tec","Provável",5.52,10.63,0.47,5.22,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,9,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Warley Armentano dos Santos","warley","Warley","https://s.glbimg.com/es/sde/f/2018/03/21/7705907f8c2e165833f499e7143111f5_FORMATO.png",102294,9,"PAR","mei","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Rodrigo Porto Bezerra","rodrigo-carioca","Rodrigo Carioca","https://s.glbimg.com/es/sde/f/2018/03/21/27386739edf89daf806db47ef25813e6_FORMATO.png",102107,9,"PAR","ata","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,9,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,9,"VIT","mei","Nulo",0,1.23,0,-0.8,"Vitória",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Gilson Kleina","gilson-kleina","Gilson Kleina","https://s.glbimg.com/es/sde/f/2018/05/24/1d41c49023a010d80f959bd498bb24df_FORMATO.png",37306,9,"CHA","tec","Provável",2.95,7.33,-0.4,3.59,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2018/05/23/ab2e89590be1e66768af1205a202b31c_FORMATO.png",101911,9,"SAN","mei","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,9,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Lucas Ribeiro De Oliveira","macula","Macula",NA,102384,9,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,9,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo",NA,102342,9,"CRU","ata","Nulo",0.2,0.79,-0.21,0.2,"Cruzeiro",NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,9,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,9,"PAL","ata","Nulo",0,1.31,0,-0.8,"Palmeiras",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,9,"CRU","zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,9,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2018/05/08/0f86aca3ef3d3207a6f1fa03c4f08be7_FORMATO.png",102609,9,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Kevin Kesley De Souza","kevin","Kevin","https://s.glbimg.com/es/sde/f/2018/06/05/0dfbab426db713cedfdf9597abbc9791_FORMATO.png",102594,9,"ATL","lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2018/05/01/626ee3be32932606c827bac556a75b1e_FORMATO.png",102599,9,"COR","mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Yago Rafael Valadares Darub","yago-darub","Yago Darub",NA,102686,9,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/05/02/b1fe0e90c222778404cd655409251c2b_FORMATO.png",102607,9,"FLU","zag","Nulo",0,3.7,0,2.07,"Fluminense",1,3,NA,NA,1,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"151","Bruno Cosendey Lobo Pinto","bruno-cosendey","Bruno Cosendey","https://s.glbimg.com/es/sde/f/2018/04/09/5a3395e38948c1618677cceb1cd1b9cb_FORMATO.png",99615,9,"VAS","mei","Provável",0,4.75,0,5.6,"Vasco",NA,1,1,1,1,NA,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"152","Mateus Felipe Santiago Dutra","santiago","Santiago",NA,101481,9,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Diego Washington Ferreira Lopes","diego","Diego",NA,102655,9,"VIT","gol","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2018/05/07/ef379a2301781917b402af5e2c4b363f_FORMATO.png",37655,9,"AME","ata","Contundido",0,12.08,0,5.4,"América-MG",1,13,4,3,6,3,16,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"155","Michel Fernandes Bastos","michel-bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2018/05/24/0126c46938216c0c50c04a26ea95c336_FORMATO.png",37607,9,"SPO","mei","Nulo",0.4,4.29,-1.13,3.3,"Sport",NA,2,1,2,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,9,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/05/29/1062a53533bc3381effc250b52595038_FORMATO.png",102719,9,"VAS","mei","Suspenso",0,0.74,0,-2.9,"Vasco",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"158","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,9,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Paulo André Cren Benini","paulo-andre","Paulo André","https://s.glbimg.com/es/sde/f/2018/03/01/b7709326554a84fe9ce4ce6243d3be27_FORMATO.png",37604,9,"ATL","zag","Contundido",0,8.08,0,5.8,"Atlético-PR",1,4,NA,NA,4,NA,3,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"160","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/05/30/b215792fd60b00daf1655f057defed68_FORMATO.png",102771,9,"VAS","mei","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Eduardo Luís Abonizio de Souza","edu-dracena","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,9,"PAL","zag","Provável",-5,5.18,-1.55,1.62,"Palmeiras",1,4,NA,NA,6,1,4,6,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"162","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png",37662,9,"ATL","lat","Contundido",0,9.36,0,4.45,"Atlético-PR",NA,NA,NA,NA,2,NA,4,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"163","Fábio Deivson Lopes Maciel","fabio","Fábio","https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png",37656,9,"CRU","gol","Provável",8,12.69,0.45,7.18,"Cruzeiro",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,13,3,NA,NA
"164","Wagner Ferreira dos Santos","wagner","Wagner","https://s.glbimg.com/es/sde/f/2018/03/20/8d0fc53ac4dbf25ee745d9d6af54fdc2_FORMATO.png",37674,9,"VAS","mei","Provável",-1.6,9.96,-0.94,2.79,"Vasco",4,9,4,4,12,2,15,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"165","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,9,"GRE","lat","Provável",0,11.85,0,6.12,"Grêmio",NA,3,NA,NA,7,NA,3,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA
"166","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png",37688,9,"GRE","mei","Nulo",0,5.28,0,1.27,"Grêmio",NA,2,3,3,1,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Maicosuel Reginaldo de Matos","maicosuel","Maicosuel","https://s.glbimg.com/es/sde/f/2018/05/21/02a93d79d22d84b3c6f8922d3aac87c2_FORMATO.png",37851,9,"GRE","mei","Nulo",0,2.92,0,0.47,"Grêmio",NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
