"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","FT","G","GC","PE","RB","SG","DD","GS","A","I","DP","CV","PP"
"80","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,26,"FLA","zag","Nulo",0,6.81,0,2.89,"Flamengo",NA,2,NA,1,2,NA,NA,NA,7,8,3,NA,NA,NA,1,NA,1,NA
"81","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,26,"AME","zag","Contundido",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png",38573,26,"BAH","mei","Nulo",4.7,5.76,0.44,2.1,"Bahia",NA,4,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"83","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,26,"ATL","lat","Nulo",0,4.85,0,0.93,"Atlético-PR",NA,1,NA,NA,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"84","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,26,"GRE","mei","Provável",0,6.29,0,1.64,"Grêmio",1,7,3,2,8,NA,2,NA,38,1,NA,NA,NA,1,NA,NA,NA,NA
"85","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/07/13/09307c226e39bee5dc0a7815a939e26d_FORMATO.png",42499,26,"BAH","lat","Nulo",0,3.37,0,1.22,"Bahia",1,13,NA,NA,8,NA,NA,NA,19,10,1,NA,NA,NA,NA,NA,NA,NA
"86","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/08/22/e820d84b4792435d04248685975216a2_FORMATO.png",38913,26,"SAO","mei","Provável",11,11.97,1.78,5.01,"São Paulo",6,21,10,15,49,2,8,NA,84,21,NA,NA,NA,4,4,NA,NA,NA
"87","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,26,"COR","lat","Nulo",4.1,10.43,-0.78,4.11,"Corinthians",3,12,2,2,14,NA,NA,NA,51,21,4,NA,NA,2,NA,NA,NA,NA
"88","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,26,"SAN","mei","Nulo",0,6.03,0,1.51,"Santos",1,4,2,2,9,NA,1,NA,18,7,NA,NA,NA,NA,2,NA,NA,NA
"89","Alexandro Silva de Souza","dudu-cearense","Dudu Cearense","https://s.glbimg.com/es/sde/f/2018/05/17/01eaebc0944e538f365960a40b6c4996_FORMATO.png",38928,26,"BOT","mei","Nulo",0,2.32,0,-1.25,"Botafogo",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,26,"FLA","mei","Dúvida",0,8.94,0,4.84,"Flamengo",7,29,6,17,62,1,5,NA,74,28,NA,NA,NA,2,8,NA,1,NA
"91","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,26,"ATL","ata","Provável",-0.8,11.5,-0.25,5.94,"Atlético-MG",2,34,23,24,27,2,10,NA,37,9,NA,NA,NA,6,19,NA,NA,NA
"92","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png",38509,26,"FLA","gol","Nulo",0.7,12.02,-1.54,4.71,"Flamengo",2,NA,NA,NA,7,NA,NA,NA,28,NA,11,29,16,NA,NA,1,NA,NA
"93","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,26,"PAL","mei","Provável",-0.6,3.06,-2.14,1.78,"Palmeiras",9,30,1,8,8,1,1,NA,39,33,NA,NA,NA,1,1,NA,NA,NA
"94","Severino dos Ramos Durval da Silva","durval","Durval","https://s.glbimg.com/es/sde/f/2018/05/24/c59507e546eedc9b6c3f1a4a8f3291eb_FORMATO.png",38100,26,"SPO","zag","Provável",1.4,5.57,-0.03,3.58,"Sport",NA,6,NA,2,6,NA,NA,NA,10,7,4,NA,NA,NA,1,NA,NA,NA
"95","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,26,"CRU","lat","Nulo",6.4,7.79,0.32,2.69,"Cruzeiro",7,13,2,4,8,NA,1,NA,36,14,4,NA,NA,1,NA,NA,NA,NA
"96","Jefferson de Oliveira Galvão","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png",38109,26,"BOT","gol","Contundido",0,8.15,0,2.46,"Botafogo",NA,NA,NA,NA,1,NA,NA,NA,7,NA,2,16,16,1,NA,NA,NA,NA
"97","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,26,"PAL","gol","Nulo",0,9.75,0,2.7,"Palmeiras",1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"98","Rafael Marques Mariano","rafael-marques","Rafael Marques","https://s.glbimg.com/es/sde/f/2018/05/16/25d3a7de80ca1a566231bfaf02f2bce4_FORMATO.png",38957,26,"SPO","ata","Provável",0,3.81,0,2.02,"Sport",1,13,9,8,15,NA,1,NA,21,11,NA,NA,NA,1,6,NA,NA,NA
"99","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,26,"CRU","ata","Nulo",0,16,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,26,"GRE","mei","Provável",6.8,8.44,1,3.48,"Grêmio",3,18,2,4,12,NA,3,NA,50,27,NA,NA,NA,2,NA,NA,NA,1
"101","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,26,"AME","mei","Nulo",0,2.3,-0.17,1,"América-MG",NA,4,NA,2,1,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,NA,NA
"102","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,26,"ATL","lat","Provável",-1.9,5.48,-1.13,2.59,"Atlético-MG",5,24,1,4,31,NA,2,NA,59,19,7,NA,NA,NA,5,NA,NA,NA
"103","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,26,"CRU","mei","Nulo",0,8.84,0,2.02,"Cruzeiro",2,11,16,13,18,NA,1,NA,51,12,NA,NA,NA,NA,7,NA,NA,NA
"104","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,26,"CHA","ata","Nulo",0,9.16,0,2.59,"Chapecoense",7,40,2,21,27,NA,4,NA,34,10,NA,NA,NA,2,8,NA,NA,NA
"105","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,26,"CHA","mei","Provável",0,4.04,-0.31,2.26,"Chapecoense",2,22,2,3,24,NA,NA,NA,43,42,NA,NA,NA,NA,NA,NA,NA,NA
"106","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,26,"COR","mei","Provável",-0.6,7.16,-1.45,3.12,"Corinthians",NA,10,5,8,7,1,3,NA,53,4,NA,NA,NA,5,NA,NA,NA,NA
"107","Caio Henrique Oliveira Silva","caio-henrique","Caio Henrique","https://s.glbimg.com/es/sde/f/2018/04/24/40342104df0af7d7d4501ca775f4197b_FORMATO.png",98569,26,"PAR","mei","Dúvida",0.7,4.55,0.08,1.96,"Paraná",2,16,4,11,21,NA,NA,NA,47,25,NA,NA,NA,3,3,NA,NA,NA
"108","Vitor Eduardo da Silva Matos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2017/12/02/4d449cbc6b7323b7652ea2ab5c68e8aa_FORMATO.png",97900,26,"PAL","zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,26,"PAL","tec","Provável",5.82,14.58,0.41,5.96,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Felipe Guilherme Moreira Bernardo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/06/05/c3642a3c616e9a283af3bfee7f2dee6b_FORMATO.png",97931,26,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Iago Amaral Borduchi","iago","Iago","https://s.glbimg.com/es/sde/f/2018/04/09/733606405d1966bcc1ea11b6d2790ec5_FORMATO.png",97868,26,"INT","lat","Provável",3.4,11.35,0.44,4.79,"Internacional",6,29,3,6,10,NA,NA,NA,59,48,13,NA,NA,1,2,NA,NA,NA
"112","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,26,"SPO","zag","Provável",2.5,4.67,-0.14,1.95,"Sport",3,11,2,1,9,NA,NA,NA,17,18,5,NA,NA,NA,NA,NA,NA,NA
"113","Marcos Vinícius da Silva Santos","marcos-vinicius","Marcos Vinícius ","https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png",97969,26,"CHA","lat","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Erick Martins Ferreira Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2018/05/07/88672601deeb050de20d1c18b8a04c9e_FORMATO.png",97930,26,"AME","gol","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2017/04/24/db3ab616836bf6fcfa76a2dd7846986b_FORMATO.png",97902,26,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Jean Lucas Figueiredo","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/09/15/77b83b67934e591576df182a91e62652_FORMATO.png",97987,26,"PAR","mei","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,26,"COR","ata","Nulo",0,4.86,0,1.39,"Corinthians",2,35,3,13,16,1,3,NA,13,3,NA,NA,NA,NA,12,NA,NA,NA
"118","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,26,"SPO","gol","Nulo",0,5.2,0,5.6,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,4,2,1,NA,NA,NA,NA
"119","Ilson Cedric Borges de Accacio Lima","cedric","Cedric","https://s.glbimg.com/es/sde/f/2018/04/13/c08bc02fcc7613cf3c7510a566c68288_FORMATO.png",98221,26,"VIT","lat","Nulo",5.3,3.97,0.14,4.08,"Vitória",NA,1,NA,1,NA,NA,NA,NA,8,5,3,NA,NA,NA,NA,NA,NA,NA
"120","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,26,"ATL","tec","Provável",7.83,10.79,0.71,4.43,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Caio Felipe dos Santos Silva","caio","Caio","https://s.glbimg.com/es/sde/f/2017/02/14/a6f6b29df8097bacd2fc794872711c70_FORMATO.png",98035,26,"SPO","lat","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,26,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2018/03/01/4f1a90d49f776be0832268cf3981570f_FORMATO.png",98352,26,"ATL","mei","Nulo",4.8,6.25,0.55,2.07,"Atlético-PR",3,19,NA,4,43,NA,NA,NA,29,26,NA,NA,NA,NA,NA,NA,NA,NA
"124","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,26,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,26,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,26,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,26,"BOT","zag","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Giovanni Silva Tiepo","tiepo","Tiepo","https://s.glbimg.com/es/sde/f/2018/05/24/032ba79a6516fa519217f825972c92b9_FORMATO.png",98412,26,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Bruno Bortolini Jackel","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/5343c806a41adb731a9e4da46f95fbb9_FORMATO.png",98420,26,"CHA","lat","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Lucas da Silva de Jesus","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/24/685913465b4d1ad49e7160a89ef627fd_FORMATO.png",98515,26,"FLA","ata","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Jean Lucas de Souza Oliveira","jean-lucas","Jean Lucas","https://s.glbimg.com/es/sde/f/2018/05/04/df072b66382b41b7f73cd8db00006b61_FORMATO.png",98517,26,"FLA","mei","Nulo",0,1.05,0,-0.08,"Flamengo",1,10,1,NA,6,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"132","Danilo Gabriel de Andrade","danilo","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,26,"COR","mei","Nulo",0,2.63,0,0.67,"Corinthians",NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"133","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2018/08/07/272c62a282abd56a319bf12b78566c25_FORMATO.png",37245,26,"CHA","tec","Provável",0.71,8.14,-0.7,3.34,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,26,"CEA","ata","Nulo",0.2,4.88,-0.24,2.09,"Ceará",NA,18,6,7,21,NA,1,NA,37,12,NA,NA,NA,3,1,NA,NA,NA
"135","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,26,"FLU","gol","Provável",-0.5,5.34,-0.57,3.26,"Fluminense",2,NA,NA,NA,6,NA,NA,NA,16,1,8,37,31,NA,NA,NA,NA,NA
"136","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2018/03/23/0487d5333c622c87e5ad477567b7ee36_FORMATO.png",97867,26,"SPO","zag","Nulo",0,1.96,0,-0.27,"Sport",1,3,NA,1,1,NA,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"137","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/09/27/a1134641ca673f3acc104cd2f49b65e5_FORMATO.png",49674,26,"VAS","lat","Suspenso",2.7,3.44,0.49,0.6,"Vasco",2,3,3,1,5,NA,NA,NA,10,3,NA,NA,NA,NA,1,NA,NA,NA
"138","Ronald Sant'anna Rodrigues","ronald","Ronald","https://s.glbimg.com/es/sde/f/2018/04/09/d8829876bb546c5fdeb9d31081f228cf_FORMATO.png",98593,26,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/08/21/1557114c47ef2c1d046b4c58bca9679e_FORMATO.png",50301,26,"SAO","mei","Nulo",0,10.02,0,4.13,"São Paulo",5,28,6,7,44,NA,5,NA,54,12,NA,NA,NA,6,8,NA,NA,NA
"140","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,26,"ATL","mei","Nulo",0,6.77,0,3.09,"Atlético-MG",5,24,NA,1,21,NA,NA,NA,25,41,NA,NA,NA,NA,NA,NA,NA,NA
"141","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,26,"CHA","ata","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,26,"ATL","mei","Nulo",0,6.43,0,1.57,"Atlético-PR",3,13,2,7,16,NA,2,NA,32,7,NA,NA,NA,NA,NA,NA,NA,NA
"143","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,26,"CHA","mei","Provável",1.7,6.24,-0.2,3.91,"Chapecoense",3,26,4,7,37,NA,2,NA,31,36,NA,NA,NA,NA,NA,NA,NA,NA
"144","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,26,"GRE","lat","Provável",0,3.26,0,2.3,"Grêmio",3,16,NA,1,6,NA,NA,NA,13,12,3,NA,NA,NA,1,NA,NA,NA
"145","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/08/16/68939bb2515bd67ecdddb387f1c2230e_FORMATO.png",50402,26,"FLU","ata","Nulo",-0.3,3.61,-0.38,0.56,"Fluminense",1,18,7,4,1,NA,NA,NA,10,6,NA,NA,NA,NA,4,NA,NA,NA
"146","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,26,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,26,"AME","mei","Nulo",0,1.31,0,0.1,"América-MG",2,18,1,4,15,1,NA,NA,22,8,NA,NA,NA,1,1,NA,2,NA
"148","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,26,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",3,5,NA,NA,4,NA,NA,NA,9,6,1,NA,NA,NA,NA,NA,1,NA
"149","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2018/09/03/be8fa5d6b57d480b7900b9986c586f3c_FORMATO.png",50407,26,"ATL","mei","Nulo",0,5,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,26,"AME","mei","Provável",3.1,3.65,-1.08,2.13,"América-MG",2,20,7,4,11,NA,2,NA,30,17,NA,NA,NA,NA,3,NA,NA,NA
"151","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,26,"CRU","zag","Nulo",0,7.77,-0.72,2.96,"Cruzeiro",1,21,1,5,4,NA,NA,NA,13,25,7,NA,NA,NA,2,NA,NA,NA
"152","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/08/21/fd7a44dceed6227c047b9edf09ed14f8_FORMATO.png",50324,26,"SAO","mei","Provável",2.9,9.31,-0.27,3.85,"São Paulo",8,43,5,11,23,NA,1,NA,29,63,NA,NA,NA,NA,3,NA,NA,NA
"153","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,26,"CEA","mei","Nulo",0,3.73,-0.23,0.47,"Ceará",NA,2,NA,NA,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"154","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,26,"CHA","lat","Provável",0.5,6.1,-1.76,3.57,"Chapecoense",1,18,1,4,20,NA,NA,NA,52,31,3,NA,NA,3,NA,NA,NA,NA
"155","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,26,"AME","mei","Provável",0.2,1.81,-0.07,0.66,"América-MG",5,30,3,3,19,NA,NA,NA,53,29,NA,NA,NA,NA,NA,NA,1,NA
"156","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,26,"COR","zag","Provável",0.2,9.18,-0.07,3.01,"Corinthians",2,14,NA,5,14,NA,2,NA,14,14,8,NA,NA,NA,NA,NA,NA,NA
"157","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,26,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,2,NA,2,6,NA,NA,NA,8,7,1,NA,NA,NA,1,NA,NA,NA
"158","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,26,"COR","gol","Nulo",0,7.69,0,5.47,"Corinthians",NA,NA,NA,NA,2,NA,NA,NA,1,1,3,21,10,NA,NA,NA,NA,NA
"159","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,26,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",2,3,NA,NA,NA,NA,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA
"160","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,26,"CEA","zag","Suspenso",-2.6,5.27,-1.19,4.01,"Ceará",3,17,2,1,5,NA,1,NA,19,20,9,NA,NA,NA,1,NA,NA,NA
