"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","G","I","PE","RB","CV","FT","GC","SG","DD","GS","PP","DP"
"81","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,18,"PAL","ata","Contundido",0,12.66,0,6.52,"Palmeiras",2,2,30,9,9,17,7,6,9,14,NA,3,NA,NA,NA,NA,NA,NA
"82","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2018/05/21/735c0f10e782fe88dc4dde7e95494223_FORMATO.png",41929,18,"GRE","tec","Provável",8.77,15.81,0.48,5.02,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Jonathas Cristian de Jesus","jonathas","Jonathas","https://s.glbimg.com/es/sde/f/2018/07/27/9876abcdea0d81491f0dc0199588261b_FORMATO.png",42138,18,"COR","ata","Nulo",0,6.57,0,4.27,"Corinthians",NA,NA,5,NA,3,2,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"84","Egídio de Araújo Pereira Júnior","egidio","Egídio","https://s.glbimg.com/es/sde/f/2018/05/18/4e9c58c4c55851aececb2f797dca0723_FORMATO.png",42145,18,"CRU","lat","Nulo",0,10,0,5.38,"Cruzeiro",NA,1,16,NA,5,11,NA,5,36,32,NA,NA,NA,5,NA,NA,NA,NA
"85","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2018/05/18/6662c91f614ec4441d31795cdaf98573_FORMATO.png",42234,18,"COR","gol","Suspenso",-3.8,9.65,-2.48,4.95,"Corinthians",NA,3,1,NA,NA,1,NA,NA,7,1,NA,NA,NA,5,18,9,NA,NA
"86","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,18,"ATL","lat","Nulo",0,6,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/07/13/09307c226e39bee5dc0a7815a939e26d_FORMATO.png",42499,18,"BAH","lat","Provável",2.7,3.33,0.1,0.38,"Bahia",NA,1,10,NA,NA,6,NA,NA,17,4,NA,NA,NA,1,NA,NA,NA,NA
"88","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,18,"FLA","zag","Nulo",0,8.57,0,4.95,"Flamengo",NA,NA,1,NA,1,2,NA,1,5,7,1,NA,NA,3,NA,NA,NA,NA
"89","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2018/07/31/462a0dba3c1810e338b61e28a25d8495_FORMATO.png",42411,18,"SAN","tec","Provável",3.11,8.87,0.02,2.53,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2018/05/24/1c24cfcea8b33cf62a5b111551e4c34f_FORMATO.png",42232,18,"CHA","mei","Provável",2.5,4.45,0.3,1.93,"Chapecoense",NA,1,17,3,2,4,NA,1,12,19,NA,NA,NA,NA,NA,NA,NA,NA
"91","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,18,"COR","lat","Nulo",0,10.12,0,4.11,"Corinthians",2,1,10,NA,1,5,NA,NA,30,11,NA,NA,NA,3,NA,NA,NA,NA
"92","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,18,"PAL","tec","Provável",6.28,12.15,0.8,5.31,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,18,"SPO","zag","Provável",4.2,4.55,0.72,1.54,"Sport",NA,3,9,1,NA,5,NA,NA,5,10,NA,NA,NA,3,NA,NA,NA,NA
"94","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,18,"FLU","gol","Provável",4.5,5.34,0.55,2.8,"Fluminense",NA,1,NA,NA,NA,2,NA,NA,10,1,NA,NA,NA,4,27,24,NA,NA
"95","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,18,"VAS","lat","Nulo",0,3.47,0,0,"Vasco",NA,1,2,NA,NA,3,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA
"96","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,18,"SAO","mei","Provável",6.9,11.97,0.66,5.19,"São Paulo",6,4,20,4,6,36,5,8,42,10,NA,NA,NA,NA,NA,NA,NA,NA
"97","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,18,"GRE","mei","Nulo",0,2.73,0,1.86,"Grêmio",NA,2,11,4,2,3,1,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"98","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,18,"ATL","mei","Nulo",0,7.99,0,1.96,"Atlético-PR",NA,3,12,2,7,15,2,NA,28,7,NA,NA,NA,NA,NA,NA,NA,NA
"99","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,18,"SAO","mei","Provável",1.1,8.83,-0.23,3.84,"São Paulo",NA,6,34,4,7,13,NA,2,22,49,NA,NA,NA,NA,NA,NA,NA,NA
"100","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,18,"CHA","mei","Contundido",0,6.92,0,4.13,"Chapecoense",NA,2,20,2,5,30,2,NA,20,27,NA,NA,NA,NA,NA,NA,NA,NA
"101","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,18,"ATL","mei","Contundido",0,6.64,0,3.28,"Atlético-MG",NA,3,17,NA,NA,16,NA,NA,19,30,NA,NA,NA,NA,NA,NA,NA,NA
"102","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/05/07/b671b3790ed438968275eedce0fcd245_FORMATO.png",50401,18,"AME","mei","Provável",-1.2,2.26,-1.07,0.73,"América-MG",NA,2,10,4,2,5,NA,NA,18,9,NA,NA,NA,NA,NA,NA,NA,NA
"103","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,18,"GRE","lat","Provável",4.2,3.03,0.55,0.74,"Grêmio",NA,2,12,NA,1,2,NA,NA,7,6,NA,NA,NA,1,NA,NA,NA,NA
"104","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,18,"VIT","lat","Nulo",0,6.5,0,2.72,"Vitória",NA,NA,3,NA,2,8,1,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA
"105","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,18,"BAH","ata","Nulo",0,4.57,0,0.93,"Bahia",NA,1,6,4,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"106","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,18,"PAL","mei","Nulo",0,2.67,0,0.67,"Palmeiras",NA,8,22,1,4,7,NA,1,23,23,NA,NA,NA,NA,NA,NA,NA,NA
"107","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,18,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,18,"AME","mei","Provável",-2.5,0.77,-0.07,-1.07,"América-MG",NA,2,11,NA,3,11,NA,1,10,3,2,NA,NA,NA,NA,NA,NA,NA
"109","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,18,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",NA,3,5,NA,NA,4,NA,NA,9,6,1,NA,NA,1,NA,NA,NA,NA
"110","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,18,"COR","zag","Nulo",0,10.62,0,3.44,"Corinthians",NA,1,7,NA,4,12,1,NA,10,10,NA,NA,NA,7,NA,NA,NA,NA
"111","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,18,"CRU","zag","Provável",3,8.52,0.23,3.53,"Cruzeiro",NA,NA,14,1,5,4,NA,2,9,21,NA,NA,NA,5,NA,NA,NA,NA
"112","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,18,"CHA","lat","Provável",1.3,5.96,-0.59,3.75,"Chapecoense",2,1,8,1,2,7,NA,NA,27,16,NA,NA,NA,3,NA,NA,NA,NA
"113","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,18,"CEA","mei","Suspenso",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,18,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,NA,2,NA,2,6,NA,1,8,7,NA,NA,NA,1,NA,NA,NA,NA
"115","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,18,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",NA,2,3,NA,NA,NA,NA,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA
"116","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,18,"AME","mei","Provável",-1.8,1.21,-0.31,-0.01,"América-MG",NA,4,19,2,3,11,NA,NA,30,14,1,NA,NA,NA,NA,NA,NA,NA
"117","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,18,"COR","gol","Provável",0,8.96,0,6.17,"Corinthians",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,15,6,NA,NA
"118","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,18,"FLA","mei","Provável",11.4,7.97,1.17,4.79,"Flamengo",3,3,26,8,11,29,3,NA,45,25,1,NA,NA,NA,NA,NA,NA,NA
"119","Pedro Roberto Silva Botelho","pedro-botelho","Pedro Botelho","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_FORMATO.png",51779,18,"VIT","lat","Nulo",0,6.26,0,3.2,"Vitória",NA,NA,3,1,1,NA,1,NA,15,8,NA,NA,NA,NA,NA,NA,NA,NA
"120","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,18,"CEA","zag","Provável",4.1,5.89,-0.06,4.63,"Ceará",NA,1,7,NA,1,4,NA,1,10,15,NA,NA,NA,6,NA,NA,NA,NA
"121","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,18,"COR","mei","Nulo",-0.5,6.9,-2.06,1.25,"Corinthians",NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"122","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,18,"FLA","zag","Provável",6.2,15.85,-0.38,6.33,"Flamengo",NA,NA,5,2,5,12,2,NA,4,9,NA,NA,NA,5,NA,NA,NA,NA
"123","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,18,"SAO","zag","Provável",-0.6,7.74,-1.32,5.03,"São Paulo",NA,4,13,2,4,3,1,NA,14,26,1,NA,NA,4,NA,NA,NA,NA
"124","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,18,"AME","ata","Provável",0,5.8,0,1.35,"América-MG",1,1,6,3,1,8,1,1,29,5,NA,NA,NA,NA,NA,NA,NA,NA
"125","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,18,"BOT","lat","Provável",0,3.99,0,2.38,"Botafogo",NA,NA,2,NA,NA,1,NA,NA,12,4,NA,NA,NA,2,NA,NA,NA,NA
"126","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,18,"ATL","mei","Suspenso",5,6.08,0.69,2.13,"Atlético-MG",3,6,20,1,6,13,2,4,29,17,NA,NA,NA,NA,NA,NA,NA,NA
"127","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,18,"ATL","gol","Provável",-2,9.33,-0.66,2.33,"Atlético-MG",NA,1,NA,NA,NA,2,NA,NA,14,NA,NA,NA,NA,3,28,26,NA,NA
"128","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,18,"VIT","zag","Provável",-2.3,2.18,-0.39,0.99,"Vitória",NA,8,25,3,4,5,NA,3,10,15,NA,NA,NA,3,NA,NA,NA,NA
"129","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,18,"AME","mei","Nulo",-3.3,2.33,-1.17,-1.9,"América-MG",NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,18,"BOT","lat","Nulo",0,7.23,0,3.85,"Botafogo",NA,3,12,2,2,22,1,NA,28,18,NA,NA,NA,1,NA,NA,NA,NA
"131","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,18,"CEA","ata","Nulo",0.7,4.96,0.09,2.18,"Ceará",2,NA,14,4,5,16,1,1,32,10,NA,NA,NA,NA,NA,NA,NA,NA
"132","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,18,"CRU","zag","Nulo",0,12.15,0,6.34,"Cruzeiro",NA,3,14,5,5,15,2,1,20,29,NA,NA,NA,5,NA,NA,NA,NA
"133","Jean Roberto Souza da Silva","jean-roberto","Jean Roberto","https://s.glbimg.com/es/sde/f/2018/08/03/a07616383dec21597806430f34779a1d_FORMATO.png",83204,18,"CHA","mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,18,"INT","lat","Nulo",0,4.17,0,-1.2,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,18,"AME","ata","Nulo",0,9.59,0,2.3,"América-MG",2,2,16,1,7,15,NA,3,18,12,1,NA,NA,NA,NA,NA,NA,NA
"136","Vinícius Vasconcelos Araújo","vinicius-araujo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2018/08/03/df9e0588e011d2ed726a3dbabbce6f3d_FORMATO.png",82767,18,"VAS","ata","Nulo",-0.9,4.29,-1.71,-0.9,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,18,"ATL","lat","Nulo",0,4.14,0,1.66,"Atlético-MG",1,1,25,1,2,3,NA,3,40,19,NA,NA,NA,2,NA,NA,NA,NA
"138","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,18,"GRE","ata","Provável",6.3,3.4,-0.32,1.51,"Grêmio",1,1,8,2,4,10,1,NA,20,3,NA,NA,NA,NA,NA,NA,1,NA
"139","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,18,"INT","mei","Nulo",1.8,5.35,0.24,0.09,"Internacional",NA,NA,1,1,5,8,NA,1,18,2,1,NA,NA,NA,NA,NA,NA,NA
"140","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,18,"BAH","ata","Provável",9.3,13.29,1.63,8.06,"Bahia",NA,NA,3,1,3,10,4,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"141","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/05/26/b2cec6cd3a23c1d7474488c26df7248a_FORMATO.png",62024,18,"SAO","lat","Contundido",0,3.64,0,2.58,"São Paulo",NA,1,5,NA,1,3,NA,NA,3,4,NA,NA,NA,2,NA,NA,NA,NA
"142","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,18,"INT","ata","Nulo",0,8.74,0,4.21,"Internacional",3,3,12,5,9,28,1,NA,20,13,NA,1,NA,NA,NA,NA,NA,NA
"143","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,18,"FLU","mei","Provável",2.1,3.01,-0.17,1.25,"Fluminense",NA,2,4,NA,NA,4,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"144","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,18,"INT","mei","Nulo",0,4.23,0,2.35,"Internacional",2,NA,1,NA,1,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"145","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,18,"CRU","mei","Nulo",0.2,5.69,-0.19,2.41,"Cruzeiro",3,4,19,2,8,17,1,2,47,19,NA,NA,NA,NA,NA,NA,NA,NA
"146","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,18,"SAN","gol","Provável",0,14,-1,2.83,"Santos",NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,4,24,22,NA,NA
"147","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,18,"ATL","mei","Provável",5.7,3.42,1.27,1.69,"Atlético-PR",NA,2,7,2,3,1,1,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA
"148","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,18,"FLU","tec","Provável",3.15,10.11,0.01,3.63,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,18,"FLA","lat","Nulo",5,3.99,-0.33,4.08,"Flamengo",NA,NA,1,NA,NA,4,NA,NA,4,4,NA,NA,NA,2,NA,NA,NA,NA
"150","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,18,"VIT","ata","Provável",-0.3,9.32,-0.4,3.79,"Vitória",3,2,7,6,10,12,2,2,29,10,NA,1,NA,NA,NA,NA,NA,NA
"151","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,18,"VAS","zag","Contundido",0,5.87,0,2.35,"Vasco",NA,NA,8,2,3,5,NA,NA,9,9,NA,NA,1,1,NA,NA,NA,NA
"152","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,18,"PAL","lat","Provável",3.9,6.03,0.49,2.45,"Palmeiras",NA,1,6,1,1,2,NA,NA,6,3,NA,1,NA,3,NA,NA,1,NA
"153","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/06/18/9151cec708122edc8878806ef5c1f83c_FORMATO.png",62137,18,"BAH","tec","Provável",6.59,11.01,0.72,3.71,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2018/05/04/7e25588c269efbad7eeebc8cacae8c11_FORMATO.png",82792,18,"FLA","tec","Provável",6.67,14.51,0.69,5.5,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,18,"VIT","mei","Contundido",0,4.53,0,2.92,"Vitória",1,1,9,1,4,3,NA,NA,7,16,NA,NA,NA,NA,NA,NA,NA,NA
"156","Rafael Thyere Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2018/05/24/918318ba9c18b6913e11cb5688852591_FORMATO.png",83048,18,"CHA","zag","Provável",1.1,4.05,-0.19,2.75,"Chapecoense",NA,4,8,1,1,9,NA,1,27,22,NA,NA,NA,5,NA,NA,NA,NA
"157","Ruy Franco de Almeida Junior","ruy","Ruy","https://s.glbimg.com/es/sde/f/2018/03/17/e5c923c2884a22666c9fa588105d9986_FORMATO.png",82939,18,"AME","mei","Provável",3.9,4.75,-0.06,2.19,"América-MG",1,NA,3,4,3,18,1,NA,37,3,NA,1,NA,NA,NA,NA,NA,NA
"158","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2018/03/01/8a057cef4a095e67d1314d0ff4bff05a_FORMATO.png",83528,18,"ATL","zag","Provável",6,3.74,0.47,4.83,"Atlético-PR",NA,NA,1,NA,1,2,NA,NA,11,1,NA,NA,NA,3,NA,NA,NA,NA
"159","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,18,"PAL","lat","Nulo",0,12.25,0,5.63,"Palmeiras",1,4,29,NA,NA,14,1,NA,61,51,NA,1,NA,4,NA,NA,NA,NA
"160","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/23/867503e41e09367e5f12e0f5e8a10322_FORMATO.png",83257,18,"SAN","ata","Provável",9.4,14.48,1.51,4.96,"Santos",1,1,16,6,25,28,6,11,46,13,NA,NA,NA,NA,NA,NA,NA,NA
"161","Bruno da Silva Barbosa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/09/cf6596e8e8357c8c896b4037c70910b2_FORMATO.png",83626,18,"VAS","mei","Nulo",0,0.87,0,-0.88,"Vasco",NA,1,6,NA,1,2,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA
