"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","GS","FS","SG","A","FC","FD","FF","G","I","PE","RB","CA","FT","CV","GC"
"82","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,3,"INT","lat","Nulo",0,6,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,3,"INT","ata","Nulo",5.2,7.37,-0.63,5.2,"Internacional",NA,NA,3,NA,NA,1,2,1,NA,NA,NA,NA,1,1,NA,NA
"84","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/03/17/5d1966ddb337e155bf00b90eb080a388_FORMATO.png",60822,3,"AME","mei","Nulo",0,5,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/01/12/4dcb779ba72ed335cc606e62151d6a8e_FORMATO.png",50324,3,"SAO","mei","Nulo",0,9.37,0,4.55,"São Paulo",NA,NA,3,NA,NA,6,1,2,NA,NA,4,6,NA,NA,NA,NA
"86","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,3,"ATL","mei","Provável",0.4,4.52,-0.67,1.35,"Atlético-MG",NA,NA,5,NA,NA,4,NA,NA,NA,NA,6,4,1,NA,NA,NA
"87","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,3,"CHA","zag","Provável",7.5,7.13,1.7,4.33,"Chapecoense",NA,NA,2,1,NA,5,NA,1,NA,NA,1,6,NA,NA,NA,NA
"88","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2018/03/20/c125fa08820e1bbf4a2640e7108b05d2_FORMATO.png",61033,3,"COR","mei","Nulo",0,24.02,-3.57,10.8,"Corinthians",NA,NA,7,NA,1,4,NA,2,3,NA,9,2,NA,NA,NA,NA
"89","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,3,"FLA","lat","Nulo",0,3.44,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,3,"PAL","lat","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,3,"SAN","gol","Provável",0,20.44,0,7.75,"Santos",4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,3,"INT","mei","Nulo",0,4.01,0,-0.5,"Internacional",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA
"93","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,3,"INT","mei","Provável",0.5,6.8,-0.81,0.6,"Internacional",NA,NA,4,NA,NA,NA,1,3,NA,1,11,NA,NA,NA,NA,NA
"94","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/04/09/5e00d08320cfc973b6b426167701991c_FORMATO.png",62129,3,"VAS","mei","Provável",0,3.16,0,0.05,"Vasco",NA,NA,NA,NA,NA,1,1,1,NA,NA,3,1,1,NA,NA,NA
"95","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/04/27/f013d92df6652366b0136490d4349934_FORMATO.png",62127,3,"VIT","ata","Nulo",11.7,9.2,3.2,11.7,"Vitória",NA,NA,1,NA,1,NA,1,2,NA,1,2,1,NA,1,NA,NA
"96","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,3,"CRU","mei","Nulo",0.2,5.01,-0.89,0.43,"Cruzeiro",NA,NA,6,NA,NA,2,NA,NA,NA,1,14,4,1,NA,NA,NA
"97","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/03/17/4a6e561bbf1123eb516161678dea131e_FORMATO.png",62137,3,"AME","tec","Provável",4.65,10.5,0.53,5.55,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,3,"SAO","lat","Nulo",1.2,3.39,-0.2,2.35,"São Paulo",NA,NA,1,1,NA,1,NA,1,NA,NA,2,1,1,NA,NA,NA
"99","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,3,"VAS","zag","Provável",0,5.88,0,3,"Vasco",NA,NA,2,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,NA
"100","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/03/19/53d593b1f30b40291234148691e0d365_FORMATO.png",63082,3,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png",61985,3,"FLU","mei","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,3,"VIT","mei","Provável",2.1,3.59,0.34,0.87,"Vitória",NA,NA,2,NA,NA,2,1,1,NA,NA,3,1,NA,NA,NA,NA
"103","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,3,"PAL","mei","Nulo",4.7,6.44,0.66,2,"Palmeiras",NA,NA,1,NA,NA,2,NA,1,NA,NA,6,5,NA,NA,NA,NA
"104","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,3,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/04/09/1cb2f4ec223fc588acc04336d52fcf07_FORMATO.png",63172,3,"VAS","zag","Provável",0,6.73,0,3.8,"Vasco",NA,NA,2,NA,NA,1,NA,1,NA,NA,4,5,NA,NA,NA,NA
"106","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,3,"CHA","mei","Nulo",0,5,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,3,"PAL","lat","Provável",9.1,9.97,1.37,5.03,"Palmeiras",NA,NA,3,2,NA,5,NA,NA,NA,NA,13,8,1,NA,NA,NA
"108","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/03/17/5ecf7c4819b775697ebc381145f01283_FORMATO.png",63194,3,"AME","lat","Provável",1.1,13.58,-0.98,5.63,"América-MG",NA,NA,2,1,NA,7,3,1,1,1,5,4,1,NA,NA,NA
"109","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,3,"INT","mei","Contundido",2.2,10.22,-0.44,4.13,"Internacional",NA,NA,3,NA,1,NA,NA,1,NA,NA,8,5,NA,NA,NA,NA
"110","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,3,"INT","zag","Provável",8,10.68,1.52,8.15,"Internacional",NA,NA,4,2,NA,1,NA,1,NA,1,NA,3,NA,NA,NA,NA
"111","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,3,"ATL","ata","Provável",6.8,14.92,0.6,7.5,"Atlético-MG",NA,NA,1,NA,NA,8,2,2,NA,1,10,17,NA,NA,NA,NA
"112","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,3,"ATL","ata","Nulo",0,6,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,3,"PAR","mei","Nulo",0,6,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,3,"SAO","mei","Provável",7.7,7.81,0.51,4.15,"São Paulo",NA,NA,3,NA,NA,5,NA,NA,NA,NA,4,7,NA,NA,NA,NA
"115","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/03/26/6b3009f67bc00fc3c783c397b4cbbdc9_FORMATO.png",68690,3,"GRE","ata","Dúvida",-2.4,8.03,-1.91,0.8,"Grêmio",NA,NA,5,NA,NA,8,2,1,1,7,11,1,1,NA,NA,NA
"116","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/03/21/651f1bf4b51db0c365f67cbdc4d37b19_FORMATO.png",68727,3,"SAN","lat","Provável",0,12.33,0,5.4,"Santos",NA,NA,4,1,NA,2,1,1,NA,NA,9,5,1,NA,NA,NA
"117","Emiliano Gabriel Vecchio","vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,3,"SAN","mei","Nulo",0,7,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/04/13/b4fbb440ff9134aa73e2b4edf6fd5bc5_FORMATO.png",68698,3,"CRU","mei","Nulo",5.9,7.6,-0.4,5.9,"Cruzeiro",NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,NA,NA,NA
"119","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/03/20/ee5515039eef72f54101762640fb53f5_FORMATO.png",68744,3,"COR","ata","Nulo",0.9,8.58,-1.41,3.7,"Corinthians",NA,NA,5,NA,1,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"120","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,3,"BAH","lat","Provável",13.1,15.01,2.66,9.87,"Bahia",NA,NA,9,2,NA,2,2,2,NA,NA,8,11,1,NA,NA,NA
"121","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/03/20/c8437e142fdd78fc9a58612ecb464b3f_FORMATO.png",68784,3,"COR","ata","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,3,"VAS","lat","Provável",0,3.28,0,0.85,"Vasco",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,2,NA,NA,NA,NA
"123","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/04/17/2193ea8fc1fdd0e0ad2061957b98092e_FORMATO.png",68817,3,"GRE","zag","Contundido",5.7,7.76,0.8,5.4,"Grêmio",NA,NA,3,1,NA,2,NA,1,NA,NA,5,4,NA,NA,NA,NA
"124","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,3,"ATL","mei","Provável",0,3.22,0,-1.55,"Atlético-PR",NA,NA,1,NA,NA,2,NA,NA,NA,NA,7,3,NA,NA,1,NA
"125","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,3,"BAH","ata","Nulo",0,6,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,3,"INT","gol","Nulo",0,7.72,0,5.2,"Internacional",NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"127","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,3,"GRE","gol","Nulo",1.7,6.92,-2.08,1.7,"Grêmio",2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"128","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_FORMATO.png",68886,3,"CRU","zag","Nulo",0,6,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,3,"VIT","lat","Nulo",0,7,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,3,"VIT","ata","Nulo",0,6,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,3,"ATL","zag","Provável",0,12,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Gerson Alencar de Lima Junior","gerson-magrao","Gerson Magrão","https://s.glbimg.com/es/sde/f/2018/03/17/7787fa3ecd62a5111d49080ab527bfe1_FORMATO.png",50401,3,"AME","mei","Nulo",0,3.24,-1.03,0.6,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"133","Renato de Araújo Chaves Júnior","renato-chaves","Renato Chaves","https://s.glbimg.com/es/sde/f/2018/01/21/71897950622a7c7260a587b71229a2ee_FORMATO.png",68827,3,"FLU","zag","Provável",2.3,5.82,-0.28,2.93,"Fluminense",NA,NA,1,1,NA,5,1,NA,NA,NA,8,6,1,NA,NA,NA
"134","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,3,"FLU","zag","Dúvida",1.5,5.58,-0.7,3.77,"Fluminense",NA,NA,1,1,1,3,NA,1,NA,NA,5,2,NA,NA,NA,NA
"135","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,3,"INT","ata","Nulo",0,2.83,-1.17,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Anselmo de Moraes","anselmo","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,3,"SPO","mei","Provável",5.1,10.69,0.45,4.9,"Sport",NA,NA,8,NA,NA,7,NA,2,NA,NA,8,10,NA,NA,NA,NA
"137","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,3,"BOT","ata","Dúvida",0.7,3.44,-0.22,-0.43,"Botafogo",NA,NA,4,NA,NA,3,NA,1,NA,NA,7,1,1,NA,NA,NA
"138","Carlos Eduardo Marques","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2018/03/21/f5eb1f78647571d7e58db6a03eb7b42f_FORMATO.png",50369,3,"PAR","mei","Dúvida",0,5.1,0,2.4,"Paraná",NA,NA,2,NA,NA,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA
"139","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,3,"PAL","ata","Provável",2,15.88,-2.08,4.77,"Palmeiras",NA,NA,5,NA,1,2,3,1,1,NA,12,2,2,NA,NA,NA
"140","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/03/11/2190ebb7a39928f348b04acb3c4ee9e7_FORMATO.png",68911,3,"SAO","mei","Provável",1.6,9.72,-3.28,1.6,"São Paulo",NA,NA,1,NA,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA
"141","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,3,"CRU","zag","Provável",0,5.86,0,2.4,"Cruzeiro",NA,NA,4,NA,NA,3,1,1,NA,NA,4,5,2,NA,NA,NA
"142","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,3,"VAS","lat","Contundido",0,10,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,3,"BOT","ata","Nulo",0.7,3.52,-0.29,0.7,"Botafogo",NA,NA,NA,NA,NA,3,1,NA,NA,NA,2,2,NA,NA,NA,NA
"144","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/04/09/f2c6c8bfe27315c6e7bd65079343b249_FORMATO.png",50408,3,"VAS","zag","Nulo",0,6,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/03/02/d00026e6cf3c0dd54238f97ea84534ae_FORMATO.png",68917,3,"CHA","ata","Nulo",0,4.34,0,1.95,"Chapecoense",NA,NA,2,NA,NA,1,1,2,NA,NA,3,1,NA,NA,NA,NA
"146","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,3,"CRU","gol","Nulo",10.5,7.71,1.71,10.5,"Cruzeiro",2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,3,"PAR","ata","Nulo",0,3.44,0,2,"Paraná",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,3,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,3,"VAS","mei","Contundido",0,8,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/04/13/b9d623e0550dff279ca605e2d622d05d_FORMATO.png",50459,3,"CRU","zag","Provável",0,6.15,0,2.25,"Cruzeiro",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"151","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/03/17/da3cd31850e8d5668e2a014fbe7847c3_FORMATO.png",50421,3,"AME","mei","Provável",0,3.1,0,-0.5,"América-MG",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/03/15/ae88cb5d16e26374f731749575af56a4_FORMATO.png",50877,3,"CEA","mei","Contundido",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/03/02/ba7873a63732d2a0a49ccd7fe5d47b5c_FORMATO.png",50645,3,"CHA","lat","Nulo",0,4.82,0,2,"Chapecoense",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"154","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,3,"INT","zag","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,3,"COR","zag","Provável",1.7,8.1,-0.67,2.9,"Corinthians",NA,NA,2,1,NA,1,NA,1,NA,NA,2,2,NA,NA,NA,NA
"156","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,3,"CHA","lat","Provável",8.1,6.33,2.17,2.9,"Chapecoense",NA,NA,2,1,NA,8,NA,2,NA,NA,8,5,NA,NA,NA,NA
"157","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/03/15/7627259ae04362786097252b9c1b2a0b_FORMATO.png",51194,3,"CEA","zag","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Pedro Roberto Silva Botelho","pedro-botelho","Pedro Botelho","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_FORMATO.png",51779,3,"VIT","lat","Provável",6.8,7,1.55,3.87,"Vitória",NA,NA,NA,NA,NA,1,NA,1,1,NA,9,4,NA,NA,NA,NA
"159","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,3,"FLA","mei","Provável",4.6,2.47,-0.42,-0.6,"Flamengo",NA,NA,4,NA,NA,3,1,NA,NA,NA,3,2,NA,NA,1,NA
"160","Thiago Carleto Alves","thiago-carleto","Thiago Carleto","https://s.glbimg.com/es/sde/f/2018/03/01/c5b5d602b0e56ba728e728a7256ce180_FORMATO.png",51700,3,"ATL","lat","Provável",10.7,17.32,1.74,10.37,"Atlético-PR",NA,NA,4,2,1,2,2,1,1,NA,12,3,NA,1,NA,NA
"161","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,3,"FLA","zag","Provável",6.3,17.78,-0.24,8.23,"Flamengo",NA,NA,5,2,NA,NA,1,3,1,NA,3,1,NA,NA,NA,NA
"162","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/03/20/d0132ebc98e69f3bf16295300fa37c33_FORMATO.png",51413,3,"COR","gol","Nulo",0,7,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,3,"VIT","zag","Provável",-1,1.94,-0.79,-0.83,"Vitória",NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,2,1,NA,NA,NA
