"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","FD","FF","FT","A","GC","I","DD","GS","PP","DP","CV"
"81","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,23,"GRE","ata","Provável",0,5.77,0,2.67,"Grêmio",1,12,13,3,27,4,NA,2,4,1,1,NA,1,NA,NA,1,NA,NA
"82","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,23,"FLU","mei","Nulo",0,3.01,0,1.25,"Fluminense",2,4,4,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,23,"ATL","lat","Provável",0,4.14,0,1.66,"Atlético-MG",1,25,3,NA,40,19,2,1,2,NA,1,NA,3,NA,NA,NA,NA,NA
"84","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,23,"BAH","ata","Provável",8.7,13.54,1.42,6.8,"Bahia",NA,5,15,5,13,6,NA,1,13,NA,NA,NA,1,NA,NA,NA,NA,NA
"85","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,23,"INT","ata","Contundido",0,8.41,0,3.91,"Internacional",3,13,29,1,20,13,NA,5,9,1,3,NA,NA,NA,NA,NA,NA,NA
"86","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,23,"INT","mei","Nulo",0,3.85,0,2.83,"Internacional",NA,6,3,1,11,2,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"87","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,23,"INT","lat","Dúvida",0,4.17,0,-1.2,"Internacional",NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,23,"INT","mei","Nulo",0.7,4.99,-0.01,0.19,"Internacional",NA,2,11,NA,21,2,NA,2,5,NA,NA,NA,1,NA,NA,NA,NA,1
"89","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,23,"FLA","lat","Provável",-0.2,3.14,-0.04,2.68,"Flamengo",NA,1,6,NA,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,23,"CRU","mei","Nulo",0,5.31,0,1.92,"Cruzeiro",5,23,18,1,51,21,NA,2,8,NA,3,NA,2,NA,NA,NA,NA,NA
"91","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,23,"PAL","ata","Dúvida",-0.3,14.09,-0.73,5.01,"Palmeiras",7,16,65,4,52,13,NA,13,11,NA,5,NA,3,NA,NA,1,NA,1
"92","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,23,"PAL","lat","Provável",5,6.3,1.02,2.74,"Palmeiras",1,9,3,NA,8,3,5,1,3,1,NA,NA,NA,NA,NA,1,NA,NA
"93","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,23,"VIT","ata","Nulo",0,9.24,0,3.57,"Vitória",2,7,13,2,29,10,NA,6,10,1,3,NA,2,NA,NA,NA,NA,NA
"94","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,23,"SAO","lat","Provável",0.2,3.83,-0.29,3.64,"São Paulo",1,7,6,NA,9,9,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"95","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,23,"SAN","gol","Provável",11,16.03,1.29,3.8,"Santos",NA,NA,4,NA,6,NA,8,NA,NA,NA,NA,NA,NA,28,22,NA,NA,NA
"96","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,23,"FLU","tec","Provável",6.02,10.85,0.97,3.71,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,23,"AME","zag","Provável",0,3.53,0,0.53,"América-MG",2,10,4,NA,8,10,NA,1,3,NA,NA,1,1,NA,NA,NA,NA,NA
"98","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,23,"CEA","ata","Provável",0.2,4.96,-1.04,2.22,"Ceará",NA,17,19,1,34,12,NA,5,6,NA,3,NA,1,NA,NA,NA,NA,NA
"99","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,23,"PAL","mei","Nulo",15.5,8.16,1.99,3.06,"Palmeiras",4,23,20,2,37,31,NA,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"100","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,23,"VAS","zag","Contundido",0,5.87,0,2.35,"Vasco",NA,8,5,NA,9,9,1,2,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"101","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,23,"VIT","mei","Contundido",0,4.44,0,2.69,"Vitória",1,10,3,NA,7,18,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"102","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,23,"ATL","mei","Suspenso",-2.5,2.28,-0.75,1.49,"Atlético-PR",3,17,1,1,14,14,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,23,"AME","lat","Provável",11.7,13.03,1.92,5.19,"América-MG",5,25,14,2,33,26,4,6,4,1,1,NA,1,NA,NA,NA,NA,NA
"104","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,23,"BAH","tec","Provável",7.42,11.19,0.94,3.62,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,23,"PAL","lat","Provável",0,13.05,0,6.34,"Palmeiras",5,36,16,1,69,58,6,2,2,1,2,NA,NA,NA,NA,NA,NA,NA
"106","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,23,"PAR","mei","Contundido",0,4.47,0,0.2,"Paraná",NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,23,"CHA","mei","Nulo",0,3.84,0,1.37,"Chapecoense",NA,2,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,23,"ATL","ata","Provável",-1.5,14.07,-1.07,5.09,"Atlético-MG",4,37,20,3,59,60,NA,4,13,1,3,NA,2,NA,NA,NA,NA,NA
"109","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,23,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,23,"GRE","ata","Nulo",1.9,7.89,-0.88,2.32,"Grêmio",3,34,30,4,34,10,NA,6,11,NA,NA,NA,11,NA,NA,NA,NA,NA
"111","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,23,"INT","mei","Provável",2.7,8.64,0.49,2.24,"Internacional",4,15,25,1,42,21,NA,2,8,NA,2,NA,NA,NA,NA,NA,NA,NA
"112","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,23,"CHA","zag","Dúvida",0,7.64,0,3.04,"Chapecoense",2,22,14,NA,12,26,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"113","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,23,"SAO","mei","Provável",3.7,8.19,-0.1,3.73,"São Paulo",3,28,24,NA,30,50,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,23,"VAS","lat","Provável",0.2,2.44,0.2,0.8,"Vasco",1,3,1,NA,10,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,23,"INT","zag","Provável",4,12.45,-0.64,6.09,"Internacional",3,14,16,1,20,29,10,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"116","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,23,"VIT","lat","Nulo",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,23,"VAS","lat","Nulo",0,2.43,0,0.59,"Vasco",1,6,7,NA,24,5,NA,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"118","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,23,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,23,"CRU","mei","Provável",-1.8,6.02,-1.17,2.63,"Cruzeiro",4,24,6,2,23,18,NA,2,13,NA,1,NA,NA,NA,NA,NA,NA,NA
"120","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,23,"ATL","ata","Nulo",0,3.29,0,0.74,"Atlético-PR",3,8,12,NA,6,2,NA,4,8,NA,NA,NA,2,NA,NA,NA,NA,NA
"121","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,23,"GRE","gol","Nulo",0,6.66,0,2.76,"Grêmio",2,NA,1,NA,4,NA,3,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA
"122","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,23,"INT","gol","Provável",5,9.14,-1.17,8.9,"Internacional",1,NA,2,NA,3,NA,7,NA,NA,NA,NA,NA,NA,17,2,NA,NA,NA
"123","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,23,"COR","ata","Nulo",0,6.87,0,2.36,"Corinthians",NA,4,12,NA,2,4,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"124","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,23,"FLU","zag","Provável",5.1,5.88,1.01,2.74,"Fluminense",NA,13,5,NA,15,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,23,"FLU","zag","Provável",4.8,6.09,1.21,2.63,"Fluminense",3,26,8,1,36,16,6,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"126","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,23,"SAN","lat","Provável",5.6,12.74,-0.67,4.85,"Santos",4,12,24,NA,65,46,8,2,6,1,1,NA,2,NA,NA,NA,NA,NA
"127","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,23,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",1,19,8,NA,30,24,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1
"128","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,23,"VAS","ata","Provável",11.2,9.53,2.84,4.57,"Vasco",4,24,10,2,7,2,NA,2,7,1,3,NA,1,NA,NA,NA,NA,NA
"129","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,23,"VIT","ata","Nulo",-0.5,4.19,-0.01,1.11,"Vitória",3,27,20,2,20,5,NA,6,3,NA,NA,NA,4,NA,NA,NA,NA,NA
"130","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,23,"FLU","ata","Nulo",0,4.16,-0.45,1.06,"Fluminense",2,14,10,NA,17,11,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"131","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,23,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,23,"BAH","lat","Provável",9.1,13.81,0.92,5.94,"Bahia",2,15,20,NA,35,35,5,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"133","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,23,"BOT","ata","Provável",4.5,7.73,0.02,4.47,"Botafogo",NA,16,29,5,23,8,NA,11,11,NA,1,NA,5,NA,NA,NA,NA,NA
"134","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,23,"PAR","ata","Nulo",0,5,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,23,"GRE","zag","Nulo",0,6.87,0,4.89,"Grêmio",1,6,9,NA,19,12,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,23,"BOT","ata","Nulo",0,3.57,0,1.58,"Botafogo",6,12,18,1,32,18,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,23,"VAS","lat","Nulo",0,7.44,0,3.02,"Vasco",1,5,4,1,20,11,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,23,"SAO","mei","Provável",0,10.57,0,4.55,"São Paulo",NA,24,26,7,31,5,NA,8,11,1,3,NA,9,NA,NA,NA,NA,1
"139","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,23,"INT","ata","Dúvida",0.5,7.07,0.08,2.99,"Internacional",3,21,12,3,22,4,NA,11,16,NA,1,NA,4,NA,NA,NA,NA,NA
"140","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,23,"SPO","zag","Dúvida",-4.6,5.51,-1.65,2.49,"Sport",5,21,23,NA,24,25,5,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA
"141","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,23,"VAS","mei","Nulo",0,7.16,0,2.17,"Vasco",1,14,15,NA,40,14,NA,4,7,NA,2,NA,NA,NA,NA,1,NA,NA
"142","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,23,"CHA","ata","Nulo",0,3.23,0,1.14,"Chapecoense",NA,2,4,NA,8,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,23,"SAO","lat","Provável",-5.3,5.15,-1.81,2.53,"São Paulo",2,8,3,NA,14,11,3,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
"144","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,23,"GRE","ata","Contundido",0,11.1,0,4.6,"Grêmio",2,12,16,1,11,10,NA,5,5,NA,1,NA,1,NA,NA,NA,NA,NA
"145","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,23,"CRU","gol","Nulo",0,6.53,0,7.67,"Cruzeiro",NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA
"146","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,23,"ATL","zag","Provável",8.2,10.41,1.27,5.61,"Atlético-MG",4,8,16,2,24,17,4,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"147","Jorge Daniel González Marquet","torito-gonzalez","Torito González","https://s.glbimg.com/es/sde/f/2018/03/21/4a53af8bd51b42f968f3b584e1581274_FORMATO.png",73703,23,"PAR","mei","Dúvida",0,5.89,0,3,"Paraná",5,20,30,NA,12,26,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,23,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,23,"CEA","ata","Nulo",0,5,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,23,"COR","mei","Nulo",0,2.83,0,2.08,"Corinthians",2,5,1,NA,7,11,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,23,"CRU","zag","Nulo",0,4.37,0,2.28,"Cruzeiro",NA,6,5,1,7,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"152","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,23,"SAN","gol","Contundido",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,23,"SPO","mei","Nulo",1.9,2.59,0.45,1.05,"Sport",6,25,25,NA,23,22,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,23,"ATL","ata","Provável",-1,10.03,-2.69,4.88,"Atlético-PR",4,46,17,7,22,26,NA,12,19,NA,2,NA,16,NA,NA,NA,NA,NA
"155","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,23,"INT","gol","Contundido",0,10,0,4.01,"Internacional",NA,NA,2,NA,3,NA,6,NA,NA,NA,NA,NA,NA,14,10,NA,NA,NA
"156","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,23,"ATL","gol","Provável",-3,9.05,-1.73,4.64,"Atlético-PR",1,1,3,NA,10,NA,8,NA,NA,NA,NA,NA,NA,30,19,NA,NA,NA
"157","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,23,"ATL","ata","Contundido",0,6.12,0,4.6,"Atlético-PR",NA,2,3,1,10,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,23,"FLA","mei","Dúvida",3.9,2.88,0.72,0.45,"Flamengo",1,3,1,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,23,"SAN","lat","Provável",4.9,10.32,-0.62,4.84,"Santos",2,12,5,2,35,30,6,4,2,NA,NA,NA,4,NA,NA,NA,NA,NA
"160","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,23,"FLU","lat","Provável",15.1,5.82,2.51,3.47,"Fluminense",4,13,12,NA,15,15,1,1,2,1,1,NA,2,NA,NA,NA,NA,NA
"161","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/07/10/3a93f8f8aa66f16a6010d3e4f1a727df_FORMATO.png",69249,23,"VAS","gol","Provável",2,6.18,0.8,0.61,"Vasco",2,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,16,22,NA,NA,NA
