"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","CA","FT","G","I","SG","GC","DD","GS","CV","PP","DP"
"81","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,35,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",3,NA,NA,NA,1,5,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"82","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,35,"FLA","zag","Provável",6.4,15.87,0.27,5.28,"Flamengo",10,4,11,25,29,27,NA,1,NA,2,NA,13,NA,NA,NA,NA,NA,NA
"83","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,35,"SAO","zag","Provável",0,7.21,0,2.88,"São Paulo",30,3,6,10,34,38,NA,5,NA,1,NA,7,1,NA,NA,2,NA,NA
"84","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,35,"BOT","lat","Contundido",0,7.21,0,3.94,"Botafogo",24,2,4,35,40,34,NA,5,NA,1,NA,4,NA,NA,NA,1,NA,NA
"85","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,35,"FLA","mei","Provável",0.2,7.13,-0.75,4.01,"Flamengo",42,15,23,61,123,52,5,5,NA,4,1,NA,NA,NA,NA,1,NA,NA
"86","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,35,"AME","ata","Nulo",0,5.33,0,1.33,"América-MG",6,3,2,11,33,6,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA
"87","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,35,"CRU","zag","Nulo",0,10.89,0,5.62,"Cruzeiro",18,5,6,16,34,39,NA,5,NA,3,1,7,NA,NA,NA,NA,NA,NA
"88","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,35,"ATL","gol","Provável",7.7,12.15,0.58,3.91,"Atlético-MG",NA,NA,NA,4,24,NA,NA,2,NA,NA,NA,10,NA,58,39,NA,NA,NA
"89","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,35,"COR","mei","Provável",0.7,7.23,-1.03,2.65,"Corinthians",15,NA,5,19,15,29,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"90","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,35,"ATL","lat","Provável",6.2,5.01,0.74,1.51,"Atlético-MG",37,1,4,9,53,21,1,4,NA,NA,5,5,NA,NA,NA,NA,NA,NA
"91","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,35,"ATL","mei","Suspenso",5,7.34,0.73,3.43,"Atlético-MG",34,6,16,34,64,44,4,9,NA,5,5,NA,NA,NA,NA,NA,NA,NA
"92","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,35,"GRE","ata","Provável",5.9,4.54,1.53,3.12,"Grêmio",21,5,6,22,42,7,2,2,1,5,2,NA,NA,NA,NA,NA,1,NA
"93","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,35,"BOT","lat","Nulo",0,3.88,0,2.27,"Botafogo",3,NA,NA,1,21,7,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"94","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,35,"AME","ata","Provável",-1.9,8.13,-0.57,1.82,"América-MG",43,2,18,50,63,27,3,5,NA,1,6,NA,NA,NA,NA,2,NA,NA
"95","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,35,"INT","lat","Nulo",0,5.09,0,3.55,"Internacional",1,NA,NA,NA,8,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"96","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,35,"BAH","ata","Dúvida",-0.3,12.2,-0.55,5.62,"Bahia",17,9,19,27,30,14,NA,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA
"97","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,35,"FLU","mei","Provável",2.7,2.87,0.49,0.94,"Fluminense",11,NA,NA,7,8,14,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,35,"CRU","mei","Provável",-3,4.59,-0.52,1.55,"Cruzeiro",33,5,11,26,77,30,3,8,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"99","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,35,"SAN","gol","Provável",-0.5,14.41,-0.33,3.88,"Santos",NA,NA,NA,9,8,NA,NA,NA,NA,NA,NA,14,NA,41,33,NA,NA,NA
"100","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,35,"INT","mei","Nulo",0.2,3.59,-0.13,2.15,"Internacional",6,1,7,7,17,3,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"101","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,35,"SAO","lat","Nulo",5,4.96,0.62,3.8,"São Paulo",12,NA,3,10,17,14,1,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"102","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,35,"ATL","mei","Provável",0,2.6,0.1,1.17,"Atlético-PR",30,3,6,2,21,24,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"103","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,35,"VIT","ata","Nulo",0,8.81,0,3.23,"Vitória",7,6,13,16,38,11,4,2,1,2,2,NA,NA,NA,NA,NA,NA,NA
"104","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,35,"PAL","lat","Nulo",0,6.48,0,2.69,"Palmeiras",13,1,3,6,13,5,NA,1,1,NA,NA,9,NA,NA,NA,NA,1,NA
"105","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,35,"FLU","tec","Provável",4.88,11.29,0.82,3.81,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,35,"INT","mei","Dúvida",-5.5,4.09,-0.79,0.87,"Internacional",5,3,7,26,67,4,1,4,2,2,1,NA,NA,NA,NA,1,NA,NA
"107","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,35,"FLA","lat","Dúvida",0,4.15,0,2.79,"Flamengo",23,1,2,19,36,13,1,3,NA,NA,2,8,NA,NA,NA,NA,NA,NA
"108","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,35,"CEA","zag","Provável",2.5,5.92,0.33,3.33,"Ceará",24,2,2,6,30,24,NA,4,NA,1,1,11,NA,NA,NA,NA,NA,NA
"109","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,35,"BAH","tec","Provável",1.38,10.65,-0.53,3.74,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,35,"VAS","zag","Nulo",0,5.54,0,2.7,"Vasco",11,2,5,8,19,15,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA
"111","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,35,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,35,"CHA","mei","Dúvida",0,3.58,0,1.52,"Chapecoense",6,NA,NA,10,8,7,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"113","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,35,"PAL","mei","Provável",4.6,6.19,0.68,2.28,"Palmeiras",29,5,8,26,57,39,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"114","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,35,"FLU","gol","Nulo",0,3.38,0,7.5,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,3,NA,NA,1
"115","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,35,"CHA","zag","Provável",2.5,7.88,0.32,3.15,"Chapecoense",33,1,7,19,19,40,NA,2,1,NA,NA,8,NA,NA,NA,1,NA,NA
"116","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,35,"VIT","mei","Provável",1.2,4.46,-0.01,2.26,"Vitória",20,1,7,11,20,28,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"117","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,35,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",3,1,1,3,15,5,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"118","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,35,"AME","zag","Nulo",0,3.61,0,0.53,"América-MG",12,1,3,5,12,12,NA,3,NA,NA,3,1,1,NA,NA,NA,NA,NA
"119","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,35,"ATL","ata","Provável",2.9,14.56,0.06,4.54,"Atlético-MG",57,8,22,41,103,82,5,6,1,3,4,NA,NA,NA,NA,NA,NA,NA
"120","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,35,"INT","mei","Provável",-3.3,8.05,-3.19,2.77,"Internacional",31,5,12,38,67,35,5,7,NA,3,2,NA,NA,NA,NA,1,NA,NA
"121","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,35,"AME","lat","Provável",3.4,12.03,0.16,4.66,"América-MG",43,10,10,26,62,51,2,7,1,2,4,6,NA,NA,NA,NA,NA,NA
"122","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,35,"INT","zag","Suspenso",-4,11.31,-2.33,5.74,"Internacional",22,4,12,27,28,41,NA,4,NA,2,2,12,NA,NA,NA,1,NA,NA
"123","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png",69249,35,"VAS","gol","Nulo",0,5.89,0,1.83,"Vasco",NA,NA,NA,1,5,NA,NA,3,NA,NA,NA,3,NA,30,29,NA,NA,NA
"124","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,35,"ATL","ata","Nulo",0,4.27,0,2.82,"Atlético-PR",14,5,17,15,14,4,1,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"125","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,35,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",8,4,7,9,28,7,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"126","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,35,"SAO","mei","Provável",0.6,7.8,-0.22,3.27,"São Paulo",47,NA,2,38,53,76,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/27/9ec5f19c97f40e2971bc97aaad240504_FORMATO.png",78435,35,"FLA","ata","Provável",11.7,17.2,1.06,6.67,"Flamengo",37,16,27,26,72,42,5,2,2,3,2,NA,NA,NA,NA,NA,NA,NA
"128","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,35,"GRE","ata","Nulo",-3.5,6.32,-0.83,1.63,"Grêmio",42,7,14,32,37,10,NA,5,NA,4,13,NA,NA,NA,NA,NA,NA,NA
"129","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,35,"CRU","mei","Nulo",0,6.27,0,2.21,"Cruzeiro",35,2,13,13,35,26,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"130","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,35,"FLU","ata","Nulo",0,4.12,0,1.06,"Fluminense",24,2,7,16,27,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,35,"GRE","zag","Contundido",0,7.39,0,4.77,"Grêmio",12,1,4,16,31,23,NA,2,NA,NA,1,7,NA,NA,NA,NA,NA,NA
"132","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,35,"SAN","lat","Provável",-0.3,13.01,-0.67,5.6,"Santos",23,4,12,39,91,73,2,5,1,1,2,14,NA,NA,NA,NA,NA,NA
"133","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,35,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,35,"BAH","lat","Contundido",0,12.72,0,5.39,"Bahia",25,4,5,36,45,54,1,4,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"135","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,35,"VAS","ata","Dúvida",0,9.15,0,4.31,"Vasco",50,6,15,18,31,4,5,8,2,7,4,NA,NA,NA,NA,NA,NA,NA
"136","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,35,"COR","ata","Nulo",0,5.76,0,1.27,"Corinthians",7,2,1,15,9,4,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"137","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,35,"ATL","mei","Nulo",1,4.39,-0.05,2.32,"Atlético-PR",26,2,3,10,32,34,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"138","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,35,"INT","gol","Provável",5.2,9.26,-0.32,5.29,"Internacional",NA,NA,NA,5,6,1,NA,1,NA,NA,NA,9,NA,32,15,NA,NA,NA
"139","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,35,"FLU","zag","Provável",10.7,7.76,1.34,3.99,"Fluminense",30,4,5,10,30,30,NA,2,NA,1,NA,9,NA,NA,NA,NA,NA,NA
"140","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,35,"INT","ata","Suspenso",-3.1,2.36,-0.45,1.17,"Internacional",3,1,NA,8,14,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"141","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,35,"FLU","zag","Provável",5.2,6.56,0.1,2.93,"Fluminense",34,2,8,13,52,26,1,4,NA,1,1,10,NA,NA,NA,NA,NA,NA
"142","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,35,"GRE","gol","Provável",8,7.35,1.16,2.77,"Grêmio",NA,NA,NA,3,5,NA,NA,2,NA,NA,NA,7,NA,16,16,NA,NA,NA
"143","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,35,"VIT","ata","Nulo",0,3.97,0,0.73,"Vitória",36,6,4,27,21,5,NA,3,NA,2,5,NA,NA,NA,NA,NA,NA,NA
"144","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,35,"VAS","lat","Contundido",0,7.34,0,2.85,"Vasco",17,3,5,19,56,29,NA,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA
"145","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,35,"PAL","ata","Provável",6.5,15.84,0.62,5.64,"Palmeiras",27,20,15,114,85,16,11,9,2,6,4,NA,NA,NA,NA,1,1,NA
"146","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,35,"SAO","mei","Provável",6.8,12.58,1.15,4.34,"São Paulo",42,11,18,41,59,7,3,NA,2,12,12,NA,NA,NA,NA,1,NA,NA
"147","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,35,"CHA","ata","Nulo",0,2.6,0,0.42,"Chapecoense",8,2,5,9,16,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"148","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,35,"PAL","lat","Nulo",0,12.82,0,6.06,"Palmeiras",43,2,3,20,86,65,3,5,1,1,NA,8,NA,NA,NA,NA,NA,NA
"149","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,35,"ATL","zag","Provável",7.4,10.74,0.14,4.88,"Atlético-MG",27,3,7,27,50,36,NA,7,1,4,4,8,1,NA,NA,NA,NA,NA
"150","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,35,"VAS","mei","Nulo",0,6.16,0,1.75,"Vasco",17,9,11,19,52,18,2,3,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"151","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,35,"CRU","gol","Nulo",0,6.45,0,5,"Cruzeiro",1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,11,7,NA,NA,NA
"152","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,35,"GRE","ata","Nulo",0,10,-0.33,2.94,"Grêmio",17,6,12,22,17,13,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"153","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,35,"ATL","gol","Provável",-2.3,9.86,-2.53,4.96,"Atlético-PR",1,NA,NA,6,22,NA,NA,3,NA,NA,NA,13,NA,47,26,NA,NA,NA
"154","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,35,"BOT","ata","Nulo",1.2,7.46,-0.35,4.14,"Botafogo",26,15,12,53,36,8,2,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA
"155","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,35,"CRU","zag","Provável",1.9,4.5,-0.17,2.16,"Cruzeiro",13,NA,1,9,23,7,NA,2,NA,1,1,4,NA,NA,NA,NA,NA,NA
"156","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,35,"SPO","zag","Provável",6.7,7.24,0.24,2.55,"Sport",29,1,9,28,31,38,NA,9,NA,NA,3,7,NA,NA,NA,NA,NA,NA
"157","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,35,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,35,"ATL","ata","Provável",1.6,6.19,0.08,3.21,"Atlético-PR",11,3,8,10,26,7,NA,1,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"159","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,35,"ATL","mei","Provável",2.7,11.52,0.52,3.56,"Atlético-PR",32,22,24,43,69,23,6,5,5,2,8,NA,NA,NA,NA,1,NA,NA
"160","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,35,"INT","ata","Provável",0,8.17,-2.01,4.63,"Internacional",34,18,21,30,40,7,2,3,NA,10,8,NA,NA,NA,NA,NA,1,NA
"161","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,35,"BOT","ata","Nulo",-1.8,3.53,-0.23,1.24,"Botafogo",24,6,12,24,43,24,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
