"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FS","PE","RB","SG","CA","FD","FF","G","I","A","DD","GS","FT","CV","GC","PP","DP"
"79","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,5,"FLA","zag","Provável",0,18.22,0,7.67,"Flamengo",NA,7,3,1,3,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,5,"AME","ata","Provável",7.6,12.56,0.52,5.52,"América-MG",8,6,7,10,NA,2,1,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"81","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,5,"ATL","gol","Provável",16,13.04,4,4.9,"Atlético-MG",NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,11,6,NA,NA,NA,NA,NA
"82","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/03/11/52e391e51311c7369cb27a17c9399207_FORMATO.png",52618,5,"SAO","zag","Nulo",0,7.67,0,3.6,"São Paulo",1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,5,"AME","ata","Nulo",9.8,8.56,2.24,5.02,"América-MG",1,4,12,4,NA,NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"84","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,5,"BOT","lat","Nulo",0,4,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,5,"ATL","lat","Provável",6.4,6.25,0.98,3.72,"Atlético-MG",10,2,18,11,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"86","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,5,"INT","ata","Provável",-2.6,5.88,-1.55,1.93,"Internacional",4,4,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"87","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,5,"BOT","lat","Provável",3.5,7.98,0.05,4.32,"Botafogo",7,13,22,12,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,5,"ATL","mei","Provável",1.2,4.54,0.32,-0.36,"Atlético-MG",4,3,6,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,5,"CRU","zag","Suspenso",14.9,11.25,1.56,8.88,"Cruzeiro",6,4,6,9,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,5,"INT","lat","Nulo",0,6,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png",61985,5,"FLU","mei","Nulo",0,4,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/03/01/e1d42c19d15d02974d5cd40ea90fe86c_FORMATO.png",60825,5,"CEA","ata","Nulo",1.8,4.46,0.27,1.02,"Ceará",7,6,13,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,5,"GRE","ata","Dúvida",0,2.55,0,-0.65,"Grêmio",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2018/03/20/c125fa08820e1bbf4a2640e7108b05d2_FORMATO.png",61033,5,"COR","mei","Nulo",11.4,24.64,0.62,10.95,"Corinthians",8,10,10,4,NA,NA,1,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"95","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,5,"AME","mei","Nulo",-0.5,3.5,-1.5,-0.5,"América-MG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,5,"CRU","mei","Provável",4.3,5.72,0.58,1.42,"Cruzeiro",3,8,19,8,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"97","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,5,"SAN","gol","Provável",1,15.88,-0.52,3.17,"Santos",NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA
"98","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,5,"INT","mei","Nulo",0,4.01,0,-0.5,"Internacional",1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,5,"FLA","lat","Contundido",2.3,3.1,-0.34,1.15,"Flamengo",1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,5,"SAO","lat","Nulo",0,3.39,0,2.35,"São Paulo",1,1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,5,"SPO","mei","Nulo",2.4,8.17,-1.39,6.18,"Sport",6,2,12,10,NA,NA,6,6,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"102","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/03/11/2190ebb7a39928f348b04acb3c4ee9e7_FORMATO.png",68911,5,"SAO","mei","Provável",0,10.83,0,3.95,"São Paulo",2,2,7,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,5,"PAL","lat","Nulo",0,7,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/04/09/5e00d08320cfc973b6b426167701991c_FORMATO.png",62129,5,"VAS","mei","Dúvida",0,2.85,0,0.23,"Vasco",2,1,6,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/03/17/4a6e561bbf1123eb516161678dea131e_FORMATO.png",62137,5,"AME","tec","Provável",5.62,10.46,0.86,4.41,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/04/27/f013d92df6652366b0136490d4349934_FORMATO.png",62127,5,"VIT","ata","Provável",5.3,8.84,0.93,5.7,"Vitória",2,2,9,3,NA,NA,1,2,NA,1,2,NA,NA,1,NA,NA,NA,NA
"107","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,5,"PAL","lat","Provável",1.8,10.52,-1.51,5.64,"Palmeiras",10,5,21,14,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/03/19/53d593b1f30b40291234148691e0d365_FORMATO.png",63082,5,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,5,"PAL","mei","Contundido",0,5.68,0,1.5,"Palmeiras",2,1,6,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,5,"INT","mei","Suspenso",0,6.68,0,0.72,"Internacional",1,6,14,1,NA,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"111","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,5,"VAS","zag","Provável",-2.3,4.66,-1.32,1.65,"Vasco",4,3,8,7,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"112","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,5,"VIT","mei","Provável",3.2,3.88,0.29,1.45,"Vitória",6,2,4,6,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2017/09/06/6035aba70a37b419f328746b48c3bc46_FORMATO.png",63128,5,"CHA","zag","Provável",-0.5,6.38,-1.05,3.36,"Chapecoense",8,5,2,9,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,5,"CHA","mei","Nulo",0,5,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,5,"INT","zag","Provável",7.2,11.35,0.82,6.75,"Internacional",5,5,2,9,3,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"116","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,5,"AME","lat","Nulo",0,12.58,0,3.95,"América-MG",11,2,7,5,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"117","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,5,"PAR","mei","Nulo",0,4.47,0,0.2,"Paraná",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,5,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,5,"FLA","mei","Provável",0,4.72,0,2.87,"Flamengo",4,5,6,3,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"120","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,5,"INT","mei","Provável",0,10.22,0,4.13,"Internacional",NA,3,8,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"121","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/04/09/1cb2f4ec223fc588acc04336d52fcf07_FORMATO.png",63172,5,"VAS","zag","Nulo",0,5.71,0,2.43,"Vasco",1,3,5,5,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"122","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,5,"SAO","mei","Provável",3.4,7.33,0.27,3.23,"São Paulo",8,5,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,5,"INT","gol","Nulo",0,7.72,0,5.2,"Internacional",NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,5,"ATL","ata","Provável",3.5,13.98,-0.21,5.54,"Atlético-MG",9,4,16,21,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"125","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/05/18/3029b176fbac8f4a0cd982db9afb6df0_FORMATO.png",68886,5,"CRU","zag","Nulo",0,6,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,5,"ATL","ata","Dúvida",0,4.11,0,-1,"Atlético-PR",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Renato de Araújo Chaves Júnior","renato-chaves","Renato Chaves","https://s.glbimg.com/es/sde/f/2018/01/21/71897950622a7c7260a587b71229a2ee_FORMATO.png",68827,5,"FLU","zag","Provável",2.1,6.01,-0.13,2.7,"Fluminense",6,3,14,10,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,5,"VIT","ata","Provável",8.6,6.6,0.6,8.6,"Vitória",NA,1,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"129","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,5,"FLU","zag","Provável",-2.2,4.42,-1.16,2.28,"Fluminense",5,1,9,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"130","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/03/26/6b3009f67bc00fc3c783c397b4cbbdc9_FORMATO.png",68690,5,"GRE","ata","Dúvida",-2,8.39,-2.36,2.08,"Grêmio",14,9,13,1,NA,2,3,4,2,7,NA,NA,NA,NA,NA,NA,NA,NA
"131","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,5,"CRU","mei","Nulo",0,6.41,0,2.55,"Cruzeiro",3,NA,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,5,"GRE","gol","Dúvida",0,6.92,0,1.7,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"133","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/03/21/651f1bf4b51db0c365f67cbdc4d37b19_FORMATO.png",68727,5,"SAN","lat","Provável",3.1,11.51,-0.47,4.53,"Santos",3,8,13,11,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,5,"ATL","mei","Provável",6.8,5.06,1.08,1.83,"Atlético-PR",2,2,13,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"135","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,5,"BOT","ata","Nulo",0,3.63,0,0.1,"Botafogo",4,6,8,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Anselmo de Moraes","anselmo","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,5,"SPO","mei","Provável",7.7,12.66,0.22,6.3,"Sport",10,11,12,22,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Emiliano Gabriel Vecchio","vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,5,"SAN","mei","Nulo",0.7,5.26,-1.74,0.7,"Santos",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/03/20/c8437e142fdd78fc9a58612ecb464b3f_FORMATO.png",68784,5,"COR","ata","Nulo",0,5.08,-1.92,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,5,"PAL","ata","Suspenso",-0.4,14.37,-1.61,3.5,"Palmeiras",4,10,18,3,NA,3,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"140","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,5,"ATL","zag","Nulo",0,9.37,0,1.9,"Atlético-MG",NA,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,5,"VAS","lat","Nulo",0,10,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,5,"COR","ata","Dúvida",0,8.08,0,2.47,"Corinthians",2,5,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/03/02/d00026e6cf3c0dd54238f97ea84534ae_FORMATO.png",68917,5,"CHA","ata","Nulo",0,4.34,0,1.95,"Chapecoense",1,2,3,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/04/17/2193ea8fc1fdd0e0ad2061957b98092e_FORMATO.png",68817,5,"GRE","zag","Dúvida",0,7.76,0,5.4,"Grêmio",2,3,5,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,5,"BAH","lat","Provável",0,13.45,0,7.55,"Bahia",3,10,11,12,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,5,"CRU","gol","Nulo",0,7.71,0,10.5,"Cruzeiro",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"147","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,5,"VAS","lat","Provável",2.2,3.4,0.21,1.28,"Vasco",3,5,13,3,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"148","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,5,"BOT","ata","Nulo",9,5.38,2.11,2.22,"Botafogo",6,1,3,3,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,5,"INT","ata","Provável",0.3,6.11,-0.56,0.73,"Internacional",8,6,9,1,NA,2,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"150","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/04/13/e468e3c553f47dd0e61e5fa53e0d278d_FORMATO.png",68995,5,"SAO","lat","Dúvida",-1,6.83,-0.91,2.9,"São Paulo",6,1,10,8,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,5,"VAS","mei","Contundido",0,8,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,5,"INT","zag","Provável",6.2,16.02,0.86,6.88,"Internacional",10,4,7,19,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Ernandes Dias Luz","ernandes","Ernandes","https://s.glbimg.com/es/sde/f/2018/03/01/a1fac99f61665d003ba57b935365c49a_FORMATO.png",68956,5,"CEA","lat","Nulo",0,2.41,0,0.5,"Ceará",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,5,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,5,"SPO","zag","Provável",0.5,5.02,-1.04,1.83,"Sport",5,4,5,4,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,5,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,5,"COR","mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Giovanni Aparecido Adriano dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/9499f2b8fc40e3492df0257c5b638310_FORMATO.png",68979,5,"ATL","gol","Nulo",0,6,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
