"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","FT","G","PE","RB","DD","DP","GS","SG","CA","CV","I","GC","PP"
"81","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2018/09/03/be8fa5d6b57d480b7900b9986c586f3c_FORMATO.png",50407,27,"ATL","mei","Nulo",0,5,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Lucas Rios Marques","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/21/7a52d3010f3cf77c78569fca03e37727_FORMATO.png",50362,27,"VIT","lat","Nulo",0,6.5,0,2.72,"Vitória",NA,3,NA,2,8,NA,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/08/16/68939bb2515bd67ecdddb387f1c2230e_FORMATO.png",50402,27,"FLU","ata","Nulo",0,3.67,0.06,0.5,"Fluminense",NA,18,7,4,1,NA,NA,10,6,NA,NA,NA,NA,1,NA,4,NA,NA
"84","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,27,"CEA","mei","Nulo",0,3.73,0,0.47,"Ceará",NA,2,NA,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,27,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,27,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",NA,3,NA,NA,NA,NA,NA,1,5,NA,NA,NA,1,2,NA,NA,NA,NA
"87","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,27,"COR","gol","Nulo",0,7.69,0,5.47,"Corinthians",NA,NA,NA,NA,2,NA,NA,1,1,21,NA,10,3,NA,NA,NA,NA,NA
"88","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,27,"CHA","lat","Provável",0.8,6.18,0.08,3.42,"Chapecoense",3,20,1,5,20,NA,NA,52,33,NA,NA,NA,3,2,NA,NA,NA,NA
"89","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,27,"CEA","zag","Nulo",0,5.27,0,4.01,"Ceará",NA,17,2,1,5,NA,1,19,20,NA,NA,NA,9,3,NA,1,NA,NA
"90","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,27,"AME","mei","Nulo",0,1.31,0,0.1,"América-MG",1,18,1,4,15,1,NA,22,8,NA,NA,NA,NA,2,2,1,NA,NA
"91","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,27,"COR","zag","Nulo",6.5,10.34,1.16,3.15,"Corinthians",NA,14,NA,5,14,NA,2,14,15,NA,NA,NA,9,2,NA,NA,NA,NA
"92","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,27,"CRU","zag","Nulo",-3.5,7.17,-0.6,2.67,"Cruzeiro",NA,24,1,5,4,NA,NA,13,25,NA,NA,NA,7,2,NA,2,NA,NA
"93","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,27,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,2,NA,2,6,NA,NA,8,7,NA,NA,NA,1,NA,NA,1,NA,NA
"94","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,27,"AME","mei","Provável",0.9,1.95,0.14,0.67,"América-MG",NA,30,3,3,19,NA,NA,55,30,NA,NA,NA,NA,5,1,NA,NA,NA
"95","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,27,"FLA","zag","Provável",6.6,15.94,0.62,5.79,"Flamengo",NA,5,3,10,19,NA,2,11,18,NA,NA,NA,8,NA,NA,NA,NA,NA
"96","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,27,"VIT","zag","Nulo",0,2.18,0,0.99,"Vitória",NA,25,3,4,5,NA,NA,10,15,NA,NA,NA,3,8,NA,3,NA,NA
"97","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,27,"ATL","gol","Provável",-4,9.78,-0.09,3.2,"Atlético-MG",NA,NA,NA,NA,3,NA,NA,20,NA,42,NA,33,7,2,NA,NA,NA,NA
"98","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,27,"COR","mei","Provável",3,7.19,0.47,1.19,"Corinthians",NA,8,NA,1,8,NA,NA,8,13,NA,NA,NA,NA,3,NA,NA,NA,NA
"99","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,27,"CRU","zag","Nulo",0,11.2,0,5.58,"Cruzeiro",NA,17,5,6,15,NA,2,30,34,NA,NA,NA,6,4,NA,1,NA,NA
"100","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,27,"BOT","lat","Nulo",0,6.91,0,3.13,"Botafogo",NA,14,2,2,24,NA,1,32,20,NA,NA,NA,2,4,1,NA,NA,NA
"101","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,27,"ATL","mei","Provável",14.7,8.58,1.7,3.53,"Atlético-MG",4,26,4,8,20,NA,4,42,32,NA,NA,NA,NA,6,NA,5,NA,NA
"102","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,27,"FLA","mei","Provável",-2.2,6.58,-0.4,4.37,"Flamengo",5,36,12,19,44,NA,4,91,38,NA,NA,NA,NA,5,1,1,NA,NA
"103","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,27,"BOT","lat","Nulo",0,3.58,0,2.01,"Botafogo",NA,3,NA,NA,1,NA,NA,18,7,NA,NA,NA,2,NA,NA,NA,NA,NA
"104","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,27,"SAO","zag","Provável",-0.1,7.8,-0.35,3.85,"São Paulo",NA,24,3,6,9,NA,1,29,36,NA,NA,NA,7,5,1,NA,1,NA
"105","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,27,"AME","ata","Nulo",0,5.63,0,1.43,"América-MG",1,6,3,2,10,1,1,33,6,NA,NA,NA,NA,1,NA,1,NA,NA
"106","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,27,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",NA,5,NA,NA,4,NA,NA,9,6,NA,NA,NA,1,3,1,NA,NA,NA
"107","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,27,"AME","ata","Provável",5.1,9.56,1.49,2.42,"América-MG",3,27,1,11,32,NA,1,37,20,NA,NA,NA,NA,3,2,4,NA,NA
"108","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,27,"INT","lat","Nulo",0,5.09,0,3.55,"Internacional",1,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"109","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,27,"CEA","ata","Nulo",0,4.88,0,2.09,"Ceará",3,18,6,7,21,NA,1,37,12,NA,NA,NA,NA,NA,NA,1,NA,NA
"110","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,27,"ATL","lat","Nulo",0,4.03,0,1.43,"Atlético-MG",1,27,1,2,4,NA,NA,41,20,NA,NA,NA,2,2,NA,3,NA,NA
"111","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,27,"GRE","ata","Provável",0,5.77,0,2.67,"Grêmio",1,12,2,4,13,1,3,27,4,NA,NA,NA,NA,1,NA,1,NA,1
"112","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,27,"BAH","ata","Provável",5.3,13.95,-0.72,7.03,"Bahia",NA,11,8,16,25,NA,7,25,10,NA,NA,NA,NA,NA,NA,3,NA,NA
"113","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,27,"FLU","mei","Nulo",0,2.49,0,0.9,"Fluminense",NA,5,NA,NA,5,NA,NA,5,8,NA,NA,NA,NA,3,NA,NA,NA,NA
"114","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,27,"INT","mei","Dúvida",8,6.24,1.45,0.78,"Internacional",NA,3,3,5,15,1,1,28,2,NA,NA,NA,NA,1,1,1,NA,NA
"115","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,27,"SAN","gol","Provável",11,16.26,2.2,3.97,"Santos",NA,NA,NA,NA,4,NA,NA,7,NA,31,NA,24,11,NA,NA,NA,NA,NA
"116","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,27,"INT","mei","Nulo",1.2,3.92,-0.13,2.57,"Internacional",2,6,1,6,5,NA,1,13,3,NA,NA,NA,NA,NA,NA,2,NA,NA
"117","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,27,"VIT","ata","Dúvida",-0.3,8.84,-1.04,3.53,"Vitória",4,7,6,11,16,1,2,32,10,NA,NA,NA,NA,2,NA,2,NA,NA
"118","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,27,"FLA","lat","Provável",3.9,3.88,1.03,2.3,"Flamengo",NA,6,NA,NA,11,NA,NA,20,6,NA,NA,NA,4,1,NA,1,NA,NA
"119","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,27,"CRU","mei","Nulo",0,5.76,0,1.83,"Cruzeiro",3,27,2,8,20,NA,1,54,25,NA,NA,NA,NA,6,NA,2,NA,NA
"120","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,27,"SAO","lat","Nulo",0.5,4.13,-1.12,3.8,"São Paulo",1,9,NA,3,9,NA,NA,13,11,NA,NA,NA,4,1,NA,NA,NA,NA
"121","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,27,"ATL","mei","Provável",1.5,2.92,-0.18,1.48,"Atlético-PR",NA,22,2,6,1,NA,1,15,19,NA,NA,NA,NA,4,NA,NA,NA,NA
"122","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,27,"PAL","lat","Nulo",0,7,0,3.13,"Palmeiras",NA,10,1,3,5,1,NA,10,5,NA,NA,NA,7,1,NA,NA,NA,1
"123","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,27,"FLU","tec","Provável",3.41,10.82,-0.01,3.82,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,27,"BAH","tec","Provável",4.82,10.92,0.47,3.54,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,27,"VAS","zag","Dúvida",0,4.49,0,1.77,"Vasco",NA,10,2,3,6,NA,NA,13,9,NA,NA,NA,1,NA,NA,NA,1,NA
"126","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,27,"VIT","mei","Contundido",0,4.44,0,2.69,"Vitória",1,10,1,5,3,NA,NA,7,18,NA,NA,NA,NA,1,NA,NA,NA,NA
"127","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,27,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,27,"FLU","gol","Nulo",0,4.46,0,12,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"129","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,27,"CHA","mei","Nulo",0,3.84,0,1.37,"Chapecoense",NA,2,NA,NA,6,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,27,"PAL","lat","Nulo",1.1,12.43,-0.36,6.12,"Palmeiras",3,41,2,3,20,1,1,84,64,NA,NA,NA,7,5,NA,NA,NA,NA
"131","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,27,"PAL","mei","Provável",-2,5.41,-0.62,2.73,"Palmeiras",NA,24,4,7,21,1,2,37,32,NA,NA,NA,NA,5,NA,NA,NA,NA
"132","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,27,"AME","lat","Dúvida",0,11.2,0,4.82,"América-MG",1,29,8,5,18,1,2,43,31,NA,NA,NA,5,6,NA,3,NA,NA
"133","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,27,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",NA,3,1,1,3,NA,NA,15,5,NA,NA,NA,1,1,NA,1,NA,NA
"134","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,27,"ATL","ata","Provável",5.4,15.45,-0.36,5.24,"Atlético-MG",5,42,5,17,28,1,3,80,70,NA,NA,NA,NA,4,NA,3,NA,NA
"135","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,27,"AME","zag","Nulo",0,4.79,0,1.13,"América-MG",NA,12,1,3,5,NA,NA,12,12,NA,NA,NA,1,2,NA,3,1,NA
"136","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,27,"INT","mei","Suspenso",4.2,9.37,0.04,2.89,"Internacional",4,20,2,10,30,NA,2,54,28,NA,NA,NA,NA,5,NA,1,NA,NA
"137","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,27,"GRE","ata","Nulo",0,7.04,0,2.05,"Grêmio",NA,37,7,12,30,NA,4,36,10,NA,NA,NA,NA,4,NA,12,NA,NA
"138","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,27,"SAO","mei","Provável",-0.2,7.98,-0.45,3.91,"São Paulo",NA,36,NA,2,31,NA,NA,41,65,NA,NA,NA,NA,3,NA,NA,NA,NA
"139","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,27,"CHA","zag","Dúvida",0,6.52,0,2.7,"Chapecoense",NA,25,1,3,14,1,NA,12,27,NA,NA,NA,5,2,1,NA,NA,NA
"140","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,27,"INT","zag","Contundido",0,12.81,0,6.21,"Internacional",NA,16,2,11,21,NA,1,21,32,NA,NA,NA,11,3,NA,1,NA,NA
"141","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,27,"COR","ata","Nulo",0,6.33,0,2.15,"Corinthians",2,4,1,NA,12,1,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,27,"SAN","lat","Provável",6.8,13.41,1.07,5.12,"Santos",1,17,2,8,31,1,NA,75,55,NA,NA,NA,11,5,NA,2,NA,NA
"143","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,27,"ATL","ata","Nulo",0,2.94,0,0.52,"Atlético-PR",NA,9,4,9,12,NA,NA,6,2,NA,NA,NA,NA,4,NA,2,NA,NA
"144","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,27,"BAH","lat","Nulo",6.5,13.76,0.87,5.82,"Bahia",1,18,4,4,28,NA,NA,36,44,NA,NA,NA,6,2,NA,NA,NA,NA
"145","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,27,"FLU","ata","Nulo",0,4.15,0,1,"Fluminense",1,15,NA,4,10,NA,NA,17,11,NA,NA,NA,NA,2,NA,NA,NA,NA
"146","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,27,"CRU","mei","Nulo",1.2,6.54,0.4,2.45,"Cruzeiro",1,34,2,13,12,1,2,32,24,NA,NA,NA,NA,4,NA,NA,NA,NA
"147","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,27,"PAR","ata","Provável",-0.3,3.95,-0.54,1,"Paraná",NA,2,1,3,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,27,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",NA,19,2,3,8,NA,NA,30,24,NA,NA,NA,NA,1,1,NA,NA,NA
"149","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,27,"GRE","zag","Nulo",6.9,8.34,-0.4,5.76,"Grêmio",NA,8,NA,4,12,NA,NA,23,17,NA,NA,NA,6,1,NA,NA,NA,NA
"150","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,27,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",NA,10,2,NA,3,NA,NA,8,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"151","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,27,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,27,"SAO","gol","Provável",-1.6,9.53,-0.32,3.15,"São Paulo",NA,NA,NA,NA,1,NA,NA,22,NA,26,NA,21,11,3,NA,NA,NA,NA
"153","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,27,"VAS","ata","Provável",7.9,9.25,2.07,3.91,"Vasco",4,40,5,12,14,2,3,15,3,NA,NA,NA,NA,6,NA,3,NA,NA
"154","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,27,"GRE","gol","Nulo",11,7.89,1.18,3.92,"Grêmio",NA,NA,NA,NA,1,NA,NA,4,NA,9,NA,6,5,2,NA,NA,NA,NA
"155","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,27,"VAS","lat","Provável",1.7,2.59,0.16,0.71,"Vasco",NA,6,2,7,9,NA,NA,27,5,NA,NA,NA,NA,1,NA,1,NA,NA
"156","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,27,"INT","gol","Provável",-2,8.08,-0.48,6.62,"Internacional",NA,NA,NA,NA,2,NA,NA,3,NA,20,NA,6,8,1,NA,NA,NA,NA
"157","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,27,"SAN","ata","Nulo",2.9,7.57,0.26,2.17,"Santos",3,17,2,8,22,1,1,30,13,NA,NA,NA,NA,1,NA,9,NA,NA
"158","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,27,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,27,"COR","zag","Nulo",0,6.01,0,2.7,"Corinthians",NA,1,NA,NA,1,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,27,"SAN","mei","Nulo",0,7.97,0,2.18,"Santos",1,9,2,4,12,NA,NA,3,13,NA,NA,NA,NA,2,NA,1,NA,NA
"161","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,27,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",NA,13,2,5,4,NA,2,18,5,NA,NA,NA,NA,1,NA,1,NA,NA
