"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","G","CV","FD","FT","GC","I","A","DD","GS","DP","PP"
"81","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,31,"VAS","zag","Provável",3.5,5.38,-0.15,2.56,"Vasco",1,11,5,8,16,15,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"82","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,31,"VIT","mei","Provável",3.1,4.79,0.11,2.52,"Vitória",1,12,7,9,16,23,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"83","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,31,"FLU","gol","Nulo",3,3.38,-1.08,7.5,"Fluminense",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA
"84","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,31,"BAH","tec","Provável",0.99,10.46,-0.61,3.65,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,31,"PAL","lat","Nulo",0,12.82,0,6.06,"Palmeiras",5,43,3,20,86,65,8,1,NA,2,1,NA,NA,3,NA,NA,NA,NA
"86","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,31,"FLU","tec","Provável",0.76,10.69,-0.99,4,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,31,"CHA","mei","Nulo",0,3.35,0,1.28,"Chapecoense",1,6,NA,8,8,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"88","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,31,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",1,3,1,3,15,5,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"89","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,31,"INT","mei","Suspenso",-4,7.88,-1.17,2.56,"Internacional",6,26,11,34,61,33,NA,2,1,4,NA,NA,2,4,NA,NA,NA,NA
"90","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,31,"CHA","zag","Provável",4.9,8.13,0.2,3.11,"Chapecoense",2,28,5,17,17,34,7,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"91","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,31,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,31,"AME","zag","Nulo",-2,3.61,-1.18,0.53,"América-MG",3,12,3,5,12,12,1,NA,NA,1,NA,1,3,NA,NA,NA,NA,NA
"93","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,31,"PAL","mei","Suspenso",-3.1,5.06,-0.43,2.27,"Palmeiras",6,29,7,24,53,37,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"94","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,31,"ATL","ata","Suspenso",-1.8,14.01,-0.39,4.67,"Atlético-MG",6,51,20,34,92,77,NA,3,NA,5,1,NA,3,5,NA,NA,NA,NA
"95","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,31,"AME","lat","Provável",2.5,12,-0.48,5.18,"América-MG",6,37,7,21,52,44,6,2,NA,9,1,NA,4,2,NA,NA,NA,NA
"96","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,31,"SAO","mei","Provável",0,7.48,0,3.57,"São Paulo",4,40,2,32,43,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,31,"INT","zag","Provável",3.1,12.28,0.5,5.75,"Internacional",4,19,11,24,26,36,11,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"98","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,31,"CRU","mei","Nulo",0.7,6.27,0.23,2.21,"Cruzeiro",5,35,13,13,35,26,NA,2,NA,2,1,NA,NA,1,NA,NA,NA,NA
"99","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,31,"COR","ata","Provável",-1.8,5.76,-0.03,1.27,"Corinthians",2,7,1,15,9,4,NA,NA,NA,2,1,NA,1,2,NA,NA,NA,NA
"100","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,31,"ATL","ata","Nulo",6.2,4.86,-2.59,2.87,"Atlético-PR",5,11,16,15,11,2,NA,3,NA,4,NA,NA,2,1,NA,NA,NA,NA
"101","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,31,"GRE","ata","Nulo",0,7.15,0,1.89,"Grêmio",4,38,13,31,36,10,NA,4,NA,7,NA,NA,12,NA,NA,NA,NA,NA
"102","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,31,"ATL","mei","Nulo",3.5,4.52,0.42,1.72,"Atlético-PR",1,20,3,10,31,27,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"103","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,31,"BAH","lat","Provável",2.7,12.92,-0.6,5.25,"Bahia",4,24,5,31,42,49,7,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"104","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,31,"PAR","ata","Nulo",0,3.6,0,0.64,"Paraná",NA,3,3,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"105","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,31,"VAS","ata","Provável",5.2,9.26,1.06,4.21,"Vasco",8,47,15,17,26,4,NA,6,NA,6,2,NA,3,4,NA,NA,NA,NA
"106","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,31,"SAN","lat","Provável",5.5,13.81,0.29,5.73,"Santos",5,20,11,35,87,66,14,NA,NA,4,1,NA,2,2,NA,NA,NA,NA
"107","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,31,"FLU","ata","Nulo",3.2,4.52,0.37,1.16,"Fluminense",2,17,4,13,23,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"108","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,31,"GRE","zag","Provável",0,7.48,0,5.36,"Grêmio",1,9,4,13,27,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,31,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,31,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",2,8,7,9,28,7,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA
"111","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,31,"VIT","ata","Contundido",0,3.94,0,0.74,"Vitória",3,35,4,25,21,5,NA,2,NA,6,NA,NA,5,NA,NA,NA,NA,NA
"112","Bryan Silva Garcia","bryan","Bryan","https://s.glbimg.com/es/sde/f/2018/03/21/a8f3ed5f7b584d647a494bae8c83e9f0_FORMATO.png",78632,31,"VIT","lat","Nulo",0,4.9,0,0.91,"Vitória",1,10,3,11,25,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"113","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2018/05/08/2b72d6975f3708b1c3eaa34ea5acf723_FORMATO.png",69705,31,"ATL","mei","Provável",7.4,12.18,1.19,3.43,"Atlético-PR",5,30,21,39,63,21,NA,2,1,20,4,NA,6,5,NA,NA,NA,NA
"114","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,31,"FLU","zag","Provável",0,7.14,0,3.64,"Fluminense",1,25,4,9,26,20,7,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"115","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,31,"GRE","gol","Provável",-8,4.79,-2.04,2.63,"Grêmio",2,NA,NA,1,4,NA,5,NA,NA,NA,NA,NA,NA,NA,14,14,NA,NA
"116","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,31,"INT","ata","Nulo",1.4,3.08,0.17,1.8,"Internacional",NA,1,NA,3,4,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"117","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,31,"BOT","ata","Nulo",0,4.33,0,1.45,"Botafogo",7,18,11,21,38,24,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"118","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,31,"VAS","lat","Provável",5.2,8.43,0.35,3.18,"Vasco",1,16,5,18,43,27,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"119","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,31,"SAO","mei","Provável",-0.2,11.47,-0.58,4.26,"São Paulo",NA,35,17,38,51,6,NA,10,1,10,2,NA,12,3,NA,NA,NA,NA
"120","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,31,"FLU","zag","Provável",0,6.46,0,2.84,"Fluminense",4,33,8,13,46,24,9,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA
"121","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,31,"CHA","ata","Nulo",0,3.03,0,0.64,"Chapecoense",NA,6,5,9,15,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"122","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,31,"ATL","zag","Provável",5.9,10.39,0.54,5.04,"Atlético-MG",6,19,6,21,43,30,6,4,NA,1,1,1,3,NA,NA,NA,NA,NA
"123","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,31,"PAL","ata","Provável",8.7,16.03,1.2,5.46,"Palmeiras",8,21,13,90,73,15,NA,5,1,18,2,NA,3,10,NA,NA,NA,1
"124","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/09/12/106c488eaa868da0a0f225ef6776a226_FORMATO.png",68952,31,"GRE","ata","Suspenso",0,10.37,-0.3,3.42,"Grêmio",3,15,10,21,17,12,NA,1,NA,6,NA,NA,1,1,NA,NA,NA,NA
"125","Leandro Damião da Silva dos Santos","leandro-damiao","Leandro Damião","https://s.glbimg.com/es/sde/f/2018/04/08/c1c8646acc0c6d9b787e0bcd4ce2303c_FORMATO.png",68953,31,"INT","ata","Nulo",0,9.29,0,4.28,"Internacional",3,29,20,23,33,6,NA,8,NA,15,NA,NA,7,1,NA,NA,NA,1
"126","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,31,"ATL","gol","Provável",0,11.83,0,4.93,"Atlético-PR",3,1,NA,4,18,NA,12,NA,NA,NA,NA,NA,NA,NA,42,24,NA,NA
"127","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,31,"BOT","ata","Nulo",0,7.81,0,4.26,"Botafogo",NA,26,12,50,35,8,NA,7,NA,15,NA,NA,9,2,NA,NA,NA,NA
"128","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,31,"CRU","zag","Nulo",0,4.09,0,2.69,"Cruzeiro",1,10,1,8,12,5,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"129","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/09/27/5624d936fa15082ca3007edf65acc718_FORMATO.png",68938,31,"VAS","mei","Dúvida",0,5.36,0,1.62,"Vasco",3,17,10,18,52,17,NA,NA,NA,8,NA,NA,1,2,NA,NA,NA,1
"130","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,31,"ATL","ata","Provável",0,5.84,0,3.54,"Atlético-PR",1,9,4,8,19,7,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"131","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2018/05/08/cf32acce95d925ec92b7e084202c7e06_FORMATO.png",69138,31,"ATL","ata","Provável",7.5,12,0.53,5.43,"Atlético-PR",5,55,24,19,25,31,NA,11,NA,14,2,NA,20,2,NA,NA,NA,NA
"132","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,31,"SPO","zag","Nulo",0,5.97,0,2.28,"Sport",9,29,9,27,30,33,6,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"133","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,31,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,31,"CRU","gol","Nulo",0,6.45,0,5,"Cruzeiro",NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,11,7,NA,NA
"135","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/20/32e84c4039d121a904d169b4a6a4ad1d_FORMATO.png",69177,31,"FLU","lat","Dúvida",0,4.62,0,3.4,"Fluminense",6,20,3,22,30,23,3,NA,NA,2,1,NA,3,1,NA,NA,NA,NA
"136","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2018/04/08/c714e94cf7e83d9faed670b675e6ec25_FORMATO.png",69051,31,"INT","gol","Contundido",0,10,0,4.01,"Internacional",NA,NA,NA,2,3,NA,6,NA,NA,NA,NA,NA,NA,NA,14,10,NA,NA
"137","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,31,"SPO","mei","Nulo",0,2.59,0,1.05,"Sport",6,25,2,25,23,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"138","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,31,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2018/03/20/24dcab97bac1e830cd13938c4beb81ea_FORMATO.png",69047,31,"COR","mei","Nulo",0,3.06,0,2.17,"Corinthians",2,5,1,2,10,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"140","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2018/03/05/105c1b01950d04f72d197c2b080b62c2_FORMATO.png",70116,31,"SPO","mei","Nulo",-1.9,8.26,-0.41,3.56,"Sport",3,34,27,26,80,43,NA,1,NA,16,NA,NA,1,2,NA,NA,NA,NA
"141","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2018/05/04/567c4c3a4d23c2c7f9849ff47e10d98f_FORMATO.png",70009,31,"FLA","mei","Nulo",0,2.08,0,0.16,"Flamengo",1,5,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Martín Andrés Silva Leites","martin-silva","Martín Silva","https://s.glbimg.com/es/sde/f/2018/09/27/3b8e3d14bb948eee3eb474f0badfc2e7_FORMATO.png",69249,31,"VAS","gol","Provável",0.7,6.18,-0.62,1.31,"Vasco",2,NA,NA,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA,25,27,NA,NA
"143","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,31,"INT","gol","Provável",3.4,8.72,0.28,5.26,"Internacional",1,NA,NA,4,5,NA,8,NA,NA,NA,NA,NA,NA,NA,25,12,NA,NA
"144","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,31,"SAN","lat","Provável",12.3,12.38,1.96,5.5,"Santos",4,17,4,11,56,46,12,3,NA,5,NA,NA,5,NA,NA,NA,NA,NA
"145","Javier Arley Reina Calvo","reina","Reina","https://s.glbimg.com/es/sde/f/2018/05/25/644b3e996f44835c5c708d4d081cf8d7_FORMATO.png",70118,31,"CEA","mei","Contundido",0,1.11,0,-0.48,"Ceará",2,10,NA,4,10,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"146","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,31,"SAN","ata","Nulo",0,7.02,0,2.1,"Santos",1,18,8,22,30,13,NA,1,NA,3,1,NA,9,3,NA,NA,NA,NA
"147","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,31,"GRE","mei","Nulo",0,7.02,0,3.22,"Grêmio",3,21,4,14,58,32,NA,3,NA,3,NA,NA,NA,2,NA,NA,NA,1
"148","Luis Manuel Seijas Gunther","seijas","Seijas","https://s.glbimg.com/es/sde/f/2018/04/20/91a8e5439b7ee43f7646d5a702d383cb_FORMATO.png",70742,31,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,31,"SAO","ata","Contundido",6.9,11.21,0.45,5.03,"São Paulo",5,18,12,33,36,36,NA,1,NA,8,NA,NA,5,5,NA,NA,NA,NA
"150","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,31,"PAL","lat","Nulo",0,8.3,0,3.04,"Palmeiras",7,24,2,12,35,23,8,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA
"151","Fillipe Soutto Mayor Nogueira Ferreira","fillipe-soutto","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2018/03/21/0daa49ddeceb2e945617b2f9a0df22b9_FORMATO.png",70581,31,"VIT","mei","Nulo",0,2.99,0,-0.25,"Vitória",1,10,NA,3,8,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"152","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2018/08/22/f344ae872d2199f6428ab6885294b3ce_FORMATO.png",70222,31,"SAO","gol","Provável",0,9.88,0,3.11,"São Paulo",3,NA,NA,1,22,NA,11,NA,NA,NA,NA,NA,NA,NA,28,23,NA,NA
"153","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2018/08/27/324fdaf114a76011c149428db4428725_FORMATO.png",69141,31,"CEA","ata","Nulo",0,3.66,0,0.8,"Ceará",NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"154","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2018/03/20/5302f545b04fee129a787fd002b3ca0f_FORMATO.png",70666,31,"COR","zag","Nulo",0,5.47,0,2.47,"Corinthians",NA,1,1,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Bruno Henrique Corsini","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,31,"PAL","mei","Provável",0,13.13,0,4.75,"Palmeiras",6,53,13,31,44,51,NA,7,NA,3,1,NA,NA,2,NA,NA,NA,NA
"156","Rhayner Santos Nascimento","rhayner","Rhayner","https://s.glbimg.com/es/sde/f/2018/03/21/1c75f0c2bcf179c6d2dbb10dd5f8535f_FORMATO.png",70874,31,"VIT","ata","Provável",4.4,8.69,-0.82,3.58,"Vitória",6,31,9,28,39,30,NA,1,NA,12,1,NA,NA,1,NA,NA,NA,NA
"157","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2018/05/25/e26f5033484f9b036cf9109ee7829470_FORMATO.png",70925,31,"CEA","mei","Nulo",0,4.23,0,1.94,"Ceará",1,13,5,4,18,5,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"158","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,31,"PAL","lat","Nulo",0,5.77,0,3.02,"Palmeiras",1,10,3,5,11,5,8,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1
"159","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2018/03/21/e56086be050e46bbe8c085917b5255c1_FORMATO.png",70934,31,"BAH","zag","Provável",1.3,3.28,-0.89,0.93,"Bahia",NA,5,3,1,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2018/05/23/94f8a60d067a1f1b2253bc082aaa653e_FORMATO.png",70986,31,"SAN","mei","Nulo",0,7.97,0,2.18,"Santos",2,9,4,12,3,13,NA,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA
"161","Federico Mancuello","mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2018/05/07/0f1aad8b26fa5e7442bde1e17cfc4dfb_FORMATO.png",71066,31,"CRU","mei","Nulo",8.7,4.46,2.02,1.74,"Cruzeiro",1,19,8,15,20,17,NA,1,2,6,NA,NA,2,1,NA,NA,NA,NA
