"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","G","PE","RB","SG","CV","FF","I","FD","DD","GS","DP","A","FT","GC","PP"
"81","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,36,"VAS","zag","Provável",6.4,5.9,0.36,3.01,"Vasco",1,11,9,NA,21,16,4,NA,5,NA,2,NA,NA,NA,NA,NA,1,NA
"82","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,36,"AME","lat","Provável",-3.2,10.81,-1.22,4.35,"América-MG",8,44,27,2,71,52,6,NA,10,4,10,NA,NA,NA,2,1,NA,NA
"83","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,36,"FLU","gol","Dúvida",1.7,3.14,-0.24,5.57,"Fluminense",NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,5,5,1,NA,NA,NA,NA
"84","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,36,"ATL","ata","Provável",1,14.11,-0.45,4.44,"Atlético-MG",6,61,42,3,105,83,NA,NA,24,4,8,NA,NA,NA,5,1,NA,NA
"85","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,36,"PAL","mei","Provável",1.5,5.67,-0.52,2.25,"Palmeiras",6,29,26,2,57,40,NA,NA,8,NA,5,NA,NA,NA,NA,1,NA,NA
"86","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,36,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/09/27/7a70c852c7670d547f9bc61f6b519e6c_FORMATO.png",63122,36,"VAS","lat","Nulo",0,2.4,0,0.94,"Vasco",1,3,3,NA,15,5,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"88","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,36,"AME","zag","Nulo",-2,3.4,-0.21,0,"América-MG",4,12,5,NA,12,12,1,NA,3,3,1,NA,NA,NA,NA,NA,1,NA
"89","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,36,"INT","zag","Provável",0,11.31,0,5.74,"Internacional",4,22,27,2,28,41,12,1,12,2,4,NA,NA,NA,NA,NA,NA,NA
"90","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,36,"ATL","ata","Provável",0,4.27,0,2.82,"Atlético-PR",5,14,15,3,14,4,NA,NA,17,3,5,NA,NA,NA,1,NA,NA,NA
"91","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,36,"SAO","mei","Dúvida",-0.1,7.59,-0.21,3.15,"São Paulo",5,48,40,NA,60,77,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,36,"INT","mei","Provável",5.2,9.34,1.29,2.85,"Internacional",7,31,40,3,68,38,NA,1,12,2,5,NA,NA,NA,5,NA,NA,NA
"93","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,36,"COR","ata","Nulo",0.8,5.92,0.16,1.24,"Corinthians",2,7,15,NA,9,4,NA,NA,2,1,2,NA,NA,NA,2,1,NA,NA
"94","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,36,"ATL","mei","Provável",0,4.39,0,2.32,"Atlético-PR",1,26,10,1,32,34,NA,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"95","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,36,"FLU","ata","Nulo",0,3.92,-0.2,1,"Fluminense",2,24,16,NA,27,14,NA,NA,7,NA,2,NA,NA,NA,1,NA,NA,NA
"96","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,36,"CRU","mei","Nulo",0,6.27,0,2.21,"Cruzeiro",5,35,13,2,35,26,NA,NA,13,NA,2,NA,NA,NA,1,1,NA,NA
"97","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,36,"GRE","ata","Dúvida",0,6.77,0.45,1.56,"Grêmio",5,42,32,4,37,10,NA,NA,14,13,7,NA,NA,NA,NA,NA,NA,NA
"98","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,36,"SAN","lat","Provável",3.2,13.44,0.43,5.53,"Santos",5,24,40,1,93,75,14,NA,13,2,4,NA,NA,NA,2,1,NA,NA
"99","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,36,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,36,"BAH","lat","Contundido",0,12.72,0,5.39,"Bahia",4,25,36,NA,45,54,8,NA,5,NA,4,NA,NA,NA,1,NA,NA,NA
"101","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/09/27/06c01113a00936b7c2845177c24d4ae9_FORMATO.png",68800,36,"VAS","ata","Provável",4,9.13,-0.02,4.29,"Vasco",8,53,20,7,31,4,NA,NA,15,5,6,NA,NA,NA,6,2,NA,NA
"102","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,36,"CHA","lat","Provável",6.8,7.35,0.77,3.46,"Chapecoense",3,38,26,NA,74,47,6,NA,6,NA,2,NA,NA,NA,4,NA,NA,NA
"103","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,36,"FLA","lat","Provável",9.9,5.36,1.21,3.19,"Flamengo",3,25,20,NA,37,16,9,NA,2,2,2,NA,NA,NA,1,NA,NA,NA
"104","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,36,"AME","mei","Nulo",0,1.14,0,0.09,"América-MG",3,19,15,NA,23,9,NA,2,4,1,2,NA,NA,NA,1,1,NA,NA
"105","Breno Vinicius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2018/09/27/3ded47ae372af2247cf245225f727efc_FORMATO.png",50408,36,"VAS","zag","Contundido",0,3,0,-0.04,"Vasco",3,5,4,NA,9,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,36,"CEA","mei","Nulo",0,3.59,0,0.54,"Ceará",1,6,8,NA,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,36,"COR","zag","Provável",3.5,9.47,-0.46,2.72,"Corinthians",4,20,17,2,21,22,10,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA
"108","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png",37688,36,"GRE","mei","Dúvida",0,7.45,0,2.7,"Grêmio",4,29,25,2,48,23,NA,NA,12,1,12,NA,NA,NA,2,NA,NA,NA
"109","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,36,"CRU","zag","Provável",5,8.33,0.43,2.67,"Cruzeiro",2,29,5,NA,16,29,10,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA
"110","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,36,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",2,3,NA,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,36,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,2,6,NA,8,7,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"112","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,36,"COR","gol","Nulo",0,7.17,0,4.59,"Corinthians",1,NA,2,NA,2,1,3,NA,NA,NA,NA,23,11,NA,NA,NA,NA,NA
"113","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,36,"AME","mei","Nulo",-3.4,1.01,-0.53,0.3,"América-MG",8,35,20,NA,67,33,NA,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"114","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,36,"FLA","mei","Provável",-0.8,6.87,-0.26,3.86,"Flamengo",5,45,62,4,129,52,NA,1,24,1,16,NA,NA,NA,5,NA,NA,NA
"115","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,36,"CEA","zag","Provável",6.9,6.66,0.74,3.48,"Ceará",4,25,6,1,32,26,12,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA
"116","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,36,"COR","mei","Provável",4.5,7.81,0.58,2.75,"Corinthians",5,17,21,1,16,33,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,36,"ATL","gol","Provável",-2,10.49,-1.66,3.75,"Atlético-MG",2,NA,4,NA,24,NA,10,NA,NA,NA,NA,58,40,NA,NA,NA,NA,NA
"118","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,36,"SAO","zag","Nulo",0,7.21,0,2.88,"São Paulo",5,30,10,1,34,38,7,2,6,NA,3,NA,NA,NA,NA,NA,1,NA
"119","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,36,"BOT","lat","Contundido",0,7.21,0,3.94,"Botafogo",5,24,35,1,40,34,4,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"120","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,36,"AME","ata","Dúvida",0,5.33,0,1.33,"América-MG",1,6,11,1,33,6,NA,NA,2,2,3,NA,NA,NA,1,1,NA,NA
"121","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,36,"CRU","zag","Provável",0,10.89,0,5.62,"Cruzeiro",5,18,16,3,34,39,7,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA
"122","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,36,"CEA","ata","Provável",3.3,5.39,0.46,2.15,"Ceará",1,22,28,1,46,19,NA,NA,11,1,9,NA,NA,NA,3,NA,NA,NA
"123","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,36,"SAN","gol","Provável",0,14.41,0,3.88,"Santos",NA,NA,9,NA,8,NA,14,NA,NA,NA,NA,41,33,NA,NA,NA,NA,NA
"124","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,36,"FLA","zag","Provável",8,16.07,0.2,5.38,"Flamengo",1,11,26,2,29,29,14,NA,11,NA,4,NA,NA,NA,NA,NA,NA,NA
"125","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,36,"ATL","mei","Provável",0,7.34,0,3.43,"Atlético-MG",9,34,34,5,64,44,NA,NA,16,5,6,NA,NA,NA,4,NA,NA,NA
"126","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,36,"AME","ata","Provável",1.8,8.63,0.5,1.82,"América-MG",5,44,54,1,67,28,NA,2,18,6,2,NA,NA,NA,3,NA,NA,NA
"127","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,36,"BOT","lat","Nulo",0,3.88,0,2.27,"Botafogo",NA,3,1,NA,21,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,36,"INT","lat","Nulo",0,5.09,0,3.55,"Internacional",NA,1,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"129","Maurício Plenckauskas Cordeiro","mauricio-cordeiro","Maurício Cordeiro","https://s.glbimg.com/es/sde/f/2018/08/30/ee11039794974b96f58faf2d395dea71_FORMATO.png",73883,36,"VIT","ata","Nulo",0,2.4,0,0.43,"Vitória",1,6,1,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"130","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,36,"GRE","ata","Dúvida",-1.3,3.36,-1.18,2.87,"Grêmio",2,24,22,5,44,7,NA,NA,7,2,5,NA,NA,NA,2,1,NA,1
"131","Rodrigo Caio Roquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2018/08/22/0f361078a3aa1c8a16c67a19bf698e52_FORMATO.png",73800,36,"SAO","zag","Dúvida",3.7,10.16,0.2,3.27,"São Paulo",2,7,3,NA,5,9,2,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"132","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2018/05/04/9268b435089ca4758bd26ab119d49db1_FORMATO.png",73896,36,"FLA","ata","Nulo",0,4.35,0,1.15,"Flamengo",2,12,2,NA,15,9,NA,NA,4,1,5,NA,NA,NA,1,NA,NA,NA
"133","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,36,"SAN","mei","Provável",5.9,8.23,0.95,2.47,"Santos",11,38,25,NA,42,66,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2018/10/19/67657a12a492438b83870a193414419d_FORMATO.png",73975,36,"PAR","tec","Provável",2.42,6.8,0.06,1.96,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,36,"BAH","ata","Nulo",0,12.05,-0.15,5.31,"Bahia",1,17,27,7,30,14,NA,NA,19,3,9,NA,NA,NA,NA,NA,NA,NA
"136","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,36,"SAO","lat","Dúvida",2.7,10.07,-0.63,4.36,"São Paulo",5,27,16,1,36,40,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/09/27/711f775d92f04e0e3e7030700985dae7_FORMATO.png",73936,36,"VAS","mei","Provável",-2.8,6.26,-1.04,2.14,"Vasco",4,37,17,NA,56,55,NA,1,3,NA,1,NA,NA,NA,1,NA,NA,NA
"138","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,36,"PAR","zag","Nulo",0,2.7,0,1.09,"Paraná",7,25,17,NA,19,23,1,NA,6,2,1,NA,NA,NA,NA,NA,NA,NA
"139","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,36,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",1,2,1,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/09/27/9a2a4526dd6f2e06c81972b3048b1034_FORMATO.png",68821,36,"VAS","lat","Nulo",0,2.65,0,0.85,"Vasco",2,8,9,NA,28,7,NA,NA,7,1,4,NA,NA,NA,NA,NA,NA,NA
"141","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,36,"INT","gol","Provável",-4,7.67,-1.59,4.87,"Internacional",1,NA,5,NA,6,1,9,NA,NA,NA,NA,32,17,NA,NA,NA,NA,NA
"142","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,36,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,36,"PAR","zag","Dúvida",0.7,4.27,0.54,1.77,"Paraná",4,16,13,NA,36,34,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA
"144","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,36,"BOT","gol","Nulo",7,13.1,-0.7,7.23,"Botafogo",1,NA,3,NA,3,NA,3,NA,NA,NA,NA,15,4,NA,NA,NA,NA,NA
"145","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,36,"FLA","lat","Nulo",0,13.73,0,5.13,"Flamengo",3,17,30,1,31,29,14,NA,8,1,8,NA,NA,NA,2,NA,NA,NA
"146","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/09/20/b3381c5cfe339a41f28141764223aed2_FORMATO.png",68887,36,"FLU","zag","Provável",0,5.69,-0.87,2.82,"Fluminense",4,34,13,1,52,26,10,NA,8,1,2,NA,NA,NA,1,NA,NA,NA
"147","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,36,"FLU","zag","Provável",-0.9,5.89,-1.87,3.77,"Fluminense",2,32,12,1,33,30,9,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA
"148","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,36,"GRE","gol","Provável",4.1,6.76,-0.59,2.84,"Grêmio",2,NA,3,NA,8,NA,7,NA,NA,NA,NA,19,18,NA,NA,NA,NA,NA
"149","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,36,"SPO","lat","Provável",3.5,4.64,0.95,3.11,"Sport",7,41,23,3,63,22,4,NA,19,3,7,NA,NA,NA,1,NA,NA,NA
"150","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,36,"VIT","ata","Nulo",1.3,4.07,0.1,0.76,"Vitória",3,36,28,2,21,5,NA,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA
"151","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,36,"VIT","mei","Contundido",0,2.27,0,0.72,"Vitória",1,8,10,NA,4,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"152","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,36,"INT","ata","Nulo",0,2.36,0,1.17,"Internacional",NA,3,8,1,14,2,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"153","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,36,"BAH","mei","Contundido",-0.6,6.3,0.07,3.74,"Bahia",8,20,55,4,59,33,NA,NA,4,4,15,NA,NA,NA,4,NA,NA,NA
"154","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,36,"PAL","mei","Nulo",0,6.94,0,2.4,"Palmeiras",NA,6,9,1,9,5,NA,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA
"155","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,36,"BAH","ata","Provável",11.1,9.57,1.94,3.58,"Bahia",NA,33,32,6,22,10,NA,NA,14,3,10,NA,NA,NA,1,1,NA,NA
"156","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,36,"VAS","lat","Contundido",0,7.34,0,2.85,"Vasco",2,17,19,1,56,29,3,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"157","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2018/08/21/2c1ebd16cc103b0bd5a7224c74e03f01_FORMATO.png",68911,36,"SAO","mei","Dúvida",0,12.58,0,4.34,"São Paulo",NA,42,41,12,59,7,NA,1,18,12,11,NA,NA,NA,3,2,NA,NA
"158","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/05/17/76f9aa43f58c549a5956db25ad0804f3_FORMATO.png",80080,36,"BOT","ata","Provável",7.2,5.95,1.19,1.72,"Botafogo",2,37,33,3,23,12,NA,NA,7,5,6,NA,NA,NA,NA,NA,NA,NA
"159","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,36,"CHA","ata","Nulo",0,2.6,0,0.42,"Chapecoense",NA,8,9,NA,16,2,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA
"160","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,36,"BOT","ata","Nulo",0,3.76,0.23,1.2,"Botafogo",8,24,24,1,43,24,NA,NA,12,NA,6,NA,NA,NA,NA,1,NA,NA
"161","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,36,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,9,10,1,4,3,NA,NA,5,2,3,NA,NA,NA,1,NA,NA,NA
