"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","CV","FD","FT","GC","I","G","A","DD","GS","DP","PP"
"81","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,17,"ATL","lat","Nulo",0,6,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2018/07/13/09307c226e39bee5dc0a7815a939e26d_FORMATO.png",42499,17,"BAH","lat","Provável",2.4,3.23,1.02,-0.2,"Bahia",1,9,NA,6,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,17,"FLA","mei","Provável",5.9,6.8,-1.84,4.32,"Flamengo",3,23,10,28,43,21,NA,1,7,NA,NA,NA,3,2,NA,NA,NA,NA
"84","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,17,"VIT","zag","Nulo",0,2.57,0,1.24,"Vitória",7,21,4,4,10,15,3,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"85","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,17,"COR","mei","Nulo",0,8.96,0,3,"Corinthians",NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,17,"FLA","zag","Contundido",0,8.57,0,4.95,"Flamengo",NA,1,1,2,5,7,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"87","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,17,"FLA","zag","Provável",0,16.23,0,6.34,"Flamengo",NA,1,5,11,3,7,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"88","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2018/03/19/528856fa71a532f9c34d6147c18a41cf_FORMATO.png",42500,17,"COR","lat","Nulo",0,10.12,0,4.11,"Corinthians",1,10,1,5,30,11,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"89","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,17,"VAS","lat","Nulo",0,3.47,0,0,"Vasco",1,2,NA,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png",38632,17,"AME","zag","Provável",5.2,6.16,0.37,2.37,"América-MG",2,12,1,5,20,16,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"91","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2018/05/18/9175fb237f88f2d3ff918fe179c4d295_FORMATO.png",49673,17,"FLU","gol","Provável",1.5,4.79,-0.28,2.7,"Fluminense",1,NA,NA,2,10,NA,4,NA,NA,NA,NA,NA,NA,NA,24,21,NA,NA
"92","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,17,"AME","mei","Nulo",-0.3,2.28,-0.21,0.4,"América-MG",NA,2,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,17,"SAO","zag","Provável",0,9.06,0,5.66,"São Paulo",3,11,4,3,12,24,4,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"94","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2018/04/10/ded820338a01a7340f60943816b4b09c_FORMATO.png",49651,17,"SPO","zag","Provável",0,3.83,-0.14,1.34,"Sport",3,9,NA,5,5,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Luiz Felipe Scolari","luiz-felipe-scolari","Luiz Felipe Scolari","https://s.glbimg.com/es/sde/f/2018/08/03/d69c893d37fe02578baf16e9f5ca22fd_FORMATO.png",43618,17,"PAL","tec","Provável",4.33,11.35,-0.73,4.33,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,17,"GRE","mei","Provável",-3,4.26,-0.42,-1.82,"Grêmio",1,4,1,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,17,"SAN","gol","Provável",5,15,1.27,3.01,"Santos",NA,NA,NA,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,22,19,NA,NA
"98","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,17,"ATL","mei","Nulo",0,7.99,0,1.96,"Atlético-PR",3,12,7,15,28,7,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"99","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2018/04/18/3aa32aba35593f61c8aaae97221cac73_FORMATO.png",50301,17,"SAO","mei","Provável",3,11.31,-0.28,5.07,"São Paulo",4,19,6,33,40,9,NA,NA,4,NA,NA,8,5,5,NA,NA,NA,NA
"100","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,17,"FLA","mei","Provável",0,9.64,0,3.87,"Flamengo",5,21,12,41,51,15,NA,NA,3,NA,NA,6,3,1,NA,NA,NA,NA
"101","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,17,"SAN","mei","Nulo",-0.7,6.43,-0.54,1.66,"Santos",1,4,2,9,18,7,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA
"102","Adilson Warken","adilson","Adilson","https://s.glbimg.com/es/sde/f/2018/05/07/8d28089e075545ce7ac5d0eacc69563e_FORMATO.png",50307,17,"ATL","mei","Contundido",0,6.64,0,3.28,"Atlético-MG",3,17,NA,16,19,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,17,"BAH","ata","Provável",1.5,11.66,-1,7.75,"Bahia",NA,2,2,8,6,2,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA
"104","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,17,"BOT","lat","Dúvida",0,7.23,0,3.85,"Botafogo",3,12,2,22,28,18,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"105","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,17,"CHA","mei","Contundido",6.5,6.92,-1.28,4.13,"Chapecoense",2,20,5,30,20,27,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"106","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,17,"FLU","zag","Provável",-0.8,4.64,-0.63,1.7,"Fluminense",NA,8,NA,3,8,4,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,17,"INT","ata","Nulo",0,8.74,-0.3,4.21,"Internacional",3,12,9,28,20,13,NA,NA,5,1,NA,NA,1,3,NA,NA,NA,NA
"108","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,17,"CRU","mei","Nulo",0,5.88,0,2.57,"Cruzeiro",4,19,8,16,46,19,NA,NA,2,NA,NA,2,1,3,NA,NA,NA,NA
"109","Emiliano Gabriel Vecchio","vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2018/05/23/580db24e5f5f2179cb2757fc3a0e8286_FORMATO.png",68745,17,"SAN","mei","Nulo",0,4.54,0,0.55,"Santos",NA,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,17,"COR","ata","Provável",0,7.66,0,2.52,"Corinthians",NA,4,NA,11,2,2,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA
"111","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,17,"FLU","zag","Provável",-2.3,4.77,-1.15,2.25,"Fluminense",1,17,4,5,27,14,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"112","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,17,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",1,19,3,8,30,24,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,17,"VAS","ata","Nulo",0,9,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,17,"FLU","ata","Dúvida",0,4.59,0,1.25,"Fluminense",1,10,1,8,11,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"115","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,17,"VIT","ata","Nulo",1.2,9.72,0.07,4.1,"Vitória",2,7,10,12,28,10,NA,NA,6,1,NA,2,2,3,NA,NA,NA,NA
"116","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,17,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"117","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,17,"VIT","ata","Contundido",0,4.95,0,1.51,"Vitória",3,24,3,18,18,5,NA,NA,6,NA,NA,4,2,NA,NA,NA,NA,NA
"118","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,17,"VAS","lat","Provável",6.1,8.8,1.1,3.98,"Vasco",1,4,1,3,16,10,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"119","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,17,"CRU","ata","Contundido",0,16,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,17,"ATL","mei","Provável",-1.6,2.15,-1.39,1.02,"Atlético-PR",2,7,3,1,9,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"121","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,17,"CHA","mei","Provável",1.3,3.63,0.15,1.76,"Chapecoense",1,13,3,14,29,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,17,"INT","mei","Nulo",0,4.23,0,2.35,"Internacional",NA,1,1,NA,8,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"123","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,17,"ATL","lat","Nulo",0,5.84,0,1.99,"Atlético-MG",4,16,2,21,33,13,3,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA
"124","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,17,"CRU","mei","Nulo",0,8.82,0,1.38,"Cruzeiro",1,5,6,10,35,6,NA,NA,12,NA,NA,6,NA,NA,NA,NA,NA,NA
"125","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2018/03/01/0548d1925fd96270e520ea3b69e42e7b_FORMATO.png",70916,17,"PAL","lat","Nulo",0,9.47,0,3.12,"Palmeiras",4,22,NA,7,24,20,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"126","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,17,"ATL","zag","Provável",3.1,9.15,-0.86,5.24,"Atlético-MG",2,3,1,6,12,5,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"127","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,17,"GRE","mei","Nulo",0,8.21,0,3.27,"Grêmio",3,17,4,8,42,19,NA,NA,2,NA,NA,NA,3,1,NA,NA,NA,1
"128","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,17,"CHA","ata","Contundido",7.6,10.92,1.35,2.88,"Chapecoense",6,35,20,22,34,10,NA,NA,2,NA,NA,7,4,2,NA,NA,NA,NA
"129","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2018/08/07/272c62a282abd56a319bf12b78566c25_FORMATO.png",37245,17,"CHA","tec","Provável",0,9.25,0,4.13,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,17,"FLU","gol","Nulo",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,17,"VIT","mei","Contundido",0,4.53,0,2.92,"Vitória",1,9,4,3,7,16,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"132","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,17,"CRU","gol","Provável",13,8.66,0.95,11.75,"Cruzeiro",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA
"133","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,17,"COR","ata","Provável",0,4.68,0,1.19,"Corinthians",1,18,8,8,10,2,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA
"134","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2018/04/09/0be5d2671952995c3ef660e9452d1f39_FORMATO.png",68938,17,"VAS","mei","Provável",7,6.65,0.97,1.51,"Vasco",1,9,5,10,32,9,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,1
"135","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,17,"VIT","lat","Nulo",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,17,"VAS","lat","Contundido",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2018/06/30/f007da10d35b4b545c156bfef908cd6e_FORMATO.png",68952,17,"GRE","ata","Provável",17.8,14.34,3.68,5.24,"Grêmio",1,6,5,13,7,7,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA
"138","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,17,"CHA","zag","Provável",-0.5,7.68,-0.4,3.41,"Chapecoense",2,19,3,10,11,24,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"139","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2018/05/24/596fc62c2e66a9ab2b5119f565e42576_FORMATO.png",68950,17,"SPO","zag","Provável",1,6.68,-1.06,3.28,"Sport",3,13,7,20,16,20,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"140","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,17,"CHA","mei","Nulo",0,3.37,0,0.25,"Chapecoense",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,17,"BOT","ata","Provável",3,7.71,-0.33,4.47,"Botafogo",NA,16,10,24,23,8,NA,NA,10,NA,NA,5,5,1,NA,NA,NA,NA
"142","Régis Ribeiro de Souza","regis","Régis","https://s.glbimg.com/es/sde/f/2018/05/26/4e5702dd50b18168075ddd81501b8974_FORMATO.png",68995,17,"SAO","lat","Nulo",0,6.86,0,2.82,"São Paulo",2,7,1,2,12,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2018/03/20/e4194c2bbdf34fa12da281428a823667_FORMATO.png",68954,17,"COR","mei","Provável",0,2.7,0,0.18,"Corinthians",1,8,4,9,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,17,"PAL","mei","Nulo",5.8,6.3,0.74,2.51,"Palmeiras",4,18,4,17,31,21,NA,NA,4,1,NA,NA,1,NA,NA,NA,NA,NA
"145","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,17,"AME","zag","Nulo",0,4.23,0,0.92,"América-MG",1,7,3,3,5,8,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
"146","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2018/05/08/cb128a5e04beb3653bf1847b06c72545_FORMATO.png",69012,17,"ATL","gol","Provável",4.7,9.57,0.36,4.14,"Atlético-PR",NA,NA,NA,2,7,NA,5,NA,NA,NA,NA,NA,NA,NA,22,16,NA,NA
"147","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,17,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,17,"AME","lat","Provável",5.4,11.6,0.52,4.27,"América-MG",2,15,3,7,19,8,3,NA,5,NA,NA,1,1,1,NA,NA,NA,NA
"149","José Luis dos Santos Pinto","zezinho","Zezinho","https://s.glbimg.com/es/sde/f/2018/03/21/20af82e27e6699c69e9458932cd76ae4_FORMATO.png",63208,17,"PAR","mei","Contundido",0,4.47,0,0.2,"Paraná",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,17,"BAH","lat","Nulo",0,14.23,0,6.53,"Bahia",2,10,3,14,24,28,3,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA
"151","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,17,"INT","mei","Provável",10,10.19,1.4,2.94,"Internacional",2,7,6,13,28,15,NA,NA,2,NA,NA,NA,1,2,NA,NA,NA,NA
"152","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,17,"INT","zag","Provável",4.4,12.04,-0.12,5.82,"Internacional",2,13,4,10,13,21,6,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"153","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,17,"INT","mei","Nulo",0,5.11,0.59,-0.15,"Internacional",NA,1,3,7,17,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"154","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,17,"ATL","ata","Nulo",5.2,15.1,0.59,5.37,"Atlético-MG",3,25,9,12,45,48,NA,NA,4,1,NA,2,2,2,NA,NA,NA,NA
"155","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2018/05/07/6cf5cf190985e20f0a42a7408e164e10_FORMATO.png",69014,17,"CRU","zag","Provável",7.4,5.56,1.51,2.88,"Cruzeiro",NA,5,NA,3,5,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"156","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,17,"ATL","ata","Provável",3.9,6.83,-0.39,6.8,"Atlético-PR",NA,2,1,2,9,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"157","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/05/26/6ec50553602c7380485a79fa43cc7366_FORMATO.png",63422,17,"SAO","mei","Dúvida",0,7.83,0,3.34,"São Paulo",2,21,2,17,18,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Deivid Willian da Silva","deivid","Deivid","https://s.glbimg.com/es/sde/f/2018/05/18/9314a887ee8d5d3501ea45d244b7f947_FORMATO.png",69018,17,"SPO","mei","Provável",3.5,2.81,0.49,1.07,"Sport",4,17,NA,17,13,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,17,"PAL","lat","Provável",1,5.54,-0.02,2.16,"Palmeiras",1,5,1,2,4,3,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"160","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,17,"VAS","lat","Dúvida",-0.3,2.45,-0.31,0.69,"Vasco",1,6,4,7,21,5,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"161","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,17,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
