"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","CA","FC","G","RB","FD","FF","FT","A","CV","I","GC","PP"
"81","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,24,"CHA","lat","Provável",2.7,6.14,0.04,3.25,"Chapecoense",NA,NA,17,NA,41,3,1,18,NA,26,1,2,NA,2,NA,NA,NA,NA
"82","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,24,"COR","zag","Provável",-0.2,9.25,-0.24,3.28,"Corinthians",NA,NA,13,NA,11,8,2,12,2,13,NA,5,NA,NA,NA,NA,NA,NA
"83","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/08/01/d022e1c6c93f51788b509d33c4b1110a_FORMATO.png",51194,24,"CHA","zag","Nulo",0,4.61,0,2.7,"Chapecoense",NA,NA,6,NA,8,1,NA,2,NA,7,NA,2,NA,NA,NA,1,NA,NA
"84","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,24,"INT","zag","Nulo",0,5.08,0,3.35,"Internacional",NA,NA,NA,NA,1,1,2,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"85","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,24,"AME","mei","Provável",-0.1,1.77,-0.4,0.69,"América-MG",NA,NA,15,NA,42,NA,5,25,NA,26,3,3,NA,NA,1,NA,NA,NA
"86","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,24,"CEA","mei","Nulo",0.7,3.85,0,0.35,"Ceará",NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"87","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/08/14/896171e75b5e390c3f18888c50298fe1_FORMATO.png",51495,24,"CEA","zag","Provável",2.9,6.12,0.42,4.43,"Ceará",NA,NA,4,NA,14,8,2,14,1,20,1,1,NA,NA,NA,1,NA,NA
"88","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,24,"COR","gol","Nulo",0,7.69,0,5.47,"Corinthians",21,NA,2,10,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"89","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2018/03/01/b1d7b363b4276008f46a4887b87bd5a8_FORMATO.png",50294,24,"ATL","mei","Nulo",0,6.54,0,1.75,"Atlético-PR",NA,NA,16,NA,30,NA,3,13,2,7,2,7,NA,NA,NA,NA,NA,NA
"90","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,24,"FLA","mei","Provável",4.9,7.7,-0.05,4.99,"Flamengo",NA,NA,38,NA,75,NA,4,32,4,35,11,18,NA,5,1,NA,NA,NA
"91","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2018/07/25/9aef615051b5ea6607236311d0d26c91_FORMATO.png",42491,24,"ATL","lat","Nulo",2.8,4.85,0.4,0.93,"Atlético-PR",NA,NA,3,NA,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"92","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,24,"VIT","zag","Nulo",0,2.18,0,0.99,"Vitória",NA,NA,5,NA,10,3,8,25,NA,15,3,4,NA,NA,NA,3,NA,NA
"93","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/08/21/2454010b45bdfc3b9f0ae351145ed7c9_FORMATO.png",52618,24,"SAO","zag","Dúvida",5.6,8.43,0.76,3.94,"São Paulo",NA,NA,6,NA,25,6,4,18,1,30,3,5,NA,NA,1,NA,1,NA
"94","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,24,"ATL","mei","Dúvida",10.1,7.21,1.27,2.8,"Atlético-MG",NA,NA,17,NA,35,NA,6,22,3,23,3,8,NA,3,NA,5,NA,NA
"95","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,24,"COR","mei","Provável",-1.1,6.56,-0.62,1.11,"Corinthians",NA,NA,4,NA,8,NA,2,5,NA,10,NA,1,NA,NA,NA,NA,NA,NA
"96","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,24,"FLA","zag","Provável",8.2,15.93,0.74,6.04,"Flamengo",NA,NA,15,NA,6,7,NA,5,2,14,3,7,NA,NA,NA,NA,NA,NA
"97","Felipe Azevedo dos Santos","felipe-azevedo","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2018/05/25/06e70ad1ce0d550bfea7c97c67603a63_FORMATO.png",60825,24,"CEA","ata","Nulo",1.4,5.12,0.16,2.18,"Ceará",NA,NA,20,NA,36,NA,NA,18,1,12,6,7,NA,3,NA,1,NA,NA
"98","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,24,"CRU","zag","Nulo",0,11.2,0,5.58,"Cruzeiro",NA,NA,15,NA,30,6,4,17,2,34,5,6,NA,NA,NA,1,NA,NA
"99","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,24,"AME","ata","Provável",-3,8.46,-1.2,2.76,"América-MG",NA,NA,29,NA,31,NA,3,25,1,16,1,10,NA,3,1,4,NA,NA
"100","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,24,"GRE","ata","Contundido",0,5.77,0,2.67,"Grêmio",NA,NA,13,NA,27,NA,1,12,3,4,2,4,1,1,NA,1,NA,1
"101","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,24,"ATL","gol","Provável",7.5,11.54,-0.89,3.52,"Atlético-MG",40,NA,3,29,17,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2018/07/01/5fac5fd0f63dc1ff4b6c80d6765e6c04_FORMATO.png",61188,24,"BAH","ata","Provável",-0.6,11.9,-1.64,6.06,"Bahia",NA,NA,18,NA,15,NA,NA,7,5,6,1,13,NA,NA,NA,2,NA,NA
"103","Fabricio dos Santos Silva","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/04/09/258482949eb7622bf48b8c8e13189cae_FORMATO.png",49674,24,"VAS","lat","Nulo",0,3.47,0,0,"Vasco",NA,NA,3,NA,5,NA,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"104","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,24,"INT","mei","Nulo",0,3.85,0,2.83,"Internacional",NA,NA,3,NA,11,NA,NA,6,1,2,1,3,NA,2,NA,NA,NA,NA
"105","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/07/13/19610200497a0a011b67ab0cb2f99d0b_FORMATO.png",61985,24,"FLU","mei","Nulo",0,3.01,0,1.25,"Fluminense",NA,NA,4,NA,5,NA,2,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"106","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,24,"AME","ata","Nulo",0,5.63,0,1.43,"América-MG",NA,NA,10,NA,33,NA,1,6,1,6,3,2,1,1,NA,1,NA,NA
"107","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,24,"PAL","mei","Provável",-0.6,2.73,0.09,1.21,"Palmeiras",NA,NA,7,NA,35,NA,8,28,NA,28,1,7,1,1,NA,1,NA,NA
"108","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,24,"ATL","lat","Nulo",-1.3,4.03,-0.11,1.43,"Atlético-MG",NA,NA,4,NA,41,2,2,27,NA,20,1,2,NA,1,NA,3,NA,NA
"109","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/08/21/8168274098fd8c821729681da346e325_FORMATO.png",62024,24,"SAO","lat","Nulo",8.4,5.25,1.42,4.17,"São Paulo",NA,NA,8,NA,13,4,1,9,NA,11,NA,3,NA,1,NA,NA,NA,NA
"110","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,24,"CRU","mei","Suspenso",-1.6,4.94,-0.37,1.73,"Cruzeiro",NA,NA,18,NA,53,NA,6,27,1,23,2,8,NA,3,NA,2,NA,NA
"111","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,24,"PAL","lat","Provável",5,6.37,0.07,2.97,"Palmeiras",NA,NA,3,NA,8,6,1,9,NA,3,1,3,1,NA,NA,NA,NA,1
"112","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,24,"INT","mei","Nulo",0.2,4.85,-0.14,0.19,"Internacional",NA,NA,12,NA,22,NA,NA,2,NA,2,2,5,NA,NA,1,1,NA,NA
"113","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,24,"FLA","lat","Nulo",5.5,4.11,0.97,3.08,"Flamengo",NA,NA,6,NA,8,3,NA,2,NA,5,NA,NA,NA,NA,NA,1,NA,NA
"114","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2018/07/04/f7efbd8bc7d99caaa2afc7125162b6c9_FORMATO.png",69022,24,"ATL","ata","Nulo",0,6.12,0,4.6,"Atlético-PR",NA,NA,3,NA,10,NA,NA,2,1,5,NA,1,NA,NA,NA,NA,NA,NA
"115","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,24,"SAN","gol","Provável",5,15.09,-0.94,3.85,"Santos",28,NA,4,22,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/07/16/901eb351baf6774200546a4cb812d2a7_FORMATO.png",62127,24,"VIT","ata","Nulo",0,9.24,0,3.57,"Vitória",NA,NA,13,NA,29,NA,2,7,2,10,6,10,1,3,NA,2,NA,NA
"117","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/07/27/66258debb61166bf3d552593e8934529_FORMATO.png",62129,24,"ATL","mei","Provável",0,2.28,0,1.49,"Atlético-PR",NA,NA,1,NA,14,NA,3,17,1,14,2,4,NA,NA,NA,NA,NA,NA
"118","Marcelo de Oliveira Santos","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/07/05/01edbc76fc669fabaedd576160699382_FORMATO.png",62136,24,"FLU","tec","Provável",6.39,11.05,0.2,3.93,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,24,"INT","lat","Nulo",8.3,5.09,0.92,3.55,"Internacional",NA,NA,NA,NA,8,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"120","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,24,"VIT","mei","Contundido",0,4.44,0,2.69,"Vitória",NA,NA,3,NA,7,NA,1,10,NA,18,1,5,NA,1,NA,NA,NA,NA
"121","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,24,"VAS","zag","Dúvida",-1.7,4.49,-1.38,1.77,"Vasco",NA,NA,6,NA,13,1,NA,10,NA,9,2,3,NA,NA,NA,NA,1,NA
"122","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/09/03/03264bf38dfae9a050a9be1e98d381e5_FORMATO.png",62137,24,"BAH","tec","Provável",1.07,10.13,-1.06,3.51,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Alan Luciano Ruschel","alan-ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2018/05/24/ddefa1a922260aeb7a1835dd4a8117f5_FORMATO.png",63110,24,"CHA","mei","Nulo",0,3.84,0,1.37,"Chapecoense",NA,NA,6,NA,3,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"124","Evanildo Borges Barbosa Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/03/21/a365ec393385db562f884705537218a4_FORMATO.png",63119,24,"VIT","lat","Contundido",0,3.44,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,24,"PAL","lat","Provável",10.7,13.85,0.8,6.6,"Palmeiras",NA,NA,16,NA,75,7,5,37,1,60,2,2,1,3,NA,NA,NA,NA
"126","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2018/05/04/b731eca97bc5d5e2b7d2f221d3595d5b_FORMATO.png",42501,24,"FLA","zag","Nulo",0,6.81,0,2.89,"Flamengo",NA,NA,2,NA,7,3,NA,2,NA,8,NA,1,NA,NA,1,1,NA,NA
"127","Rodolfo Alves de Melo","rodolfo","Rodolfo","https://s.glbimg.com/es/sde/f/2018/05/18/5f872890e2cb0764d6ab01fa87c80a2b_FORMATO.png",63082,24,"FLU","gol","Nulo",12,4.46,1.46,12,"Fluminense",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Moisés Lima Magalhães","moises","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,24,"PAL","mei","Nulo",1.5,6.03,-2.13,2.98,"Palmeiras",NA,NA,21,NA,37,NA,4,24,2,32,4,7,1,NA,NA,NA,NA,NA
"129","Lenon Fernandes Ribeiro","lenon","Lenon","https://s.glbimg.com/es/sde/f/2018/06/30/06bb020b952c06c73bffe368df65fc09_FORMATO.png",63122,24,"VAS","lat","Provável",2.7,2.9,0.46,1.12,"Vasco",NA,NA,1,NA,11,1,1,3,NA,4,1,1,NA,NA,NA,NA,NA,NA
"130","Douglas Silva Bacelar","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/24/4db663cbb6a8ecaa23942948844e63ac_FORMATO.png",63128,24,"CHA","zag","Nulo",0,7.64,0,3.04,"Chapecoense",NA,NA,14,NA,12,5,2,22,NA,26,NA,3,1,NA,NA,NA,NA,NA
"131","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2018/05/07/3497662bc32f7504a1fa070ddc56cce4_FORMATO.png",63194,24,"AME","lat","Provável",8.6,12.67,-0.36,5.43,"América-MG",NA,NA,15,NA,37,5,5,27,2,29,6,5,1,1,NA,1,NA,NA
"132","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2018/08/01/32bbffbc4731c16e4700b820b4ccdb68_FORMATO.png",63172,24,"AME","zag","Nulo",5.3,4.79,1.26,1.13,"América-MG",NA,NA,5,NA,12,1,2,12,NA,12,1,3,NA,NA,NA,3,1,NA
"133","Luan Madson Gedeão De Paiva","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/c8cafabc87bc7ef4d50c8f18eafa05ce_FORMATO.png",63219,24,"ATL","ata","Provável",8.5,15.62,1.55,5.24,"Atlético-MG",NA,NA,21,NA,65,NA,4,37,3,63,4,14,1,4,NA,3,NA,NA
"134","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2018/03/20/e5bb6257009bf74098a367b4c1b9e53d_FORMATO.png",63354,24,"INT","zag","Provável",9.7,13.43,0.98,6.3,"Internacional",NA,NA,21,NA,21,11,3,16,1,30,2,9,NA,NA,NA,1,NA,NA
"135","Jucilei da Silva","jucilei","Jucilei","https://s.glbimg.com/es/sde/f/2018/08/21/f187045e0e177e81233e607955059a4c_FORMATO.png",63422,24,"SAO","mei","Provável",8.7,9.1,0.91,4.02,"São Paulo",NA,NA,24,NA,31,NA,3,31,NA,57,NA,2,NA,NA,NA,NA,NA,NA
"136","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2018/04/08/b8c17a1d807dace07b81afcb28a3438d_FORMATO.png",63289,24,"INT","mei","Provável",10.7,10.04,1.4,2.66,"Internacional",NA,NA,26,NA,44,NA,4,17,2,23,2,9,NA,2,NA,NA,NA,NA
"137","André Felipe Ribeiro de Souza","andre","André","https://s.glbimg.com/es/sde/f/2018/05/18/0ca56cb5450f85a99dc8b875b05f9c86_FORMATO.png",68690,24,"GRE","ata","Contundido",-2.6,7.04,-0.85,2.05,"Grêmio",NA,NA,30,NA,36,NA,4,37,4,10,7,12,NA,NA,NA,12,NA,NA
"138","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2018/04/08/06ddb3ee2ae6d52b98811b532e854970_FORMATO.png",77809,24,"INT","ata","Provável",-1.6,4.9,-1.94,3.91,"Internacional",NA,NA,34,NA,46,NA,4,22,5,23,15,14,1,NA,1,7,NA,NA
"139","Bruno César Pereira da Silva","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/18/c5296c34cd5096c635acc7874899ab65_FORMATO.png",68698,24,"CRU","mei","Provável",10.2,8.03,2.01,3.13,"Cruzeiro",NA,NA,9,NA,24,NA,4,27,2,23,2,13,1,1,NA,NA,NA,NA
"140","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2018/03/01/8027daac99864e85d92bbd292cec641c_FORMATO.png",68696,24,"ATL","ata","Nulo",-1.7,2.94,-0.35,0.52,"Atlético-PR",NA,NA,12,NA,6,NA,4,9,NA,2,4,9,NA,NA,NA,2,NA,NA
"141","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2018/03/01/113fa00f0f462e50c76f0f74fab0f3aa_FORMATO.png",68770,24,"ATL","mei","Nulo",0,4.49,0,1.61,"Atlético-PR",NA,NA,8,NA,30,NA,1,19,NA,24,2,3,NA,NA,1,NA,NA,NA
"142","Sérgio Dutra Júnior","junior-dutra","Júnior Dutra","https://s.glbimg.com/es/sde/f/2018/07/20/a1efc5a279c303352851a3d68a6e7465_FORMATO.png",68784,24,"FLU","ata","Nulo",0,4.16,0,1.06,"Fluminense",NA,NA,10,NA,17,NA,2,14,NA,11,NA,3,NA,1,NA,NA,NA,NA
"143","Márcio Passos de Albuquerque","emerson-sheik","Emerson Sheik","https://s.glbimg.com/es/sde/f/2018/05/18/64c04239bb8fc608b9061c8f7833750c_FORMATO.png",68744,24,"COR","ata","Nulo",0,6.87,0,2.36,"Corinthians",NA,NA,12,NA,2,NA,NA,4,NA,4,1,NA,1,2,NA,NA,NA,NA
"144","José Rodolfo Pires Ribeiro","dodo","Dodô","https://s.glbimg.com/es/sde/f/2018/05/23/bed8c47807867724de1462e2c2e094cc_FORMATO.png",68727,24,"SAN","lat","Provável",14,14.25,1.51,5.27,"Santos",NA,NA,27,NA,70,9,4,12,NA,52,2,6,1,1,NA,2,NA,NA
"145","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/dd10c890ac24ce82978a7b585a33b7df_FORMATO.png",68821,24,"VAS","lat","Nulo",0,2.43,0,0.59,"Vasco",NA,NA,7,NA,24,NA,1,6,NA,5,2,5,NA,NA,NA,1,NA,NA
"146","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2018/05/02/6971ebec7f9c3c38db9490eb58f746f3_FORMATO.png",68808,24,"BAH","lat","Provável",6,13.35,-0.46,5.94,"Bahia",NA,NA,24,NA,35,5,2,16,NA,38,3,4,NA,1,NA,NA,NA,NA
"147","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,24,"INT","mei","Nulo",0,8,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2018/07/05/108a277374dbf9d6964a4440bd9ef43e_FORMATO.png",68886,24,"FLU","zag","Provável",11.2,7.05,1.17,3.51,"Fluminense",NA,NA,5,NA,17,5,1,16,1,10,2,1,NA,NA,NA,NA,NA,NA
"149","André Luiz Barretto Silva Lima","andre-lima","André Lima","https://s.glbimg.com/es/sde/f/2018/03/21/d5bd90b5cbee9c67c4fe5a21cfdfe5f3_FORMATO.png",68893,24,"VIT","ata","Nulo",0,4.21,0.02,1.04,"Vitória",NA,NA,21,NA,20,NA,3,28,2,5,6,3,NA,NA,NA,4,NA,NA
"150","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2018/01/21/fad3eca69c2c4704602fb3e8c9aa074f_FORMATO.png",68887,24,"FLU","zag","Provável",6.5,6.47,0.38,2.83,"Fluminense",NA,NA,10,NA,36,7,3,28,1,17,1,6,NA,1,NA,NA,NA,NA
"151","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2018/04/08/c6db42e2a46652d39dfdaf203267d223_FORMATO.png",68872,24,"INT","gol","Provável",11,10.25,1.11,9.11,"Internacional",19,NA,2,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,24,"GRE","gol","Provável",0,6.66,0,2.76,"Grêmio",7,NA,1,6,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/04/09/f08ba4306c8c31eccc5e4d58f1a65e07_FORMATO.png",68896,24,"VAS","lat","Provável",2.5,7.71,0.27,2.96,"Vasco",NA,NA,5,NA,25,1,1,7,1,14,2,1,NA,NA,NA,NA,NA,NA
"154","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,24,"GRE","zag","Provável",0,6.87,0,4.89,"Grêmio",NA,NA,9,NA,19,4,1,6,NA,12,NA,3,NA,NA,NA,NA,NA,NA
"155","José Maria Ortigoza Ortiz","ortigoza","Ortigoza","https://s.glbimg.com/es/sde/f/2018/09/04/41be2f34aa1d86791db2dca10b9c6f91_FORMATO.png",68810,24,"PAR","ata","Nulo",1.7,4.45,-0.55,1.7,"Paraná",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"156","Maximiliano Gastón López","maxi-lopez","Maxi López","https://s.glbimg.com/es/sde/f/2018/07/18/23344242c4a903e79b613d54605d7acb_FORMATO.png",68800,24,"VAS","ata","Provável",1.2,7.98,-1.55,4.09,"Vasco",NA,NA,12,NA,9,NA,4,27,2,3,2,8,1,3,NA,1,NA,NA
"157","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,24,"INT","ata","Nulo",0,3.83,0,3.75,"Internacional",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2018/05/17/eb369a54700edd67173154dd1a72cf7b_FORMATO.png",68901,24,"BOT","ata","Nulo",-0.3,3.79,0.22,1.48,"Botafogo",NA,NA,18,NA,34,NA,6,13,1,18,4,8,NA,NA,NA,NA,NA,NA
"159","Vinicius Santos Silva","vinicius","Vinicius","https://s.glbimg.com/es/sde/f/2018/05/24/0cbf8c93ebf616fd456c58a062f7fb7b_FORMATO.png",68917,24,"CHA","ata","Nulo",0,3.23,0,1.14,"Chapecoense",NA,NA,4,NA,8,NA,NA,2,NA,1,2,4,NA,NA,NA,NA,NA,NA
"160","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2018/05/23/afd45cb890c4f9430cd273e7bdb9cb72_FORMATO.png",69040,24,"SAN","gol","Nulo",0,6,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,24,"BOT","ata","Provável",0.7,7.09,-0.64,4.26,"Botafogo",NA,NA,30,NA,23,NA,NA,18,5,8,12,11,NA,1,NA,5,NA,NA
