"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","GC","I","PI","SG","DD","DP","GS","CV","PP"
"82","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,23,263,"lat","Contundido",0,6.24,0,1.99,12,"263",1,3,15,17,NA,6,10,NA,NA,NA,1,59,3,NA,NA,NA,NA,NA
"83","Breno Vinícius Rodrigues Borges","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/17/b1730b6254a951e4bbb94d46fa7261ad_FORMATO.png",50408,23,267,"zag","Contundido",0,6,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,23,275,"gol","Nulo",0,3.32,0,-0.4,4,"275",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1,2,NA,5,NA,NA
"85","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,23,275,"gol","Provável",8,8.57,1.16,1.64,17,"275",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,134,6,10,NA,15,NA,NA
"86","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,23,290,"zag","Nulo",0,6.98,0,2.92,14,"290",NA,1,27,10,1,3,11,NA,NA,1,NA,32,4,NA,NA,NA,NA,NA
"87","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,23,354,"zag","Provável",-0.6,3.94,-0.35,1.75,16,"354",NA,7,29,24,1,1,4,1,1,NA,NA,51,4,NA,NA,NA,1,NA
"88","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2020/08/11/81d3b25879cf4905a5152581b71402f8_FORMATO.png",68886,23,266,"zag","Nulo",0,5.05,0,3.58,10,"266",NA,4,18,10,1,3,7,NA,2,NA,NA,23,2,NA,NA,NA,NA,NA
"89","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,23,285,"mei","Provável",-2.6,3.43,-1.06,0.81,18,"285",1,4,32,36,3,2,12,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA
"90","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,23,262,"zag","Contundido",0,8.92,0,2.78,9,"Flamengo",NA,1,18,9,1,3,3,NA,NA,NA,NA,16,2,NA,NA,NA,NA,NA
"91","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,23,275,"zag","Provável",6.3,11.78,0.51,3.32,14,"275",1,3,25,18,2,3,14,NA,1,NA,8,43,5,NA,NA,NA,1,NA
"92","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,23,262,"lat","Nulo",0,8.96,0,3.03,13,"Flamengo",5,3,28,14,NA,NA,6,NA,NA,NA,6,106,2,NA,NA,NA,NA,NA
"93","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,23,285,"mei","Provável",-2.4,17.27,-0.95,8.05,21,"285",5,1,16,20,12,19,30,NA,15,NA,12,97,NA,NA,NA,NA,1,1
"94","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,23,263,"ata","Nulo",0,7.33,0,1.73,13,"263",1,NA,8,14,3,5,14,NA,1,NA,1,57,NA,NA,NA,NA,NA,NA
"95","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,23,276,"ata","Nulo",0,6.85,-0.22,1.63,15,"276",1,1,6,22,4,17,14,NA,1,NA,8,29,NA,NA,NA,NA,NA,NA
"96","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,23,293,"mei","Nulo",0,8.98,0,1.17,12,"293",1,2,8,18,6,10,22,1,NA,NA,6,82,NA,NA,NA,NA,NA,1
"97","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,23,354,"lat","Provável",1.5,5.93,-0.9,3.19,16,"354",3,4,34,23,1,5,27,NA,NA,NA,1,166,5,NA,NA,NA,1,NA
"98","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,23,267,"mei","Nulo",-2,8.69,-0.8,3.28,14,"267",NA,4,26,23,3,5,5,1,4,NA,NA,56,NA,NA,NA,NA,NA,NA
"99","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png",69161,23,264,"ata","Nulo",0,5.25,0,0.13,7,"264",NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"100","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,23,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",NA,1,1,1,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,NA
"101","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,23,282,"ata","Nulo",0,9.22,0,3.7,17,"282",2,1,11,14,9,7,20,1,4,NA,2,57,NA,NA,NA,NA,NA,1
"102","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,23,263,"mei","Nulo",0,5.82,0,3.04,14,"263",NA,1,29,17,4,9,6,NA,2,NA,NA,69,NA,NA,NA,NA,NA,NA
"103","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,23,277,"mei","Dúvida",0,8.09,0,1.24,10,"Santos",1,2,27,16,NA,NA,14,NA,NA,NA,NA,46,NA,NA,NA,NA,2,NA
"104","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,23,266,"zag","Provável",7.7,7.08,0.61,3.05,17,"266",NA,NA,28,8,1,3,13,NA,1,NA,3,89,4,NA,NA,NA,NA,NA
"105","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,23,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,NA,4,5,NA,1,2,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA
"106","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,23,285,"lat","Dúvida",0,5.19,0,2.1,10,"285",NA,2,21,16,2,1,14,NA,NA,NA,NA,82,2,NA,NA,NA,NA,NA
"107","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,23,276,"tec","Provável",4.62,9.61,0.06,3.89,19,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,23,293,"ata","Nulo",0,4.57,0,2.37,11,"293",2,4,9,15,7,2,13,1,1,NA,1,44,NA,NA,NA,NA,NA,NA
"109","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,23,277,"lat","Nulo",0,5.67,-0.49,3.58,17,"Santos",3,2,12,6,2,NA,12,1,4,NA,2,115,2,NA,NA,NA,NA,NA
"110","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,23,285,"ata","Contundido",0,20.81,0,11.2,3,"285",1,NA,2,7,1,3,5,1,3,NA,3,15,NA,NA,NA,NA,NA,NA
"111","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,23,276,"zag","Nulo",0,8.37,0,2.78,12,"276",NA,1,14,15,NA,4,18,NA,NA,NA,NA,34,4,NA,NA,NA,NA,NA
"112","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,23,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,NA,4,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"113","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,23,356,"ata","Nulo",0,2.41,0,-0.27,3,"356",NA,NA,NA,2,NA,NA,2,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA
"114","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,23,292,"ata","Nulo",0,2.72,0,1.32,16,"292",NA,2,3,7,NA,3,18,NA,2,NA,NA,17,NA,NA,NA,NA,NA,NA
"115","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,23,265,"ata","Provável",0.5,8.65,-2.42,3.63,17,"265",2,NA,15,8,8,8,36,1,2,NA,7,87,NA,NA,NA,NA,NA,NA
"116","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,23,284,"lat","Nulo",0,7.35,0,1.92,6,"284",1,1,5,3,2,2,2,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA
"117","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,23,276,"lat","Provável",2.4,6.2,0.12,2.89,9,"276",1,1,15,6,1,2,5,NA,NA,NA,NA,43,2,NA,NA,NA,NA,NA
"118","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,23,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,2,NA,NA
"119","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,23,263,"gol","Nulo",0,14.9,0,5.6,8,"263",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,3,13,NA,7,NA,NA
"120","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,23,263,"mei","Nulo",0,2.57,0,0.95,4,"263",NA,NA,3,5,NA,2,6,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"121","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,23,275,"ata","Contundido",0,11.27,0,4.42,16,"275",1,1,10,16,5,6,15,NA,7,NA,1,40,NA,NA,NA,NA,NA,1
"122","Maurício Kozlinski","mauricio-kozlinski","Maurício Kozlinski","https://s.glbimg.com/es/sde/f/2020/02/27/c1afaadaf0bd3588434aa47a13df9b8a_FORMATO.png",72595,23,373,"gol","Nulo",0,1.56,0,-7.8,1,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,3,NA,NA
"123","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,23,262,"ata","Nulo",0,8.21,0,2.83,16,"Flamengo",2,2,19,19,12,15,10,NA,1,NA,2,85,NA,NA,NA,NA,NA,NA
"124","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,23,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,23,262,"lat","Nulo",0,6.46,0,3.05,9,"Flamengo",NA,1,19,9,NA,1,7,NA,1,NA,NA,74,2,NA,NA,NA,NA,NA
"126","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,23,262,"mei","Nulo",0,7.32,0,1.19,19,"Flamengo",NA,4,38,25,2,7,8,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA
"127","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,23,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,NA,15,8,1,5,13,NA,2,NA,NA,39,NA,NA,NA,NA,NA,NA
"128","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,23,373,"lat","Provável",6.2,4.02,0.43,1.93,6,"373",NA,NA,3,NA,NA,NA,1,NA,NA,NA,1,14,2,NA,NA,NA,NA,NA
"129","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,23,285,"ata","Contundido",0,7.74,0,2.98,14,"285",1,1,14,10,6,8,8,NA,2,NA,2,29,NA,NA,NA,NA,NA,NA
"130","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,23,277,"mei","Provável",0,3.71,0,1.55,16,"Santos",1,1,16,21,5,7,15,1,NA,NA,NA,57,NA,NA,NA,NA,NA,NA
"131","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,23,263,"tec","Nulo",0,4.46,0,1.53,4,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,23,290,"mei","Nulo",0,2.84,0,0.63,7,"290",NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"133","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,23,265,"gol","Provável",5.3,9.31,0.33,3.51,13,"265",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,69,3,16,NA,14,NA,NA
"134","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,23,264,"mei","Nulo",0,5.5,0,2.1,15,"264",1,5,44,22,1,2,14,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA
"135","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,23,262,"zag","Nulo",0,4.39,0,1.24,12,"Flamengo",NA,3,13,13,NA,3,5,NA,1,1,NA,35,2,NA,NA,NA,NA,NA
"136","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,23,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,23,354,"mei","Nulo",0,2.38,0,0.5,10,"354",NA,1,9,5,2,1,1,1,NA,NA,1,57,NA,NA,NA,NA,NA,NA
"138","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,23,354,"gol","Provável",-3.1,2.5,-1.5,-3.1,1,"354",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,16,NA,NA,NA,1,NA,NA
"139","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,23,276,"lat","Provável",6.8,14.1,0.4,5.12,17,"276",3,3,34,24,8,5,15,NA,4,NA,NA,221,5,NA,NA,NA,NA,NA
"140","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,23,354,"zag","Nulo",0,3.07,0,2.85,6,"354",NA,1,8,2,1,2,1,NA,1,NA,NA,42,1,NA,NA,NA,NA,NA
"141","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,23,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",NA,1,5,5,2,1,3,NA,NA,NA,1,35,1,NA,NA,NA,NA,NA
"142","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,23,285,"zag","Provável",8.5,11.07,0.71,2.49,21,"285",NA,7,38,31,2,NA,23,NA,NA,NA,NA,149,9,NA,NA,NA,NA,NA
"143","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,23,267,"ata","Provável",0,13.85,0,5.5,18,"267",NA,NA,7,18,11,9,12,1,10,NA,7,46,NA,NA,NA,NA,NA,NA
"144","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,23,277,"zag","Provável",0.9,3.6,-0.62,1.77,6,"Santos",NA,NA,7,3,NA,NA,3,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA
"145","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,23,264,"mei","Nulo",0,6.65,0,2.36,14,"264",1,5,36,27,3,5,12,1,1,NA,1,86,NA,NA,NA,NA,NA,NA
"146","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,23,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,NA,3,1,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"147","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,23,373,"ata","Provável",-2,4.4,-1.64,2.8,11,"373",1,2,4,24,6,9,31,NA,2,NA,6,51,NA,NA,NA,NA,NA,NA
"148","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,23,285,"mei","Nulo",0,4.71,0,0.36,5,"285",NA,1,4,2,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"149","Ricardo Manuel Andrade Silva Sá Pinto","ricardo-sa-pinto","Ricardo Sá Pinto","https://s.glbimg.com/es/sde/f/2020/10/27/09390969de443470c5eaf0f134f150a0_FORMATO.png",79658,23,267,"tec","Provável",1.24,7.38,-0.33,2.89,5,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,23,284,"mei","Nulo",0,4.92,0,1.36,18,"284",NA,3,24,15,4,5,22,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA
"151","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png",90302,23,262,"ata","Nulo",0,3.3,0,1,4,"Flamengo",1,NA,1,2,NA,NA,1,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
"152","Mattheus Andrade Gama de Oliveira","mattheus","Mattheus","https://s.glbimg.com/es/sde/f/2020/09/30/38d8d1bd4dd6f381d7dcabac2692be19_FORMATO.png",79023,23,294,"mei","Nulo",0,4.77,0,2.63,4,"Coritiba",NA,NA,4,3,NA,1,2,NA,1,NA,NA,18,NA,NA,NA,NA,NA,NA
"153","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,23,292,"mei","Dúvida",0,4.93,0,2.12,11,"292",NA,3,24,19,NA,4,10,NA,1,NA,NA,14,NA,NA,NA,NA,NA,NA
"154","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,23,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,23,354,"zag","Suspenso",0,5.54,0,2.8,14,"354",NA,5,25,12,1,4,12,NA,1,NA,2,72,4,NA,NA,NA,NA,NA
"156","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,23,276,"ata","Provável",17.9,11.61,1.16,6.43,17,"276",1,3,22,22,4,10,27,1,10,NA,4,81,NA,NA,NA,NA,NA,NA
"157","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,23,267,"lat","Suspenso",0,6.73,0,2.38,13,"267",NA,3,19,14,2,5,21,1,NA,NA,2,90,3,NA,NA,NA,NA,NA
"158","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,23,275,"zag","Provável",5.4,5.97,0.68,2.52,16,"275",NA,4,24,11,NA,4,7,NA,NA,NA,2,58,6,NA,NA,NA,NA,NA
"159","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,23,282,"mei","Nulo",0,7.29,0,2.93,18,"282",2,5,44,41,1,7,41,NA,1,NA,NA,63,NA,NA,NA,NA,NA,NA
"160","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,23,285,"mei","Provável",3.6,11.7,-1.01,5.06,19,"285",2,1,47,29,7,8,37,3,3,NA,2,95,NA,NA,NA,NA,NA,NA
"161","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,23,292,"mei","Provável",3.6,4.88,0.42,3.03,18,"292",2,2,47,19,3,8,10,NA,1,NA,3,105,NA,NA,NA,NA,NA,NA
"162","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,23,275,"mei","Provável",7.9,5.43,1.24,1.12,17,"275",1,4,21,20,5,3,24,1,NA,NA,1,118,NA,NA,NA,NA,NA,NA
"163","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,23,264,"mei","Nulo",0,9.34,0,1.17,6,"264",1,1,1,2,1,NA,3,1,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
