"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","DD","GS","SG","FT","PP","CV","DP","GC"
"82","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,29,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",1,NA,NA,NA,NA,NA,NA,NA,29,NA,1,3,NA,NA,NA,NA,NA,NA
"83","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,29,264,"mei","Nulo",0,6.85,0,2.22,14,"264",1,14,11,4,8,12,1,NA,86,1,NA,NA,NA,1,NA,NA,NA,NA
"84","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2020/02/28/084ca5caaf485fd3cbf303cda6bbd8bf_FORMATO.png",91607,29,275,"ata","Nulo",2.2,9.63,-1.28,3.41,17,"275",2,22,32,10,13,26,4,9,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,29,292,"mei","Provável",-1.3,3.77,-0.34,1.31,16,"292",4,36,30,NA,4,15,NA,NA,77,1,NA,NA,NA,NA,NA,NA,NA,NA
"86","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,29,275,"zag","Nulo",5.2,4.3,-0.17,3.22,8,"275",2,11,11,1,NA,5,NA,NA,44,NA,NA,NA,5,NA,NA,NA,NA,NA
"87","Matheus Isaías dos Santos","matheus-jussa","Matheus Jussa","https://s.glbimg.com/es/sde/f/2020/07/20/b6025d70931dcc81ed6357f0201f65e9_FORMATO.png",91689,29,285,"zag","Nulo",0,2.32,0,0.9,2,"285",2,4,5,NA,NA,1,NA,NA,12,NA,NA,NA,1,NA,NA,NA,NA,NA
"88","Gabriel Boschilia","boschilia","Boschilia","https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png",86841,29,285,"mei","Contundido",0,8.45,0,3.81,13,"285",2,40,24,9,5,14,1,NA,92,1,NA,NA,NA,NA,NA,NA,NA,NA
"89","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,29,280,"mei","Provável",2.9,8.83,-2.19,5.33,20,"280",1,81,34,1,6,50,2,1,118,2,NA,NA,NA,NA,NA,NA,NA,NA
"90","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,29,293,"zag","Provável",6.4,6.04,0.32,3.37,19,"293",1,29,11,1,3,12,NA,NA,72,NA,NA,NA,8,NA,NA,NA,NA,NA
"91","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,29,282,"mei","Nulo",-0.3,9.16,-0.7,3.53,17,"282",NA,19,7,9,7,9,3,2,44,1,NA,NA,NA,NA,NA,NA,NA,NA
"92","Matheus Alves da Silva Cardoso","matheus-alves","Matheus Alves","https://s.glbimg.com/es/sde/f/2020/08/26/9f0365f3162049e805c9b1b5188c50bf_FORMATO.jpeg",91712,29,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/08/31/cf251bf07d0350a8081b6b0e7bfb7950_FORMATO.png",87228,29,282,"lat","Provável",9.8,17.31,-0.3,5.35,25,"282",3,43,31,16,17,24,3,1,265,5,NA,NA,9,NA,NA,NA,NA,NA
"94","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,29,264,"mei","Nulo",0,10.96,0,3.79,13,"264",5,19,18,10,13,38,1,2,82,1,NA,NA,NA,3,NA,1,NA,NA
"95","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,29,277,"ata","Provável",0,6.37,0,2.73,18,"Santos",6,8,13,7,13,34,3,3,138,3,NA,NA,NA,NA,NA,NA,NA,NA
"96","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,29,280,"tec","Provável",2.95,7.62,-0.66,3.39,21,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,29,263,"mei","Provável",2.8,3.96,-0.14,2.44,10,"263",NA,22,13,NA,4,8,NA,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"98","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,29,276,"mei","Nulo",0.4,6.83,-0.17,2.16,21,"276",2,13,7,8,10,22,2,3,82,1,NA,NA,NA,NA,NA,NA,NA,NA
"99","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,29,292,"zag","Nulo",-1.4,3,-1.06,2.2,5,"292",2,2,2,NA,NA,1,NA,NA,15,NA,NA,NA,3,NA,NA,NA,NA,NA
"100","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,29,267,"mei","Nulo",0,3.79,0,1.57,18,"267",1,16,16,2,7,18,1,NA,78,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","Matheus de Vargas","matheus-vargas","Matheus Vargas","https://s.glbimg.com/es/sde/f/2020/02/27/d38d61b7de44da63368bf0b140f95261_FORMATO.png",87929,29,373,"mei","Provável",3.4,3.23,0.42,1.08,22,"373",3,14,24,3,12,34,NA,1,69,1,NA,NA,NA,NA,NA,NA,NA,NA
"102","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,29,265,"lat","Nulo",0,4.31,0,2.07,8,"265",1,5,3,1,4,NA,1,NA,24,NA,NA,NA,1,NA,NA,NA,NA,NA
"103","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,29,284,"zag","Nulo",0,9.72,0,3.58,10,"284",4,28,25,2,3,14,NA,NA,35,NA,NA,NA,5,NA,NA,1,NA,NA
"104","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,29,282,"zag","Provável",2.2,10.01,-1.47,3.46,20,"282",5,39,29,4,11,2,NA,NA,130,2,NA,NA,8,1,NA,NA,NA,NA
"105","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2019/10/03/47c21ed885c76c65fecede59c0ecf1e0_FORMATO.png",87999,29,275,"mei","Nulo",0,5.58,0,1.89,15,"275",2,9,9,7,11,14,NA,NA,94,2,NA,NA,NA,1,NA,NA,NA,NA
"106","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,29,275,"zag","Nulo",3,6.49,-0.65,3.94,5,"275",1,5,6,NA,NA,2,NA,NA,13,NA,NA,NA,4,NA,NA,NA,NA,NA
"107","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,29,280,"ata","Nulo",0,2.04,0,0.76,7,"280",NA,2,2,NA,3,6,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Leonardo Gomes da Conceição Silva","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2018/05/21/15d96549307788253f2aba10bff0c973_FORMATO.png",86973,29,284,"lat","Nulo",0,6,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Santiago Tréllez Vivero","trellez","Tréllez","https://s.glbimg.com/es/sde/f/2020/03/09/a26febfd7e5fd4366d0dbe0997ee0521_FORMATO.png",87679,29,276,"ata","Nulo",2.3,3.01,0.36,0.55,6,"276",NA,1,NA,NA,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Willian Marlon Ferreira Moraes","willian-maranhao","Willian Maranhão","https://s.glbimg.com/es/sde/f/2020/07/11/5076b57240821162b131179bbb37a7f6_FORMATO.png",87262,29,373,"mei","Nulo",-0.2,2.56,-0.25,0.97,15,"373",3,31,25,2,5,10,NA,1,38,NA,NA,NA,NA,NA,NA,1,NA,NA
"111","Marcílio Florêncio Mota Filho","nino","Nino","https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png",91708,29,266,"zag","Nulo",0,5.45,0,3.14,20,"266",3,35,15,NA,4,30,2,NA,82,NA,NA,NA,3,NA,NA,NA,NA,NA
"112","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,29,356,"lat","Nulo",5.3,7.4,0.53,2.82,22,"356",1,15,17,4,5,19,1,3,74,1,NA,NA,8,NA,NA,1,NA,NA
"113","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,29,262,"mei","Provável",4.1,17.01,-2.04,6.22,17,"Flamengo",NA,26,11,13,14,20,5,NA,173,4,NA,NA,NA,2,NA,NA,NA,NA
"114","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,29,290,"ata","Provável",4.6,4.91,0.54,2.77,16,"290",NA,24,15,7,5,28,NA,1,61,1,NA,NA,NA,1,NA,NA,NA,NA
"115","Yago Felipe da Costa Rocha","yago-felipe","Yago Felipe","https://s.glbimg.com/es/sde/f/2020/08/11/547c3364c22efd6f4b6928ed120d64b9_FORMATO.png",87747,29,266,"mei","Provável",0,5.24,0,2.52,19,"266",4,37,26,4,7,26,2,2,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,29,292,"gol","Provável",1.5,4.72,-0.4,1.7,21,"292",3,NA,NA,NA,NA,2,NA,NA,234,NA,22,27,6,NA,NA,NA,NA,NA
"117","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,29,280,"ata","Provável",4.1,14.15,-2.12,5.6,25,"280",4,41,23,20,24,36,9,4,236,3,NA,NA,NA,NA,1,NA,NA,NA
"118","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,29,292,"zag","Provável",0,6.74,0,2.28,25,"292",6,35,28,2,7,15,3,NA,161,NA,NA,NA,5,NA,NA,NA,NA,NA
"119","Gustavo Eliseo Morínigo Vázquez","gustavo-morinigo","Gustavo Morínigo","https://s.glbimg.com/es/sde/f/2021/01/11/7a46481c6c2340b1807a000600cd243d_FORMATO.png",88881,29,294,"tec","Provável",4.45,7.27,0.46,4.45,1,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,29,282,"zag","Nulo",0,7.32,0,3.25,4,"282",2,4,5,NA,1,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA
"121","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,29,262,"mei","Suspenso",0.1,9.02,-0.48,3.2,23,"Flamengo",6,44,49,7,14,82,1,4,108,2,NA,NA,NA,NA,NA,NA,NA,NA
"122","Thaciano Mickael da Silva","thaciano","Thaciano","https://s.glbimg.com/es/sde/f/2018/05/21/8805a9e1e4f2ee609adb3d2576d5ff0a_FORMATO.png",87470,29,284,"mei","Nulo",2.9,5.11,0,1.81,17,"284",1,19,11,4,7,8,1,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,29,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,29,262,"ata","Dúvida",1.6,11.46,-0.36,5.21,15,"Flamengo",2,4,4,13,19,15,7,9,75,NA,NA,NA,NA,1,NA,1,NA,NA
"125","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,29,280,"gol","Provável",-0.4,0.77,-0.01,-0.45,22,"280",NA,1,NA,NA,NA,3,NA,NA,164,NA,9,26,4,NA,NA,NA,NA,NA
"126","Marcos Guilherme de Almeida Santos Matos","marcos-guilherme","Marcos Guilherme ","https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png",83266,29,285,"mei","Nulo",0.6,2.75,0.13,0.42,24,"285",2,12,23,4,6,10,NA,8,49,1,NA,NA,NA,1,NA,NA,NA,NA
"127","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,29,285,"mei","Provável",2.6,11.93,-0.45,5.12,25,"285",1,62,32,7,13,55,4,2,123,2,NA,NA,NA,3,NA,NA,NA,NA
"128","David de Duarte Macedo","david-duarte","David Duarte","https://s.glbimg.com/es/sde/f/2020/10/28/bc1aa1e9e309d904fee8aa101a3494aa_FORMATO.png",91772,29,290,"zag","Provável",4,4.9,0.54,3.41,18,"290",1,33,16,4,7,5,1,NA,106,NA,NA,NA,6,1,NA,1,NA,NA
"129","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2020/02/27/fd6f78bc8647dd5e9fc9090d28654546_FORMATO.png",106002,29,285,"mei","Nulo",0,2.14,0,2.21,7,"285",NA,14,3,1,2,5,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,29,280,"lat","Provável",0,9.45,0,2.71,25,"280",3,73,53,3,11,24,NA,3,254,1,NA,NA,5,NA,NA,NA,NA,NA
"131","Kevin Peterson dos Santos Silva","kevin","Kevin ","https://s.glbimg.com/es/sde/f/2020/07/22/3146ee098c41caa4d1ed2022bd3dc17e_FORMATO.png",91888,29,263,"lat","Provável",4.4,3.49,0.87,1.4,21,"263",2,50,24,3,1,19,NA,2,278,1,NA,NA,2,NA,NA,NA,NA,1
"132","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,29,354,"ata","Contundido",0,5.26,0,1.85,17,"354",3,22,12,3,7,21,1,1,58,1,NA,NA,NA,NA,NA,1,NA,NA
"133","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,29,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",1,20,15,2,3,9,1,NA,56,NA,NA,NA,1,NA,NA,NA,NA,NA
"134","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,29,294,"ata","Provável",0.8,5.62,0,2.94,17,"Coritiba",1,24,19,5,7,24,1,1,68,2,NA,NA,NA,1,NA,NA,NA,NA
"135","Luiz Antonio Ferreira Rodrigues","felipe","Felipe","https://s.glbimg.com/es/sde/f/2019/03/22/4ef6aa2bd0c3f910bdb023b63225bec1_FORMATO.png",91733,29,356,"mei","Provável",1.9,5.23,0.2,2.4,23,"356",7,65,38,2,8,43,1,NA,100,NA,NA,NA,NA,NA,NA,1,NA,NA
"136","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,29,290,"lat","Nulo",1.6,2.02,0.1,2.04,10,"290",2,10,10,2,2,3,NA,NA,11,NA,NA,NA,3,NA,NA,NA,NA,NA
"137","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,29,263,"lat","Nulo",-0.8,2.83,-0.16,1.41,10,"263",2,13,5,NA,NA,7,NA,NA,59,NA,NA,NA,2,NA,NA,NA,NA,NA
"138","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,29,293,"zag","Nulo",0,5.9,0,2.1,7,"293",2,6,6,NA,3,2,NA,NA,27,NA,NA,NA,3,NA,NA,NA,NA,NA
"139","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,29,266,"ata","Provável",0,3.39,0,2.34,15,"266",3,4,20,4,2,27,3,2,57,2,NA,NA,NA,NA,NA,NA,NA,NA
"140","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2020/02/27/a37c5329c7b02ddb15c081c9d02ebed3_FORMATO.png",86391,29,292,"lat","Nulo",2.4,8.15,-1.05,2.65,17,"292",3,46,16,1,3,33,NA,NA,120,NA,NA,NA,2,NA,NA,1,NA,NA
"141","Ewerthon Diógenes Da Silva","ewerthon","Ewerthon","https://s.glbimg.com/es/sde/f/2020/11/13/642cb05f0d1e57898ef6cc10c4d2b5ed_FORMATO.png",106082,29,292,"lat","Nulo",0.3,2.44,-0.52,2.45,2,"292",NA,1,1,NA,NA,1,NA,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA
"142","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,29,265,"ata","Nulo",0,4.53,0,2.09,17,"265",2,10,16,6,9,16,3,3,85,1,NA,NA,NA,NA,1,NA,NA,NA
"143","João Gabriel Martins Peglow","peglow","Peglow","https://s.glbimg.com/es/sde/f/2020/02/27/5c7fe67d54b296320092b526cff1e6bb_FORMATO.png",106821,29,285,"mei","Nulo",0.4,1.66,0.12,1.11,8,"285",1,4,10,NA,1,1,1,2,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,29,282,"ata","Nulo",0,9.23,0,2.74,20,"282",1,10,20,8,6,9,4,NA,19,1,NA,NA,NA,1,NA,NA,NA,NA
"145","Rodrigo Nestor Bertalia","rodrigo-nestor","Rodrigo Nestor","https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png",106822,29,276,"mei","Nulo",0,1.73,0,0.52,5,"276",1,4,3,1,NA,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,29,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,29,264,"zag","Dúvida",0,6.54,0,4.7,1,"264",NA,1,2,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"148","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png",93834,29,285,"gol","Nulo",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/10/20/af3767d7c68c5209a846f6612fe76c29_FORMATO.png",38229,29,264,"lat","Nulo",0,7.17,0,5.18,11,"264",NA,21,9,NA,2,5,1,NA,67,NA,NA,NA,7,NA,NA,NA,NA,NA
"150","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,29,292,"tec","Provável",0.57,6.72,-0.85,2.91,23,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2020/08/26/d2737704a379be01e8864b8345b30982_FORMATO.jpeg",106083,29,290,"mei","Provável",0.6,4.02,-0.13,1.84,20,"290",5,59,43,2,5,22,NA,NA,60,NA,NA,NA,NA,1,NA,1,NA,NA
"152","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,29,294,"mei","Nulo",1.4,2.84,0,0.45,8,"Coritiba",1,8,7,NA,NA,4,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,29,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,29,265,"zag","Nulo",-0.2,7.13,-0.18,1.88,21,"265",2,32,5,2,4,6,1,1,76,NA,NA,NA,2,NA,NA,1,NA,NA
"155","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,29,284,"ata","Nulo",0,11,0,4.26,17,"284",3,10,20,6,15,17,8,1,87,1,NA,NA,NA,NA,1,1,NA,NA
"156","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,29,292,"mei","Suspenso",-0.8,4.44,-1.4,2.51,21,"292",3,9,10,10,12,11,4,NA,145,2,NA,NA,NA,NA,NA,NA,NA,NA
"157","Renato Kayzer de Souza","renato-kayzer","Renato Kayzer","https://s.glbimg.com/es/sde/f/2020/09/25/673950963c89498fd335e11c04702a42_FORMATO.png",92696,29,293,"ata","Provável",0,8.34,0,4.71,22,"293",3,14,41,15,18,34,9,16,79,1,NA,NA,NA,2,NA,NA,NA,NA
"158","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,29,284,"mei","Nulo",0,3.39,0,0.7,10,"284",1,9,8,3,3,3,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,29,264,"zag","Nulo",0,6.93,0,3.27,20,"264",2,31,16,1,2,12,1,1,80,1,NA,NA,7,1,NA,NA,NA,1
"160","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,29,277,"ata","Provável",0,25.77,0,10.34,22,"Santos",4,22,31,20,30,100,15,18,130,6,NA,NA,NA,1,NA,NA,NA,NA
"161","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,29,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,29,267,"mei","Nulo",0.5,2.15,0.02,0.65,7,"267",2,5,7,1,4,8,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Danilo Gomes Magalhães","danilo-gomes","Danilo Gomes","https://s.glbimg.com/es/sde/f/2020/11/19/873fa1fcb351fcd70fb14f5d8cac13de_FORMATO.png",106826,29,373,"ata","Nulo",0,1.38,0,1.34,5,"373",NA,7,2,NA,2,3,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
