"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","G","PI","CV","FD","SG","FT","I","A","DD","DP","GS","GC","PP"
"81","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,16,294,"mei","Provável",-3,0.78,-0.25,-0.72,9,"Coritiba",2,5,10,2,4,NA,18,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"82","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,16,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,16,356,"zag","Nulo",0,2,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Bento Matheus Krepski","bento","Bento","https://s.glbimg.com/es/sde/f/2020/01/21/ab6dea8e1671b6a86c1c7321be69d347_FORMATO.png",105208,16,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,16,292,"mei","Provável",1.8,3.74,-0.16,2.21,13,"292",1,19,10,1,26,NA,33,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"86","Guilherme Parede Pinheiro","guilherme-parede","Guilherme Parede","https://s.glbimg.com/es/sde/f/2020/08/17/5ca1dfd17b9c403e5ff3ea06b70cda86_FORMATO.png",83438,16,267,"ata","Nulo",0,1.77,0,-0.38,8,"267",2,2,3,NA,3,NA,17,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"87","Carlos Vinícius Santos de Jesus","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2020/08/17/5391bf0dc50dad3b0f7d2b294c2e38ad_FORMATO.png",87273,16,267,"mei","Provável",0,4.64,0,1.9,9,"267",NA,10,6,5,7,NA,36,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"88","Douglas Baggio de Oliveira Costa","douglas-baggio","Douglas Baggio","https://s.glbimg.com/es/sde/f/2020/08/18/1b11ac648b9f3aacd312e40873a191f0_FORMATO.png",88072,16,290,"ata","Nulo",0,4.07,0,1.95,6,"290",NA,9,5,2,7,NA,18,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"89","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,16,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Alexi Stival","cuca","Cuca","https://s.glbimg.com/es/sde/f/2020/08/07/365a7d563bd584a5940f937c9ed97ea4_FORMATO.png",42411,16,277,"tec","Provável",1.62,10.54,-0.32,3.7,16,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Ramon Ramos Lima","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/07/2658781d40904058494d16404f6c6608_FORMATO.png",101597,16,262,"lat","Nulo",0,1.56,0,0.25,2,"Flamengo",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","David Sousa Albino","david-sousa","David Sousa","https://s.glbimg.com/es/sde/f/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_FORMATO.png",107509,16,263,"zag","Nulo",2.2,1.1,0.32,0.38,5,"263",NA,3,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,16,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,16,354,"lat","Nulo",0,1.11,0,1.87,3,"354",NA,1,1,NA,1,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"95","Domènec Torrent Font","domenec-torrent","Domènec Torrent","https://s.glbimg.com/es/sde/f/2020/09/01/2f3a4654c01178213b2bfc7e9537d7cb_FORMATO.png",109505,16,262,"tec","Provável",2.85,9.05,0.07,3.77,14,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Sebastião Ênio Santos de Almeida","enio","Ênio","https://s.glbimg.com/es/sde/f/2020/08/07/85303901d1593584e115c63637418564_FORMATO.png",107516,16,263,"mei","Nulo",0,1,0,1,1,"263",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,16,264,"mei","Nulo",0,0.83,0,0.2,1,"264",NA,NA,1,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,16,294,"ata","Nulo",0,0.86,0,0.27,3,"Coritiba",NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"99","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,16,354,"ata","Nulo",0,1.73,0,0.9,1,"354",1,2,1,2,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"100","Luiz Henrique Augustin ","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/03/03/1a216904bc60228576fbef1f7a6fece2_FORMATO.png",104526,16,294,"mei","Nulo",0,1.52,0,0.84,7,"Coritiba",NA,7,4,1,3,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,16,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,16,267,"lat","Suspenso",0,4.84,0,3.6,7,"267",3,8,7,2,13,NA,26,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA
"103","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,16,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2020/08/17/26653830802f187c2488014a12698d4a_FORMATO.png",105566,16,267,"lat","Nulo",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Lucas Alexandre Galdino de Azevedo","lucao","Lucão","https://s.glbimg.com/es/sde/f/2020/08/17/899a8fa4b7264b8c6e7a1b11b8c3eec1_FORMATO.png",106160,16,267,"gol","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,16,265,"mei","Nulo",0,1.82,0,2.02,5,"265",NA,7,NA,1,8,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Jurani Francisco Ferreira","ratinho","Ratinho","https://s.glbimg.com/es/sde/f/2020/08/26/6e025e8dfe1cf4c483ce1c8f215ff1f3_FORMATO.jpeg",101841,16,290,"mei","Dúvida",0,1.48,0,0.6,5,"290",2,8,6,2,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2020/02/28/b712535c02755e644522c63bcfa813af_FORMATO.png",104634,16,265,"lat","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2020/08/07/bcee43b5a9d7f2a59fe420a61e728ec9_FORMATO.png",91929,16,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Jeferson Douglas dos Santos Souza","jeferson-douglas","Jeferson Douglas","https://s.glbimg.com/es/sde/f/2020/08/07/2e5a0516e3bbdabae1434dc44e1d8fd8_FORMATO.png",109405,16,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Fabrício Oliveira de Souza","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png",104588,16,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Edilson Matos dos Santos Júnior","edilson","Edilson","https://s.glbimg.com/es/sde/f/2020/08/07/4702023125e4bec6010a1c079037e433_FORMATO.png",109406,16,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2020/08/31/96a83c971710c2fbb389676007ab7e0d_FORMATO.png",105899,16,277,"mei","Nulo",0,0.93,0,0.56,5,"Santos",1,3,2,2,1,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","João Pedro Sacramento da Silva","joao-pedro-silva","João Pedro Silva","https://s.glbimg.com/es/sde/f/2020/08/07/8e3a30b895c6926ff18476c75e799abc_FORMATO.png",109464,16,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Alex de Oliveira Nascimento","alex","Alex","https://s.glbimg.com/es/sde/f/2020/08/25/c7ba1be6aa6517cfd10dbc6c36264da4_FORMATO.png",101600,16,277,"zag","Nulo",0,2.02,0,2.4,5,"Santos",1,5,1,NA,2,NA,15,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"116","Andrey Nascimento dos Santos","andrey-dos-santos","Andrey dos Santos","https://s.glbimg.com/es/sde/f/2020/08/07/7110e0dc72ef4aa7c5c69faef5d5a6a8_FORMATO.png",109591,16,267,"mei","Suspenso",0,1,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Jonathan Francisco Lemos","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2020/08/18/63c72daeb92b49638ecf5505f27b7806_FORMATO.png",86713,16,294,"lat","Nulo",0,5.55,0,3.29,10,"Coritiba",1,19,6,2,7,NA,49,NA,1,3,1,1,NA,NA,NA,NA,NA,NA
"118","Walisson Oliveira da Silva","walisson-pequeno","Walisson Pequeno","https://s.glbimg.com/es/sde/f/2020/08/26/8f968c585db3af26f26703f9fdfcefa7_FORMATO.jpeg",101696,16,290,"mei","Nulo",0,2,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Fabrício do Rosário dos Santos","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2019/01/08/a1caa292583494d502e98f7521e81dd8_FORMATO.png",104134,16,284,"ata","Nulo",0,0.77,0,0,1,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2020/02/28/0b11aa48b3f2ef3b333a9cf52a39e44e_FORMATO.png",102301,16,293,"mei","Nulo",0,0.77,0,-0.6,1,"293",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"121","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2020/01/21/3e0e71a35bbe2b295b386c4161ad312c_FORMATO.png",101585,16,293,"mei","Provável",0,2.88,0,10.1,1,"293",NA,6,3,NA,3,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"122","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2020/08/26/973d074315b5691682ca28a7984cb91c_FORMATO.jpeg",106076,16,290,"lat","Nulo",0,1.64,0,1.16,5,"290",1,5,6,1,1,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"123","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,16,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,16,293,"mei","Nulo",0,0.72,0,-2.6,1,"293",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,16,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,16,356,"mei","Nulo",0,2.43,0,1.52,9,"356",1,14,9,NA,13,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Vagner Carmo Mancini","vagner-mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2020/10/12/2a99103c912e358976ae42deee4bcd0d_FORMATO.png",39850,16,264,"tec","Provável",6.63,7.69,0.44,3.58,15,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,16,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Luis Phelipe de Souza Figueiredo","luis-phelipe","Luis Phelipe","https://s.glbimg.com/es/sde/f/2020/08/28/603f9c40a4384779d4bf795d27336987_FORMATO.png",104500,16,280,"ata","Nulo",0,4.49,0,2.14,8,"280",1,7,3,NA,10,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,16,284,"mei","Dúvida",0.1,4.59,0.15,1.1,9,"284",2,5,9,3,12,NA,61,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"131","Vivaldo Borges dos Santos Neto","neto-borges","Neto Borges","https://s.glbimg.com/es/sde/f/2020/08/17/41d8394a0ac3ed1a3309fad199f7520d_FORMATO.png",106411,16,267,"lat","Nulo",0,3.79,0,2.68,6,"267",1,7,3,1,5,NA,19,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"132","Gabriel Bernard Conceição da Silva","gabriel-bernard","Gabriel Bernard","",109618,16,373,"gol","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Franco Rodrigo Fragapane","fragapane","Fragapane","https://s.glbimg.com/es/sde/f/2020/08/13/6d413c7af901ddd4a2d29351eab858a8_FORMATO.png",79262,16,356,"ata","Nulo",0,1.53,0,0.27,9,"356",NA,4,2,NA,3,NA,15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"134","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,16,264,"ata","Nulo",0,2.96,0,1.81,10,"264",NA,7,7,4,8,1,30,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/18/1e267a7ff59ae5084d7ab501dbd5b9b7_FORMATO.png",101729,16,293,"ata","Provável",2,2.68,0.19,2.63,8,"293",NA,10,4,5,5,1,41,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"136","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,16,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,16,262,"lat","Provável",-0.2,7.78,-1.05,2.44,8,"Flamengo",1,13,10,NA,4,NA,65,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA
"138","Chrigor Flores Moraes","chrigor","Chrigor","https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png",101398,16,280,"ata","Nulo",0,2.25,0,2.4,1,"280",NA,2,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Rodrigo dos Santos de Freitas","rodrigo-freitas","Rodrigo Freitas","https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png",103261,16,276,"zag","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,16,277,"ata","Provável",3.1,2.87,0.86,1.2,11,"Santos",3,14,19,3,16,NA,33,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA
"141","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,16,292,"tec","Provável",2.62,6.42,0.07,2.75,10,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Andrés Felipe Amaya Rivera","amaya","Amaya","https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png",109656,16,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2020/09/01/423284c226644dd18bcf74444e71a668_FORMATO.png",38523,16,290,"lat","Nulo",0,5.48,0,0.94,5,"290",3,3,5,2,2,NA,36,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"144","Jorge Amorim de Oliveira Campos","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/08/27/f22f05d7c543a983042fbf2a8ce0a64a_FORMATO.png",70323,16,294,"tec","Provável",5.5,8.3,0.51,3.28,11,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Davi Machado dos Santos Araújo","davi-araujo","Davi Araújo","https://s.glbimg.com/es/sde/f/2020/08/29/b9c87f70ecb56043ef451bf7071e086e_FORMATO.png",109626,16,263,"ata","Nulo",0,1.2,0,1,4,"263",1,4,3,NA,6,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Eduardo Maciel de Barros","eduardo-barros","Eduardo Barros","https://s.glbimg.com/es/sde/f/2019/11/05/f9ca9c2f1573dd41d95992a17296560f_FORMATO.png",106612,16,293,"tec","Provável",1.52,7.83,-0.36,2.82,9,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,16,285,"ata","Provável",4.3,7.45,-0.81,2.18,9,"285",1,7,9,4,4,1,15,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"148","João Fernando Monteiro Siqueira","joao-fernando","João Fernando","https://s.glbimg.com/es/sde/f/2020/09/01/7263507a2ac5cfecff6f8e555a1932dc_FORMATO.png",104079,16,262,"gol","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Hugo Gonçalves Ferreira Neto","hugo","Hugo","https://s.glbimg.com/es/sde/f/2020/09/01/92a0fea7045605b2258385813fe03b68_FORMATO.png",109668,16,263,"lat","Nulo",0,2.01,0,4.9,1,"263",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"150","Patryck Lanza dos Reis","patryck","Patryck","https://s.glbimg.com/es/sde/f/2019/12/07/16db10736ef6804934ecc4e13a0b35d3_FORMATO.png",106829,16,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,16,275,"mei","Nulo",2.6,1.85,0.52,1.23,6,"275",2,9,3,3,3,NA,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Guilherme Henrique da Silva","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/09/15/3a237516c85f8d22f8b1a2ae1e636a1a_FORMATO.png",109689,16,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,16,280,"tec","Provável",3.97,6.81,0.32,2.79,9,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","João Vitor Lopes da Silva","joao-lopes","João Lopes","https://s.glbimg.com/es/sde/f/2020/02/27/4012f0571b348cc8555fa38f0282b94b_FORMATO.png",105629,16,266,"gol","Nulo",0,2,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Carlos Enrique Rentería Olaya","renteria","Rentería","https://s.glbimg.com/es/sde/f/2020/09/03/4ae8e1b8d3d89d5ea0410c49475f3c68_FORMATO.png",95356,16,263,"mei","Dúvida",2.1,5.31,0.19,0.96,8,"263",1,10,8,1,4,NA,15,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Lucas Evangelista Santana de Oliveira","lucas-evangelista","Lucas Evangelista","https://s.glbimg.com/es/sde/f/2020/08/28/cb89e54fa471354bad6c43cfca018a24_FORMATO.png",84674,16,280,"mei","Nulo",0,4.82,0,4.08,9,"280",2,17,12,5,14,2,27,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"157","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,16,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,16,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Ravanelli Ferreira dos Santos","ravanelli","Ravanelli","https://s.glbimg.com/es/sde/f/2020/09/05/08428ea1a04ba3d8819ad7117a72e492_FORMATO.png",92193,16,293,"mei","Nulo",2.1,3.9,-0.15,2.2,7,"293",NA,NA,3,2,8,1,16,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"160","Leandro Miguel Fernández","leandro-fernandez","Leandro Fernández","https://s.glbimg.com/es/sde/f/2020/09/04/82a78869a31f588ee0291f918d0ad936_FORMATO.png",93303,16,285,"ata","Nulo",4.3,7.37,0.07,2.83,3,"285",NA,NA,4,5,3,NA,21,NA,3,NA,NA,3,1,NA,NA,NA,NA,NA
"161","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2020/09/11/e6334f42f000ffd6983a97fbf4f01ae2_FORMATO.png",37281,16,265,"tec","Provável",0,6.55,0,2.32,5,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
