"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FS","PI","SG","FD","FF","FT","G","I","PP","DD","GS","GC","DP","CV"
"82","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,18,280,"lat","Provável",6.7,4.78,0.56,1.67,16,"280",NA,4,30,24,10,157,3,2,13,NA,NA,1,NA,NA,NA,NA,NA,NA
"83","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2020/09/24/466b1e0c94a4b7fe9eab500c429d91be_FORMATO.png",54395,18,265,"mei","Provável",0,7.19,0,-0.5,4,"265",NA,1,3,8,3,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,18,277,"gol","Contundido",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA
"85","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,18,266,"gol","Provável",-3,4.25,0.08,2.17,15,"266",NA,NA,NA,NA,5,129,3,NA,NA,NA,NA,NA,NA,15,16,NA,NA,NA
"86","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,18,277,"lat","Contundido",0,7.49,0,2.29,14,"Santos",NA,3,27,23,18,83,3,2,7,NA,NA,2,NA,NA,NA,NA,NA,NA
"87","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,18,284,"gol","Nulo",0,7.93,0,1.65,13,"284",NA,1,NA,NA,2,75,4,NA,NA,NA,NA,NA,NA,8,11,NA,NA,NA
"88","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,18,294,"lat","Provável",2.5,5.5,0.43,2.55,18,"Coritiba",2,2,22,16,22,160,4,1,5,NA,1,5,NA,NA,NA,NA,NA,NA
"89","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,18,266,"ata","Nulo",0,5,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,18,285,"mei","Nulo",-0.7,2.62,-0.17,0.19,14,"285",NA,3,5,4,9,46,NA,4,3,NA,NA,3,NA,NA,NA,NA,NA,NA
"91","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2020/10/01/2033beab4b12f85b4a6055fd75aa9f20_FORMATO.jpeg",62137,18,290,"tec","Provável",1.25,5.66,-0.69,2.92,5,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,18,290,"ata","Nulo",0.6,4.16,0.16,0.5,3,"290",NA,NA,1,1,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,18,356,"ata","Nulo",0,2.1,0,0.84,5,"356",NA,NA,2,3,4,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,18,266,"mei","Provável",10.1,6.11,1.65,2.49,12,"266",2,2,15,6,6,27,NA,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"95","Sandro Raniere Guimarães Cordeiro","sandro","Sandro","https://s.glbimg.com/es/sde/f/2020/08/26/fe2e657982abf2a67f086ac44918fdad_FORMATO.jpeg",62111,18,290,"mei","Contundido",0,2.58,0,0.06,7,"290",NA,3,12,14,6,19,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"96","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,18,276,"ata","Nulo",0,7.51,0,2.16,10,"276",1,1,4,21,10,20,NA,4,16,NA,1,7,NA,NA,NA,NA,NA,NA
"97","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,18,284,"mei","Nulo",0,4.59,0,1.1,9,"284",2,2,5,9,12,61,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png",69051,18,285,"gol","Nulo",-2,4.27,-1.73,-2,0,"285",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,18,293,"ata","Nulo",-0.1,3.15,-0.21,0.47,7,"293",NA,NA,1,1,2,10,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,18,293,"lat","Provável",0,3.41,0,-0.12,4,"293",NA,1,4,9,2,35,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"101","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,18,275,"lat","Nulo",0,7.95,0,2.14,10,"275",NA,1,29,14,10,95,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2020/07/21/86994a3b5f98e1f43ef23a09d56aa65c_FORMATO.png",42500,18,264,"lat","Provável",0,10.55,0,2.68,11,"264",NA,2,30,12,8,127,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,1
"103","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,18,293,"mei","Provável",1.2,0.95,0.17,-1.5,12,"293",NA,7,10,30,5,44,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,18,356,"zag","Suspenso",0,3.44,0,2.16,15,"356",NA,3,17,17,5,45,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"105","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,18,285,"mei","Provável",-0.7,8,-2,2.75,16,"285",3,3,25,28,19,113,NA,5,6,NA,2,2,NA,NA,NA,NA,NA,NA
"106","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,18,267,"mei","Nulo",0,10.04,0,3.81,13,"267",NA,2,25,22,5,55,NA,3,5,1,4,NA,NA,NA,NA,NA,NA,NA
"107","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png",69161,18,264,"ata","Nulo",0,5.25,0,0.13,7,"264",NA,NA,NA,1,1,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,18,277,"mei","Nulo",-0.7,3.75,-0.51,1.79,13,"Santos",1,NA,13,14,11,42,NA,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"109","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,18,267,"zag","Dúvida",0,4,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,18,266,"zag","Provável",9.6,7.06,0.92,2.69,12,"266",NA,NA,17,5,8,61,2,1,2,NA,1,2,NA,NA,NA,NA,NA,NA
"111","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,18,356,"lat","Provável",0,7.01,0,3.23,11,"356",NA,1,17,17,10,71,6,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"112","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,18,264,"mei","Nulo",0,3.16,0,0.56,8,"264",NA,2,12,14,2,17,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"113","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,18,294,"zag","Contundido",0,4.64,0,1.92,6,"Coritiba",NA,NA,9,2,3,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,18,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,18,265,"zag","Provável",0,5.63,0,2.23,12,"265",1,NA,7,10,2,43,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"116","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,18,276,"lat","Contundido",0,6.82,0,2.58,6,"276",NA,1,8,6,5,28,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,18,292,"mei","Provável",0,4.09,0,1.9,10,"292",NA,3,17,13,9,12,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"118","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,18,265,"gol","Provável",0,8.6,0,2.65,9,"265",NA,NA,NA,NA,2,51,2,NA,NA,NA,NA,NA,NA,8,7,NA,NA,NA
"119","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,18,354,"mei","Nulo",0,2.85,0,0.39,8,"354",NA,1,8,4,NA,46,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"120","Gabriel Santana Pinto","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/01/21/85aa563c123a60bd623ab6053d632f1d_FORMATO.png",73515,18,294,"mei","Nulo",0.2,3.9,-0.28,0.76,8,"Coritiba",NA,NA,6,5,9,27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","José Rogério de Oliveira Melo","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2020/08/31/ef8bbe5f855514c0e2f7ff55805eed3e_FORMATO.png",73540,18,292,"ata","Nulo",0,3.88,0,1.23,6,"292",1,1,3,4,7,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,18,265,"ata","Nulo",0,8.68,0,3.16,13,"265",1,NA,11,5,29,72,NA,6,5,1,1,4,NA,NA,NA,NA,NA,NA
"123","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,18,354,"zag","Nulo",2.4,3.48,0.51,4.22,4,"354",NA,NA,6,2,1,32,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"124","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,18,264,"mei","Nulo",0,4.35,0,1.71,11,"264",1,4,26,17,12,45,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,18,263,"mei","Nulo",0,2.62,0,0.9,1,"263",NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Mauricio Aníbal Isla Isla","isla","Isla","https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png",69345,18,262,"lat","Provável",9.6,9.78,0.55,3.67,10,"Flamengo",4,1,21,10,6,78,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"127","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,18,276,"zag","Provável",0,9.13,0,3.2,8,"276",NA,1,8,10,10,20,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,18,263,"gol","Contundido",0,14.9,0,5.6,8,"263",NA,1,NA,NA,NA,62,3,NA,NA,NA,NA,NA,NA,13,7,NA,NA,NA
"129","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,18,285,"ata","Provável",11,9,1.44,3.15,11,"285",1,1,10,9,5,20,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA
"130","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,18,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",NA,1,5,5,3,35,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"131","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,18,285,"mei","Nulo",-2.5,4.14,-0.57,-0.2,3,"285",NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,18,293,"mei","Provável",-1.6,8.68,-1.54,1.37,8,"293",1,1,5,10,11,52,NA,4,6,1,NA,2,1,NA,NA,NA,NA,NA
"133","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,18,284,"lat","Nulo",0,7.73,0,1.28,4,"284",1,1,4,3,1,37,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,18,292,"mei","Nulo",0,1.38,0,-0.4,1,"292",NA,NA,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,18,282,"ata","Provável",4,7.83,0.54,3.17,13,"282",2,1,9,14,15,48,NA,9,4,1,2,1,1,NA,NA,NA,NA,NA
"136","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,18,276,"lat","Provável",0,14.32,0,5.66,12,"276",1,3,28,18,12,156,5,6,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"137","Mattheus Andrade Gama de Oliveira","mattheus","Mattheus","https://s.glbimg.com/es/sde/f/2020/09/30/38d8d1bd4dd6f381d7dcabac2692be19_FORMATO.png",79023,18,294,"mei","Nulo",0,3.44,0,1.2,1,"Coritiba",NA,NA,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,18,262,"zag","Dúvida",0,8.92,0,2.78,9,"Flamengo",NA,1,18,9,3,16,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,18,275,"zag","Nulo",3.7,5.35,0.61,1.82,12,"275",NA,4,21,10,5,42,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"140","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,18,290,"mei","Nulo",0,2.42,0,0.08,4,"290",NA,NA,4,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,18,275,"ata","Provável",14.1,12.79,2,4.32,13,"275",NA,1,7,14,13,29,NA,2,6,NA,6,1,NA,NA,NA,NA,NA,NA
"142","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,18,277,"mei","Nulo",2,8.09,-0.3,1.24,10,"Santos",1,2,27,16,14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"143","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,18,263,"ata","Nulo",0,7.05,0,1.77,10,"263",1,NA,6,13,9,45,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"144","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,18,264,"mei","Provável",0,5.78,0,2.28,11,"264",NA,3,26,18,6,63,NA,2,5,1,1,NA,NA,NA,NA,NA,NA,NA
"145","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,18,354,"lat","Contundido",0,5.42,0,2.69,12,"354",2,3,23,19,19,120,4,1,2,NA,NA,1,NA,NA,NA,NA,NA,1
"146","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,18,285,"lat","Nulo",0,5.33,0,2.16,7,"285",NA,1,13,13,9,59,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,18,277,"lat","Provável",4.6,6.37,0.9,3.99,13,"Santos",3,1,10,5,10,90,2,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"148","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,18,285,"ata","Contundido",0,20.81,0,11.2,3,"285",1,NA,2,7,5,15,NA,1,3,1,3,3,NA,NA,NA,NA,NA,NA
"149","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,18,267,"lat","Nulo",0,8.04,0,2.54,11,"267",NA,1,16,14,20,72,2,2,4,1,NA,1,NA,NA,NA,NA,NA,NA
"150","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,18,284,"zag","Nulo",0,10.89,0,4.1,8,"284",NA,2,30,8,5,49,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"151","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,18,293,"ata","Nulo",0,4.57,0,2.37,11,"293",2,4,9,15,13,44,NA,7,2,1,1,1,NA,NA,NA,NA,NA,NA
"152","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,18,275,"lat","Nulo",0,5.2,0,1.79,8,"275",NA,1,17,7,4,50,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,18,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,18,293,"mei","Nulo",-0.6,9.05,-1.11,3.86,9,"293",NA,NA,15,8,13,39,NA,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"155","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,18,354,"zag","Nulo",0,5.51,0,2.43,10,"354",NA,3,21,9,9,55,3,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"156","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,18,277,"zag","Nulo",0,3.54,0,0.17,3,"Santos",NA,NA,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,18,294,"mei","Nulo",0,1.6,0,-0.7,3,"Coritiba",NA,NA,4,5,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"158","William de Oliveira Pottker","william-pottker","William Pottker","https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png",77809,18,285,"ata","Nulo",0,2.73,-0.11,0.04,7,"285",NA,NA,3,11,9,14,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,1
"159","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,18,282,"mei","Provável",0.6,7.37,-0.69,2.92,16,"282",2,4,39,35,31,57,NA,1,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"160","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,18,267,"ata","Nulo",0,12.8,0,4.81,15,"267",NA,NA,6,16,8,28,NA,10,7,1,7,7,NA,NA,NA,NA,NA,NA
"161","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,18,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,NA,3,1,6,20,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"162","Ricardo Manuel Andrade Silva Sá Pinto","ricardo-sa-pinto","Ricardo Sá Pinto","https://s.glbimg.com/es/sde/f/2020/10/20/68a3a523039f48e2eb07123c7de7a6c6_FORMATO.png",79658,18,267,"tec","Provável",0,8.12,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Franco Rodrigo Fragapane","fragapane","Fragapane","https://s.glbimg.com/es/sde/f/2020/08/13/6d413c7af901ddd4a2d29351eab858a8_FORMATO.png",79262,18,356,"ata","Nulo",0,1.53,0,0.27,9,"356",NA,NA,4,2,3,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
