"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","G","GC","PI","SG","I","DD","GS","FT","DP","PP"
"82","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,32,262,"lat","Nulo",0,4.43,0,4.1,3,"Flamengo",NA,1,NA,5,7,NA,1,7,NA,NA,15,2,NA,NA,NA,NA,NA,NA
"83","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,32,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,12,NA,NA,2,5,NA,NA,NA
"84","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,32,284,"gol","Provável",-4.8,6.19,-0.38,1.34,22,"284",NA,2,NA,NA,NA,NA,NA,4,NA,NA,148,6,NA,14,20,NA,NA,NA
"85","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,32,284,"ata","Provável",6.3,10.52,1.18,4.14,19,"284",2,4,1,13,22,7,17,18,8,NA,103,NA,2,NA,NA,NA,NA,1
"86","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,32,275,"ata","Nulo",0,9.91,0,3.43,25,"275",2,1,NA,12,21,6,17,23,7,NA,44,NA,8,NA,NA,NA,NA,1
"87","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,32,290,"ata","Provável",17.1,8.41,3.22,2.31,21,"290",NA,8,NA,9,41,6,22,19,8,NA,133,NA,18,NA,NA,NA,NA,NA
"88","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,32,284,"zag","Contundido",2.1,9.61,-0.02,3.91,12,"284",NA,2,1,34,9,NA,4,9,NA,NA,58,5,1,NA,NA,NA,NA,NA
"89","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,32,284,"lat","Provável",-1.2,6.59,-0.53,2.84,11,"284",2,2,NA,17,8,2,3,4,NA,NA,96,3,NA,NA,NA,NA,NA,NA
"90","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,32,275,"zag","Nulo",-2.6,5.98,-1.78,3.03,9,"275",NA,4,NA,24,10,NA,1,8,NA,NA,36,3,NA,NA,NA,NA,NA,NA
"91","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,32,356,"ata","Provável",0.8,4.6,-0.56,1.89,25,"356",2,3,NA,16,19,5,17,33,1,NA,52,NA,4,NA,NA,NA,NA,NA
"92","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,32,356,"ata","Nulo",1.5,7.69,-0.73,2.86,26,"356",1,1,NA,6,29,5,12,28,7,NA,60,NA,6,NA,NA,1,NA,NA
"93","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,32,277,"ata","Nulo",1.1,6.84,-1.95,3.2,20,"Santos",4,8,NA,11,15,9,14,41,4,NA,162,NA,4,NA,NA,NA,NA,NA
"94","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,32,285,"ata","Contundido",0,20.81,0,11.2,3,"285",1,NA,NA,2,7,1,3,5,3,NA,15,NA,3,NA,NA,1,NA,NA
"95","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,32,275,"ata","Nulo",0,10.7,0,4.32,18,"275",1,2,NA,11,17,5,6,17,8,NA,45,NA,1,NA,NA,NA,NA,1
"96","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,32,282,"ata","Nulo",12.8,9.85,2.18,3.61,24,"282",3,1,NA,12,16,10,9,22,6,NA,67,NA,2,NA,NA,1,NA,1
"97","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,32,277,"gol","Nulo",0,5.53,0,2.65,4,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,5,4,NA,NA,NA
"98","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,32,277,"lat","Nulo",2.9,11.79,0.45,4.1,28,"Santos",1,6,NA,88,30,6,17,33,2,NA,232,4,2,NA,NA,NA,NA,NA
"99","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,32,277,"mei","Nulo",0,7.36,0,1.99,15,"Santos",1,3,2,46,23,1,1,22,NA,NA,66,NA,NA,NA,NA,NA,NA,NA
"100","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,32,282,"gol","Provável",-6.4,7.29,-1.24,2.16,19,"282",1,NA,NA,1,NA,NA,NA,2,NA,NA,89,5,NA,17,25,NA,NA,NA
"101","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,32,277,"lat","Nulo",-1,6.67,-0.34,1.96,22,"Santos",NA,3,NA,34,30,2,10,22,NA,NA,150,5,2,NA,NA,NA,NA,NA
"102","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,32,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,32,277,"lat","Nulo",0,5.89,0,3.38,22,"Santos",4,2,NA,15,12,4,2,18,4,NA,145,3,3,NA,NA,1,NA,NA
"104","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,32,277,"gol","Nulo",0,6.68,0,3.17,21,"Santos",NA,3,NA,NA,1,NA,NA,3,NA,NA,145,4,NA,30,27,NA,NA,NA
"105","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,32,277,"mei","Nulo",0.3,3.77,0.61,1.46,22,"Santos",1,1,NA,24,23,7,10,19,NA,NA,81,NA,NA,NA,NA,1,NA,1
"106","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,32,277,"zag","Nulo",0,3.34,0,1.21,9,"Santos",NA,NA,NA,10,6,NA,NA,4,NA,NA,31,1,NA,NA,NA,NA,NA,NA
"107","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,32,277,"zag","Nulo",0.7,6,-1.14,2.43,24,"Santos",1,3,1,40,11,2,4,23,NA,NA,124,5,NA,NA,NA,NA,NA,NA
"108","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,32,276,"ata","Nulo",7.1,7.92,1.27,1.62,21,"276",2,2,NA,13,30,7,18,15,1,NA,37,NA,9,NA,NA,NA,NA,NA
"109","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,32,276,"lat","Nulo",0,3.88,0,1.35,17,"276",1,2,NA,16,10,NA,2,15,NA,NA,82,2,NA,NA,NA,NA,NA,NA
"110","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,32,267,"gol","Provável",-0.9,7.86,0.62,2.43,27,"267",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,207,8,NA,27,39,NA,2,NA
"111","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,32,284,"mei","Nulo",0,5.89,0,1.63,12,"284",1,1,NA,12,16,3,2,12,1,NA,45,NA,4,NA,NA,NA,NA,NA
"112","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,32,276,"mei","Nulo",0.7,6.93,0.22,1.95,24,"276",1,2,NA,14,10,8,13,23,2,NA,93,NA,3,NA,NA,NA,NA,NA
"113","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,32,265,"zag","Nulo",0,6.34,0,2.82,5,"265",NA,1,NA,4,6,NA,2,2,1,NA,5,1,NA,NA,NA,NA,NA,NA
"114","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,32,267,"ata","Provável",16.9,15.67,2.99,5.53,26,"267",1,NA,NA,12,23,18,16,18,13,NA,61,NA,11,NA,NA,1,NA,NA
"115","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,32,292,"ata","Nulo",0,2.54,0,1.2,19,"292",NA,2,NA,3,8,NA,4,21,2,NA,18,NA,NA,NA,NA,NA,NA,NA
"116","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,32,267,"lat","Provável",8.6,8.98,1.3,3.6,20,"267",NA,5,NA,28,19,4,7,29,2,NA,121,6,3,NA,NA,2,NA,NA
"117","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,32,267,"lat","Provável",1.2,6.31,1.02,2.19,21,"267",1,6,1,48,37,2,NA,19,NA,NA,118,6,3,NA,NA,NA,NA,NA
"118","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,32,276,"mei","Provável",-0.2,7.33,-0.28,2.33,23,"276",NA,2,1,24,22,7,14,27,3,NA,74,NA,NA,NA,NA,NA,NA,NA
"119","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,32,267,"ata","Provável",-0.5,9.71,-0.6,3.69,25,"267",2,4,1,40,22,7,14,58,3,NA,102,NA,4,NA,NA,2,NA,NA
"120","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,32,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,NA,NA,8,7,2,2,11,NA,NA,7,NA,3,NA,NA,NA,NA,NA
"121","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,32,276,"mei","Dúvida",-1.7,3.25,-0.32,1.18,27,"276",2,2,NA,17,31,9,6,29,1,NA,120,NA,4,NA,NA,NA,NA,NA
"122","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,32,267,"mei","Nulo",0,7.09,0,3.39,20,"267",2,6,1,70,45,6,4,34,1,NA,81,NA,NA,NA,NA,NA,NA,NA
"123","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,32,276,"mei","Nulo",0,6.49,0,1.27,13,"276",NA,4,NA,10,14,5,4,15,1,NA,32,NA,NA,NA,NA,NA,NA,NA
"124","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,32,267,"mei","Provável",9,10.02,1.13,3.71,19,"267",2,3,NA,46,20,8,12,42,1,NA,169,NA,2,NA,NA,NA,NA,NA
"125","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,32,276,"mei","Provável",-0.5,3.11,-0.24,0.74,19,"276",NA,5,NA,32,25,2,2,11,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
"126","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,32,276,"mei","Contundido",0,4.4,0,1.02,5,"276",NA,1,NA,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"127","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,32,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2020/11/20/7c0d041c984aed2ad0bddb5980390af3_FORMATO.png",102598,32,280,"ata","Provável",6.7,4.51,0.4,3.19,9,"280",2,3,NA,17,12,2,1,6,1,NA,35,NA,NA,NA,NA,1,NA,NA
"129","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,32,282,"lat","Provável",2.7,13.11,0.01,4.31,25,"282",1,2,NA,64,29,2,6,30,1,NA,209,9,NA,NA,NA,1,NA,NA
"130","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,32,264,"mei","Nulo",-1.6,9.91,-1.05,3.4,14,"264",1,6,1,20,21,10,14,40,1,NA,91,NA,2,NA,NA,3,NA,NA
"131","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,32,264,"mei","Nulo",1.2,9.42,-0.91,4,11,"264",4,1,NA,9,6,2,9,6,1,NA,67,NA,NA,NA,NA,2,NA,NA
"132","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,32,277,"gol","Nulo",-8.8,0.79,-1.46,1.7,7,"Santos",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,46,1,NA,8,11,NA,NA,NA
"133","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,32,267,"ata","Nulo",0,2.28,0,0,6,"267",NA,1,NA,2,3,1,1,1,NA,NA,5,NA,1,NA,NA,NA,NA,NA
"134","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,32,267,"ata","Nulo",0,2.38,0,0.59,15,"267",NA,1,NA,2,6,2,1,14,1,NA,43,NA,4,NA,NA,NA,NA,NA
"135","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,32,282,"mei","Provável",11.4,13.51,1.04,5.39,21,"282",3,2,NA,25,30,11,16,30,8,NA,137,NA,2,NA,NA,2,NA,1
"136","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,32,282,"mei","Provável",0.8,7.14,-0.81,2.84,21,"282",2,7,NA,49,45,1,7,44,2,NA,78,NA,NA,NA,NA,NA,NA,NA
"137","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,32,267,"zag","Provável",-0.5,3.37,0.2,2.22,7,"267",NA,NA,NA,5,7,NA,1,3,NA,NA,28,3,1,NA,NA,NA,NA,NA
"138","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,32,267,"zag","Contundido",0,6.91,0,2.57,14,"267",NA,2,NA,21,10,1,4,7,NA,NA,39,4,NA,NA,NA,NA,NA,NA
"139","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,32,267,"mei","Nulo",0,0.99,0,-1,3,"267",NA,1,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"140","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,32,277,"mei","Contundido",0,3.92,0,1.73,19,"Santos",1,6,NA,40,33,1,4,17,2,NA,115,NA,2,NA,NA,NA,NA,NA
"141","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,32,267,"mei","Nulo",0,3.22,0,1.73,18,"267",1,NA,NA,27,14,NA,2,18,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
"142","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,32,280,"mei","Provável",3.8,9.41,-0.27,5.34,23,"280",2,1,NA,97,39,1,6,59,2,NA,135,NA,1,NA,NA,NA,NA,NA
"143","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,32,354,"tec","Provável",2.03,9.44,-0.86,3.91,31,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,32,293,"tec","Provável",2.85,8.71,0.35,3.27,26,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,32,263,"mei","Nulo",0.4,4.43,-0.04,1.27,9,"263",1,NA,NA,3,1,1,2,7,NA,NA,19,NA,1,NA,NA,NA,NA,NA
"146","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,32,282,"mei","Nulo",0.8,9.38,0.01,3.2,19,"282",1,NA,NA,20,7,9,7,9,3,NA,46,NA,2,NA,NA,NA,NA,NA
"147","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2020/03/09/54fa3d697fc129a0e755c94b10fedd38_FORMATO.png",94156,32,277,"mei","Nulo",8.6,9.1,0.13,3.05,27,"Santos",3,4,NA,57,33,6,10,50,1,NA,124,NA,2,NA,NA,NA,NA,NA
"148","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,32,277,"ata","Nulo",0,3.51,0,1.28,18,"Santos",NA,1,1,15,17,9,3,14,1,NA,73,NA,1,NA,NA,1,NA,NA
"149","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,32,294,"ata","Nulo",4.9,6.42,0.91,0.97,12,"Coritiba",1,1,NA,3,10,4,3,5,NA,NA,16,NA,1,NA,NA,1,NA,NA
"150","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,32,282,"zag","Dúvida",0,7.52,0,2.98,20,"282",1,3,NA,27,15,1,5,15,1,NA,93,6,NA,NA,NA,NA,NA,NA
"151","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,32,292,"ata","Nulo",0,1.89,0,0.89,7,"292",NA,NA,NA,2,3,NA,NA,10,NA,NA,23,NA,NA,NA,NA,1,NA,NA
"152","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,32,282,"zag","Provável",1.3,10.26,-0.03,3.63,23,"282",2,5,NA,45,29,5,12,2,1,NA,146,8,NA,NA,NA,1,NA,NA
"153","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,32,282,"tec","Provável",3.52,14.01,0.33,4.38,28,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,32,277,"ata","Nulo",6.5,5.21,0.98,1.77,25,"Santos",1,5,NA,15,35,2,15,33,3,NA,54,NA,2,NA,NA,1,NA,NA
"155","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,32,354,"mei","Provável",4,13.17,-1.05,4.81,29,"354",3,2,NA,103,46,10,19,45,2,NA,171,NA,6,NA,NA,1,NA,NA
"156","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,32,267,"mei","Nulo",-0.7,2.26,-1.98,1.66,10,"267",NA,2,NA,7,9,1,4,9,1,NA,19,NA,NA,NA,NA,1,NA,NA
"157","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,32,277,"ata","Nulo",0,2.21,0,0.63,11,"Santos",NA,NA,NA,6,7,2,NA,8,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
"158","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,32,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,3,NA,NA,NA
"159","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,32,263,"mei","Nulo",3.4,4.29,-0.11,2.57,13,"263",1,NA,NA,32,18,NA,6,11,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
"160","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,32,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,NA,1,NA,1,NA,NA,NA,NA,NA,65,4,NA,6,7,NA,NA,NA
"161","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,32,290,"mei","Nulo",0,3.95,0,-1.1,3,"290",NA,1,NA,1,4,NA,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA
"162","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,32,282,"zag","Dúvida",4.4,6.95,0.93,2.77,6,"282",NA,2,NA,6,6,1,2,1,NA,NA,7,3,NA,NA,NA,NA,NA,NA
"163","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,32,263,"ata","Nulo",0,7.3,0,4.09,22,"263",1,1,NA,11,34,22,23,25,6,NA,103,NA,4,NA,NA,NA,NA,NA
