"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","A","SG","DD","DP","GS","FT","PP","CV","GC"
"82","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,25,285,"mei","Provável",0.7,7.91,-0.39,2.28,21,"285",5,31,35,5,11,24,2,2,155,3,NA,NA,NA,NA,1,NA,NA,NA
"83","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,25,284,"mei","Nulo",0,4.19,0,0.93,11,"284",2,7,11,1,3,12,NA,NA,68,2,NA,NA,NA,NA,NA,NA,NA,NA
"84","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,25,265,"ata","Provável",4.7,8.88,0.65,3.77,18,"265",2,10,16,19,18,27,3,5,61,1,NA,NA,NA,NA,1,1,NA,NA
"85","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,25,265,"mei","Provável",4.7,14.16,-0.03,4.31,15,"265",1,9,11,9,10,29,4,3,87,1,NA,NA,NA,NA,1,NA,NA,NA
"86","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2020/10/13/4e771210e49b104092cac2a09476bbd1_FORMATO.png",61149,25,266,"ata","Nulo",0,4.77,0,2.96,5,"266",NA,5,5,2,NA,8,1,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,25,267,"mei","Nulo",0,8.69,0,3.28,14,"267",4,26,23,3,5,5,4,NA,56,NA,NA,NA,NA,NA,1,NA,NA,NA
"88","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,25,282,"tec","Nulo",4.79,14.22,0.57,4.33,23,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,25,285,"zag","Provável",5.5,7.24,0.56,3.66,15,"285",2,21,10,1,1,21,1,NA,25,NA,6,NA,NA,NA,NA,NA,1,NA
"90","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,25,282,"ata","Nulo",-0.2,7.62,-0.22,3.33,19,"282",1,11,15,9,8,22,4,2,65,2,NA,NA,NA,NA,1,1,NA,NA
"91","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,25,264,"zag","Nulo",0,4.7,0,2.2,6,"264",NA,5,5,1,NA,1,NA,NA,10,NA,3,NA,NA,NA,NA,NA,1,NA
"92","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,25,276,"ata","Nulo",0,6,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Leonardo Cittadini","leo-cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2019/03/30/475167cdad7e826c64f4a0a999f8aef9_FORMATO.png",70986,25,293,"mei","Provável",0.4,12.09,-2.04,3.82,20,"293",4,48,41,8,17,34,3,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,25,293,"mei","Nulo",-0.6,2.66,0.04,-0.1,8,"293",1,3,6,NA,1,3,NA,3,26,NA,NA,NA,NA,NA,1,NA,NA,NA
"95","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,25,293,"ata","Nulo",0,3.11,0,0.38,10,"293",NA,1,3,1,3,6,NA,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2019/03/30/79dd4d1b071e14e833f4b54ceaba247a_FORMATO.png",62129,25,293,"mei","Nulo",0,0.79,0,-1.06,18,"293",9,16,37,1,4,7,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,25,290,"zag","Suspenso",2.8,6.26,-0.22,3.01,16,"290",3,28,12,1,3,14,NA,NA,35,NA,6,NA,NA,NA,NA,NA,NA,1
"98","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,25,356,"zag","Provável",-1.9,2.62,-0.72,1.82,18,"356",3,19,21,2,3,7,NA,3,65,NA,6,NA,NA,NA,NA,NA,NA,NA
"99","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2020/03/06/d22e844f59f83a532bc261ec38a55da4_FORMATO.png",70934,25,356,"zag","Provável",-0.8,3.21,-0.28,1.42,13,"356",4,14,12,NA,2,13,NA,NA,47,NA,3,NA,NA,NA,NA,NA,NA,NA
"100","Kelvin Mateus de Oliveira","kelvin","Kelvin","https://s.glbimg.com/es/sde/f/2020/10/06/1e5d2511be625adda18aa1b5728bdabb_FORMATO.png",71549,25,263,"ata","Contundido",0,3.33,0,1.07,3,"263",NA,2,3,1,NA,6,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","William Matheus da Silva","william-matheus","William Matheus","https://s.glbimg.com/es/sde/f/2020/03/02/909543d62f7ce5eb46d841074c60bdb6_FORMATO.png",62130,25,294,"lat","Provável",0,5.76,0,2.64,22,"Coritiba",3,22,20,1,8,25,1,5,187,3,6,NA,NA,NA,NA,NA,NA,NA
"102","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2020/03/09/ebc79a97a8840c38c63b16446a1c84b5_FORMATO.png",63013,25,275,"lat","Nulo",2.4,7.72,0,2.79,14,"275",2,36,16,NA,1,12,NA,NA,119,NA,4,NA,NA,NA,NA,NA,NA,NA
"103","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/10/16/a6f8687af7ab25654568d0b1f3d32841_FORMATO.png",68696,25,356,"ata","Provável",1.1,2.62,-1.07,2.61,10,"356",2,10,14,3,2,10,2,NA,21,NA,NA,NA,NA,NA,1,NA,NA,NA
"104","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2020/09/11/8c1bbc63952b2e050b6b5662f996e79d_FORMATO.png",70916,25,284,"lat","Nulo",0,9.03,0,3.32,17,"284",1,37,11,1,6,15,NA,1,109,1,4,NA,NA,NA,NA,NA,NA,NA
"105","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,25,267,"gol","Provável",1.8,7.95,1.56,1.99,20,"267",NA,NA,NA,NA,NA,4,NA,NA,149,NA,5,18,2,29,NA,NA,NA,NA
"106","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,25,267,"zag","Nulo",0,4.16,0,5.6,1,"267",NA,1,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"107","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,25,354,"mei","Provável",0,11.65,0,6.93,17,"354",2,11,10,19,21,15,8,4,161,4,NA,NA,NA,NA,1,NA,NA,NA
"108","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,25,275,"gol","Provável",12.5,9.67,2.46,2.03,19,"275",NA,1,NA,NA,NA,1,NA,NA,156,NA,7,13,NA,17,NA,NA,NA,NA
"109","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,25,285,"mei","Provável",1.7,18.11,-0.02,7.47,23,"285",1,17,22,14,20,33,15,14,107,5,NA,NA,NA,NA,NA,1,1,NA
"110","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2020/08/31/f76d432cdaf8192dfc153e892b58c96c_FORMATO.png",70925,25,354,"mei","Nulo",4.7,3.4,0.08,1.48,13,"354",1,3,11,NA,2,3,1,NA,24,3,NA,NA,NA,NA,NA,NA,NA,NA
"111","Felipe de Oliveira Silva","felipe-baxola","Felipe Baxola","https://s.glbimg.com/es/sde/f/2020/03/02/a6b441d755d11d4c4cee6850b8edddf7_FORMATO.png",71113,25,354,"mei","Nulo",-1.1,3.18,-0.01,0.33,7,"354",NA,2,5,NA,1,2,NA,3,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"112","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,25,264,"mei","Nulo",4,3.29,0.67,0.74,12,"264",2,17,16,1,1,2,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,NA
"113","Carlos Emiliano Pereira","carlinhos","Carlinhos","https://s.glbimg.com/es/sde/f/2019/03/22/7da6584b8edbee8649acb25931c97e1e_FORMATO.png",63194,25,356,"lat","Dúvida",-0.9,5.89,-0.25,2.67,15,"356",1,22,20,NA,2,15,NA,1,86,NA,6,NA,NA,NA,NA,NA,NA,NA
"114","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,25,356,"zag","Nulo",0,3.36,0,1.2,1,"356",NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,25,275,"zag","Provável",5.9,12.03,0.25,3.49,15,"275",3,26,19,2,4,14,1,8,47,1,6,NA,NA,NA,NA,NA,1,NA
"116","Paulo Henrique Chagas de Lima","ganso","Ganso","https://s.glbimg.com/es/sde/f/2020/08/11/6065b1defc59b5a923da5fc98d24534c_FORMATO.png",62977,25,266,"mei","Nulo",-0.1,4.35,-0.17,1.77,17,"266",2,16,8,2,4,8,1,NA,54,2,NA,NA,NA,NA,NA,NA,NA,NA
"117","Henrique Almeida Caixeta Nascentes","henrique-almeida","Henrique Almeida","https://s.glbimg.com/es/sde/f/2020/08/26/e557abba11e4a7a58c8e280da1480703_FORMATO.jpeg",68773,25,290,"ata","Contundido",0,5,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,25,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA
"119","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,25,285,"gol","Provável",-3,7.79,0.19,0.55,25,"285",2,1,NA,NA,NA,3,NA,NA,277,NA,9,12,NA,25,NA,NA,NA,NA
"120","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,25,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,4,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,25,265,"lat","Provável",0.9,7.63,-0.11,2.58,17,"265",2,38,16,3,2,14,NA,1,140,2,2,NA,NA,NA,NA,NA,NA,NA
"122","Ricardo Ribeiro de Lima","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/25/003e596752a82b34bc103220faa3125d_FORMATO.png",68832,25,292,"mei","Dúvida",0,2.96,0,1.61,20,"292",3,30,20,6,2,31,NA,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,25,284,"zag","Contundido",0,2.56,0,1.11,8,"284",1,9,11,NA,NA,2,NA,NA,36,NA,2,NA,NA,NA,NA,NA,NA,NA
"124","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,25,373,"ata","Nulo",7.5,5.71,2.16,5.9,2,"373",NA,2,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"125","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,25,373,"mei","Nulo",0,4.1,0,0.1,2,"373",NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,25,276,"lat","Nulo",2.3,13.79,-0.56,5,19,"276",3,34,24,10,7,18,4,NA,247,3,6,NA,NA,NA,NA,NA,NA,NA
"127","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,25,276,"gol","Nulo",1.5,12.94,-0.57,3.95,21,"276",1,1,NA,NA,NA,4,NA,NA,139,1,6,20,3,20,NA,NA,NA,NA
"128","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,25,264,"zag","Provável",5.5,6.6,-0.25,3.13,18,"264",2,27,15,1,2,10,1,1,76,1,6,NA,NA,NA,1,NA,NA,1
"129","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,25,265,"ata","Nulo",1,5.08,-1,2.54,14,"265",2,8,13,6,8,16,3,3,71,1,NA,NA,NA,NA,NA,1,NA,NA
"130","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,25,354,"zag","Nulo",0,3.07,0,2.85,6,"354",1,8,2,1,2,1,1,NA,42,NA,1,NA,NA,NA,NA,NA,NA,NA
"131","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,25,265,"gol","Provável",1.7,8.9,0.26,3.14,15,"265",NA,NA,NA,NA,NA,3,NA,NA,74,NA,3,18,NA,17,NA,NA,NA,NA
"132","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,25,284,"ata","Dúvida",0,11.84,0,3.89,16,"284",3,8,20,6,14,17,7,1,81,1,NA,NA,NA,NA,NA,1,1,NA
"133","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,25,284,"gol","Dúvida",0,6.36,0,4.33,6,"284",NA,NA,NA,NA,NA,NA,NA,NA,40,1,3,5,NA,5,NA,NA,NA,NA
"134","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,25,284,"lat","Provável",5,9.83,0.12,3.01,17,"284",1,34,20,1,2,17,NA,2,110,NA,7,NA,NA,NA,NA,NA,1,NA
"135","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,25,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,3,1,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,25,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2020/08/11/9e1c282e16e37d5fdb5fa7b81b2871cc_FORMATO.png",68895,25,266,"ata","Nulo",7.6,5.14,1.21,2.36,17,"266",6,13,11,1,5,31,3,2,42,1,NA,NA,NA,NA,NA,NA,NA,NA
"138","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,25,264,"mei","Provável",0.4,5.91,-0.74,2.23,15,"264",5,37,28,3,6,12,1,1,95,1,NA,NA,NA,NA,1,NA,NA,NA
"139","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,25,293,"gol","Provável",3.6,6.17,-0.79,1.95,18,"293",NA,1,1,NA,NA,1,NA,NA,129,NA,4,12,3,21,NA,NA,NA,NA
"140","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,25,354,"gol","Provável",3.6,3.77,-0.03,1.6,3,"354",NA,NA,NA,NA,NA,2,NA,NA,32,NA,1,2,NA,3,NA,NA,NA,NA
"141","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,25,354,"zag","Provável",1.6,6.07,-0.25,2.75,16,"354",6,28,14,1,4,13,1,2,79,NA,5,NA,NA,NA,NA,NA,NA,NA
"142","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,25,267,"lat","Contundido",0,7,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,25,264,"mei","Provável",5.9,5.38,-0.12,2.34,16,"264",5,51,24,1,2,15,NA,NA,68,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,25,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,1,8,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,25,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,5,5,2,1,3,NA,1,35,NA,1,NA,NA,NA,NA,NA,NA,NA
"146","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2019/09/03/f3c44a346794fb67a9084ef89211cd1c_FORMATO.png",71937,25,356,"mei","Provável",11.6,6.04,1.7,2.99,20,"356",5,38,30,4,17,26,2,NA,158,3,NA,NA,NA,NA,NA,NA,NA,NA
"147","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,25,282,"gol","Nulo",12.8,10.36,2.9,2.59,14,"282",NA,1,NA,NA,NA,1,NA,NA,63,1,4,13,NA,18,NA,NA,NA,NA
"148","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,25,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,10,15,6,2,4,2,NA,39,NA,2,NA,NA,NA,NA,NA,1,NA
"149","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,25,277,"ata","Suspenso",0,26.03,0,10.6,20,"Santos",4,21,28,17,25,95,14,17,115,6,NA,NA,NA,NA,1,NA,NA,NA
"150","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,25,354,"zag","Provável",2.7,4.82,-0.83,2.17,18,"354",7,36,25,1,1,4,1,NA,55,NA,5,NA,NA,NA,1,NA,1,NA
"151","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,25,294,"mei","Provável",1,7.95,-1.05,5.96,17,"Coritiba",1,31,11,4,5,41,4,1,110,5,NA,NA,NA,NA,1,NA,NA,NA
"152","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,25,277,"zag","Nulo",0.4,3.57,-0.03,1.57,7,"Santos",NA,9,4,NA,NA,3,NA,NA,25,NA,1,NA,NA,NA,NA,NA,NA,NA
"153","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,25,277,"gol","Nulo",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,NA,3,NA,NA,NA,NA
"154","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,25,285,"zag","Provável",0.9,10.08,-0.04,2.34,23,"285",7,40,32,2,1,24,NA,NA,161,NA,9,NA,NA,NA,NA,NA,NA,NA
"155","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2020/08/11/37c640ec0cd77c476e2aeef745c5420f_FORMATO.png",69041,25,266,"gol","Nulo",0,4.62,0,2.36,19,"266",NA,NA,NA,NA,NA,6,NA,NA,140,NA,4,19,NA,20,NA,NA,NA,NA
"156","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,25,292,"mei","Provável",1.9,4.48,0.26,1.96,13,"292",3,29,24,NA,4,10,1,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,25,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,NA,1,NA,NA,NA,NA,NA,65,NA,4,6,NA,7,NA,NA,1,NA
"158","Mattheus Andrade Gama de Oliveira","mattheus","Mattheus","https://s.glbimg.com/es/sde/f/2020/09/30/38d8d1bd4dd6f381d7dcabac2692be19_FORMATO.png",79023,25,294,"mei","Nulo",2.8,4.16,0.02,2.77,6,"Coritiba",NA,8,4,1,1,7,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,25,285,"mei","Nulo",-4.3,3.6,-1.19,-0.01,7,"285",2,6,7,NA,NA,5,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,25,354,"mei","Provável",4.7,4.61,-0.12,2.2,19,"354",3,44,7,3,6,10,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,25,275,"gol","Nulo",0,3.32,0,-0.4,4,"275",1,NA,NA,NA,NA,NA,NA,NA,26,NA,1,2,NA,5,NA,NA,NA,NA
"162","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,25,265,"zag","Nulo",0,4.57,0,1.82,8,"265",1,8,5,1,1,4,NA,NA,30,NA,2,NA,NA,NA,NA,NA,NA,NA
