"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","G","I","PI","DD","DP","GS","SG","CV","FT","GC","PP"
"82","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/11/03/51e9f9ba46d806d46d4d256d45ac95e6_FORMATO.png",101727,21,262,"lat","Nulo",1,2.54,-0.23,2.52,7,"Flamengo",1,1,8,4,3,2,2,NA,NA,26,NA,NA,NA,1,NA,NA,NA,NA
"83","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,21,264,"zag","Provável",-0.5,5.35,-0.14,2.68,16,"264",1,2,23,13,1,2,8,1,1,70,NA,NA,NA,4,NA,1,1,NA
"84","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,21,264,"mei","Provável",2.1,7.04,0.37,2.2,11,"264",1,1,10,10,3,5,10,1,NA,74,NA,NA,NA,NA,NA,1,NA,NA
"85","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,21,294,"gol","Provável",-4.3,6.91,-0.29,1.92,21,"Coritiba",NA,NA,1,NA,NA,NA,2,NA,NA,179,20,1,28,5,NA,NA,NA,NA
"86","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,21,262,"mei","Provável",0,8.21,0,4.48,16,"Flamengo",2,3,18,17,6,9,34,5,1,126,NA,NA,NA,NA,NA,NA,NA,NA
"87","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,21,276,"mei","Nulo",-1,7.39,-0.99,2.5,8,"276",NA,2,8,10,5,4,13,1,NA,27,NA,NA,NA,NA,NA,NA,NA,NA
"88","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,21,294,"mei","Nulo",1.7,2.75,-0.39,0.98,14,"Coritiba",NA,3,26,28,1,3,17,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"89","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,21,262,"zag","Contundido",0,8.92,0,2.78,9,"Flamengo",NA,1,18,9,1,3,3,NA,NA,16,NA,NA,NA,2,NA,NA,NA,NA
"90","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,21,266,"mei","Provável",5.2,13.35,0.59,5.46,16,"266",1,2,16,7,6,17,29,7,NA,175,NA,NA,NA,NA,NA,NA,NA,NA
"91","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,21,263,"gol","Suspenso",0,14.9,0,5.6,8,"263",NA,1,NA,NA,NA,NA,NA,NA,NA,62,13,NA,7,3,NA,NA,NA,NA
"92","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,21,262,"mei","Provável",0.4,7.3,-0.19,1.22,18,"Flamengo",NA,3,34,22,2,7,7,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
"93","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,21,262,"ata","Nulo",0.5,5.32,-0.16,1.17,12,"Flamengo",1,1,7,13,3,9,7,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA
"94","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,21,262,"ata","Nulo",2.7,3.78,0.27,1.88,12,"Flamengo",1,1,4,2,8,NA,1,1,NA,15,NA,NA,NA,NA,NA,NA,NA,NA
"95","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,21,262,"gol","Provável",0,10.72,0,2.22,5,"Flamengo",NA,NA,NA,NA,NA,NA,2,NA,NA,19,6,NA,6,1,1,NA,NA,NA
"96","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,21,276,"lat","Nulo",-3,3.44,-0.96,1.63,12,"276",1,2,13,9,NA,1,11,NA,NA,63,NA,NA,NA,2,NA,NA,NA,NA
"97","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,21,356,"gol","Provável",-7.1,2.32,-1.88,1.5,18,"356",NA,NA,2,NA,NA,NA,4,NA,NA,210,12,NA,17,6,NA,NA,NA,NA
"98","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,21,262,"lat","Contundido",0,6.55,0,3.55,15,"Flamengo",1,3,45,20,2,1,17,1,1,129,NA,NA,NA,3,NA,1,1,NA
"99","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,21,276,"mei","Nulo",0,8.97,0,2.39,15,"276",NA,2,20,11,6,7,20,1,NA,53,NA,NA,NA,NA,NA,NA,NA,NA
"100","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2019/03/23/2138dee0c7885fcda59ec315f3f3c8bd_FORMATO.png",38279,21,356,"ata","Nulo",9.8,9.12,1.69,3.43,17,"356",1,NA,6,17,4,6,17,5,5,29,NA,NA,NA,NA,NA,1,NA,NA
"101","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,21,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,21,276,"mei","Nulo",5.3,8.01,0.55,2.87,14,"276",1,2,11,6,7,7,15,2,1,58,NA,NA,NA,NA,NA,NA,NA,NA
"103","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,21,294,"mei","Nulo",0,12.25,0,4.77,15,"Coritiba",1,2,46,15,6,10,25,1,NA,96,NA,NA,NA,NA,NA,2,NA,NA
"104","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2020/07/21/18411dbbf7fa68ca337d4cc0fba7b2d9_FORMATO.png",104257,21,262,"lat","Nulo",0,4.17,0,3.55,2,"Flamengo",NA,1,4,6,NA,1,7,NA,NA,12,NA,NA,NA,1,NA,NA,NA,NA
"105","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,21,276,"mei","Provável",-0.7,3.5,-2.03,1.43,17,"276",1,2,12,22,6,5,19,1,NA,66,NA,NA,NA,NA,NA,NA,NA,NA
"106","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,21,267,"zag","Provável",5.6,4.16,0.16,5.6,1,"267",NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"107","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,21,265,"zag","Nulo",0,4.68,-0.73,0.9,3,"265",NA,1,1,4,NA,NA,2,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"108","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2020/08/18/21613ca434c9a230ec1b0821a3f70079_FORMATO.png",50301,21,284,"mei","Nulo",-0.1,4.91,-0.35,1.38,9,"284",1,1,12,14,3,2,11,NA,4,42,NA,NA,NA,NA,NA,NA,NA,NA
"109","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,21,276,"mei","Provável",0,3.65,0,1.3,10,"276",NA,3,22,10,NA,1,5,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"110","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,21,292,"mei","Provável",1.8,9.66,0,1.59,17,"292",NA,1,8,13,2,14,23,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA
"111","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,21,292,"ata","Nulo",0.5,2.72,-0.08,1.38,15,"292",NA,2,3,7,NA,3,17,2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
"112","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,21,267,"ata","Provável",17.9,15.31,2.82,5.41,17,"267",NA,NA,7,18,11,9,12,9,7,37,NA,NA,NA,NA,NA,1,NA,NA
"113","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,21,267,"gol","Provável",3,8.56,-0.85,2.59,18,"267",NA,NA,NA,NA,NA,NA,4,NA,NA,141,17,2,24,5,NA,NA,NA,NA
"114","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,21,262,"mei","Nulo",0,6.55,0,2.43,12,"Flamengo",2,3,9,17,2,4,31,1,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"115","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,21,267,"lat","Nulo",0,5.71,0,1.66,14,"267",NA,5,31,25,2,NA,15,NA,2,90,NA,NA,NA,3,NA,NA,NA,NA
"116","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,21,267,"lat","Nulo",8,8.54,1.55,2.83,12,"267",NA,2,18,14,2,5,21,NA,1,75,NA,NA,NA,3,NA,1,NA,NA
"117","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,21,267,"mei","Nulo",0,9.49,0,3.42,14,"267",NA,3,26,23,3,5,5,4,NA,56,NA,NA,NA,NA,NA,1,NA,NA
"118","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,21,267,"ata","Nulo",0,4.07,0,1.44,11,"267",NA,1,3,8,2,3,4,2,5,15,NA,NA,NA,NA,NA,NA,NA,NA
"119","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,21,267,"mei","Provável",-0.1,5.79,-0.72,3.37,13,"267",2,4,50,32,2,3,28,NA,NA,60,NA,NA,NA,NA,1,NA,NA,NA
"120","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,21,267,"mei","Provável",0.5,8.87,-0.65,3.82,14,"267",1,3,38,15,7,6,33,1,2,130,NA,NA,NA,NA,NA,NA,NA,NA
"121","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,21,280,"mei","Nulo",4.9,8.76,-0.19,5.34,13,"280",1,NA,55,23,1,3,36,1,1,81,NA,NA,NA,NA,NA,NA,NA,NA
"122","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,21,354,"tec","Provável",3.04,8.89,-0.28,3.55,20,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,21,267,"zag","Provável",6.9,7.86,0.77,2.98,11,"267",NA,2,17,9,1,4,6,NA,NA,31,NA,NA,NA,4,NA,NA,NA,NA
"124","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,21,276,"mei","Contundido",0,4.4,0,1.02,5,"276",NA,1,9,7,2,2,4,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"125","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,21,277,"lat","Provável",5.7,12.52,0.47,4.73,20,"Santos",1,5,69,26,3,11,24,2,NA,166,NA,NA,NA,4,NA,NA,NA,NA
"126","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,21,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,21,267,"ata","Provável",0.7,9.96,-0.58,3.82,17,"267",2,2,26,16,4,11,46,2,4,74,NA,NA,NA,NA,1,1,NA,NA
"128","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2020/11/12/2a9d129f29dfc981e1561b43acc2bcac_FORMATO.png",102598,21,280,"ata","Nulo",-3.2,2.64,-1.44,1.13,4,"280",1,1,3,3,NA,NA,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
"129","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,21,294,"ata","Nulo",0,6.37,0,0.24,5,"Coritiba",NA,1,1,6,2,NA,2,NA,1,7,NA,NA,NA,NA,NA,1,NA,NA
"130","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,21,282,"ata","Nulo",9.4,11.02,1.89,3.04,18,"282",1,1,9,18,8,6,8,4,NA,16,NA,NA,NA,NA,NA,1,NA,NA
"131","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,21,282,"zag","Provável",-0.8,7.32,-1.22,3.29,14,"282",1,2,19,10,1,5,10,1,NA,71,NA,NA,NA,4,NA,NA,NA,NA
"132","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,21,282,"tec","Provável",3.66,14.16,-0.83,4.52,20,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,21,282,"mei","Provável",-0.6,7.29,-1.31,2.93,18,"282",2,5,44,41,1,7,41,1,NA,63,NA,NA,NA,NA,NA,NA,NA,NA
"134","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,21,267,"mei","Nulo",0,1.68,0,-0.1,2,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"135","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,21,264,"mei","Contundido",0,9.34,0,1.17,6,"264",1,1,1,2,1,NA,3,NA,NA,17,NA,NA,NA,NA,NA,1,NA,NA
"136","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,21,267,"mei","Nulo",0,3.44,0,2.46,10,"267",1,NA,18,7,NA,2,13,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA
"137","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,21,264,"mei","Nulo",0,10.56,0,3.32,9,"264",1,5,10,11,9,8,28,NA,1,63,NA,NA,NA,NA,NA,2,NA,NA
"138","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,21,293,"tec","Provável",5.43,8.68,0.51,3.14,15,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,21,282,"mei","Provável",1.2,6.42,-0.46,1.59,18,"282",NA,3,36,23,2,11,13,NA,NA,106,NA,NA,NA,NA,NA,1,NA,NA
"140","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,21,263,"mei","Nulo",0,4.72,0,0.67,3,"263",NA,NA,1,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"141","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,21,267,"ata","Nulo",-0.1,2.62,-0.03,0.49,10,"267",NA,1,NA,3,1,NA,6,1,3,24,NA,NA,NA,NA,NA,NA,NA,NA
"142","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,21,282,"gol","Nulo",-2,5.4,-0.71,-9.2,1,"282",NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,NA
"143","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,21,267,"ata","Nulo",-2.6,1.83,-0.63,-1.05,2,"267",NA,1,1,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,21,267,"mei","Nulo",0,2.42,0,0.76,5,"267",NA,2,5,6,1,3,7,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA
"145","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,21,263,"mei","Provável",5,7.43,1,2.72,14,"263",2,2,16,20,9,8,19,1,NA,116,NA,NA,NA,NA,NA,1,NA,NA
"146","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,21,290,"mei","Nulo",0,4.68,-1.32,0,1,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,21,265,"lat","Nulo",10.5,6.03,1.2,2.67,6,"265",NA,1,5,3,NA,4,NA,1,NA,17,NA,NA,NA,1,NA,NA,NA,NA
"148","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,21,263,"mei","Provável",3.5,3.86,0.08,2.57,3,"263",NA,NA,7,1,NA,1,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"149","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,21,263,"ata","Nulo",-0.1,5.65,-0.2,2.33,13,"263",1,1,5,19,6,10,16,2,2,64,NA,NA,NA,NA,NA,NA,NA,NA
"150","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,21,294,"mei","Nulo",0,2.84,0,0.31,7,"Coritiba",NA,1,7,7,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"151","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,21,265,"ata","Nulo",0,4.94,0,2.17,12,"265",1,1,7,11,5,5,15,2,3,65,NA,NA,NA,NA,NA,NA,NA,1
"152","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,21,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,21,263,"lat","Contundido",0,6.24,0,1.99,12,"263",1,3,15,17,NA,6,10,NA,1,59,NA,NA,NA,3,NA,NA,NA,NA
"154","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,21,263,"zag","Provável",0.6,6.32,0.25,2.08,17,"263",NA,5,25,14,1,8,11,NA,1,53,NA,NA,NA,4,NA,NA,NA,NA
"155","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,21,282,"mei","Nulo",1.5,11.1,-0.44,3.69,13,"282",2,1,15,20,7,9,16,2,2,67,NA,NA,NA,NA,NA,1,NA,NA
"156","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,21,282,"mei","Nulo",2.6,10.18,-0.08,4.45,12,"282",1,NA,16,6,7,5,7,3,2,34,NA,NA,NA,NA,NA,NA,NA,NA
"157","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,21,284,"ata","Provável",10.3,6.51,1.71,1.91,14,"284",2,1,7,15,4,5,12,2,3,51,NA,NA,NA,NA,1,NA,NA,NA
"158","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,21,263,"zag","Provável",0.2,5.47,-0.24,3.02,19,"263",1,1,32,14,2,4,19,NA,NA,56,NA,NA,NA,4,NA,NA,NA,NA
"159","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,21,265,"mei","Nulo",-1.9,4.24,-0.55,2.65,15,"265",1,3,8,11,2,5,22,3,NA,60,NA,NA,NA,NA,NA,1,NA,NA
"160","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,21,265,"zag","Nulo",0,4,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,21,282,"mei","Nulo",0,2.4,0,-1.3,3,"282",NA,2,2,2,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA
"162","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,21,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA
