"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","G","I","A","FT","DP","GC","PP"
"81","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,28,263,"gol","Contundido",0,14.9,0,5.6,8,"263",NA,13,NA,7,62,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/11/13/367591fd75a306390b5722859941a1c2_FORMATO.png",89343,28,292,"lat","Provável",7.2,6.14,1.2,3.76,11,"292",NA,NA,20,NA,65,4,NA,16,9,2,5,NA,NA,NA,NA,NA,NA,NA
"83","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,28,282,"zag","Nulo",0,11.61,0,3.07,18,"282",NA,NA,16,NA,76,6,2,20,18,1,1,1,NA,1,1,NA,NA,NA
"84","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,28,373,"tec","Provável",5.41,9.08,0.74,3.42,7,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png",73992,28,285,"lat","Provável",4.5,4.88,0.79,1.79,14,"285",NA,NA,18,NA,106,3,3,25,21,2,1,NA,NA,NA,NA,NA,NA,NA
"86","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,28,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Abel Mathías Hernández Platero","abel-hernandez","Abel Hernández","https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png",74159,28,285,"ata","Nulo",-1.5,6.7,-0.39,2.5,16,"285",NA,NA,9,NA,30,NA,2,14,10,6,8,2,2,1,NA,NA,NA,NA
"88","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,28,262,"mei","Contundido",0,6.99,0,2.72,12,"Flamengo",NA,NA,7,NA,66,NA,4,39,26,2,3,NA,NA,2,1,NA,NA,NA
"89","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2020/03/06/c5ae2181227b8ce1cfaa3ff33c7d8ac0_FORMATO.png",90309,28,356,"ata","Nulo",0,4.71,0,2.53,22,"356",NA,NA,24,NA,83,NA,4,20,45,5,14,5,9,2,NA,NA,NA,NA
"90","Gustavo Henrique Ferrareis","gustavo-ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2020/02/27/86bda8f1f2f8a1d79cbbc8a21a0d4436_FORMATO.png",89815,28,373,"mei","Provável",-2.2,7.23,-1.82,1.98,23,"373",NA,NA,40,NA,106,NA,5,20,30,3,15,3,7,1,NA,NA,NA,NA
"91","Jadson Cristiano Silva de Morais","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/11/11/9cd8c17f449c11311b6d55fdc1c818b4_FORMATO.png",90428,28,267,"zag","Nulo",0,4.9,0,2.58,4,"267",NA,NA,1,NA,15,2,3,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"92","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,28,354,"lat","Provável",-0.7,7.88,-0.5,3.59,22,"354",1,NA,27,NA,166,7,2,58,29,NA,3,NA,NA,2,NA,NA,NA,NA
"93","Carlos Eduardo Soares Mota","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/27/3e68131e760ca1e4bc68e176dfd5b5ec_FORMATO.png",90416,28,292,"gol","Nulo",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,28,265,"zag","Nulo",11,6.34,1.73,2.82,5,"265",NA,NA,2,NA,5,1,1,4,6,NA,2,1,NA,NA,NA,NA,NA,NA
"95","Yuri Oliveira Lima","yuri-lima","Yuri Lima","https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png",90569,28,266,"mei","Nulo",3.4,1.97,0.99,0.76,13,"266",NA,NA,6,NA,43,NA,4,24,24,4,3,NA,NA,NA,NA,NA,NA,NA
"96","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,28,285,"lat","Provável",9.2,11.24,0.4,3.88,17,"285",NA,NA,7,NA,161,8,1,42,37,1,5,NA,2,2,1,NA,NA,NA
"97","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,28,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,NA,5,NA,15,NA,NA,2,7,1,3,3,3,1,1,NA,NA,NA
"98","Mateus Eduardo Claus","mateus-claus","Mateus Claus","https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png",90590,28,265,"gol","Nulo",0,3.77,0,7.9,2,"265",NA,6,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,28,284,"ata","Nulo",0,5.35,0,1.9,17,"284",1,NA,16,NA,68,NA,1,10,16,5,7,2,3,2,NA,NA,NA,NA
"100","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,28,267,"ata","Provável",4,13.16,0.58,5.24,22,"267",NA,NA,17,NA,53,NA,NA,10,19,14,12,11,11,NA,1,NA,NA,NA
"101","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,28,263,"lat","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,28,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",NA,NA,NA,3,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,28,282,"gol","Provável",0,10.74,0,3.32,15,"282",NA,15,2,18,63,5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"104","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,28,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,NA,4,NA,39,2,1,10,15,6,2,2,NA,NA,NA,NA,NA,NA
"105","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,28,276,"gol","Provável",3.3,12.78,0.77,3.63,23,"276",NA,23,4,25,152,6,1,1,NA,NA,NA,NA,NA,1,NA,3,NA,NA
"106","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,28,280,"zag","Provável",10.7,2.79,1.47,1.67,7,"280",1,NA,2,NA,21,NA,1,14,6,NA,1,1,NA,NA,NA,NA,NA,NA
"107","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,28,284,"lat","Nulo",0,9.38,0,2.8,19,"284",1,NA,19,NA,124,7,1,37,21,1,2,NA,2,NA,NA,NA,NA,NA
"108","Jorge de Moura Xavier","jorginho","Jorginho","https://s.glbimg.com/es/sde/f/2020/09/11/fa4f0fa959553267d0d1f02920de2e33_FORMATO.png",77544,28,293,"mei","Nulo",0,9.05,0,3.86,9,"293",NA,NA,13,NA,39,NA,NA,15,8,1,5,2,NA,NA,NA,NA,NA,NA
"109","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,28,275,"gol","Nulo",0,3.32,0,-0.4,4,"275",NA,2,NA,5,26,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,28,280,"ata","Provável",10.1,7.47,0.62,3.48,20,"280",NA,NA,13,NA,36,NA,NA,16,17,11,12,2,5,4,1,NA,NA,NA
"111","Eduardo de Souza Barroca","eduardo-barroca","Eduardo Barroca","https://s.glbimg.com/es/sde/f/2020/11/27/ed4e21aa1eae057a8185a802e380bbcf_FORMATO.png",77774,28,263,"tec","Provável",1.2,3.95,-0.15,1.91,9,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,28,354,"zag","Provável",1.7,4.74,-0.71,2.33,20,"354",1,NA,4,NA,58,6,7,38,25,1,2,1,NA,NA,1,NA,NA,NA
"113","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,28,354,"zag","Nulo",0,3.47,0,1.83,6,"354",NA,NA,2,NA,10,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,28,285,"mei","Nulo",0.8,3.87,0.09,0.7,23,"285",NA,NA,13,NA,84,NA,5,36,37,3,3,NA,NA,1,NA,NA,NA,NA
"115","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,28,356,"gol","Provável",-2.3,3.15,-1.67,1.67,23,"356",NA,16,4,23,255,7,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"116","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2020/09/24/466b1e0c94a4b7fe9eab500c429d91be_FORMATO.png",54395,28,265,"mei","Nulo",0,5.94,0,-0.51,8,"265",NA,NA,4,NA,28,NA,3,8,17,NA,4,NA,NA,NA,NA,NA,NA,NA
"117","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,28,276,"tec","Provável",2.47,9.41,-0.18,3.74,23,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Maurício Kozlinski","mauricio-kozlinski","Maurício Kozlinski","https://s.glbimg.com/es/sde/f/2020/02/27/c1afaadaf0bd3588434aa47a13df9b8a_FORMATO.png",72595,28,373,"gol","Nulo",0,1.56,0,-7.8,1,"373",NA,NA,NA,3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Wanderley de Jesus Sousa","derley","Derley","https://s.glbimg.com/es/sde/f/2019/03/22/38fbbc852eaf7ac63811890c98f9ee2a_FORMATO.png",60791,28,356,"mei","Nulo",1,2.68,0.21,-0.05,4,"356",NA,NA,NA,NA,NA,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"120","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,28,292,"ata","Nulo",0.3,2.56,-0.16,1.26,17,"292",NA,NA,18,NA,17,NA,2,3,8,NA,4,2,NA,NA,NA,NA,NA,NA
"121","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,28,276,"lat","Dúvida",0,5.95,0,2.72,11,"276",NA,NA,6,NA,54,3,2,17,7,1,2,NA,NA,1,NA,NA,NA,NA
"122","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,28,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,28,293,"ata","Provável",5.7,6.69,-1.87,4.08,20,"293",NA,NA,27,NA,55,NA,NA,17,17,4,8,5,2,3,NA,NA,NA,NA
"124","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,28,262,"mei","Provável",7.2,9.55,0.37,4.58,22,"Flamengo",NA,NA,46,NA,177,NA,4,33,23,8,15,6,1,2,1,NA,NA,NA
"125","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,28,275,"ata","Dúvida",0,11.44,0,4.46,17,"275",NA,NA,15,NA,44,NA,2,10,17,5,6,8,1,1,NA,NA,NA,1
"126","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,28,354,"lat","Suspenso",-0.2,6.12,-1.66,3.44,21,"354",1,NA,31,NA,204,7,5,41,28,3,5,1,1,3,NA,NA,NA,NA
"127","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2020/02/27/a02f9e24f5855f3c44e2bdcb09e1804d_FORMATO.png",90933,28,373,"gol","Provável",16.5,11.64,2.92,4.54,25,"373",NA,32,8,28,211,7,1,1,1,1,1,2,NA,NA,NA,1,NA,NA
"128","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,28,266,"zag","Nulo",8.5,7.25,1.55,2.97,20,"266",NA,NA,13,NA,107,4,NA,30,11,1,4,2,3,NA,NA,NA,NA,NA
"129","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,28,356,"ata","Nulo",0.4,2.24,-0.17,-0.1,4,"356",NA,NA,2,NA,4,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA
"130","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,28,266,"tec","Nulo",3.28,8.65,0.08,2.85,3,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,28,275,"zag","Nulo",0,7.76,0,3.73,8,"275",NA,NA,8,NA,35,3,3,24,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"132","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,28,266,"zag","Nulo",-0.6,4.72,-0.81,2.7,7,"266",NA,NA,3,NA,17,2,2,8,7,1,3,NA,NA,1,NA,NA,NA,NA
"133","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2019/03/22/4d0e23087bc533d8757c980cbd598eee_FORMATO.png",88368,28,356,"lat","Provável",1.9,6.87,-0.66,2.7,21,"356",1,NA,19,NA,69,7,1,14,16,4,4,1,2,1,NA,NA,NA,NA
"134","Anderson Hernanes de Carvalho Andrade Lima","hernanes","Hernanes","https://s.glbimg.com/es/sde/f/2019/04/01/9de4879116fa3172f964c37907406613_FORMATO.png",38648,28,276,"mei","Nulo",0,7.01,0,1.55,12,"276",NA,NA,14,NA,31,NA,3,10,13,5,4,1,NA,NA,NA,NA,NA,NA
"135","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,28,262,"lat","Provável",1.4,6.54,-0.92,3.9,19,"Flamengo",NA,NA,22,NA,174,4,5,60,32,2,1,2,1,2,1,NA,1,NA
"136","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,28,276,"zag","Suspenso",0.9,7.77,-0.4,2.89,16,"276",NA,NA,26,NA,38,5,2,22,20,NA,5,NA,NA,NA,NA,NA,NA,NA
"137","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png",38939,28,276,"mei","Provável",0.8,10.2,-0.63,1.62,17,"276",NA,NA,30,NA,205,NA,7,32,39,4,16,1,2,2,NA,NA,NA,NA
"138","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,28,282,"zag","Provável",0,8.54,0,3.32,17,"282",NA,NA,14,NA,81,6,3,23,15,1,5,1,NA,1,NA,NA,NA,NA
"139","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,28,262,"mei","Nulo",0.7,5.14,-0.25,2.03,16,"Flamengo",NA,NA,33,NA,50,NA,3,12,17,2,4,1,NA,2,NA,NA,NA,NA
"140","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,28,282,"lat","Nulo",0,7.98,0,2.64,7,"282",NA,NA,5,NA,72,1,1,18,8,1,NA,NA,NA,1,NA,NA,NA,NA
"141","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,28,263,"mei","Nulo",0,2.68,0,1.33,6,"263",NA,NA,12,NA,19,NA,1,5,7,1,4,NA,NA,NA,NA,NA,NA,NA
"142","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,28,266,"mei","Nulo",0,13.16,0,5.03,20,"266",NA,NA,36,NA,206,NA,2,21,10,9,19,8,NA,1,NA,NA,NA,1
"143","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,28,262,"zag","Provável",1.8,8.14,-0.6,2.89,14,"Flamengo",NA,NA,9,NA,32,4,1,22,13,2,4,NA,NA,NA,NA,NA,NA,NA
"144","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,28,294,"ata","Nulo",2.2,5.9,0.1,0.54,8,"Coritiba",NA,NA,4,NA,13,NA,1,2,9,4,1,NA,1,NA,1,NA,NA,NA
"145","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2020/08/31/d355aa18dec4d39dab3b5a38969dcf00_FORMATO.png",88669,28,354,"ata","Nulo",0,5.26,0,1.85,17,"354",1,NA,21,NA,58,NA,3,22,12,3,7,1,1,1,NA,NA,NA,NA
"146","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,28,262,"mei","Provável",2.2,9.5,-0.23,3.34,22,"Flamengo",NA,NA,81,NA,100,NA,5,43,47,7,11,1,4,2,NA,NA,NA,NA
"147","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,28,292,"zag","Suspenso",5,6.74,0.61,2.28,25,"292",NA,NA,15,NA,161,5,6,35,28,2,7,3,NA,NA,NA,NA,NA,NA
"148","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,28,280,"lat","Suspenso",6.1,9.45,0.92,2.71,25,"280",NA,NA,24,NA,254,5,3,73,53,3,11,NA,3,1,NA,NA,NA,NA
"149","Luan Polli Gomes","luan-polli","Luan Polli ","https://s.glbimg.com/es/sde/f/2020/02/27/bd93895c12a44bedff2c8516452fc868_FORMATO.png",88916,28,292,"gol","Provável",3.9,5.12,1.1,1.71,20,"292",NA,21,2,26,229,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,28,294,"mei","Nulo",0,3.84,0,1.46,20,"Coritiba",NA,NA,40,NA,68,NA,4,38,35,NA,5,NA,1,NA,NA,NA,NA,NA
"151","Gustavo Eliseo Morínigo Vázquez","gustavo-morinigo","Gustavo Morínigo","https://s.glbimg.com/es/sde/f/2021/01/08/52e960cfcbbc9bac355fdef5c9bd9528_FORMATO.png",88881,28,294,"tec","Provável",0,6.81,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Geuvânio Santos Silva","geuvanio","Geuvânio","https://s.glbimg.com/es/sde/f/2020/07/11/aa08b8bb889d2e350b8c0e20f8570d70_FORMATO.png",73896,28,293,"ata","Nulo",0,4.57,0,2.37,11,"293",NA,NA,13,NA,44,NA,4,9,15,7,2,1,1,2,1,NA,NA,NA
"153","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,28,265,"ata","Suspenso",-3.2,7.72,-0.47,3.77,21,"265",NA,NA,31,NA,65,NA,5,12,25,20,20,5,6,1,1,NA,NA,1
"154","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,28,262,"zag","Nulo",0,5.15,0,1.28,13,"Flamengo",1,NA,6,NA,37,3,3,14,16,1,4,1,NA,NA,NA,NA,1,NA
"155","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,28,284,"ata","Provável",2.3,14.19,0.18,6.54,22,"284",NA,NA,48,NA,100,NA,1,30,9,8,14,8,3,4,1,NA,NA,NA
"156","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,28,277,"mei","Nulo",0,8.5,0,2.22,14,"Santos",2,NA,21,NA,64,NA,2,45,22,1,1,NA,NA,1,NA,NA,NA,NA
"157","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,28,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,28,285,"lat","Nulo",0,4.46,0,1.81,12,"285",NA,NA,5,NA,125,3,1,22,19,1,NA,NA,NA,1,NA,NA,NA,NA
"159","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,28,262,"ata","Nulo",0,6.17,0,2.64,20,"Flamengo",NA,NA,11,NA,91,NA,3,21,20,12,15,2,2,2,NA,NA,NA,NA
"160","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,28,262,"lat","Nulo",0,5.7,0,3.05,10,"Flamengo",NA,NA,8,NA,88,3,2,21,11,NA,1,1,NA,NA,NA,NA,NA,NA
"161","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,28,280,"lat","Provável",0.2,3.75,0.02,1.62,21,"280",NA,NA,12,NA,193,4,4,35,28,3,14,NA,1,NA,NA,NA,NA,NA
