,atletas.nome,atletas.slug,atletas.apelido,atletas.foto,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,G,I,PI,A,FT,SG,DD,GS,CV,DP,GC,PP
324,Matheus Bonifácio Saldanha Marinho,saldanha,Saldanha,https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png,107088,10,265,ata,Nulo,0,1.24,-0.11,0.33,7,Bahia,NA,NA,3,1,4,1,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,Marlon Adriano Prezotti,marlon,Marlon,https://s.glbimg.com/es/sde/f/2019/03/22/165ca899b89d297dde03eeab3ad9dee7_FORMATO.png,88427,10,356,mei,Nulo,2.5,2.85,0.56,0.26,5,Fortaleza,NA,6,10,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,Réver Humberto Alves Araújo,rever,Réver,https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png,52253,10,282,zag,Provável,9.9,8.71,1.23,4.63,4,Atlético-MG,NA,7,2,NA,NA,4,1,NA,25,NA,NA,1,NA,NA,NA,NA,NA,NA
327,Luccas Claro dos Santos,luccas-claro,Luccas Claro,https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png,73465,10,266,zag,Provável,0.8,5.78,-0.43,2.03,9,Fluminense,NA,16,4,NA,2,7,NA,2,49,NA,NA,1,NA,NA,NA,NA,NA,NA
328,Matheus Henrique de Souza,matheus-henrique,Matheus Henrique,https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png,100742,10,284,mei,Provável,0,5.32,0,-0.32,6,Grêmio,2,9,9,NA,1,11,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,NA
329,Darlan Pereira Mendes,darlan,Darlan,https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png,104593,10,284,mei,Provável,3.7,5.35,-0.23,3.18,5,Grêmio,1,11,5,NA,2,2,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,Edenílson Andrade Dos Santos,edenilson,Edenílson,https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png,63289,10,285,mei,Provável,1.6,8.15,-0.49,2.23,9,Internacional,2,12,14,4,4,11,1,2,64,1,NA,NA,NA,NA,NA,NA,NA,NA
331,José Marcos Costa Martins,marquinhos,Marquinhos,https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png,98765,10,282,ata,Nulo,0,4.3,0,1.81,8,Atlético-MG,NA,10,9,1,2,5,NA,3,28,1,1,NA,NA,NA,NA,NA,NA,NA
332,Claudio Winck Neto,claudio-winck,Claudio Winck,https://s.glbimg.com/es/sde/f/2020/08/17/f705407ead383caeb7ebe8d491851b04_FORMATO.png,74074,10,267,lat,Contundido,0,3.71,0,3.45,2,Vasco,NA,NA,5,NA,NA,1,NA,NA,11,NA,NA,2,NA,NA,NA,NA,NA,NA
333,Gustavo Coutinho Silva Lopes,gustavo-coutinho,Gustavo Coutinho,https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png,104362,10,356,ata,Nulo,0,1,0,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Victor Leandro Bagy,victor,Victor,https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png,52950,10,282,gol,Nulo,0,6.11,0,-7.2,1,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,3,NA,NA,NA,NA
335,Guilherme da Silva Azevedo,guilherme-azevedo,Guilherme Azevedo,https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png,105837,10,284,ata,Nulo,0,0.83,-0.18,0.53,3,Grêmio,NA,NA,1,1,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,Juan Ramón Cazares Sevillano,cazares,Cazares,https://s.glbimg.com/es/sde/f/2020/08/31/9b12692265c4c63f85c3780a70ca7015_FORMATO.png,81682,10,282,mei,Nulo,0,12,0,0,0,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,Luiz Fernando Moraes dos Santos,luiz-fernando,Luiz Fernando ,https://s.glbimg.com/es/sde/f/2020/09/01/cf5f5294d88ef4802b88069761c1c47d_FORMATO.png,90715,10,284,ata,Suspenso,-4.8,4.42,-1.71,2.06,5,Grêmio,NA,2,1,3,3,1,1,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA
338,Daniel de Sousa Brito,daniel,Daniel,https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png,96468,10,285,gol,Nulo,0,2,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,Fredy Alejandro Guarín Vásquez,guarin,Guarín,https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png,71233,10,267,mei,Nulo,0,11,0,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,Diego Cavalieri,diego-cavalieri,Diego Cavalieri,https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png,38431,10,263,gol,Provável,1.5,5.73,0.01,1.45,2,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,3,4,NA,NA,NA,NA
341,Marthã Fernando Gonçalves Pimenta,martha,Marthã,https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png,107400,10,354,mei,Nulo,0,0.77,-0.23,0,1,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,Rodrigo Modesto da Silva Moledo,rodrigo-moledo,Rodrigo Moledo,https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png,63354,10,285,zag,Nulo,0,5.43,-0.78,2.33,6,Internacional,1,2,3,NA,NA,2,NA,NA,5,NA,NA,3,NA,NA,NA,NA,NA,NA
343,Mateus Eduardo Claus,mateus-claus,Mateus Claus,https://s.glbimg.com/es/sde/f/2020/07/20/20b5a80823c74d5c1a1dfcae3aca571b_FORMATO.png,90590,10,265,gol,Nulo,0,3.77,0,7.9,2,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,4,NA,NA,NA,NA
344,Carlos Andrés Sánchez Arcosa,carlos-sanchez,Carlos Sánchez,https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png,81677,10,277,mei,Provável,5.6,6.43,1.05,1.6,10,Santos,NA,12,9,3,6,17,NA,1,88,1,NA,NA,NA,NA,NA,NA,NA,1
345,Lucas Santos da Silva,lucas-santos,Lucas Santos,https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png,101718,10,267,mei,Nulo,0,2.13,0,-0.2,1,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,Douglas Moreira Fagundes,dodi,Dodi,https://s.glbimg.com/es/sde/f/2020/08/11/87b4fea563db3d41db70885180069dfb_FORMATO.png,89883,10,266,mei,Provável,-0.3,10.65,-0.51,4.28,10,Fluminense,2,35,15,4,3,15,1,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,Uendel Pereira Gonçalves,uendel,Uendel,https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png,60852,10,285,lat,Nulo,0,4,0,4,1,Internacional,NA,5,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,Federico Barrandeguy Martino,barrandeguy,Barrandeguy,https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png,91736,10,263,lat,Nulo,1.1,3.13,-0.35,1.63,6,Botafogo,2,12,3,NA,NA,5,NA,NA,42,NA,NA,1,NA,NA,NA,NA,NA,NA
349,Fellipe Ramos Ignez Bastos,fellipe-bastos,Fellipe Bastos,https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png,70116,10,267,mei,Provável,1.3,10.65,0.09,4.67,9,Vasco,2,18,21,3,3,4,4,NA,45,NA,1,NA,NA,NA,NA,NA,NA,NA
350,Salomon Armand Magloire Kalou,kalou,Kalou,https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png,69524,10,263,ata,Nulo,3.1,8.06,0.69,3.47,4,Botafogo,NA,2,9,1,2,5,1,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA
351,Danilo Fernandes Batista,danilo-fernandes,Danilo Fernandes,https://s.glbimg.com/es/sde/f/2020/02/27/d6d33f8f9a956799465c508d4d9e4263_FORMATO.png,69051,10,285,gol,Nulo,0,6,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,Jorge Sampaoli,jorge-sampaoli,Jorge Sampaoli,https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png,70800,10,282,tec,Provável,4.22,13.92,0.55,4.74,9,Atlético-MG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,Matheus Henrique Teixeira,matheus-teixeira,Matheus Teixeira,https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png,102907,10,265,gol,Nulo,0,1,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,Matheus Bahia Santos,matheus-bahia,Matheus Bahia,https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png,97899,10,265,lat,Nulo,0,0.77,0,-0.8,1,Bahia,NA,1,3,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,Yuri Oliveira Lima,yuri-lima,Yuri Lima,https://s.glbimg.com/es/sde/f/2020/08/11/b2893fbcf5a6387a335f1fc33beb7f4d_FORMATO.png,90569,10,266,mei,Nulo,0,1.8,0,0.94,7,Fluminense,3,14,11,2,3,4,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,Raul Lô Gonçalves,raul,Raul,https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png,92496,10,280,mei,Provável,4.6,7.23,-0.76,8.1,2,Bragantino,NA,9,3,NA,NA,4,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,Ramon Rodrigo de Carvalho,ramon,Ramon,https://s.glbimg.com/es/sde/f/2020/03/01/96275404d7db5a1ad2bda2053ea034fd_FORMATO.png,103515,10,265,mei,Nulo,0,1,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,Thiago Galhardo do Nascimento Rocha,thiago-galhardo,Thiago Galhardo,https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png,71844,10,285,mei,Nulo,-1.6,16.85,-3.62,9.33,10,Internacional,NA,9,11,2,7,18,8,4,43,3,NA,NA,NA,NA,NA,NA,NA,NA
359,Odair Hellmann,odair-hellmann,Odair Hellmann,https://s.glbimg.com/es/sde/f/2020/07/19/059642474c6a0cb2fa9acebfe933df26_FORMATO.png,92273,10,266,tec,Provável,2.97,8.77,-0.06,3.19,10,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,Jair Rodrigues Júnior,jair,Jair,https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png,81091,10,282,mei,Provável,0,7.41,0,3.94,8,Atlético-MG,3,22,19,NA,2,15,1,NA,21,2,NA,NA,NA,NA,NA,NA,NA,NA
361,Augusto Sérgio Ferreira,guto-ferreira,Guto Ferreira,https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png,37245,10,354,tec,Provável,6.49,8.88,1.17,3.71,10,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,Rómulo Otero Vásquez,otero,Otero,https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png,83004,10,264,mei,Nulo,4.3,12.07,-0.31,4.48,5,Corinthians,2,4,6,7,4,13,NA,1,32,1,2,NA,NA,NA,NA,NA,NA,NA
363,Jaques Bonfim Nazaré Neto,jaques,Jaques,https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png,104128,10,265,zag,Nulo,0,1,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,Caíque de Jesus da Silva,caique,Caíque,https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png,104591,10,265,ata,Nulo,0,1,0,0,0,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,Marcílio Florêncio Mota Filho,nino,Nino,https://s.glbimg.com/es/sde/f/2020/08/11/672deb726c86fbc4b3c7a16153f7ec70_FORMATO.png,91708,10,266,zag,Nulo,1.6,3.73,0.1,0.29,8,Fluminense,2,8,8,NA,1,10,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,Paulo César Autuori de Mello,paulo-autuori,Paulo Autuori,https://s.glbimg.com/es/sde/f/2020/07/19/6b2dbf503589c5cd94793b949e37ab80_FORMATO.png,36943,10,263,tec,Provável,4.12,8.7,0.37,3.33,9,Botafogo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,Matheus Antonio Souza dos Santos,matheus-pato,Matheus Pato,https://s.glbimg.com/es/sde/f/2020/02/27/cfc13c70b277f0c5b63a5534f08fad66_FORMATO.png,92290,10,266,ata,Nulo,0,2,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,Gabriel Davi Gomes Sara,gabriel-sara,Gabriel Sara,https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png,100763,10,276,mei,Nulo,19.9,5.79,4.15,2.35,9,São Paulo,1,8,9,2,4,7,2,3,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,Hyoran Kaue Dalmoro,hyoran,Hyoran,https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png,85931,10,282,mei,Nulo,0,12.26,-0.63,4.64,9,Atlético-MG,1,12,12,6,8,12,2,1,53,1,1,NA,NA,NA,NA,NA,NA,NA
370,Rafael Pires Monteiro,rafael,Rafael,https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png,68928,10,282,gol,Dúvida,0,7.81,0,2.36,8,Atlético-MG,NA,NA,1,NA,NA,NA,NA,NA,56,NA,NA,4,5,5,1,NA,NA,NA
371,Edilson Borba de Aquino,orinho,Orinho,https://s.glbimg.com/es/sde/f/2020/08/11/15687cfb7561b9508632e075138d3bfc_FORMATO.png,95542,10,266,lat,Nulo,0,4,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,Renzo Saravia,saravia,Saravia,https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png,96725,10,285,lat,Nulo,0,20.88,0,8.87,7,Internacional,1,34,11,1,2,15,NA,NA,47,1,NA,5,NA,NA,NA,NA,NA,NA
373,Wesley Frazan Bernardo,frazan,Frazan,https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png,97528,10,266,zag,Contundido,0,3,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,Ulisses Wilson Jeronymo Rocha ,ulisses,Ulisses,https://s.glbimg.com/es/sde/f/2020/08/17/0e567592573809f02b9880554b15c431_FORMATO.png,101647,10,267,zag,Nulo,0,2,0,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,Marcos Guilherme de Almeida Santos Matos,marcos-guilherme,Marcos Guilherme ,https://s.glbimg.com/es/sde/f/2020/02/27/cface4b2faa10e1c22eb8e5dfb7971ad_FORMATO.png,83266,10,285,mei,Provável,-0.5,2.87,-0.48,0.07,9,Internacional,1,5,8,1,2,5,NA,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Rodrigo Nestor Bertalia,rodrigo-nestor,Rodrigo Nestor,https://s.glbimg.com/es/sde/f/2019/12/07/0b3e5d02f629008714cf1410e53eb9b6_FORMATO.png,106822,10,276,mei,Nulo,0,2,0,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,Daniel Alves da Silva,daniel-alves,Daniel Alves,https://s.glbimg.com/es/sde/f/2020/03/09/9996d55cd79f9deac2e370cbb20e3d36_FORMATO.png,38939,10,276,mei,Contundido,0,13.99,0,5.85,4,São Paulo,NA,13,6,1,5,12,1,2,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,Márcio Antônio de Sousa Júnior,marcinho,Marcinho,https://s.glbimg.com/es/sde/f/2020/08/26/52db5bc01e919c1a6c0171614f6052b0_FORMATO.jpeg,95332,10,290,ata,Nulo,0,2.66,0,-0.9,1,Goiás,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,Natanael Batista Pimenta,natanael,Natanael,https://s.glbimg.com/es/sde/f/2020/09/12/e3f2361fc0584d13ce3b65e8673cf1e6_FORMATO.png,86264,10,373,lat,Nulo,0,4,0,0,0,Atlético-GO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,Nathan Allan de Souza,nathan,Nathan,https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png,87009,10,282,mei,Nulo,0.8,9.17,-1.77,4.73,3,Atlético-MG,NA,7,2,1,1,NA,1,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,Caio Fernando de Oliveira,caio-paulista,Caio Paulista,https://s.glbimg.com/es/sde/f/2020/08/11/27269e07edef29d7ef1df8bb3900da5a_FORMATO.png,102318,10,266,ata,Nulo,0,3.31,0,1.43,3,Fluminense,NA,5,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Jonas Gabriel da Silva Nunes,toro,Toró,https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png,101885,10,276,ata,Nulo,0,3.7,0,2.95,2,São Paulo,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
383,Rodrigo Oliveira Lindoso,rodrigo-lindoso,Rodrigo Lindoso,https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png,72362,10,285,mei,Nulo,1.4,4.65,0.06,1.5,7,Internacional,NA,15,16,1,NA,NA,NA,NA,27,1,NA,NA,NA,NA,NA,NA,NA,NA
384,Gabriel Boschilia,boschilia,Boschilia,https://s.glbimg.com/es/sde/f/2020/02/27/dbeea99042dc47fc247d3a724d62602b_FORMATO.png,86841,10,285,mei,Nulo,1.9,8.46,-1.87,4.9,9,Internacional,1,30,17,8,4,12,1,NA,72,1,NA,NA,NA,NA,NA,NA,NA,NA
385,Gabriel Costa França,gabriel,Gabriel,https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png,87393,10,282,zag,Nulo,0,7.83,0,2.8,1,Atlético-MG,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
386,Matheus dos Santos Miranda,miranda,Miranda,https://s.glbimg.com/es/sde/f/2020/08/17/1cbd279a52f1e6ab977c059e6068442a_FORMATO.png,101720,10,267,zag,Nulo,0.2,3.33,-0.23,2.12,6,Vasco,1,6,3,NA,NA,6,NA,NA,28,NA,NA,2,NA,NA,NA,NA,NA,NA
387,Gustavo Nonato Santana,nonato,Nonato,https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png,100987,10,285,mei,Provável,0,4.62,0,3.65,2,Internacional,1,9,5,1,NA,5,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,Tadeu Antônio Ferreira,tadeu,Tadeu,https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg,82453,10,290,gol,Nulo,11.8,8.78,3.27,1,6,Goiás,NA,NA,NA,NA,NA,1,NA,NA,45,NA,NA,2,5,10,NA,NA,NA,NA
389,Fernando José Pacheco Rivas,fernando-pacheco,Fernando Pacheco,https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png,98740,10,266,ata,Nulo,0,2.66,0,0.12,5,Fluminense,NA,2,3,NA,1,2,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,Joao Robin Rojas Mendoza,joao-rojas,Joao Rojas,https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png,70784,10,276,ata,Contundido,0,6,0,0,0,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Rodinei Marcelo de Almeida,rodinei,Rodinei,https://s.glbimg.com/es/sde/f/2020/02/27/001cd019cd767eafa0c877ae4f8a27ab_FORMATO.png,73992,10,285,lat,Provável,0,4.36,0.16,1.95,4,Internacional,1,5,4,1,NA,8,NA,NA,34,NA,NA,1,NA,NA,NA,NA,NA,NA
392,João Igor Oliveira de Santana,joao-igor,João Igor,https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png,104217,10,292,mei,Nulo,0,2.25,-0.65,0,2,Sport,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,William de Oliveira Pottker,william-pottker,William Pottker,https://s.glbimg.com/es/sde/f/2020/02/27/68f7bbcf97cceeca373d56392e1eb5f7_FORMATO.png,77809,10,285,ata,Contundido,0,3.36,0,-0.03,3,Internacional,NA,1,3,2,2,5,NA,NA,11,NA,NA,NA,NA,NA,1,NA,NA,NA
394,Wanderson Felippe Cardoso dos Santos,felippe-cardoso,Felippe Cardoso,https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png,100963,10,266,ata,Nulo,0.3,2.19,0.07,-0.25,2,Fluminense,NA,1,2,NA,NA,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,Keiller da Silva Nunes,keiller,Keiller,https://s.glbimg.com/es/sde/f/2020/02/27/4d3e8df7f1ee40580d75e33e752dcff2_FORMATO.png,93834,10,285,gol,Nulo,0,2,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Alexander Silva de Lucena,alexander,Alexander,https://s.glbimg.com/es/sde/f/2020/08/17/04dabf6e989b05faa5971fc2517b259a_FORMATO.png,105553,10,267,gol,Nulo,0,3,0,0,0,Vasco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,Marcelo Boeck,marcelo-boeck,Marcelo Boeck,https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png,37788,10,356,gol,Nulo,0,4,0,0,0,Fortaleza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,Mike dos Santos Nenatarvicius,mike,Mike,https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg,72389,10,290,ata,Nulo,0,3.01,0,1.14,5,Goiás,1,3,3,1,3,7,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,Damián Marcelo Musto,musto,Musto,https://s.glbimg.com/es/sde/f/2020/02/27/aa72a4508aad03611c623879b48a94c6_FORMATO.png,94838,10,285,mei,Provável,-0.9,5.8,-1,2.85,6,Internacional,1,12,7,NA,NA,8,1,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,Marcelo de Araújo Pitaluga Filho,marcelo-pitaluga,Marcelo Pitaluga ,https://s.glbimg.com/es/sde/f/2020/08/31/3c7ecdf87a233a597f39b95d57c610db_FORMATO.png,101478,10,266,gol,Nulo,0,2,0,0,0,Fluminense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,José Joaquim de Carvalho,zeca,Zeca,https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg,94976,10,290,ata,Nulo,0,0.75,0,-1.07,3,Goiás,1,1,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,Juan de Dios Pintado Leines,pintado,Pintado,https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg,107565,10,290,lat,Nulo,0,2.78,0,2.33,7,Goiás,1,20,9,NA,1,1,NA,1,30,NA,NA,1,NA,NA,NA,NA,NA,NA
403,Rodrigo Dourado Cunha,rodrigo-dourado,Rodrigo Dourado,https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png,78865,10,285,mei,Nulo,0,6,0,0,0,Internacional,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,Osvaldo Lourenço Filho,osvaldo,Osvaldo,https://s.glbimg.com/es/sde/f/2019/03/22/cf67516d72742aa5e48694567a33d6b6_FORMATO.png,42222,10,356,ata,Provável,8.7,6.63,1.97,2.34,10,Fortaleza,2,11,6,2,5,6,1,1,55,1,1,NA,NA,NA,NA,NA,NA,NA
