"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","I","PI","SG","G","DD","DP","GS","FT","GC","PP"
"83","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,35,262,"gol","Nulo",0,8.96,0,2.14,10,"Flamengo",NA,NA,1,NA,NA,NA,NA,3,NA,41,3,NA,9,NA,11,NA,NA,NA
"84","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,35,262,"gol","Nulo",0,2.35,0,0.16,5,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,NA,NA,NA,4,NA,NA,NA
"85","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,35,262,"zag","Dúvida",3.2,5.78,-0.4,2.53,20,"Flamengo",NA,4,1,22,26,3,8,9,NA,58,7,2,NA,NA,NA,NA,1,NA
"86","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,35,294,"mei","Provável",0,10.47,0,3.8,23,"Coritiba",1,5,NA,64,33,8,18,42,1,137,NA,1,NA,NA,NA,2,NA,NA
"87","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,35,262,"mei","Dúvida",0,4.83,0,2.13,22,"Flamengo",3,6,NA,26,31,4,6,48,NA,82,NA,1,NA,NA,NA,NA,NA,NA
"88","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,35,285,"lat","Provável",0,10.55,0,3.59,23,"285",4,3,NA,53,53,2,7,12,3,232,10,NA,NA,NA,NA,1,NA,NA
"89","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,35,275,"zag","Dúvida",0,5.98,0,3.03,9,"275",NA,4,NA,24,10,NA,1,8,NA,36,3,NA,NA,NA,NA,NA,NA,NA
"90","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,35,277,"lat","Provável",0,6.64,0.09,1.75,24,"Santos",NA,3,NA,34,31,2,10,23,2,160,5,NA,NA,NA,NA,NA,NA,NA
"91","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,35,262,"lat","Nulo",-2,4.84,-0.16,3.21,12,"Flamengo",1,4,NA,24,12,NA,1,8,NA,92,4,1,NA,NA,NA,NA,NA,NA
"92","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,35,262,"ata","Nulo",-0.1,6.23,-0.36,2.34,27,"Flamengo",2,3,NA,29,24,15,16,15,2,113,NA,2,NA,NA,NA,NA,NA,NA
"93","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,35,262,"zag","Provável",0,8.75,0,3.23,17,"Flamengo",NA,1,NA,26,16,2,5,12,NA,36,6,NA,NA,NA,NA,NA,NA,NA
"94","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,35,277,"gol","Nulo",0,5.53,0,2.65,4,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,5,NA,4,NA,NA,NA
"95","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,35,282,"ata","Provável",0.5,7.83,0.04,3.29,27,"282",3,1,NA,12,17,11,11,23,2,74,NA,6,NA,NA,NA,1,NA,1
"96","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,35,277,"zag","Provável",2.3,6.31,-0.69,2.59,26,"Santos",2,3,1,44,13,2,4,27,NA,134,5,NA,NA,NA,NA,NA,NA,NA
"97","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,35,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,NA,NA,8,7,2,2,11,3,7,NA,NA,NA,NA,NA,NA,NA,NA
"98","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,35,277,"lat","Provável",2.4,11.56,-0.01,3.98,30,"Santos",1,7,NA,94,32,6,19,36,2,248,4,2,NA,NA,NA,NA,NA,NA
"99","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,35,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Willian Gomes de Siqueira","willian","Willian","https://s.glbimg.com/es/sde/f/2019/09/24/0f7dce66e695049e222a3bb848eb993d_FORMATO.png",42116,35,275,"ata","Dúvida",0,9.91,0,3.43,25,"275",2,1,NA,12,21,6,17,23,8,44,NA,7,NA,NA,NA,NA,NA,1
"101","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,35,277,"gol","Nulo",-2.3,6.22,-0.46,2.92,22,"Santos",NA,3,NA,NA,1,NA,NA,3,NA,148,4,NA,30,NA,28,NA,NA,NA
"102","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,35,277,"mei","Provável",-1.6,7.16,-0.91,1.87,17,"Santos",1,4,2,50,27,1,1,28,NA,76,NA,NA,NA,NA,NA,NA,NA,NA
"103","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,35,277,"ata","Nulo",-1.4,3.33,-1.86,1.59,20,"Santos",NA,1,1,17,22,11,3,14,1,83,NA,2,NA,NA,NA,1,NA,NA
"104","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,35,277,"mei","Nulo",0.6,3.73,0.18,1.34,24,"Santos",1,1,NA,24,25,7,12,19,NA,88,NA,NA,NA,NA,NA,1,NA,1
"105","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,35,277,"mei","Contundido",0,3.92,0,1.73,19,"Santos",1,6,NA,40,33,1,4,17,2,115,NA,2,NA,NA,NA,NA,NA,NA
"106","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,35,277,"lat","Nulo",0,6.61,0,3.45,23,"Santos",4,3,NA,15,14,4,2,19,3,149,3,5,NA,NA,NA,1,NA,NA
"107","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,35,282,"gol","Provável",12.6,10.33,2.45,2.54,22,"282",1,NA,NA,1,NA,NA,NA,2,NA,101,7,NA,19,NA,26,NA,NA,NA
"108","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,35,292,"ata","Nulo",0,1.95,0,0.89,8,"292",NA,NA,NA,3,3,NA,NA,10,NA,24,NA,NA,NA,NA,NA,1,NA,NA
"109","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2020/07/21/be530b20dd27bd402abc125ba7691a18_FORMATO.png",94583,35,262,"ata","Nulo",1.2,5.94,0.25,3.97,28,"Flamengo",2,1,NA,7,26,19,13,22,5,47,NA,10,NA,NA,NA,NA,NA,2
"110","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,35,262,"mei","Provável",5.6,9.99,0.34,3.12,28,"Flamengo",2,7,NA,54,59,9,15,102,4,132,NA,1,NA,NA,NA,NA,NA,NA
"111","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,35,262,"mei","Contundido",0,6.99,0,2.72,12,"Flamengo",2,4,NA,39,26,2,3,7,NA,66,NA,NA,NA,NA,NA,1,NA,NA
"112","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,35,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,2,NA,5,NA,NA,NA
"113","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,35,277,"gol","Provável",0,0.79,0,0.58,8,"Santos",NA,NA,NA,NA,1,NA,NA,3,NA,54,1,NA,8,NA,14,NA,NA,NA
"114","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,35,267,"mei","Provável",2,8.85,-0.24,3.42,22,"267",2,4,NA,51,23,11,13,46,3,194,NA,1,NA,NA,NA,NA,NA,NA
"115","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,35,267,"lat","Provável",-1,5.95,-0.62,2.13,24,"267",1,6,1,51,45,2,1,23,3,133,7,NA,NA,NA,NA,NA,NA,NA
"116","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,35,262,"zag","Nulo",0,2.2,0,-0.28,4,"Flamengo",NA,1,NA,2,3,NA,NA,3,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"117","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,35,267,"lat","Provável",4.1,8.42,-0.02,3.75,23,"267",NA,5,NA,34,20,5,8,35,3,136,7,2,NA,NA,NA,2,NA,NA
"118","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,35,267,"mei","Nulo",2.9,6.44,0.56,3.19,22,"267",2,6,1,71,46,6,6,35,NA,85,NA,1,NA,NA,NA,NA,NA,NA
"119","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,35,267,"ata","Provável",0.8,9.78,-0.24,3.46,28,"267",2,4,1,42,22,7,14,64,4,107,NA,3,NA,NA,NA,2,NA,NA
"120","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,35,267,"ata","Nulo",0,2.38,0,0.59,15,"267",NA,1,NA,2,6,2,1,14,4,43,NA,1,NA,NA,NA,NA,NA,NA
"121","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,35,267,"zag","Provável",0,7.34,0,2.92,16,"267",NA,2,NA,26,10,1,5,7,NA,41,5,NA,NA,NA,NA,NA,NA,NA
"122","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,35,267,"mei","Nulo",0,3.22,0,1.73,18,"267",1,NA,NA,27,14,NA,2,18,NA,44,NA,NA,NA,NA,NA,NA,NA,NA
"123","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,35,267,"ata","Nulo",0,2.28,0,0,6,"267",NA,1,NA,2,3,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA
"124","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,35,267,"mei","Nulo",2.1,2.76,-0.1,1.72,13,"267",NA,2,NA,11,9,2,4,11,NA,23,NA,1,NA,NA,NA,1,NA,NA
"125","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,35,280,"mei","Provável",3.2,9.44,-0.31,5.3,26,"280",2,2,NA,112,42,2,6,67,1,154,NA,2,NA,NA,NA,NA,NA,NA
"126","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,35,263,"mei","Nulo",0,4.43,0,1.27,9,"263",1,NA,NA,3,1,1,2,7,1,19,NA,NA,NA,NA,NA,NA,NA,NA
"127","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,35,267,"mei","Nulo",0,0.99,0,-1,3,"267",NA,1,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"128","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,35,262,"ata","Nulo",0,4.74,0,0.78,18,"Flamengo",1,1,NA,8,17,3,10,8,NA,41,NA,NA,NA,NA,NA,NA,NA,NA
"129","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,35,267,"zag","Nulo",0,3.37,0,2.22,7,"267",NA,NA,NA,5,7,NA,1,3,1,28,3,NA,NA,NA,NA,NA,NA,NA
"130","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,35,354,"tec","Provável",1.97,9.4,-0.28,3.79,34,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,35,293,"tec","Provável",6.02,9.36,0.32,3.47,29,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,35,294,"ata","Provável",0,6.9,0,1.35,14,"Coritiba",1,1,NA,4,12,4,3,7,3,23,NA,1,NA,NA,NA,1,NA,NA
"133","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,35,282,"mei","Provável",0,7.74,0,2.8,23,"282",2,8,NA,52,49,2,8,47,NA,84,NA,2,NA,NA,NA,1,NA,NA
"134","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,35,264,"mei","Provável",1.1,10.18,-0.39,3.25,16,"264",1,6,1,23,25,11,16,44,3,101,NA,1,NA,NA,NA,3,NA,NA
"135","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,35,282,"zag","Nulo",0,6.48,0,2.94,8,"282",NA,2,NA,9,8,1,2,1,NA,8,4,NA,NA,NA,NA,NA,NA,NA
"136","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2020/02/28/a43448ab0640bf1b8aba905b26aeb462_FORMATO.png",86508,35,293,"gol","Nulo",0,9.01,0,5.35,4,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,NA,5,NA,3,NA,NA,NA
"137","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,35,282,"zag","Provável",5.2,10.83,0.92,3.57,26,"282",2,5,NA,48,34,5,13,3,NA,173,10,1,NA,NA,NA,1,NA,NA
"138","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,35,263,"mei","Provável",3.2,4.26,-0.03,2.61,14,"263",1,NA,NA,33,18,NA,9,11,NA,51,NA,NA,NA,NA,NA,NA,NA,NA
"139","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,35,282,"gol","Nulo",0,7.01,0,2,9,"282",NA,NA,1,NA,1,NA,NA,NA,NA,65,4,NA,6,NA,7,NA,NA,NA
"140","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,35,264,"mei","Contundido",0,9.42,0,4,11,"264",4,1,NA,9,6,2,9,6,NA,67,NA,1,NA,NA,NA,2,NA,NA
"141","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,35,282,"mei","Provável",0,11.64,-0.06,4.98,24,"282",4,2,NA,27,35,12,20,32,2,172,NA,8,NA,NA,NA,2,NA,1
"142","Carlos Eduardo Ferreira de Souza","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/02/28/005f1178dd64dc721696b75d13b446ab_FORMATO.png",90917,35,293,"ata","Provável",4.1,6.99,0.3,4.23,27,"293",4,1,NA,28,29,8,10,39,3,88,NA,7,NA,NA,NA,NA,NA,NA
"143","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,35,290,"mei","Nulo",0,3.95,0,-1.1,3,"290",NA,1,NA,1,4,NA,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"144","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,35,282,"mei","Suspenso",4.1,6.5,0.84,1.48,27,"282",NA,6,NA,53,35,6,15,23,NA,174,NA,NA,NA,NA,NA,1,NA,NA
"145","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,35,282,"zag","Provável",5.1,8.12,0.84,3.06,23,"282",1,3,NA,28,16,1,5,19,1,104,8,1,NA,NA,NA,NA,NA,NA
"146","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,35,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",NA,1,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,3,NA,NA,NA
"147","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,35,282,"zag","Nulo",0,10.21,0,2.85,19,"282",1,2,NA,20,19,1,1,16,NA,82,6,1,NA,NA,NA,1,NA,NA
"148","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,35,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,NA,NA,5,6,NA,1,1,NA,16,3,NA,NA,NA,NA,NA,NA,NA
"149","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,35,265,"ata","Provável",-2.3,4.7,-0.74,1.6,26,"265",2,6,NA,22,17,9,9,32,5,172,NA,2,NA,NA,NA,NA,NA,NA
"150","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,35,282,"ata","Provável",2.9,6.65,0.39,3.37,26,"282",5,2,NA,15,19,8,23,23,11,172,NA,4,NA,NA,NA,4,NA,NA
"151","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2021/01/22/42298a997c80961c07ae1d138228ee85_FORMATO.png",107963,35,265,"zag","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/11/12/7baefdcac45915f2d98c0f57b44e3198_FORMATO.png",97898,35,294,"lat","Nulo",0,3.48,0,1.65,12,"Coritiba",NA,2,NA,14,11,2,3,14,3,100,3,NA,NA,NA,NA,NA,NA,NA
"153","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,35,282,"tec","Provável",3.89,13.98,0.43,4.29,31,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,35,282,"mei","Nulo",0,2.43,0,-1.16,5,"282",NA,2,1,5,3,NA,1,1,NA,16,NA,NA,NA,NA,NA,NA,NA,NA
"155","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,35,282,"lat","Provável",3.7,13.3,-1.09,4.48,27,"282",1,2,NA,69,33,2,6,32,NA,216,11,1,NA,NA,NA,1,NA,NA
"156","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,35,265,"mei","Provável",1.5,3.72,-0.4,2.42,19,"265",1,4,NA,58,36,2,5,18,NA,64,NA,NA,NA,NA,NA,NA,NA,NA
"157","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,35,263,"lat","Nulo",0,3.02,0,1.09,12,"263",NA,3,NA,14,7,NA,1,8,NA,62,2,NA,NA,NA,NA,NA,NA,NA
"158","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,35,263,"ata","Nulo",0,2.71,0,1.61,21,"263",1,2,NA,9,7,5,12,27,2,40,NA,NA,NA,NA,NA,1,NA,NA
"159","Guilherme da Trindade Dubas","guilherme-biro","Guilherme Biro","https://s.glbimg.com/es/sde/f/2020/03/03/894792f4de57714ecebf346073081a01_FORMATO.png",107555,35,294,"ata","Nulo",0,1.03,0,0.3,5,"Coritiba",NA,1,NA,9,10,NA,1,2,NA,23,NA,NA,NA,NA,NA,NA,NA,NA
"160","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,35,282,"ata","Nulo",0.1,8.8,-0.29,2.3,26,"282",1,1,NA,17,23,8,7,11,2,31,NA,4,NA,NA,NA,1,NA,NA
"161","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,35,265,"ata","Nulo",0,4.53,0,2.09,17,"265",1,2,NA,10,16,6,9,16,3,85,NA,3,NA,NA,NA,NA,NA,1
"162","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,35,290,"ata","Provável",11.9,7.02,1.68,3.51,18,"290",NA,4,NA,16,18,6,16,23,7,76,NA,6,NA,NA,NA,NA,NA,1
"163","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,35,265,"lat","Provável",-1.2,7.34,-0.37,2.71,24,"265",3,3,NA,50,25,5,7,27,1,209,3,NA,NA,NA,NA,NA,NA,NA
"164","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,35,265,"zag","Provável",0,5.43,-0.3,2,24,"265",1,NA,NA,18,20,7,4,4,NA,64,4,1,NA,NA,NA,NA,NA,NA
"165","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,35,265,"gol","Provável",8.4,2.5,0.57,1.75,8,"265",1,NA,NA,NA,NA,NA,NA,1,NA,55,1,NA,8,1,15,NA,NA,NA
