"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","PI","DD","GS","SG","A","G","CV","GC","DP","I","FT","PP"
"82","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,24,276,"gol","Provável",4.7,13.51,0.82,4.07,20,"276",1,1,NA,NA,NA,4,134,19,19,6,1,NA,NA,NA,3,NA,NA,NA
"83","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,24,293,"mei","Nulo",0,2.62,0,-0.03,7,"293",1,3,6,NA,1,3,25,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA
"84","Fábio Pizarro Sanches","fabio-sanches","Fábio Sanches","https://s.glbimg.com/es/sde/f/2020/08/26/5756a4bae1a6bb1e484099d7ea94222d_FORMATO.jpeg",71604,24,290,"zag","Provável",4.4,6.48,-0.5,3.02,15,"290",2,28,11,1,3,13,33,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA
"85","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,24,280,"lat","Nulo",0,4.57,0,1.78,18,"280",4,32,26,2,13,10,164,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA
"86","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,24,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,1,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA
"87","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,24,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,4,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,24,284,"lat","Nulo",0,9.71,0,2.89,16,"284",1,34,19,1,1,16,102,NA,NA,6,NA,NA,1,NA,NA,2,NA,NA
"89","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,24,282,"gol","Provável",-4.3,7.46,-0.79,1.8,13,"282",NA,1,NA,NA,NA,1,61,11,18,3,1,NA,NA,NA,NA,NA,NA,NA
"90","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2020/08/31/33ea3d05a9df2f933210bccd17b4083b_FORMATO.png",71882,24,354,"gol","Nulo",0,4,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Christian Kendji Wagatsuma Ferreira","kazu","Kazu","https://s.glbimg.com/es/sde/f/2020/03/02/b1d4de6073f4457edbe7fd9443a4622d_FORMATO.png",107137,24,294,"lat","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,24,262,"zag","Dúvida",0,3.75,0,3.55,7,"Flamengo",3,14,5,1,2,2,25,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"93","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,24,280,"mei","Nulo",0,2.21,0,-0.67,7,"280",1,1,8,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Maxwell Lima Santos Silva","maxwell","Maxwell","https://s.glbimg.com/es/sde/f/2020/02/27/6dd964a64713673b192cdf5819becdb7_FORMATO.png",107092,24,292,"ata","Nulo",0,2.1,0,0.95,4,"292",NA,3,1,NA,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,24,285,"mei","Provável",-0.1,3.86,0.43,0.76,19,"285",5,34,37,3,3,12,78,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"96","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,24,354,"zag","Provável",8.4,5.65,1.71,2.14,17,"354",7,33,25,1,1,4,52,NA,NA,5,NA,1,1,NA,NA,NA,1,NA
"97","Luciano Batista da Silva Junior","luciano-juba","Luciano Juba","https://s.glbimg.com/es/sde/f/2020/02/27/31b914c6b9a40f145d57b7006f20116e_FORMATO.png",107093,24,292,"lat","Nulo",0,3.14,0,2.21,14,"292",1,20,10,1,1,1,106,NA,NA,2,2,NA,NA,NA,NA,NA,2,NA
"98","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,24,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,10,15,6,2,4,39,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA
"99","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,24,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",1,2,1,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2020/03/09/511303024e5679ad2b3ae40dd0b19d1d_FORMATO.png",72290,24,275,"gol","Nulo",0,3.32,0,-0.4,4,"275",1,NA,NA,NA,NA,NA,26,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,24,262,"mei","Nulo",0,1.94,0,5.2,1,"Flamengo",1,6,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"102","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,24,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,24,276,"tec","Provável",4.93,9.99,0.38,3.94,20,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,24,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,8,7,2,2,11,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"105","Michel Daryl Araújo Villar","michel-araujo","Michel Araújo ","https://s.glbimg.com/es/sde/f/2020/08/11/5acb05c96172c81382ad77978909d458_FORMATO.png",107173,24,266,"mei","Provável",7.3,7.38,1.38,3.1,17,"266",5,26,24,7,13,54,75,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA
"106","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,24,276,"lat","Provável",4.3,6.74,0.54,3.03,10,"276",2,17,7,1,2,6,50,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"107","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,24,356,"gol","Provável",0,3.44,0,1.44,19,"356",NA,2,NA,NA,NA,4,226,13,18,6,NA,NA,NA,NA,NA,NA,NA,NA
"108","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,24,292,"ata","Nulo",0,2.72,0,1.32,16,"292",2,3,7,NA,3,18,17,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"109","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,24,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Patrick de Paula Carreiro","patrick-de-paula","Patrick de Paula","https://s.glbimg.com/es/sde/f/2020/03/09/a9c14c249329965a83e2f3b2bda2642b_FORMATO.png",107172,24,275,"mei","Contundido",0,7.17,0,4,17,"275",1,37,22,8,11,21,90,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA
"111","Rodrigo Muniz Carvalho","rodrigo-muniz","Rodrigo Muniz","https://s.glbimg.com/es/sde/f/2020/11/20/9b79dad8501053b0a57fe5ff580c9d84_FORMATO.png",107112,24,262,"ata","Nulo",0.5,1.83,-0.01,1.13,7,"Flamengo",1,1,7,1,1,8,6,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA
"112","Luccas Claro dos Santos","luccas-claro","Luccas Claro","https://s.glbimg.com/es/sde/f/2020/08/11/1062c554fc9540ac0e4184be2cd0a557_FORMATO.png",73465,24,266,"zag","Provável",0.7,6.18,-0.9,2.92,18,"266",NA,29,9,1,4,13,95,NA,NA,4,NA,1,NA,NA,NA,3,NA,NA
"113","Diego Santos Monteiro","diego-monteiro","Diego Monteiro","https://s.glbimg.com/es/sde/f/2020/03/03/59ea3fcf6b8099184e3d7afece30e0e5_FORMATO.png",107136,24,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Maurício Kozlinski","mauricio-kozlinski","Maurício Kozlinski","https://s.glbimg.com/es/sde/f/2020/02/27/c1afaadaf0bd3588434aa47a13df9b8a_FORMATO.png",72595,24,373,"gol","Nulo",0,1.56,0,-7.8,1,"373",NA,NA,NA,NA,NA,NA,18,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Luiz Adriano de Souza da Silva","luiz-adriano","Luiz Adriano","https://s.glbimg.com/es/sde/f/2019/08/09/03390afe55e2bf08d4cb4d0da02c7b39_FORMATO.png",72772,24,275,"ata","Contundido",0,11.27,0,4.42,16,"275",1,10,16,5,6,15,40,NA,NA,NA,1,7,NA,NA,NA,1,NA,1
"116","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,24,354,"lat","Provável",5,6.73,0.8,3.3,17,"354",4,35,23,1,5,27,176,NA,NA,6,3,NA,1,NA,NA,1,NA,NA
"117","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,24,276,"zag","Provável",7.7,9.01,0.64,3.16,13,"276",1,16,15,NA,4,20,37,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"118","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,24,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,24,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Éderson Alves Ribeiro Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2019/03/22/24b700fe4f2c7138597131364bc2d2d4_FORMATO.png",73446,24,356,"ata","Nulo",0,2.41,0,-0.27,3,"356",NA,NA,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"121","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,24,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,24,266,"tec","Provável",0,10.01,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Renê dos Santos Júnior","rene-junior","Renê Júnior","https://s.glbimg.com/es/sde/f/2020/03/02/5908e5d1c3f4f989e8bc1b27ccb7c65d_FORMATO.png",73281,24,264,"mei","Nulo",0,1.6,0,-0.7,3,"264",NA,4,5,NA,1,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"124","Francisco Tiago da Silva Santos","tiago-silva","Tiago Silva","https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png",107182,24,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Leandro Matheus dos Anjos Conceição de Oliveira","leandro","Leandro","https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg",107222,24,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Jair Diego Alves de Brito","jaja","Jajá","https://s.glbimg.com/es/sde/f/2020/02/28/d7b228fb1f0473cd8f5e68c71f5f2a95_FORMATO.png",107195,24,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,24,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,24,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Eber Henrique Ferreira de Bessa","eber-bessa","Éber Bessa","https://s.glbimg.com/es/sde/f/2020/10/09/d0b4288d6ca77be73b69212249656293_FORMATO.png",73624,24,263,"mei","Nulo",0,2.57,0,0.95,4,"263",NA,3,5,NA,2,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,24,277,"mei","Provável",0,3.71,0,1.55,16,"Santos",1,16,21,5,7,15,57,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"131","Danilo dos Santos de Oliveira","danilo","Danilo","https://s.glbimg.com/es/sde/f/2020/09/02/e3f096d1affb1bfcebfbbfc6aa01f901_FORMATO.png",107231,24,275,"mei","Provável",0,1.68,0,1.05,10,"275",3,13,5,1,5,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/08/26/fdc588ab84ce9888cdb98fde023d0be2_FORMATO.jpeg",73789,24,290,"mei","Nulo",0,2.84,0,0.63,7,"290",NA,10,9,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Marcelo José de Lima Filho","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2020/11/17/c38f3a49ed42bc3774b07f733769277b_FORMATO.jpeg",107238,24,275,"ata","Nulo",0,1.36,0,2.7,1,"275",NA,1,1,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Helderson Tavares Santos","helder","Helder","https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg",107230,24,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2020/11/21/c34862fdbad30ea90aab95cb0d0c387d_FORMATO.png",107250,24,290,"lat","Nulo",0,2.66,0,4,1,"290",NA,NA,2,NA,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"136","Paulo Victor da Costa Miranda Alves","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png",107373,24,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2020/12/07/684456d69e247c7d08f9ca26315f9e3c_FORMATO.png",107263,24,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,24,290,"mei","Nulo",1.4,1.04,0.04,1.4,1,"290",NA,1,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,24,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,24,265,"gol","Dúvida",-0.2,8.64,-0.67,3.24,14,"265",NA,NA,NA,NA,NA,3,71,16,14,3,NA,NA,NA,NA,NA,NA,NA,NA
"141","Ricardo Dias Acosta","ricardinho","Ricardinho","https://s.glbimg.com/es/sde/f/2020/08/31/b0d32bee7d7194947d1c22e221afed3f_FORMATO.png",78577,24,354,"mei","Nulo",0,2.38,0,0.5,10,"354",1,9,5,2,1,1,57,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"142","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,24,264,"mei","Provável",0,5.5,0,2.1,15,"264",5,44,22,1,2,14,62,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"143","Wisney Junio Dias Carvalho","wisney","Wisney","https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png",107374,24,266,"lat","Nulo",0,2.64,0,2.45,2,"266",NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2020/08/31/edc31727f12d73f44cc5aa5c7e609151_FORMATO.png",78654,24,354,"zag","Nulo",0,3.07,0,2.85,6,"354",1,8,2,1,2,1,42,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"145","Jonathan Renato Barbosa","jonathan-cafu","Jonathan Cafu","https://s.glbimg.com/es/sde/f/2020/11/09/72663d168227b1d3b1e97197fb92447a_FORMATO.png",78580,24,264,"ata","Nulo",0,4.67,0,1.85,2,"264",NA,3,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,24,262,"zag","Dúvida",0,5.1,0,2.26,12,"Flamengo",1,20,15,2,3,9,56,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"147","João Marcos Lima Candido","joao-marcos","João Marcos","https://s.glbimg.com/es/sde/f/2020/11/26/e0cc30ed92eef839494f97ab8f82d118_FORMATO.png",107267,24,290,"ata","Nulo",-0.8,0.79,-0.21,-0.8,1,"290",NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,24,290,"ata","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,24,264,"mei","Nulo",0,6.65,0,2.36,14,"264",5,36,27,3,5,12,86,NA,NA,NA,1,1,NA,NA,NA,1,1,NA
"150","Cayo Henrique Nascimento Ferreira","cayo-tenorio","Cayo Tenório","https://s.glbimg.com/es/sde/f/2020/08/17/415411430f758b61b7efedd588700ad9_FORMATO.png",107367,24,267,"lat","Nulo",0,3.86,0,3.06,8,"267",3,8,8,1,2,14,33,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"151","Marthã Fernando Gonçalves Pimenta","martha","Marthã","https://s.glbimg.com/es/sde/f/2020/01/16/9b5adea073467ee84f68436f0d462a6f_FORMATO.png",107400,24,354,"mei","Nulo",0,0.83,0,-0.47,3,"354",1,1,2,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Daniel Lima de Castro","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/09/05/6843fd79515e70cbbee0436b93ef2f14_FORMATO.png",107370,24,266,"lat","Nulo",0,1.02,0,1,1,"266",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2020/08/31/b4171a404ece6ec54f9a350c1f02f874_FORMATO.png",78851,24,354,"gol","Provável",4.3,3.8,1.3,0.6,2,"354",NA,NA,NA,NA,NA,1,23,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"154","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,24,276,"lat","Provável",5.6,14.35,0.25,5.15,18,"276",3,34,24,9,6,15,235,NA,NA,6,3,4,NA,NA,NA,NA,NA,NA
"155","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,24,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,5,5,2,1,3,35,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"156","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,24,262,"ata","Dúvida",0,11.88,0,5.75,11,"Flamengo",2,4,3,11,16,11,57,NA,NA,NA,NA,5,NA,NA,NA,8,1,NA
"157","Arnaldo Manoel de Almeida","arnaldo","Arnaldo","https://s.glbimg.com/es/sde/f/2020/10/01/9e64684a0ef33c9f748f305214999641_FORMATO.png",78497,24,373,"lat","Nulo",-2.6,2.63,-1.39,1.28,7,"373",1,3,1,NA,NA,1,15,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"158","Higor Gabriel Fernandes Alves","higor","Higor","https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png",107371,24,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159"," João Paulo Silveira dos Santos","joao-paulo-silveira","João Paulo Silveira","https://s.glbimg.com/es/sde/f/2020/11/14/96c3922c9fd3203d80b8ec43ef6a23c0_FORMATO.png",107453,24,356,"zag","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,24,277,"zag","Provável",0,3.6,0,1.77,6,"Santos",NA,7,3,NA,NA,3,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"161","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,24,354,"zag","Provável",3.2,6.32,0.78,2.83,15,"354",6,26,13,1,4,12,75,NA,NA,5,NA,1,NA,NA,NA,2,NA,NA
"162","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,24,294,"mei","Suspenso",5.9,11.46,0.63,4.68,17,"Coritiba",3,54,21,6,11,36,110,NA,NA,NA,1,1,NA,NA,NA,NA,2,NA
