"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DD","GS","PI","A","CA","DS","FC","FF","FS","FD","G","I","SG","CV","FT","GC","PP","DP"
"79","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,4,265,"mei","Provável",0.4,7.89,-1.14,3.6,2,"Bahia",NA,NA,8,NA,1,12,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2019/03/30/d941b7a4bb640424918c02ce3d930666_FORMATO.png",38394,4,293,"zag","Contundido",-2.4,4.81,-1.31,-0.5,3,"Athlético-PR",NA,NA,13,NA,2,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,4,282,"mei","Dúvida",5,7.29,1.01,3.07,4,"Atlético-MG",NA,NA,7,1,NA,9,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,4,265,"mei","Nulo",2.8,1.32,0.58,0.63,3,"Bahia",NA,NA,4,NA,NA,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,4,265,"lat","Provável",0,8.51,0,7.45,2,"Bahia",NA,NA,18,1,NA,5,3,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"84","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2020/07/23/0308ff1c9b877ec30d7af71867c8e6f1_FORMATO.png",103523,4,265,"zag","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2019/09/03/c5155b30c6acc6a38a5a757dbc17f60c_FORMATO.png",98765,4,282,"ata","Nulo",4.9,5.31,0.63,3.1,4,"Atlético-MG",NA,NA,21,1,NA,7,7,1,3,1,NA,1,NA,NA,1,NA,NA,NA
"86","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,4,293,"ata","Provável",2.9,2.78,0.76,1.15,2,"Athlético-PR",NA,NA,2,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"87","Dorival Silvestre Júnior","dorival-junior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2020/07/16/ec131d189cf34596591ae2d9d86d1cf5_FORMATO.png",40990,4,293,"tec","Provável",-0.61,9.18,-1,2.84,4,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,4,265,"mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,4,263,"ata","Nulo",0,9,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Federico Barrandeguy Martino","barrandeguy","Barrandeguy","https://s.glbimg.com/es/sde/f/2020/03/01/04fe5f2fe33f10db51fc9d221a594ab8_FORMATO.png",91736,4,263,"lat","Provável",-1.1,2.88,-1.17,2.27,3,"Botafogo",NA,NA,17,NA,1,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"91","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,4,267,"zag","Provável",6.4,7.55,1.32,4.33,3,"Vasco",NA,NA,7,NA,1,5,3,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA
"92","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,4,263,"lat","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,4,263,"ata","Dúvida",10.9,6.81,2.93,5.7,2,"Botafogo",NA,NA,3,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA
"94","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,4,263,"mei","Provável",1.7,6.42,0.06,1.67,3,"Botafogo",NA,NA,20,NA,NA,3,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"95","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,4,263,"mei","Nulo",0.8,2.38,0.08,0.6,3,"Botafogo",NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Matheus Bonifácio Saldanha Marinho","saldanha","Saldanha","https://s.glbimg.com/es/sde/f/2020/07/16/61b9f7b4e75ec5b35b48d42b3b848e54_FORMATO.png",107088,4,265,"ata","Nulo",0.1,1.04,0.06,-0.27,3,"Bahia",NA,NA,4,NA,NA,NA,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"97","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,4,263,"gol","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,4,293,"lat","Dúvida",0,5,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2020/03/01/c173584f1d551208eea9c6fbac1fefe3_FORMATO.png",96047,4,263,"zag","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,4,263,"lat","Dúvida",4.3,7.96,0.2,6.3,3,"Botafogo",NA,NA,7,1,NA,8,3,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"101","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,4,293,"zag","Dúvida",-0.8,2.97,-0.45,0.5,3,"Athlético-PR",NA,NA,13,1,1,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,4,293,"gol","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,4,263,"zag","Provável",0.9,6.13,-0.76,2.57,3,"Botafogo",NA,NA,6,NA,NA,2,2,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"104","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,4,293,"lat","Dúvida",-2.2,4.52,-1.09,1.23,3,"Athlético-PR",NA,NA,23,NA,1,4,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"105","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,4,263,"ata","Dúvida",1.2,5.6,-1.4,1.2,1,"Botafogo",NA,NA,6,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,4,263,"gol","Nulo",0,7,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,4,293,"lat","Dúvida",-0.5,9.59,-1.6,4.68,4,"Athlético-PR",NA,NA,34,NA,NA,10,7,2,2,NA,1,NA,1,NA,NA,NA,NA,NA
"108","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,4,293,"zag","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,4,293,"ata","Provável",-3.3,15.28,-1.96,6.92,4,"Athlético-PR",NA,NA,22,1,1,4,10,1,9,3,2,NA,NA,NA,1,NA,NA,NA
"110","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,4,263,"zag","Provável",0.7,3.39,-0.62,2.83,3,"Botafogo",NA,NA,8,NA,NA,1,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,NA
"111","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/02/28/dd86094ef601a75530073e438be55002_FORMATO.png",38231,4,282,"ata","Contundido",0,9,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,4,265,"zag","Nulo",0,6,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/03/01/c8face553c42ac18972ec8f145b8441c_FORMATO.png",84382,4,263,"lat","Provável",-4.8,3.06,-2.94,-4.8,1,"Botafogo",NA,NA,13,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,4,265,"ata","Provável",0,7.06,-0.94,1.9,2,"Bahia",NA,NA,18,NA,NA,4,2,1,3,4,NA,1,NA,NA,NA,NA,1,NA
"115","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,4,354,"gol","Provável",-6.2,0.75,-1.37,-0.67,4,"Ceará",5,9,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,4,263,"mei","Provável",0,4.99,0,1.6,2,"Botafogo",NA,NA,13,NA,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,4,264,"gol","Provável",-2.1,10.2,-2.23,3.73,3,"Corinthians",4,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"118","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,4,265,"zag","Provável",-0.5,8.51,-1.46,4.37,3,"Bahia",NA,NA,14,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA
"119","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,4,263,"gol","Provável",7.9,14.16,1.1,5.8,3,"Botafogo",5,2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"120","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,4,282,"lat","Nulo",0,5.89,0,2,2,"Atlético-MG",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"121","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,4,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,4,265,"mei","Provável",4.7,15.36,0.44,5.2,3,"Bahia",NA,NA,24,1,NA,NA,3,1,10,1,1,1,NA,NA,NA,NA,NA,NA
"123","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,4,264,"zag","Provável",-0.4,4.34,-0.89,2,2,"Corinthians",NA,NA,10,NA,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"124","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2020/03/02/6ec74772de012171f72f546a01823ea0_FORMATO.png",79578,4,294,"ata","Provável",9.3,2.69,1.95,0.52,4,"Coritiba",NA,NA,6,NA,2,NA,7,1,1,2,1,3,NA,NA,NA,NA,NA,NA
"125","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,4,262,"mei","Provável",1,5.91,-0.25,1.62,4,"Flamengo",NA,NA,23,NA,NA,4,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"126","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,4,294,"gol","Provável",8.3,8.76,0.77,5.1,4,"Coritiba",7,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"127","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,4,294,"mei","Provável",6.9,10.25,0.75,5.08,4,"Coritiba",NA,NA,29,NA,1,11,2,3,10,4,NA,NA,NA,NA,1,NA,NA,NA
"128","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,4,262,"zag","Provável",1.5,9.12,-0.83,3.25,4,"Flamengo",NA,NA,11,NA,NA,7,1,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"129","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,4,262,"gol","Provável",-2.4,7.33,-1.95,-1.1,3,"Flamengo",3,5,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"130","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,4,262,"gol","Nulo",0,4.78,0,2.25,2,"Flamengo",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"131","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,4,263,"gol","Nulo",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,4,262,"mei","Provável",0.1,8.8,-0.88,2.03,4,"Flamengo",NA,NA,14,NA,NA,10,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,4,262,"zag","Nulo",0,5.52,0,-0.9,1,"Flamengo",NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,4,263,"lat","Nulo",1,2.55,-0.45,1,1,"Botafogo",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,4,262,"mei","Nulo",0,5.35,0,-1.7,1,"Flamengo",NA,NA,2,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,4,263,"lat","Contundido",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Rhuan Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,4,263,"ata","Nulo",0.5,1.6,0.06,0.4,3,"Botafogo",NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,4,262,"ata","Nulo",-0.5,6.01,-1.15,0.63,3,"Flamengo",NA,NA,15,NA,NA,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2020/07/19/5880fb87a06b73d003621b2224e9b408_FORMATO.png",98057,4,264,"tec","Provável",5.52,10.03,0.68,4.56,3,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,4,262,"lat","Dúvida",2,5.1,-0.9,2,1,"Flamengo",NA,NA,5,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,4,264,"mei","Nulo",0,7.2,0,1.5,1,"Corinthians",NA,NA,8,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Matheus Barcelos da Silva","matheus-babi","Matheus Babi","https://s.glbimg.com/es/sde/f/2020/07/20/bb2284f13a5e04e59749617f6cfd07bd_FORMATO.png",94444,4,263,"ata","Dúvida",7.1,7.12,1.47,6.43,3,"Botafogo",NA,NA,13,1,1,4,8,4,10,2,1,2,NA,NA,NA,NA,NA,NA
"143","Wenderson da Silva Costa Ferreira","wenderson","Wenderson","https://s.glbimg.com/es/sde/f/2020/03/01/131b3cba1cda3c9a209984c2381f5a7d_FORMATO.png",99474,4,263,"mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,4,262,"zag","Provável",5.2,5.99,0.6,3,4,"Flamengo",NA,NA,24,NA,NA,7,4,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA
"145","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2020/07/21/83414670b3e87094f494cbb827a42be9_FORMATO.png",101803,4,264,"lat","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Warley Leandro da Silva","warley","Warley","https://s.glbimg.com/es/sde/f/2020/03/01/d0a8e4730428e0cc54246ec2cbc1d50f_FORMATO.png",104646,4,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Alexander Lecaros Aragón","lecaros","Lecaros","https://s.glbimg.com/es/sde/f/2020/03/01/53edbb0ca79d3f3796591671f994f93b_FORMATO.png",102276,4,263,"ata","Nulo",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,4,264,"mei","Dúvida",1.7,4.87,0.2,1.3,3,"Corinthians",NA,NA,8,NA,NA,4,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"149","Caio Alexandre Souza e Silva","caio-alexandre","Caio Alexandre","https://s.glbimg.com/es/sde/f/2020/07/20/29f9587aac296561c6706ec75204ca92_FORMATO.png",106323,4,263,"mei","Provável",11.6,7.08,3.3,4.37,3,"Botafogo",NA,NA,12,NA,1,7,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"150","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,4,264,"zag","Nulo",0,3.18,0,0.5,1,"Corinthians",NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,4,263,"ata","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,4,354,"ata","Nulo",2.6,7.21,0.08,2.05,4,"Ceará",NA,NA,14,NA,NA,2,2,4,1,2,NA,1,NA,NA,1,NA,NA,NA
"153","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,4,264,"ata","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Bergson Gustavo Silveira da Silva","bergson","Bergson","https://s.glbimg.com/es/sde/f/2020/03/02/2da2700754fb23a9fcc3cbbe28cf447b_FORMATO.png",68696,4,354,"ata","Nulo",0,1.92,0,-0.25,2,"Ceará",NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2020/03/02/a44ce5150145201cb2e17e412ff95656_FORMATO.png",50645,4,354,"lat","Nulo",0,4.01,0,0.7,1,"Ceará",NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,4,264,"gol","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
