"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","FC","FD","FS","G","GS","PI","SG","DS","FF","DP","I","A","CV","FT","GC","PP"
"82","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,12,264,"zag","Provável",0,5.83,0,2.1,8,"264",1,NA,7,NA,4,NA,NA,37,1,14,NA,NA,NA,1,NA,NA,NA,NA
"83","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,12,276,"lat","Nulo",0,6.21,0,2.4,4,"276",NA,NA,5,NA,4,NA,NA,17,1,6,1,NA,NA,NA,NA,NA,NA,NA
"84","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,12,356,"tec","Provável",2.71,6.97,-0.06,2.89,12,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Matheus França Silva","matheuzinho","Matheuzinho","https://s.glbimg.com/es/sde/f/2020/03/03/c3634cab50166de94d02500e557e0be7_FORMATO.png",101727,12,262,"lat","Nulo",0,2.32,0,2.13,4,"Flamengo",1,NA,2,2,2,NA,NA,9,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"86","Danilo das Neves Pinheiro","tche-tche","Tchê Tchê","https://s.glbimg.com/es/sde/f/2019/05/06/fbb4319c2256b5cbf2fb558f6e3e9503_FORMATO.png",86686,12,276,"mei","Provável",5.6,8.6,0.42,2.53,10,"276",2,NA,8,5,17,NA,NA,38,NA,17,7,NA,NA,NA,NA,NA,NA,NA
"87","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,12,276,"lat","Provável",0.4,4.16,-0.45,2.12,8,"276",1,NA,6,NA,11,NA,NA,43,1,10,1,NA,NA,1,NA,NA,NA,NA
"88","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,12,276,"mei","Provável",2.1,3.42,0.25,0.43,10,"276",1,NA,12,2,13,NA,NA,35,NA,6,1,NA,NA,NA,NA,NA,NA,NA
"89","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,12,267,"gol","Provável",8.8,10.41,2.19,3.85,11,"267",NA,11,NA,NA,2,NA,11,76,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"90","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,12,267,"ata","Provável",2.8,13.49,0.2,6.16,11,"267",NA,NA,10,7,6,7,NA,22,NA,4,4,NA,5,NA,NA,1,NA,NA
"91","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,12,267,"lat","Dúvida",-0.3,7.62,0,2.76,8,"267",1,NA,12,2,13,NA,NA,47,2,11,3,NA,1,NA,NA,1,NA,NA
"92","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,12,267,"lat","Provável",2.8,7.17,-0.36,2.79,9,"267",3,NA,19,1,8,NA,NA,51,3,26,NA,NA,1,NA,NA,NA,NA,NA
"93","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,12,294,"gol","Provável",-8.6,7.35,-3.58,3.52,12,"Coritiba",NA,15,NA,NA,2,NA,16,98,3,1,NA,1,NA,NA,NA,NA,NA,NA
"94","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,12,263,"mei","Provável",0,4.88,0,1.96,7,"263",NA,NA,8,1,2,NA,NA,37,NA,16,4,NA,NA,NA,NA,NA,NA,NA
"95","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2020/09/23/1530da64b72d2b015a6177c0b41e132f_FORMATO.png",52618,12,265,"zag","Nulo",0,6,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,12,294,"mei","Provável",0,2.46,-0.42,0.97,6,"Coritiba",1,NA,8,NA,7,NA,NA,21,NA,8,3,NA,NA,NA,NA,NA,NA,NA
"97","Vitor Frezarin Bueno","vitor-bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2020/03/09/f3543ab5bcf3404b175e6b2745d02ac5_FORMATO.png",87552,12,276,"mei","Nulo",1.3,7.26,-0.19,2.84,7,"276",1,NA,3,2,11,1,NA,38,NA,7,6,NA,1,NA,NA,NA,NA,NA
"98","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,12,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,NA,7,2,4,NA,NA,44,NA,9,2,NA,NA,NA,NA,NA,NA,NA
"99","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,12,264,"mei","Dúvida",0,7.75,0,3.73,4,"264",NA,NA,4,1,3,1,NA,24,NA,4,2,NA,NA,NA,NA,1,NA,NA
"100","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,12,354,"ata","Dúvida",-1.7,10.54,-1.05,3.44,12,"354",NA,NA,21,6,11,3,NA,37,NA,13,11,NA,6,NA,NA,NA,NA,NA
"101","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,12,356,"ata","Nulo",3.1,5.04,0.56,2.54,11,"356",NA,NA,12,3,11,1,NA,17,NA,9,7,NA,2,1,NA,NA,NA,NA
"102","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,12,263,"gol","Provável",0,14.9,0,5.6,8,"263",1,13,NA,NA,NA,NA,7,62,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Rafael Vaz dos Santos","rafael-vaz","Rafael Vaz","https://s.glbimg.com/es/sde/f/2020/09/07/ac19d461237bd560ac6487aadd79a6da_FORMATO.png",73421,12,290,"zag","Nulo",0,5.7,0,1.98,7,"290",2,NA,7,4,5,1,NA,59,1,8,5,NA,NA,NA,1,NA,NA,NA
"104","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,12,276,"ata","Provável",5.4,8.7,0.34,3.15,7,"276",1,NA,18,3,9,1,NA,19,NA,4,16,NA,6,1,NA,NA,NA,NA
"105","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,12,263,"zag","Provável",0,7.63,0,2.99,10,"263",2,NA,4,1,7,NA,NA,30,3,16,4,NA,NA,NA,NA,NA,NA,NA
"106","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,12,266,"mei","Provável",5.2,13.51,-1.51,6.26,10,"266",2,NA,5,4,21,5,NA,106,NA,9,13,NA,NA,1,NA,NA,NA,NA
"107","Ramon Menezes Hubner","ramon-menezes","Ramon Menezes","https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png",96767,12,267,"tec","Provável",2.95,10.06,0.47,4.28,11,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,12,267,"mei","Provável",0,8.69,0,3.99,8,"267",2,NA,8,2,16,NA,NA,70,NA,28,5,NA,1,1,NA,NA,NA,NA
"109","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,12,292,"ata","Provável",0,3.48,0,0.85,10,"292",2,NA,3,NA,10,1,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"110","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,12,267,"mei","Provável",0,6.48,0,3.73,7,"267",3,NA,19,1,16,NA,NA,32,NA,24,2,NA,NA,2,NA,NA,NA,NA
"111","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,12,276,"mei","Nulo",0,3.31,0,0.3,5,"276",1,NA,2,NA,NA,NA,NA,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"112","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,12,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,12,276,"ata","Nulo",0,4.08,0,2.57,3,"276",NA,NA,NA,NA,1,NA,NA,8,NA,3,NA,NA,NA,1,NA,NA,NA,NA
"114","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,12,267,"mei","Dúvida",1,3.39,0.03,3.3,5,"267",NA,NA,5,NA,7,NA,NA,15,NA,12,NA,NA,NA,1,NA,NA,NA,NA
"115","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,12,267,"ata","Provável",0.7,10.18,-0.51,4.71,10,"267",1,NA,10,3,31,1,NA,50,NA,20,7,NA,3,2,1,1,NA,NA
"116","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,12,267,"ata","Provável",7.9,4.26,1.72,2.5,3,"267",1,NA,1,1,5,1,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"117","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,12,292,"mei","Provável",0,10.95,0,2.57,9,"292",NA,NA,7,2,14,1,NA,32,NA,5,10,NA,1,NA,NA,NA,NA,NA
"118","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,12,262,"zag","Nulo",0,8.92,0,2.78,9,"Flamengo",1,NA,9,1,3,NA,NA,16,2,18,3,NA,NA,NA,NA,NA,NA,NA
"119","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,12,267,"zag","Nulo",0,7.55,0,4.38,6,"267",1,NA,4,1,4,NA,NA,13,3,11,3,NA,NA,NA,NA,NA,NA,NA
"120","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,12,262,"mei","Nulo",0,7.62,0,3.33,10,"Flamengo",2,NA,9,3,20,2,NA,78,NA,16,5,NA,NA,NA,NA,NA,NA,NA
"121","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,12,294,"mei","Nulo",-0.2,10.43,-0.61,4.17,11,"Coritiba",1,NA,8,5,21,NA,NA,64,NA,34,6,NA,NA,NA,NA,1,NA,NA
"122","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,12,262,"gol","Contundido",0,10.72,0,2.22,5,"Flamengo",NA,6,NA,NA,2,NA,6,19,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"123","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,12,282,"mei","Provável",1.3,9.69,-1.2,5.2,5,"282",NA,NA,3,3,3,2,NA,14,NA,8,1,NA,2,NA,NA,NA,NA,NA
"124","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,12,264,"ata","Provável",0,11.62,0,3.67,9,"264",NA,NA,9,5,9,3,NA,40,NA,NA,5,NA,2,1,NA,1,NA,1
"125","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,12,262,"lat","Dúvida",0,6.56,0,3.12,8,"Flamengo",1,NA,10,2,11,1,NA,62,2,17,1,NA,1,NA,NA,NA,1,NA
"126","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2020/07/20/0f9b74a97483b77635784d099b5d1983_FORMATO.png",104074,12,276,"zag","Contundido",0,4,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,12,354,"lat","Nulo",0,1.88,0,-0.8,2,"354",1,NA,6,NA,2,NA,NA,24,NA,5,1,NA,2,NA,NA,NA,NA,NA
"128","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,12,354,"ata","Nulo",-0.1,7.33,-0.27,2.24,11,"354",NA,NA,4,4,2,1,NA,30,NA,12,6,NA,2,NA,NA,NA,NA,NA
"129","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,12,284,"tec","Provável",2.75,12.14,0.35,3.7,11,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png",104459,12,354,"ata","Nulo",0,0.77,0,-0.43,3,"354",NA,NA,3,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,12,285,"lat","Nulo",0,4,0,4,1,"285",NA,NA,NA,NA,NA,NA,NA,10,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"132","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,12,262,"mei","Nulo",0,4.5,0,0.12,7,"Flamengo",2,NA,10,NA,15,NA,NA,15,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"133","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,12,262,"mei","Nulo",0,8.7,0,1.98,10,"Flamengo",1,NA,10,1,5,NA,NA,39,NA,23,5,NA,NA,NA,NA,NA,NA,NA
"134","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,12,294,"ata","Provável",5.1,8.88,-0.58,4.83,12,"Coritiba",1,NA,18,3,27,3,NA,51,NA,13,15,NA,8,NA,NA,4,NA,NA
"135","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,12,282,"zag","Nulo",0,7.83,0,2.8,1,"282",1,NA,2,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"136","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/03/01/80ca783f6c1ed5ef384d190eed6ccd34_FORMATO.png",93797,12,263,"lat","Nulo",0,6,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,12,282,"zag","Provável",2.5,11.17,0.37,3.98,11,"282",2,NA,15,2,1,NA,NA,68,4,28,4,NA,NA,1,NA,1,NA,NA
"138","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,12,262,"gol","Nulo",0,3.38,0,1.2,4,"Flamengo",NA,NA,NA,NA,NA,NA,2,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,12,263,"mei","Nulo",3.1,2.76,0.65,0.75,11,"263",NA,NA,3,3,3,NA,NA,11,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"140","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2020/08/31/6520e5b98fe12640dde2f4a556494cd3_FORMATO.png",90572,12,282,"mei","Nulo",0,6.21,0,0.8,1,"282",NA,NA,1,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"141","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,12,264,"gol","Nulo",0,4.99,0,-2,0,"264",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,12,290,"ata","Provável",5.9,6.38,1.15,2.02,5,"290",1,NA,16,2,6,2,NA,30,NA,1,4,NA,5,NA,NA,NA,NA,NA
"143","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,12,282,"zag","Provável",0.4,11.79,-0.03,3.72,9,"282",NA,NA,10,NA,9,1,NA,40,3,12,NA,NA,NA,NA,NA,1,NA,NA
"144","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,12,262,"zag","Nulo",0,5.46,0,1.96,5,"Flamengo",NA,NA,3,NA,2,NA,NA,13,1,5,2,NA,NA,NA,NA,NA,NA,NA
"145","Guilherme Oliveira Santos","guilherme-santos","Guilherme Santos","https://s.glbimg.com/es/sde/f/2020/03/01/6979e564242e4e6905c0118a015237b2_FORMATO.png",50346,12,263,"lat","Nulo",0,7.36,0,3.67,7,"263",NA,NA,10,NA,9,NA,NA,45,2,13,4,NA,1,1,NA,NA,NA,NA
"146","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,12,282,"mei","Nulo",1.4,6.66,0.29,1.55,11,"282",1,NA,14,1,8,NA,NA,69,NA,23,6,NA,NA,NA,NA,NA,NA,NA
"147","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,12,263,"zag","Provável",-0.9,4.76,-0.79,3.12,11,"263",1,NA,5,1,13,NA,NA,33,3,17,3,NA,NA,NA,NA,NA,NA,NA
"148","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,12,264,"mei","Nulo",0,2.68,0,-0.12,5,"264",1,NA,7,NA,NA,NA,NA,11,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"149","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png",91191,12,282,"mei","Nulo",0,6,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Patrick de Oliveira Vieira","patrick-vieira","Patrick Vieira","https://s.glbimg.com/es/sde/f/2020/03/02/1b0ea475d6d2bdd4a6d337fb781b4752_FORMATO.png",78635,12,294,"lat","Nulo",0,4.64,0,1.55,4,"Coritiba",1,NA,5,2,3,NA,NA,35,1,5,1,NA,1,NA,NA,NA,NA,NA
"151","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png",69161,12,264,"ata","Nulo",0,6.1,0,-0.07,3,"264",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,12,284,"gol","Provável",0,7.79,0,3.2,8,"284",1,7,NA,NA,1,NA,6,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,12,262,"ata","Nulo",0,6.02,0,1.38,7,"Flamengo",NA,NA,6,2,5,NA,NA,36,NA,5,8,NA,NA,NA,NA,NA,NA,NA
"154","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2020/08/11/16fac49e8d3bba144b424d3a32ca55ad_FORMATO.png",38632,12,266,"zag","Provável",9.2,6.58,0.58,9.2,1,"266",NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"155","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,12,263,"ata","Nulo",1.5,5.37,0.35,1.25,6,"263",1,NA,12,1,9,1,NA,29,NA,2,4,NA,1,NA,NA,NA,NA,NA
"156","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,12,293,"zag","Provável",8.3,5.4,0.77,3.2,5,"293",1,NA,2,NA,2,NA,NA,20,2,10,NA,NA,NA,NA,NA,NA,NA,NA
"157","Paulo Marcos de Jesus Ribeiro","paulao","Paulão","https://s.glbimg.com/es/sde/f/2019/11/14/7b85c924694c25ac9829f4379ef2b451_FORMATO.png",63172,12,356,"zag","Provável",0.6,2.79,-0.85,1.9,12,"356",2,NA,15,NA,2,NA,NA,35,4,17,1,NA,2,NA,NA,NA,NA,NA
"158","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,12,294,"mei","Nulo",1.4,3.4,0.15,1.2,2,"Coritiba",NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"159","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,12,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2020/03/02/6c5d6ccf4132d968daaf6a4738feaee9_FORMATO.png",38421,12,294,"mei","Contundido",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Matheus de Sales Cabral","matheus-sales","Matheus Sales","https://s.glbimg.com/es/sde/f/2020/03/03/0eb35b8cc0b12eac97e71658567b4cf9_FORMATO.png",89285,12,294,"mei","Provável",0.8,4.08,-0.21,2.12,8,"Coritiba",NA,NA,9,NA,13,NA,NA,28,NA,17,1,NA,NA,NA,NA,NA,NA,NA
"162","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2020/03/01/07d469e7953e91ccc61088458f4c6397_FORMATO.png",37798,12,354,"ata","Dúvida",1.3,6.37,-0.03,1.43,10,"354",NA,NA,3,2,1,NA,NA,21,NA,3,8,NA,1,NA,NA,2,NA,NA
