"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FD","FF","FS","G","I","PI","CA","SG","DD","GS","A","CV","FT","DP","GC","PP"
"80","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,9,282,"ata","Provável",8.4,8.37,0.58,5.12,4,"Atlético-MG",4,5,3,2,4,1,NA,12,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"81","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2019/03/30/73d465434b401d66707cc13ffc19d3fd_FORMATO.png",91866,9,293,"zag","Nulo",0,6.96,0,5.6,1,"Athlético-PR",1,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"82","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2020/07/11/d7b3953a6bffe509daca41ab80ac36ae_FORMATO.png",95494,9,293,"zag","Nulo",5,6.4,0.75,2.63,3,"Athlético-PR",8,1,1,1,2,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,1,NA
"83","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,9,267,"gol","Provável",3.4,9.17,-0.6,3.6,8,"Vasco",NA,NA,NA,NA,2,NA,NA,62,NA,4,7,7,NA,NA,NA,NA,NA,NA
"84","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,9,267,"lat","Provável",1.1,7.78,-0.93,3.14,5,"Vasco",6,9,2,3,4,NA,NA,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"85","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,9,267,"ata","Provável",7.6,13.85,0.19,6.73,8,"Vasco",2,7,4,3,2,6,4,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"86","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,9,267,"mei","Provável",0,10.42,0,4.77,7,"Vasco",26,7,2,4,16,NA,1,52,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"87","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,9,293,"mei","Nulo",0,1.44,0,-0.2,3,"Athlético-PR",2,1,NA,1,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,9,293,"ata","Nulo",0,2.49,0,0.76,5,"Athlético-PR",1,5,1,1,3,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"89","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,9,267,"lat","Provável",0,6.48,-0.2,2.42,7,"Vasco",16,18,1,NA,7,NA,NA,38,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"90","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,9,293,"ata","Nulo",-0.1,2.18,-0.24,0.1,3,"Athlético-PR",1,3,1,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,9,267,"mei","Dúvida",4.8,6.48,0.04,3.73,7,"Vasco",24,19,1,2,16,NA,NA,32,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"92","Ramon Menezes Hubner","ramon-menezes","Ramon Menezes","https://s.glbimg.com/es/sde/f/2020/07/19/7af6039becf9dd51c78be10d7df5c645_FORMATO.png",96767,9,267,"tec","Provável",2,9.7,-0.7,4.59,8,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,9,293,"ata","Contundido",0,15.46,0,5.9,5,"Athlético-PR",5,13,4,2,11,2,NA,29,1,NA,NA,NA,1,NA,1,NA,NA,NA
"94","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,9,267,"zag","Dúvida",0,8.59,0,5.38,5,"Vasco",11,3,1,3,4,NA,NA,12,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"95","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,9,293,"lat","Nulo",0,8.72,0,3,7,"Athlético-PR",12,8,1,2,4,1,NA,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"96","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,9,267,"mei","Dúvida",2.4,2.66,0.01,0.85,2,"Vasco",2,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,9,293,"gol","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,9,293,"zag","Nulo",0,2.99,0,0.8,5,"Athlético-PR",3,7,1,1,4,NA,NA,25,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"99","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,9,293,"lat","Nulo",-0.5,4.13,0.02,0.67,6,"Athlético-PR",11,10,NA,1,1,NA,NA,43,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"100","Bruno César Zanaki","bruno-cesar","Bruno César","https://s.glbimg.com/es/sde/f/2020/08/17/679cc051b3529d05424bb6ea6e411411_FORMATO.png",52558,9,267,"mei","Dúvida",3.6,4.33,0.61,1.12,5,"Vasco",2,1,2,2,4,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,9,265,"ata","Provável",5.9,8.31,0.36,3.05,7,"Bahia",5,4,8,6,10,NA,2,40,NA,NA,NA,NA,1,NA,1,NA,NA,1
"102","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,9,267,"ata","Provável",1.2,10.13,-1.11,5.4,7,"Vasco",18,7,2,3,22,1,1,30,1,NA,NA,NA,2,1,NA,NA,NA,NA
"103","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,9,267,"ata","Dúvida",-1.9,2.54,-0.88,-0.2,2,"Vasco",NA,1,1,NA,3,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,9,267,"mei","Nulo",0,2.88,0,1.43,3,"Vasco",5,5,1,1,5,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2020/08/17/f705407ead383caeb7ebe8d491851b04_FORMATO.png",74074,9,267,"lat","Contundido",0,3.71,0,3.45,2,"Vasco",NA,5,NA,NA,1,NA,NA,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"106","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,9,265,"mei","Provável",5.9,16.05,-0.11,5.46,8,"Bahia",2,5,5,6,16,3,1,61,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"107","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,9,354,"mei","Suspenso",-0.8,1.68,-0.42,0.16,5,"Ceará",5,8,NA,3,8,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,9,267,"ata","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,9,267,"mei","Provável",0,10.56,-0.45,5.09,8,"Vasco",16,20,3,1,2,4,NA,37,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"110","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,9,293,"zag","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/08/31/eafd006d2fd67a1a408086328eb3fd4c_FORMATO.png",38229,9,282,"lat","Nulo",0,6.19,0,3.3,3,"Atlético-MG",1,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"112","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,9,267,"ata","Nulo",0.9,4.08,0.26,0.78,6,"Vasco",1,5,1,NA,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,9,354,"zag","Contundido",0,4.13,0,-0.3,1,"Ceará",NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Fredy Alejandro Guarín Vásquez","guarin","Guarín","https://s.glbimg.com/es/sde/f/2019/09/27/2711e527895fb7ccdf64fbd1167a6a6d_FORMATO.png",71233,9,267,"mei","Nulo",0,11,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,9,267,"mei","Nulo",0,2.13,0,-0.2,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,9,282,"ata","Contundido",0,9,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,9,267,"zag","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,9,263,"mei","Provável",0,6.09,0,2.82,5,"Botafogo",16,7,1,4,1,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,9,282,"gol","Suspenso",-5.6,7.81,-2.6,2.36,8,"Atlético-MG",NA,1,NA,NA,NA,NA,NA,56,NA,4,5,5,NA,1,NA,NA,NA,NA
"120","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/21/d178a2c9aa56afb775c7a97c03fc4321_FORMATO.png",51413,9,264,"gol","Nulo",0,7,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,9,354,"mei","Nulo",1.2,5.09,0.2,1.93,6,"Ceará",8,5,2,NA,8,1,1,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,9,264,"ata","Provável",-0.5,12.16,-1.79,4.34,8,"Corinthians",NA,7,5,5,9,3,2,33,NA,NA,NA,NA,1,NA,1,NA,NA,1
"123","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,9,280,"mei","Provável",11.6,7.99,0.99,11.6,1,"Bragantino",4,1,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,9,282,"tec","Provável",0.78,13.37,-0.79,4.81,8,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,9,282,"mei","Dúvida",0,10.94,0,6.7,2,"Atlético-MG",6,2,1,1,NA,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,9,264,"mei","Provável",0.3,6.22,-0.27,2.63,7,"Corinthians",18,11,1,3,4,1,NA,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Alyson Vinícius Almeida Neves","alyson","Alyson","https://s.glbimg.com/es/sde/f/2020/07/16/d2d8dba7990915f9cb778e454ae473a0_FORMATO.png",102330,9,354,"lat","Nulo",-4.7,1.88,-1.71,-0.8,2,"Ceará",5,6,NA,1,2,NA,2,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,9,282,"mei","Suspenso",-1.4,7.41,-0.78,3.94,8,"Atlético-MG",22,19,NA,2,15,1,NA,21,3,NA,NA,NA,2,NA,NA,NA,NA,NA
"129","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,9,263,"gol","Provável",0,12.8,0,4.36,7,"Botafogo",NA,NA,NA,NA,NA,NA,NA,55,NA,2,10,7,NA,NA,NA,NA,NA,NA
"130","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,9,354,"tec","Provável",0.71,7.71,-0.2,3.4,9,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Guilherme de Aguiar Camacho","camacho","Camacho","https://s.glbimg.com/es/sde/f/2020/07/21/5b52e9c77ce07e75ed44e8584e771d63_FORMATO.png",68770,9,264,"mei","Dúvida",0,3.04,0,0.02,4,"Corinthians",4,6,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,9,266,"lat","Dúvida",0,3.23,0,-1.43,3,"Fluminense",2,5,1,1,NA,NA,NA,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,9,282,"zag","Nulo",0,7.83,0,2.8,1,"Atlético-MG",1,2,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"134","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/08/31/9b12692265c4c63f85c3780a70ca7015_FORMATO.png",81682,9,282,"mei","Nulo",0,12,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/07/19/6b2dbf503589c5cd94793b949e37ab80_FORMATO.png",36943,9,263,"tec","Provável",2.68,8.33,-0.13,3.23,8,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,9,354,"mei","Provável",1.4,5.88,-0.21,2.48,9,"Ceará",27,17,1,2,3,NA,NA,35,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"137","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,9,354,"gol","Provável",-1.2,5.12,-1.14,3.74,9,"Ceará",NA,NA,NA,NA,NA,NA,NA,73,1,3,13,12,NA,NA,NA,NA,NA,NA
"138","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2020/03/02/0f8cdae2b0676e92c2ccef0b10c4f252_FORMATO.png",103076,9,354,"ata","Nulo",-0.1,7.74,-0.22,2.74,9,"Ceará",11,4,4,6,2,1,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,9,265,"zag","Nulo",0,4.22,0,-0.45,2,"Bahia",NA,2,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2020/07/21/bfd90faeec9d1f1103e6bcc353b87e20_FORMATO.png",69161,9,264,"ata","Nulo",0,6.1,0,-0.07,3,"Corinthians",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,9,264,"lat","Provável",1.5,5.07,-0.75,3.6,3,"Corinthians",3,1,1,2,4,NA,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"142","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2020/08/31/66182e36104ff865242a7b388c3a2d6b_FORMATO.png",104459,9,354,"ata","Nulo",-0.5,0.77,0.03,-0.43,3,"Ceará",NA,3,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,9,282,"zag","Provável",-0.1,11.05,-0.78,4.85,8,"Atlético-MG",20,10,1,4,NA,NA,NA,46,2,4,NA,NA,1,NA,1,NA,NA,NA
"144","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,9,282,"zag","Dúvida",0,7.48,0,2.87,3,"Atlético-MG",5,2,NA,NA,3,NA,NA,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"145","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,9,282,"zag","Dúvida",1,12.35,-1.14,5.12,6,"Atlético-MG",7,6,NA,NA,6,1,NA,23,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"146","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,9,264,"gol","Provável",7.7,10.38,1.97,2.27,8,"Corinthians",1,NA,NA,NA,NA,NA,NA,39,NA,1,10,12,NA,NA,NA,NA,NA,NA
"147","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,9,265,"zag","Provável",1.9,8.8,0.25,3.06,8,"Bahia",11,1,1,1,3,1,NA,25,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"148","Cléber Bomfim de Jesus","cleber","Cléber","https://s.glbimg.com/es/sde/f/2020/07/16/715ecd8cb7718372d50406be7b2b10d9_FORMATO.png",104125,9,354,"ata","Provável",1.6,11.08,-0.32,3.78,9,"Ceará",8,18,4,9,7,3,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,9,264,"zag","Provável",1.7,4.44,0.21,1.27,7,"Corinthians",11,7,NA,NA,4,NA,NA,36,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"150","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,9,264,"zag","Suspenso",-5,4.41,-1.28,1.82,8,"Corinthians",8,13,5,1,2,1,NA,27,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"151","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,9,264,"mei","Provável",7.2,12.38,0.83,4.52,4,"Corinthians",4,5,6,4,9,NA,NA,23,2,NA,NA,NA,1,NA,1,NA,NA,NA
"152","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,9,282,"gol","Nulo",-7.2,6.11,-3.89,-7.2,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"153","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,9,282,"mei","Dúvida",2.8,12.89,0.1,5.22,8,"Atlético-MG",12,12,6,8,12,2,1,53,1,NA,NA,NA,1,NA,1,NA,NA,NA
"154","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,9,264,"mei","Provável",-0.2,5.71,0.21,1.69,8,"Corinthians",8,8,2,3,8,NA,NA,23,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"155","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,9,264,"mei","Dúvida",3.6,4.88,0.29,2.38,6,"Corinthians",16,10,NA,1,8,NA,NA,25,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"156","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2020/07/21/5dcf880865714624f3dd33ea666f3d81_FORMATO.png",93108,9,264,"mei","Nulo",0.4,4.45,0.25,0.56,5,"Corinthians",1,NA,1,NA,7,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,9,262,"zag","Nulo",0,2.37,0,-0.6,2,"Flamengo",1,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png",91191,9,282,"mei","Nulo",0,6,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
