"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"82","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,38,282,"mei","Provável",3.4,11.87,0.41,4.71,26,"282",NA,NA,33,NA,187,NA,2,27,37,14,23,2,8,2,4,NA,NA,1
"83","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,38,267,"mei","Dúvida",2.4,2.8,0.25,1.7,15,"267",NA,NA,12,NA,27,NA,2,12,9,3,5,1,1,NA,NA,NA,NA,NA
"84","José Welison da Silva","jose-welison","José Welison","https://s.glbimg.com/es/sde/f/2020/10/29/46f07bfe5b86d16343f64516421ab810_FORMATO.png",86859,38,263,"mei","Nulo",0,4.26,0,2.61,14,"263",NA,NA,11,NA,51,NA,NA,33,18,NA,9,NA,NA,NA,1,NA,NA,NA
"85","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,38,293,"lat","Nulo",0,2.88,0,0.18,6,"293",NA,NA,4,NA,49,1,1,6,9,NA,NA,NA,NA,1,NA,NA,NA,NA
"86","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,38,282,"mei","Provável",9.8,8.83,-0.24,3.56,26,"282",NA,NA,56,NA,94,NA,8,62,55,2,10,1,4,NA,2,NA,NA,NA
"87","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,38,294,"ata","Provável",8.1,6.95,1.3,1.63,17,"Coritiba",NA,NA,9,NA,31,NA,1,4,13,4,5,1,2,4,1,NA,NA,NA
"88","Vitor Benedito Leque da Silva","vitor","Vitor","https://s.glbimg.com/es/sde/f/2021/01/20/a04662c0c16a9801200893034e85e656_FORMATO.png",108714,38,373,"ata","Nulo",0,1.32,0,2.16,8,"373",NA,NA,3,NA,4,NA,1,4,6,1,NA,NA,2,NA,NA,NA,NA,NA
"89","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,38,282,"gol","Nulo",0,7.01,0,2,9,"282",1,6,NA,7,65,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,38,267,"ata","Nulo",0.8,2.15,0.11,0.09,8,"267",NA,NA,1,NA,6,NA,1,2,3,1,2,NA,NA,1,NA,NA,NA,NA
"91","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,38,277,"lat","Contundido",0,5.77,0,3.31,24,"Santos",NA,NA,19,NA,149,3,3,15,14,4,2,1,5,3,4,NA,NA,NA
"92","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,38,282,"zag","Provável",0,7.32,0,2.89,25,"282",NA,NA,20,NA,111,8,3,30,16,1,5,NA,1,1,1,NA,NA,NA
"93","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,38,280,"mei","Provável",1.1,9.04,-0.64,5.06,29,"280",NA,NA,72,NA,177,NA,2,121,49,4,7,NA,2,1,2,NA,NA,NA
"94","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,38,282,"zag","Provável",4.4,10.49,0.88,3.36,29,"282",NA,NA,4,NA,190,11,6,53,39,5,13,1,1,NA,2,NA,NA,NA
"95","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,38,267,"mei","Nulo",0,0.99,0,-1,3,"267",NA,NA,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Jean Mota Oliveira de Sousa","jean-mota","Jean Mota","https://s.glbimg.com/es/sde/f/2020/03/09/c51996a402c33b6efe07a6e733476941_FORMATO.png",78548,38,277,"mei","Provável",0,3.71,-0.93,1.52,27,"Santos",NA,NA,20,NA,100,NA,2,25,27,10,12,1,1,NA,1,NA,NA,1
"97","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,38,267,"ata","Provável",1.1,9.67,-0.43,3.34,31,"267",1,NA,73,NA,115,NA,5,46,24,8,16,2,3,6,2,NA,NA,NA
"98","Walter Henrique da Silva","walter","Walter","https://s.glbimg.com/es/sde/f/2020/07/11/e9da062d8d871c42bec83c2f50387e58_FORMATO.png",62128,38,293,"ata","Nulo",0.8,2.8,0.08,0.24,17,"293",NA,NA,9,NA,24,NA,1,1,8,2,7,NA,NA,2,NA,NA,NA,NA
"99","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,38,282,"mei","Nulo",0,9.68,0,2.91,23,"282",NA,NA,10,NA,50,NA,NA,25,7,9,8,NA,3,2,1,NA,NA,NA
"100","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,38,282,"gol","Nulo",0,5.4,0,-9.2,1,"282",NA,NA,NA,3,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,38,282,"ata","Provável",0.2,6.2,-0.97,3.27,29,"282",NA,NA,26,NA,197,NA,2,17,22,10,30,4,4,12,5,NA,NA,NA
"102","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,38,282,"lat","Provável",6.4,13.64,0.33,4.53,30,"282",NA,NA,37,NA,234,12,3,81,36,2,7,1,1,NA,1,NA,NA,NA
"103","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,38,282,"ata","Nulo",1.1,8.93,-0.92,2.48,29,"282",NA,NA,11,NA,41,NA,2,22,24,10,9,1,5,5,1,NA,NA,NA
"104","Luis Oscar González","lucho-gonzalez","Lucho González","https://s.glbimg.com/es/sde/f/2019/03/30/53d81b4d0fe0473120e74c998cbcd3bc_FORMATO.png",71479,38,293,"mei","Contundido",0,2.45,0,-0.19,11,"293",NA,NA,3,NA,32,NA,1,3,9,NA,2,1,NA,3,NA,NA,NA,NA
"105","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,38,282,"mei","Provável",-2.8,5.31,-1.12,1.4,29,"282",NA,NA,25,NA,186,NA,6,56,41,6,16,1,NA,NA,NA,NA,NA,NA
"106","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,38,263,"mei","Nulo",0,4.43,0,1.27,9,"263",NA,NA,7,NA,19,NA,NA,3,1,1,2,NA,NA,1,1,NA,NA,NA
"107","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,38,265,"zag","Provável",5.5,6.35,0.09,2.23,27,"265",NA,NA,5,NA,69,6,NA,20,20,7,4,NA,1,NA,1,NA,NA,NA
"108","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,38,267,"zag","Nulo",0,3.37,0,2.22,7,"267",NA,NA,3,NA,28,3,NA,5,7,NA,1,NA,NA,1,NA,NA,NA,NA
"109","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,38,282,"zag","Nulo",0,6.48,0,2.94,8,"282",NA,NA,1,NA,8,4,2,9,8,1,2,NA,NA,NA,NA,NA,NA,NA
"110","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,38,282,"zag","Nulo",7.3,11.13,0.92,3.07,20,"282",NA,NA,16,NA,84,7,2,21,20,2,2,1,1,NA,1,NA,NA,NA
"111","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,38,282,"zag","Nulo",0,6.89,0,2.39,7,"282",NA,NA,1,NA,16,3,NA,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"112","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,38,282,"mei","Nulo",0,2.43,0,-1.16,5,"282",1,NA,1,NA,16,NA,2,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"113","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/10/22/c4fb7a28616bd29c86efe4c7ae63a1b7_FORMATO.png",91191,38,290,"mei","Nulo",0,3.95,0,-1.1,3,"290",NA,NA,1,NA,3,NA,1,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"114","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/10/15/788a514811d1b7fe6bc8f3cb4078b1b4_FORMATO.png",62033,38,290,"ata","Provável",17.4,8.31,2.38,4.5,21,"290",NA,NA,32,NA,92,NA,4,18,22,7,20,NA,9,7,NA,NA,NA,1
"115","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,38,277,"gol","Provável",-0.4,6.52,-0.5,2.96,25,"Santos",NA,33,3,31,160,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,38,265,"lat","Provável",7.2,8.92,-1.5,3.4,27,"265",NA,NA,29,NA,224,5,3,56,29,6,10,NA,NA,2,5,NA,NA,NA
"117","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,38,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,38,267,"ata","Nulo",0,2.38,0,0.59,15,"267",NA,NA,14,NA,43,NA,1,2,6,2,1,NA,1,4,NA,NA,NA,NA
"119","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,38,265,"gol","Nulo",0,2.5,0,1.75,8,"265",NA,8,1,15,55,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"120","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2021/01/22/42298a997c80961c07ae1d138228ee85_FORMATO.png",107963,38,265,"zag","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2020/07/23/d4779b1c4479f06f665d796b9eb346b7_FORMATO.png",95464,38,265,"mei","Provável",3.7,5.71,0.01,0.98,28,"265",1,NA,20,NA,157,NA,10,74,87,5,8,NA,NA,NA,3,NA,NA,NA
"122","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,38,264,"mei","Provável",-1.6,4.64,-0.57,1.54,18,"264",NA,NA,16,NA,60,NA,3,25,21,2,6,NA,NA,NA,2,NA,NA,NA
"123","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/11/18/2e97acab2ac95708854691c5e1effc73_FORMATO.png",86143,38,356,"zag","Nulo",-0.2,3.01,-0.83,1.34,8,"356",NA,NA,5,NA,18,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,38,265,"gol","Provável",8.7,10.21,0.02,3.88,24,"265",NA,31,4,28,118,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,38,277,"mei","Contundido",0,3.92,0,1.73,19,"Santos",NA,NA,17,NA,115,NA,6,40,33,1,4,NA,2,2,1,NA,NA,NA
"126","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,38,265,"mei","Provável",4.5,4.34,0.16,2.69,22,"265",NA,NA,20,NA,78,NA,6,69,39,2,5,1,NA,NA,2,NA,NA,NA
"127","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/28/a0c1c9f69e5607f8a09bca2e4d7b6bc8_FORMATO.png",93791,38,265,"mei","Nulo",1.4,4.13,0.16,1.52,25,"265",2,NA,33,NA,103,NA,4,15,22,4,5,1,3,NA,2,NA,NA,NA
"128","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,38,265,"ata","Provável",9,6.87,0.1,2.48,29,"265",NA,NA,36,NA,187,NA,6,24,17,10,9,1,5,6,2,NA,NA,NA
"129","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2020/09/14/ef0f723350847206c410a0cdec3e8afe_FORMATO.png",90715,38,284,"ata","Contundido",0,4.6,0,1.36,22,"284",1,NA,18,NA,74,NA,2,10,18,5,8,NA,2,4,2,NA,NA,NA
"130","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,38,263,"mei","Nulo",0,6.5,0,2.49,24,"263",NA,NA,37,NA,172,NA,4,35,32,12,15,1,1,NA,2,NA,NA,NA
"131","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2020/02/28/d95ca5159ff4c4c6749ff6b844ceadb0_FORMATO.png",94968,38,265,"lat","Nulo",9.2,8.61,0.6,3.31,23,"265",NA,NA,26,NA,180,6,3,45,24,4,6,NA,NA,1,3,NA,NA,NA
"132","Luiz Otávio Alves Marcolino","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/03/01/c0d9bec2c3fec7a81266729603ed2582_FORMATO.png",94269,38,263,"mei","Provável",2.4,2.05,0.48,0.38,17,"263",NA,NA,4,NA,30,NA,1,7,11,4,4,NA,NA,NA,NA,NA,NA,NA
"133","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,38,265,"lat","Nulo",0,3.57,0,2.15,4,"265",NA,NA,NA,NA,17,1,NA,4,3,1,2,NA,NA,NA,NA,NA,NA,NA
"134","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,38,265,"mei","Nulo",0,3.55,0,1.7,4,"265",NA,NA,2,NA,2,NA,NA,4,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"135","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,38,263,"zag","Nulo",0,4.48,0,2.04,30,"263",1,NA,34,NA,84,4,4,48,28,3,5,NA,NA,1,1,NA,NA,NA
"136","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,38,265,"lat","Nulo",0,4.23,0,2.06,10,"265",NA,NA,NA,NA,33,2,1,5,3,1,4,NA,1,NA,NA,NA,NA,NA
"137","Vinícius Goes Barbosa de Souza","vina","Vina","https://s.glbimg.com/es/sde/f/2020/07/16/66a1394a24c6d86ac402a7ad916cf196_FORMATO.png",71162,38,354,"mei","Provável",2.7,11.34,-0.04,6.5,30,"354",NA,NA,27,NA,265,NA,3,14,16,27,38,1,13,5,9,NA,NA,1
"138","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,38,265,"mei","Nulo",0,1.98,0,1.48,16,"265",NA,NA,9,NA,32,NA,NA,16,10,6,5,NA,NA,NA,NA,NA,NA,NA
"139","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,38,354,"mei","Nulo",0,5.02,0,2.8,30,"354",NA,NA,22,NA,90,NA,3,74,16,4,8,1,1,NA,NA,NA,NA,NA
"140","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,38,277,"ata","Contundido",0,4.16,0,1.9,28,"Santos",NA,NA,36,NA,66,NA,5,17,39,2,16,1,4,2,1,NA,NA,NA
"141","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2020/07/23/9d019c35887c5b459155b29b81d6af85_FORMATO.png",94975,38,265,"mei","Nulo",0,3.01,0,1.7,14,"265",NA,NA,17,NA,39,NA,1,5,7,4,3,NA,1,1,1,NA,NA,NA
"142","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,38,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,NA,11,NA,7,NA,NA,8,7,2,2,NA,NA,3,NA,NA,NA,NA
"143","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,38,265,"ata","Nulo",0,4.53,0,2.09,17,"265",NA,NA,16,NA,85,NA,2,10,16,6,9,NA,3,3,1,NA,NA,1
"144","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,38,277,"mei","Provável",-0.4,1.54,-0.41,0.76,17,"Santos",1,NA,10,NA,66,NA,4,37,24,NA,3,NA,NA,NA,NA,NA,NA,NA
"145","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,38,263,"gol","Provável",0.3,1,-1.72,1.55,6,"263",NA,7,1,14,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"146","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2020/08/31/03f318322bad08093324500b97948211_FORMATO.png",72359,38,354,"zag","Nulo",0,4.94,0,2.47,27,"354",1,NA,7,NA,76,8,7,50,30,1,3,1,1,NA,NA,NA,NA,NA
"147","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2020/03/02/65eb6383d1eef941a4b0e88084a8b4f4_FORMATO.png",79042,38,354,"zag","Nulo",0,7.61,0,3.2,27,"354",NA,NA,20,NA,124,9,7,51,22,2,7,1,1,2,NA,NA,NA,NA
"148","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,38,265,"mei","Nulo",7.9,2.72,-0.09,1.76,15,"265",NA,NA,9,NA,21,NA,1,10,10,3,3,NA,2,2,NA,NA,NA,NA
"149","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,38,276,"zag","Provável",0.8,7.35,0.2,2.1,24,"276",NA,NA,38,NA,63,5,4,31,32,NA,7,NA,NA,NA,NA,NA,NA,NA
"150","Salomon Armand Magloire Kalou","kalou","Kalou","https://s.glbimg.com/es/sde/f/2020/07/16/451a2fa76b49b01f7f7f2b384b1c4a58_FORMATO.png",69524,38,263,"ata","Nulo",0,6.9,0,1.67,20,"263",NA,NA,16,NA,74,NA,NA,12,15,7,11,NA,1,4,1,NA,NA,NA
"151","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,38,277,"gol","Nulo",0,0.79,0,0.58,8,"Santos",NA,8,3,14,54,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,38,354,"mei","Nulo",0,12.98,0,4.42,33,"354",NA,NA,51,NA,199,NA,3,112,51,10,21,1,2,6,3,NA,NA,NA
"153","Saulo Ferreira Silva Nascimento","saulo","Saulo","https://s.glbimg.com/es/sde/f/2018/05/17/2e661ef69600f0353d4bc7ce467624df_FORMATO.png",89492,38,263,"gol","Nulo",0,1.04,0,-2.8,1,"263",NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,38,263,"zag","Provável",2,6.23,-0.68,1.86,29,"263",NA,NA,19,NA,90,5,6,35,23,2,12,NA,NA,1,1,NA,NA,NA
"155","Samuel Xavier Brito","samuel-xavier","Samuel Xavier","https://s.glbimg.com/es/sde/f/2020/03/02/c130a3239b5a95d8a3a8b13ede4b4ad1_FORMATO.png",73384,38,354,"lat","Nulo",0,5.83,0,2.92,27,"354",1,NA,39,NA,245,8,6,49,35,3,5,NA,1,2,3,NA,NA,NA
"156","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,38,276,"gol","Provável",-3.7,10.95,-2.12,2.66,32,"276",NA,32,8,39,235,6,1,1,NA,NA,NA,NA,NA,NA,1,NA,3,NA
"157","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2019/04/01/8b22d106ccba1278e3e4a6b89e76eab0_FORMATO.png",91573,38,276,"zag","Provável",-2.4,7.55,-1.23,2.26,17,"276",NA,NA,15,NA,59,3,4,20,20,6,6,NA,1,NA,NA,NA,NA,NA
"158","Diego Cavalieri","diego-cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2019/03/22/660661f23332e4ee9ccda585ec5cec21_FORMATO.png",38431,38,263,"gol","Nulo",0,3.9,0,0.35,18,"263",NA,17,1,30,102,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA
"159","Bruno de Jesus Pacheco","bruno-pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2020/03/02/bb3a75a802b180cef8ecf48d9cc025fa_FORMATO.png",90061,38,354,"lat","Nulo",0,9.45,0,3.35,28,"354",1,NA,35,NA,228,9,3,68,35,1,4,NA,NA,NA,2,NA,NA,NA
"160","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2020/03/02/48f74d37e908c5f5cf68c0ccaf907aca_FORMATO.png",90846,38,354,"zag","Provável",-6,2.37,-1.82,1.15,12,"354",1,NA,3,NA,26,4,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,38,292,"ata","Nulo",0,1.95,0,0.89,8,"292",NA,NA,10,NA,24,NA,NA,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"162","Juan Francisco Torres Belén","juanfran","Juanfran","https://s.glbimg.com/es/sde/f/2019/08/09/3bd5a8ba6743da05e2eefc2c5140722d_FORMATO.png",72620,38,276,"lat","Nulo",0,5.53,0,1.8,18,"276",NA,NA,10,NA,101,3,3,26,15,3,2,NA,NA,NA,1,NA,NA,NA
"163","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,38,277,"ata","Provável",1.6,3.71,0.38,1.59,21,"Santos",1,NA,14,NA,87,NA,1,17,22,12,4,1,2,1,NA,NA,NA,NA
"164","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,38,277,"ata","Nulo",-0.2,1.91,-0.3,0.56,12,"Santos",NA,NA,8,NA,23,NA,NA,6,7,2,NA,NA,NA,NA,NA,NA,NA,NA
